#OTU ID	CSM5FZ4M	CSM5MCUO	CSM5MCWQ	CSM5MCX3	CSM5MCXH	CSM5MCXJ	CSM5MCXL	CSM5MCXN	CSM5MCXP	CSM5MCXR	CSM5MCY4	CSM5MCY8	CSM67U9H	CSM67U9N	CSM67UAK	CSM67UAM	CSM67UAO	CSM67UAQ	CSM67UAS	CSM67UBX	CSM67UBZ	CSM67UC6	CSM67UDF	CSM67UDJ	CSM67UDN	CSM67UDR	CSM67UDR_TR	CSM67UDY	CSM67UE3	CSM67UE7	CSM67UEA	CSM67UEI	CSM67UEM	CSM67UEW	CSM67UEW_TR	CSM67UF1	CSM67UF5	CSM67UFV	CSM67UFZ	CSM67UG8	CSM79HGF	CSM79HID	CSM79HIF	CSM79HIH	CSM79HIJ	CSM79HIL	CSM79HIN	CSM79HLA	CSM79HLA_TR	CSM79HLC	CSM79HLE	CSM79HLG	CSM79HLI	CSM79HLK	CSM79HLM	CSM79HM1	CSM79HM7	CSM79HMN	CSM79HMP	CSM79HMT	CSM79HNE	CSM79HNI	CSM79HNK	CSM79HNM	CSM79HO1	CSM79HPK	CSM79HPO	CSM79HPS	CSM79HPU	CSM7KOJQ	CSM7KOJS	CSM7KOJU	CSM7KOJW	CSM7KOJY	CSM7KOK1	CSM7KOLY	CSM7KOMP	CSM7KOMT	CSM7KONU	CSM7KOP6	CSM7KOP8	CSM7KOPE	CSM7KOPG	CSM7KOPI	CSM7KOPK	CSM7KOPM	CSM7KOPO	CSM7KORM	CSM7KORO	CSM7KORS	CSM7KORU	CSM7KOS7	CSM7KOSH	CSM7KOU9	CSM7KOUB	CSM7KOUL	CSM7KOUN	CSM9X1XU	CSM9X1Y3	CSM9X1Y5	CSM9X1ZO	CSM9X1ZQ	CSM9X1ZY	CSM9X211	CSM9X213	CSM9X215	CSM9X219	CSM9X21J	CSM9X21L	CSM9X21N	CSM9X22G	CSM9X22I	CSM9X22K	CSM9X22S	CSM9X22U	CSM9X23H	CSM9X23N	ESM5ME9U	ESM5MEBS	ESM5MEBU	ESM5MEC3	ESM5MEC5	ESM5MEC9	ESM5MEDU	ESM718SY	HSM5MD3Y	HSM5MD41	HSM5MD43	HSM67VGY	HSM67VH1	HSM6XRR5	HSM6XRR7	HSM6XRR9	HSM6XRRB	HSM6XRRD	HSM6XRTM	HSM6XRTO	HSM6XRTQ	HSM6XRTS	HSM6XRUX	HSM6XRUZ	HSM6XRV2	HSM6XRV4	HSM6XRV6	HSM6XRV8	HSM7CZ1V	HSM7CZ1Z	HSM7CZ22	HSM7J4GP	HSM7J4GR	HSM7J4HM	HSM7J4HO	HSM7J4HQ	HSM7J4HS	HSM7J4HU	HSM7J4JZ	HSM7J4K2	HSM7J4K4	HSM7J4K6	HSM7J4K8	HSM7J4KA	HSM7J4M4	HSM7J4M6	HSM7J4M8	HSM7J4MA	HSM7J4MC	HSM7J4ME	HSM7J4NC	HSM7J4NE	HSM7J4NM	HSM7J4NO	HSM7J4NS	HSM7J4NU	HSM7J4PC	HSM7J4PE	HSM7J4PG	HSM7J4PI	HSM7J4PK	HSM7J4PM	HSMA33IA	HSMA33IC	HSMA33IO	HSMA33IS	HSMA33LB	HSMA33LH	HSMA33LH_TR	HSMA33LJ	HSMA33LX	HSMA33LZ	HSMA33M2	HSMA33M8	HSMA33MA	HSMA33MC	HSMA33ME	HSMA33MG	HSMA33MI	HSMA33MK	HSMA33MX	HSMA33MZ	HSMA33N4	HSMA33NW	HSMA33O1	HSMA33O3	HSMA33OD	HSMA33OJ	HSMA33OL	HSMA33OP	HSMA33OR	HSMA33OT	HSMA33OV	HSMA33OX	HSMA33OZ	HSMA33P6	HSMA33RD	HSMA33RF	HSMA33RR	HSMA33RT	HSMA33RX	HSMA33RX_TR	MSM6J2HB	MSM6J2HD	MSM6J2HF	MSM6J2HH	MSM6J2HJ	MSM6J2HL	MSM6J2OH	MSM6J2OJ	MSM6J2OL	MSM6J2ON	MSM6J2OP	MSM79H7C	MSM79H7E	MSM79H7G	MSM79H7M	MSM79HAJ	MSM79HAL	MSM79HAN	MSM79HAR	MSM79HAT	MSM79HBZ	MSM79HDA	MSM79HDC	MSM79HDE	MSM79HDG	MSM79HDG_TR	MSM79HDI	MSM79HEA	MSM79HF3	MSM79HF5	MSM79HF7	MSM79HF9	MSM79HF9_TR	MSM79HFB	MSM9VZEU	MSM9VZEW	MSM9VZEY	MSM9VZF1	MSM9VZF3	MSM9VZF5	MSM9VZIM	MSM9VZIO	MSM9VZIQ	MSM9VZIS	MSM9VZIU	MSM9VZIW	MSM9VZLL	MSM9VZLN	MSM9VZLP	MSM9VZLR	MSM9VZLT	MSM9VZLV	MSM9VZLZ	MSM9VZNR	MSM9VZNX	MSM9VZNZ	MSM9VZO2	MSM9VZOS	MSM9VZOU	MSM9VZOW	MSM9VZOY	MSM9VZP1	MSM9VZP3	MSMA267V	MSMA267X	MSMA2684	MSMA2688	MSMA26AV	MSMA26AX	MSMA26AZ	MSMA26AZ_TR	MSMA26EH	MSMA26EJ	MSMA26EL	MSMA26EN	MSMA26EP	MSMA26ER	MSMA26ET	MSMA26EZ	MSMAPC55	MSMAPC57	MSMAPC59	MSMAPC5B	MSMAPC5D	MSMAPC5Z	MSMAPC64	MSMAPC66	MSMB4LYH	MSMB4LZ4	MSMB4LZP	MSMB4LZR	PSM6XBSE	PSM6XBT3	PSM6XBT5	PSM6XBT7	PSM6XBT9	PSM6XBTB	PSM6XBTD	PSM6XBVI	PSM6XBVK	PSM6XBVM	PSM6XBVO	PSM6XBVQ	PSM6XBVS	PSM7J127	PSM7J129	PSM7J12B	PSM7J12D	PSM7J12F	PSM7J12V	PSM7J12Z	PSM7J169	PSM7J16B	PSM7J16F	PSM7J16H	PSM7J18Q	PSM7J193	PSM7J1AM	PSM7J1AO	PSM7J1AQ	PSM7J1AS	PSM7J1AU	PSM7J1AW	PSM7J1B7	PSM7J1B9	PSM7J1BB	PSM7J1BD	PSM7J1BF	PSM7J1BH	PSM7J1BV	PSM7J1BX	PSM7J1C4	PSMA264K	PSMA264O	PSMA264Q	PSMA264S	PSMA264U	PSMA264W	PSMA265X	PSMA266U	PSMA266Y	PSMA2671	PSMA2675	PSMA267J	PSMA267P	PSMA267R	PSMA269S	PSMA269W	PSMA26A1	PSMA26A3	PSMB4MBI	PSMB4MBK	PSMB4MC1	PSMB4MC3	PSMB4MC5	PSMB4MC7	CSM5FZ4A_P	CSM5FZ4E_P	ESM5GEZ4_P	ESM5GEZ6_P	ESM5GEZA_P	ESM5MEAB_P	CSM5MCUA_P	CSM5MCUS_P	HSM5MD47_P	ESM5MEA9_P	HSM5MD44_P	CSM5MCYU_P	HSM6XRQE_P	CSM5MCYQ_P	CSM67U9P_P	CSM67UEP_P	CSM67U9R_P	CSM79HGH_P	MSM6J2N6_P	CSM67UET_P	HSM7CZ1T_P	CSM79HNG_P	MSM79HF1_P	CSM79HQT_P	CSM79HPQ_P	CSM79HPM_P	HSM7CZ2X_P	CSM79HM5_P	CSM7KONS_P	PSM7J1C2_P	CSM7KOMR_P	CSM79HQR_P	CSM7KOMV_P	HSM7J4JT_P	MSM9VZN4_P	HSM7J4JV_P	CSM5MCXB_P	CSM5MCYI_P	CSM5MCYM_P	CSM67U9T_P	CSM5MCYO_P	PSM6XBSG_P	CSM79HGJ_P	CSM79HGD_P	CSM79HGL_P	CSM79HGN_P	ESM5MEC7_P	MSM79HD8_P	CSM79HM9_P	MSM79HD6_P	CSM7KOU7_P	MSM79H9U_P	CSM7KONW_P	CSM7KOQ5_P	CSM7KOUJ_P	HSMA33P2_P	MSM9VZJF_P	HSM5MD43_P	CSM67U9H_P	CSM79HGF_P	PSM6XBSE_P	CSM67UF1_P	CSM67UEW_P	MSM5LLIQ_P	MSM5LLHV_P	MSM5LLFK_P	ESM5MEEJ_P	MSM5LLFM_P	CSM5MCTZ_P	MSM5LLFO_P	CSM5FZ4G_P	CSM5MCUQ_P	CSM5MCUG_P	CSM5MCU8_P	CSM5FZ4K_P	CSM5MCUK_P	MSM5LLFU_P	CSM5MCUC_P	HSM5MD87_P	ESM5MEA7_P	CSM5MCWM_P	CSM5MCUY_P	CSM5MCUE_P	CSM5MCUW_P
k__Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001308	0.0	0.0	0.0	0.0003062	3.18e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013656	0.0018879	0.0010587	0.0062691	0.002058	0.0064643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33e-05	0.0	0.0001793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084508	0.0007474	0.0033942	0.0012284	0.0029335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0448545	0.0004043	0.157865	0.010178	0.0114243	0.0063916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056625	0.0017935	0.0053476	0.0032679	0.0365512	0.0768949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005137	0.0001574	0.0013204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.479553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128349	0.0022196	0.0013222	0.0012157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31e-05
k__Archaea|p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001308	0.0	0.0	0.0	0.0003062	3.18e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013656	0.0018879	0.0010587	0.0062691	0.002058	0.0064643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33e-05	0.0	0.0001793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084508	0.0007474	0.0033942	0.0012284	0.0029335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0448545	0.0004043	0.157865	0.010178	0.0114243	0.0063916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056625	0.0017935	0.0053476	0.0032679	0.0365512	0.0768949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005137	0.0001574	0.0013204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.479553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128349	0.0022196	0.0013222	0.0012157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31e-05
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001308	0.0	0.0	0.0	0.0003062	3.18e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013656	0.0018879	0.0010587	0.0062691	0.002058	0.0064643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33e-05	0.0	0.0001793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084508	0.0007474	0.0033942	0.0012284	0.0029335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0448545	0.0004043	0.157865	0.010178	0.0114243	0.0063916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056625	0.0017935	0.0053476	0.0032679	0.0365512	0.0768949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005137	0.0001574	0.0013204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.479553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128349	0.0022196	0.0013222	0.0012157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31e-05
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001308	0.0	0.0	0.0	0.0003062	3.18e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013656	0.0018879	0.0010587	0.0062691	0.002058	0.0064643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33e-05	0.0	0.0001793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084508	0.0007474	0.0033942	0.0012284	0.0029335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0448545	0.0004043	0.157865	0.010178	0.0114243	0.0063916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056625	0.0017935	0.0053476	0.0032679	0.0365512	0.0768949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005137	0.0001574	0.0013204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.479553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128349	0.0022196	0.0013222	0.0012157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31e-05
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001308	0.0	0.0	0.0	0.0003062	3.18e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013656	0.0018879	0.0010587	0.0062691	0.002058	0.0064643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33e-05	0.0	0.0001793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084508	0.0007474	0.0033942	0.0012284	0.0029335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0448545	0.0004043	0.157865	0.010178	0.0114243	0.0063916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056625	0.0017935	0.0053476	0.0032679	0.0365512	0.0768949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005137	0.0001574	0.0013204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.479553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128349	0.0022196	0.0013222	0.0012157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31e-05
