Name,response
FRICKE_16D,True
FRICKE_29I,False
FRICKE_19C,False
FRICKE_20E,True
FRICKE_54C,True
FRICKE_19G,True
FRICKE_9E,True
FRICKE_28C,False
FRICKE_29C,False
FRICKE_23C,False
FRICKE_18C,True
FRICKE_23G,True
