	Akkermansia_muciniphila	Alistipes_onderdonkii	Alistipes_putredinis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Barnesiella_intestinihominis	Dialister_invisus	Escherichia_coli	Eubacterium_rectale	Eubacterium_siraeum	Faecalibacterium_prausnitzii	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotella_copri	Roseburia_intestinalis	Ruminococcus_torques	Subdoligranulum_unclassified
PSM7J17V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	3	0	0	0	8563	76	488
PSM7J17X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	6	0	0	0	9430	133	148
PSM7J17Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	6791	0	0	0	1516	28	123
PSM7J182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	3066	0	0	0	5687	38	77
PSM7J184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5987	0	0	0	3509	16	68
PSM7J186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	6581	0	0	0	2620	35	36
PSM7J19N	203	52	389	299	0	96	57	0	63	0	21	802	126	210	0	0	297	277	858	0	0	5477	160	64	221
PSM7J19P	156	30	279	194	0	54	29	0	98	0	8	519	252	156	0	0	266	509	802	0	0	6177	49	48	150
PSM7J19R	2477	83	393	457	0	149	15	0	50	1	11	1326	217	287	0	0	454	140	1835	0	0	1422	5	76	329
PSM7J19T	64	34	437	436	0	93	110	0	132	0	10	300	447	295	0	0	404	54	507	0	0	6086	165	12	150
PSM7J19Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	6692	0	0	0	0	0	102	2445
PSM7J1A2	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	2580	0	5279	8	0	0	0	0	699	1426
PSM7J1A4	0	0	6	0	0	27	0	463	18	244	0	153	529	6	0	1573	434	2968	736	14	42	0	198	257	2314
PSM7J1A6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9983	0	0	1	0	0	0	0	13	2
PSM7J1A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	0	0	0	0	0	1	7766	39	373
PSM7J1DF	200	325	1138	991	0	81	289	0	299	2826	2	634	261	0	318	10	431	0	502	253	96	0	0	0	128
PSM7J1DL	91	241	821	597	0	438	147	0	148	2467	0	974	420	0	27	46	274	0	624	710	344	0	0	10	225
PSMA265D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2306	0	3087	0	0	0	4380	16	12
PSMA265F	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	63	351	0	8204	0	0	0	407	31	177
PSMA265H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	4584	0	4090	0	0	0	1078	92	44
PSMA265J	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1387	0	5789	0	0	0	2553	120	30
PSMA265J_TR	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1387	0	5789	0	0	0	2553	120	30
PSMA265L	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	90	466	0	6050	0	0	0	1699	122	406
ESM5GEZ1_P	0	0	0	0	0	0	3419	0	0	0	0	1260	258	0	635	279	1678	0	1305	0	0	0	313	7	2
HSM5MD8H_P	15	27	0	218	0	0	0	2002	912	2174	0	0	0	0	29	1	2412	0	1621	0	0	0	0	99	97
MSM6J2JH_P	0	10	127	144	44	64	93	365	55	0	94	178	158	450	0	0	246	80	1006	0	0	5928	118	5	431
HSM5MD8D_P	130	48	238	161	0	12	0	0	3	20	91	162	172	0	319	0	0	250	2247	139	0	5900	0	8	47
HSM6XRQC_P	0	0	0	0	0	0	7968	0	298	966	123	0	121	0	0	113	349	0	0	0	0	0	0	40	4
HSM5MD6O_P	0	577	669	411	0	0	0	0	475	2530	0	3521	1155	0	93	0	65	0	457	0	0	0	0	19	6
HSM6XRT6_P	247	47	0	821	0	2	2	0	181	39	94	436	689	0	241	2666	308	0	1316	0	245	0	59	150	1329
HSM6XRTA_P	606	84	434	1048	0	15	3	0	79	96	128	306	444	0	3049	39	0	16	1321	107	0	1478	450	0	99
HSM6XRSZ_P	84	721	0	1663	0	32	2	0	281	195	198	488	1463	0	100	121	193	0	924	0	669	0	0	59	284
HSM6XRTC_P	149	101	503	132	0	18	0	0	5	10	412	374	210	0	1995	3	0	120	2114	196	0	3430	0	18	37
HSM5MD6S_P	0	271	622	341	0	1	0	0	657	1420	0	1868	1053	0	95	13	339	3	3166	0	0	0	3	15	20
HSM67VDX_P	0	276	962	971	38	736	206	0	179	1794	120	57	1	0	1	82	1000	0	143	379	554	0	8	2249	160
HSM6XRT4_P	118	736	0	1363	0	5	916	0	330	44	233	517	1023	0	137	2027	60	0	339	0	473	0	0	143	137
HSM67VDR_P	0	0	385	41	0	53	13	1287	689	1022	0	285	1875	0	27	5	245	2	800	1	259	0	889	50	141
CSM79HGR_P	965	825	584	422	164	0	179	2763	71	0	862	0	1759	0	0	0	132	64	475	9	0	0	268	24	375
MSM6J2PQ_P	0	22	235	521	2	1	0	0	35	381	65	172	1096	258	0	0	909	0	1204	15	911	0	265	253	1646
MSM79H52_P	0	138	813	744	0	23	0	0	147	0	14	53	215	1041	0	3	181	26	35	901	0	0	0	185	512
HSM67VG6_P	106	402	619	465	0	1	1113	0	403	839	52	1019	360	0	0	250	168	0	1004	0	558	0	2	118	257
CSM7CZ2F_P	18	296	698	592	0	1	34	0	182	885	63	660	483	0	0	48	400	0	414	0	465	0	0	24	144
PSM7J19X_P	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2788	0	3225	25	0	0	0	0	0	3958
HSM7CZ2L_P	27	125	306	794	0	0	7	0	60	103	55	1540	309	0	0	192	349	0	3289	0	207	0	0	43	172
HSM7CYYV_P	462	190	466	268	0	10	0	0	20	51	151	245	145	0	945	0	0	80	1727	168	0	4703	0	20	249
HSM7CYYR_P	111	414	533	985	0	26	74	0	98	49	1261	275	382	0	419	0	0	0	146	1088	0	3490	0	4	21
PSM6XBTZ_P	10	86	796	285	0	114	3	0	85	3015	1	1879	767	0	35	0	473	0	343	459	233	0	7	3	310
HSM7CZ2J_P	110	524	588	332	0	0	1	0	148	340	70	1202	439	0	0	530	115	0	112	0	332	0	0	10	368
MSM79HCN_P	1848	0	1984	0	0	2598	0	0	0	0	1882	0	0	0	496	0	17	0	903	0	0	0	0	6	30
HSMA33J1_P	0	122	1113	0	0	3	0	37	147	1870	211	168	1250	264	0	8	200	0	3067	0	271	74	106	99	209
HSM5MD8L_P	42	33	314	141	0	9	1	0	4	25	104	121	84	0	186	0	0	438	1580	133	0	6647	0	2	48
MSM6J2JF_P	3901	2	13	366	28	44	156	3	850	23	284	1090	1291	0	84	147	292	10	282	56	308	118	30	87	351
HSM5MD8B_P	358	89	447	295	0	15	1	0	6	115	205	193	131	0	1216	24	0	567	993	165	0	4982	0	18	63
HSM5MD6E_P	3	1	1	1	0	0	0	1516	1724	4220	0	2	3	0	1	0	337	4	1904	0	0	13	0	7	97
HSM5MD5F_P	87	64	0	498	0	2	19	5	155	64	45	346	239	0	852	2403	1460	0	1703	2	253	2	8	90	924
HSM6XRTE_P	484	420	985	837	9	38	7	10	17	164	436	551	303	0	1716	2	4	163	1586	367	0	1504	0	53	119
HSM5MD6U_P	9	1059	953	1938	0	4	14	1	523	1533	10	1531	182	0	325	15	58	4	1538	8	4	40	0	21	182
HSM6XRT2_P	18	251	29	804	0	7	577	1	314	128	123	1829	694	0	166	611	200	0	559	9	492	19	0	43	321
HSM67VG2_P	38	306	446	721	0	0	6561	1	77	179	13	212	164	0	0	781	4	0	19	0	171	0	0	24	39
CSM79HGV_P	80	283	385	763	1340	9	117	2219	128	27	567	59	744	0	0	0	687	20	872	7	4	191	1077	36	264
HSM67VGE_P	28	22	202	93	2	23	2	70	43	226	121	49	231	15	5891	9	45	44	487	320	6	1745	3	17	30
HSM67VGI_P	107	298	913	454	0	34	2	0	49	370	450	155	416	0	708	32	0	54	624	1287	0	3063	0	0	81
PSM6XBW1_P	4	52	827	313	0	91	100	16	142	47	28	462	268	467	0	0	115	11	767	9	2	5182	10	32	490
MSM9VZFJ_P	0	0	1844	833	561	1	32	0	224	55	263	821	2013	218	0	25	443	0	1043	3	566	3	207	21	168
MSM79H94_P	0	0	652	3	5528	3	445	0	1	2	1204	107	1474	0	129	42	0	0	101	53	0	27	0	0	33
MSM79H8J_P	0	220	849	7	0	349	0	577	424	10	2	1038	11	141	17	0	158	16	1023	105	247	19	0	12	903
HSM5MD5Z_P	0	449	550	1012	0	0	0	0	714	3866	0	1840	1288	0	63	0	2	0	215	0	0	0	0	0	0
HSM5MD5B_P	11	66	0	284	0	1	0	0	101	148	55	887	357	0	239	39	336	0	2331	0	399	0	115	35	253
HSM5MD5D_P	107	197	0	753	0	9	0	0	238	84	119	482	754	0	215	13	364	0	2758	0	808	0	3	13	239
HSM5MD6I_P	0	187	0	0	0	0	0	2327	616	4832	0	0	1	0	0	0	428	0	1467	0	0	0	0	7	35
HSM6XRSX_P	79	94	0	784	0	18	17	0	244	264	84	767	981	0	795	764	384	0	1191	0	284	0	9	32	733
HSM5MD6K_P	0	325	0	0	0	0	0	2478	528	3883	0	0	1	0	11	0	426	0	2102	0	0	0	0	10	58
HSM6XRTG_P	38	82	470	136	0	12	0	0	3	53	221	235	109	0	61	0	0	233	2148	137	0	5929	0	0	65
HSM67VDT_P	378	202	1089	328	0	18	0	1	241	4633	142	742	1034	0	57	7	164	28	201	0	552	0	0	11	112
HSM67VGA_P	221	316	998	1140	0	98	12	0	73	25	952	992	783	0	597	8	0	123	1301	1318	0	77	0	18	67
MSM6J2M3_P	22	130	729	157	5	18	0	30	171	620	149	760	273	320	43	0	953	1253	3071	68	16	0	1	64	403
HSM67VFX_P	26	247	0	503	0	4	0	1	148	227	78	842	798	0	1	167	539	0	4230	0	602	2	60	61	415
ESM5GEYU_P	0	0	0	0	0	7	2783	13	2	5	0	1238	483	0	770	745	1485	0	2183	6	0	0	34	11	13
ESM5GEZ3_P	0	0	0	0	0	0	1783	0	0	0	0	1531	433	0	83	44	1155	0	4518	0	0	0	97	14	6
ESM5MEBP_P	0	0	0	0	0	0	996	0	0	0	6	1350	791	0	270	48	2168	0	3724	0	0	0	3	39	0
HSM5MD57_P	132	447	0	661	0	61	1	0	363	235	73	1325	833	0	409	1082	90	0	785	0	614	0	1	83	347
HSM5MD8P_P	46	82	635	465	0	44	6	0	15	149	116	47	345	0	826	2	0	2	933	184	0	6068	0	8	22
HSM5MD82_P	16	310	903	449	0	41	13	0	8	431	560	36	335	0	1207	65	0	6	3064	173	0	2248	0	10	63
HSM5MD8A_P	3	290	19	1335	0	105	241	0	1044	129	224	308	408	0	103	192	747	0	25	0	856	0	75	2001	280
ESM5ME9H_P	0	0	0	0	0	0	765	0	3	0	0	3313	546	0	157	11	391	0	4070	0	0	0	7	17	4
HSM5MD59_P	12	72	0	354	0	13	1	0	268	179	72	1715	373	0	238	41	337	0	2712	0	328	0	351	12	110
HSM5MD8N_P	1126	354	1306	554	0	35	3	0	22	97	971	947	344	0	386	3	0	602	912	394	0	1457	0	9	75
CSM6J2H9_P	0	151	759	154	89	0	46	0	11	1918	39	1627	661	383	0	1	223	0	2530	28	318	0	149	39	659
