	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSMB4LZX	0	27	0	55	309	2	49	3	0	3	19	82	228	298	0	0	355	0	228	0	0	47	0	749	125	58	230	8	0	9	11	1	0	0	0	1	7	0	0	0	0	4	0	1	5	5	0	0	0	208	0	0	1	198	7	0	490	28	1	3220	0	21	1	0	7	0	0	0	6	1	16	67	6	0	0	182	0	4	8	0	0	107	1627	122	0	0	75	19	0	143	12	72	0	0	9	185	216	0	2	3	20
MSMB4LZZ	0	40	0	76	516	4	56	0	0	0	56	155	672	449	0	0	581	0	620	6	0	151	1	880	218	59	303	3	0	4	7	2	0	0	0	0	4	0	0	0	0	3	0	0	1	2	2	0	0	41	0	0	0	99	0	0	151	2140	0	1214	0	14	0	0	15	0	0	0	0	1	4	152	8	0	0	178	0	1	4	0	1	22	259	69	0	0	29	4	0	128	0	84	1	1	73	97	309	8	1	10	13
PSM6XBTR	2	77	7	57	245	2	107	0	0	0	152	202	0	103	0	232	524	23	0	0	43	3358	0	1302	1160	0	0	99	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	2	0	0	0	56	1	0	324	2	0	426	0	0	0	0	2	0	1	0	0	4	0	170	39	400	0	258	0	0	0	0	0	39	0	8	0	0	20	0	0	0	1	14	0	0	0	92	335	0	0	0	0
PSM6XBTT	8	100	9	57	416	1	42	5	0	0	228	208	0	127	0	416	355	42	0	0	133	2367	0	885	845	0	0	219	0	0	37	0	6	0	0	0	0	0	0	0	2	0	0	10	2	9	0	72	5	15	0	0	0	4	28	1	712	30	15	1185	0	0	2	0	6	0	6	0	3	8	13	86	85	100	0	179	0	4	0	0	0	44	0	11	0	0	75	0	0	16	8	14	0	0	0	230	512	0	0	0	0
PSM6XBTX	342	269	30	64	1022	2	121	0	0	2	197	2791	0	25	0	99	43	1	0	0	47	1181	0	885	662	0	0	48	15	0	44	0	1	0	0	0	0	0	2	0	3	0	0	11	4	16	0	29	3	11	0	0	0	1	9	4	369	0	0	566	4	0	0	0	8	0	1	0	0	8	0	156	72	290	0	68	0	0	0	0	0	6	0	13	1	0	20	0	0	0	7	34	0	0	0	272	119	0	0	0	0
PSM6XBU2	75	90	4	94	594	1	38	4	0	0	86	785	0	158	0	184	506	30	0	0	36	1922	0	684	1221	0	0	79	26	3	16	0	1	0	0	0	1	0	0	0	1	16	0	28	4	23	0	47	12	39	0	0	0	0	52	7	1587	0	16	475	4	0	2	0	0	2	7	0	3	6	0	86	42	227	0	131	0	1	0	0	0	11	13	15	24	0	109	0	8	0	20	34	0	0	0	71	240	0	0	0	0
PSM6XBW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	3	4	0	0	288	0	156	40	0	200	0	0	0	107	0	0	0	0	2960	0	0	0	0	0	84	0	0	140	37	0	13	0	0	0	0	0	0	0	0	22	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	2548	0	0	60	7	8	0	1594	0	8	193	1073	207
PSM7J14X	277	15	0	18	177	0	34	1	2	5	79	726	0	271	0	47	491	634	0	0	39	391	0	297	344	0	0	12	1	0	12	0	0	0	0	0	0	0	1	0	9	3	0	0	2	15	0	115	37	68	0	379	0	34	7	4	1319	0	26	2832	1	11	0	0	0	0	2	0	1	5	30	66	36	330	0	78	0	0	0	1	0	218	23	8	0	0	64	42	0	0	11	44	0	0	0	145	159	0	0	0	2
PSM7J154	91	61	3	47	399	1	43	0	0	1	103	254	0	412	0	99	612	7	0	0	25	1837	0	429	528	0	0	24	0	1	11	0	3	3	0	0	0	0	0	0	0	1	0	1	0	21	0	50	1	15	0	0	0	2	2	1	971	0	5	2588	1	0	0	0	2	0	2	0	0	2	11	75	40	347	0	183	0	1	0	0	0	13	3	8	32	0	50	112	0	41	3	37	0	0	0	132	251	0	0	0	0
PSM7J156	40	99	1	132	329	0	35	0	0	0	73	263	0	311	0	133	678	62	0	0	16	394	0	474	459	0	0	55	0	0	8	0	3	0	0	0	0	0	0	0	0	1	0	1	0	8	0	43	1	11	0	3	1	4	4	1	356	0	3	4285	0	0	0	0	5	0	2	0	0	3	22	81	30	208	0	130	0	1	0	0	0	157	173	24	0	0	33	66	0	11	4	34	0	0	0	259	468	0	0	0	0
PSM7J15K	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	56	0	9	289	0	5	165	0	504	0	0	0	87	0	14	0	0	392	0	0	0	0	0	0	0	5084	89	77	60	1	24	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	98	2216	228	0	0	0	0	49	0	0	37	0	0	0	128	0	0	54	53	77
PSM7J15M	0	0	0	0	0	0	0	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	23	0	7	56	0	4	24	0	333	0	0	0	24	0	8	0	0	286	6	0	0	0	0	0	0	5824	47	307	38	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	2016	178	0	0	0	0	114	0	0	35	1	1	1	136	0	3	47	75	92
PSM7J15O	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	1	9	0	0	29	0	15	6	0	33	0	0	0	12	0	17	0	0	43	0	0	0	0	21	0	0	3544	15	375	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	82	4498	357	0	0	0	0	65	0	0	112	1	2	0	82	0	6	73	110	423
PSM7J15Q	0	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	258	0	0	0	0	28	0	38	112	0	2	147	0	222	0	0	0	50	0	5	0	0	261	2	0	0	0	2309	0	0	2022	109	11	63	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	57	2834	259	0	0	0	0	211	0	0	369	2	4	16	268	0	1	32	136	134
PSM7J15S	0	0	0	0	0	0	0	3	24	0	0	1	0	5	0	0	0	0	0	0	0	0	1	8	1	3	0	0	0	645	0	0	0	1	45	0	2	72	0	18	65	0	341	0	0	0	36	0	23	0	0	475	0	0	0	0	1359	0	0	2222	80	151	25	0	12	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100	3074	292	0	0	0	0	172	0	0	195	6	23	194	95	0	5	42	132	48
PSM7J15U	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	107	0	0	0	0	15	0	24	39	0	14	48	0	189	0	0	0	6	0	5	0	0	43	7	0	0	0	836	0	0	2899	53	41	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	4570	455	0	0	0	0	60	0	0	99	10	12	89	80	0	1	61	81	68
PSM7J16U	0	7	0	7	82	0	11	5	0	0	0	179	0	152	0	44	0	96	0	0	28	0	10	376	311	0	87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	11	16	0	0	0	4	7	3	201	18	0	243	0	10	0	0	0	0	12	0	58	0	0	0	2	1	0	0	19	0	5	7205	0	5	23	177	0	0	0	0	0	126	65	97	0	0	22	69	187	0	0	0	0
PSM7J16W	106	28	0	25	232	0	27	0	0	1	0	189	0	51	0	43	0	18	0	0	51	0	6	391	237	0	76	0	0	0	7	2	1	0	0	0	1	0	0	0	0	0	0	0	1	28	0	0	2	25	0	0	0	23	0	1	174	89	16	1116	0	20	0	1	0	0	7	0	3	1	18	96	10	0	0	0	32	0	0	6425	0	10	60	97	0	0	0	0	0	55	2	12	0	0	0	72	107	0	0	1	1
PSM7J16Y	1159	199	0	169	1027	0	192	2	1	2	0	1025	0	212	0	90	0	45	0	0	65	0	34	1593	312	0	679	0	0	10	40	16	2	0	0	0	0	9	0	0	20	2	1	0	7	45	0	0	10	30	0	0	0	37	7	26	212	235	11	444	0	1	0	0	0	0	17	5	14	2	10	306	15	0	0	0	103	1	0	510	0	163	6	6	0	0	0	0	0	200	42	49	0	4	0	387	191	0	0	0	0
PSM7J171	78	29	0	26	362	0	46	0	0	0	0	278	0	55	0	55	0	38	0	0	78	0	12	448	109	0	148	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	1	0	122	1180	0	207	0	16	0	0	0	0	2	0	1	0	10	113	3	2	0	0	44	0	0	6255	0	17	0	65	0	0	0	0	0	17	3	16	0	0	0	72	80	0	0	0	1
PSM7J173	257	60	0	48	435	0	82	0	0	0	0	447	0	118	0	99	0	63	0	0	133	0	18	478	519	0	329	0	0	2	3	0	0	0	0	0	0	0	0	0	0	20	0	0	2	6	0	0	12	13	0	0	0	21	1	2	18	858	46	265	0	13	0	0	0	0	16	0	7	0	0	123	14	0	0	0	71	0	5	4761	0	19	120	54	0	0	0	0	0	61	8	18	0	0	2	203	151	0	0	0	0
PSM7J17V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	5	36	3	0	30	217	0	106	0	0	0	206	0	98	0	0	594	2	0	0	0	0	0	0	2	84	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5853	0	0	0	0	0	168	0	0	52	38	16	0	333	0	2	154	61	746
PSM7J17X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	6	33	4	0	10	156	0	107	0	0	0	24	0	96	0	0	215	49	0	0	0	0	0	0	4	43	822	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	7160	0	0	0	0	0	299	0	0	101	13	5	19	113	0	9	166	74	248
PSM7J17Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	17	0	0	29	68	0	5	0	0	0	138	0	19	0	0	194	0	0	0	0	0	0	0	5623	35	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	1255	1084	0	0	0	0	20	0	0	23	2	0	0	102	0	3	67	95	349
PSM7J182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	23	0	4	65	0	3	25	0	111	0	0	0	5	0	14	0	1	128	0	0	0	0	0	0	0	2747	15	179	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	124	5095	885	0	0	0	0	34	0	0	34	6	5	4	69	0	3	35	50	179
PSM7J184	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	2	4	0	0	28	0	2	7	0	53	0	0	0	1	0	9	0	0	10	0	0	0	0	0	0	0	5666	20	64	22	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	131	3321	387	0	0	0	0	30	0	0	15	1	1	0	64	0	0	42	11	73
PSM7J186	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	12	0	9	51	0	1	4	0	59	0	0	0	18	0	7	0	0	18	1	0	0	0	0	0	0	6196	46	56	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	97	2467	668	0	0	0	0	102	0	0	33	0	0	5	34	0	0	15	42	18
PSM7J19N	191	45	0	49	365	0	87	0	0	0	0	281	0	90	0	106	0	54	0	0	59	0	20	753	118	0	197	0	0	5	8	2	0	0	0	0	1	0	0	0	0	7	0	0	2	9	0	0	7	50	0	0	0	34	1	2	279	260	0	806	1	19	0	0	0	0	18	0	9	2	2	121	0	0	0	0	47	0	3	5142	0	18	150	109	0	0	1	0	0	78	11	60	0	0	3	208	109	0	0	0	0
PSM7J19P	150	31	0	29	268	0	55	0	0	0	0	186	0	52	0	39	0	27	0	0	94	0	7	498	242	0	150	0	0	2	6	3	0	0	0	0	0	0	0	0	0	5	0	0	1	4	0	0	6	36	0	0	0	10	0	1	256	489	0	770	0	39	0	0	0	0	5	0	1	1	3	95	0	0	0	0	21	0	0	5935	0	15	47	49	4	0	0	0	0	59	3	46	0	0	0	144	113	0	0	0	1
PSM7J19R	2200	79	0	73	349	0	87	3	5	1	0	406	0	133	0	46	0	13	0	0	45	1	9	1178	193	0	255	0	0	88	37	14	2	0	1	0	2	7	0	0	25	6	6	0	18	61	0	0	31	142	0	0	0	13	3	12	403	124	0	1629	0	22	0	4	2	0	18	4	22	1	11	218	12	0	0	0	48	1	0	1263	0	6	4	27	4	0	0	0	1	116	27	67	0	1	1	292	128	0	0	0	1
PSM7J19T	61	28	0	32	419	0	63	1	0	2	0	418	0	90	0	55	0	105	0	0	126	0	10	288	428	0	282	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	10	0	0	0	18	0	0	386	52	0	486	0	27	0	0	0	0	1	0	9	0	2	134	4	0	0	0	28	0	8	5829	0	14	158	23	0	0	0	0	0	59	12	12	0	0	0	144	166	0	0	1	1
PSM7J19Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	1	137	0	57	441	0	603	163	0	1182	0	0	0	448	0	0	0	0	164	0	0	0	0	0	1447	0	0	425	659	0	10	9	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1001	0	0	22	4	9	11	529	0	27	210	658	1073
PSM7J1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	509	0	0	0	0	73	2	16	334	0	822	210	0	592	0	0	0	439	0	0	0	0	818	0	0	0	0	0	1674	0	3	149	461	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1934	0	0	222	6	7	20	452	0	42	63	725	388
PSM7J1A4	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	8	0	0	133	0	5	70	0	44	152	0	2	0	0	851	0	0	0	7	32	2	29	296	0	126	98	0	330	4	0	15	179	0	8	24	0	452	0	0	0	8	125	854	18	212	133	1629	0	0	0	0	0	0	0	0	4	0	0	4	0	12	0	0	3	0	0	0	57	5	0	0	0	0	1921	0	2	74	13	3	14	666	0	15	125	520	703
PSM7J1A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	611	0	0	0	0	6511	112	0	0	0	0	0	0	0	145	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	177	0	0	9	2	0	3	1	0	0	562	11	908
PSM7J1A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	12	48	40	79	0	0	24	0	192	0	0	0	191	0	0	0	0	1512	0	0	0	0	0	0	0	0	72	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6465	4	0	0	0	0	158	0	0	32	10	0	0	311	0	0	108	27	513
PSM7J1DF	180	305	24	293	1024	5	159	0	0	0	277	892	0	73	0	91	395	260	0	0	269	2542	2	570	234	1	0	8	8	0	37	1	0	0	0	0	0	0	2	0	0	0	0	7	0	14	0	287	2	6	2	9	0	0	21	1	388	0	0	452	1	0	0	0	0	0	0	0	0	2	8	114	29	228	0	87	0	0	3	0	0	10	0	18	9	0	52	0	7	0	7	0	0	0	0	115	470	0	0	0	0
PSM7J1DL	82	139	7	218	743	3	124	2	0	1	193	540	0	396	0	209	600	133	0	0	133	2231	0	881	379	0	0	29	4	0	12	0	1	0	0	0	0	0	0	0	0	1	0	1	0	12	0	24	2	3	4	42	11	1	15	0	248	0	4	564	1	0	0	0	0	0	0	0	1	2	0	227	41	642	0	311	0	0	5	0	0	16	0	27	6	0	77	0	0	0	3	9	0	0	0	204	436	0	0	0	0
PSMA265D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	2	0	0	8	0	0	6	0	45	0	0	0	0	0	2	0	0	29	3	0	0	0	2205	0	0	2951	13	138	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	35	4187	162	0	0	0	0	13	0	0	15	0	1	23	11	0	2	29	24	38
PSMA265F	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	60	0	0	0	0	6	0	1	56	0	1	87	0	196	0	0	0	17	0	3	0	2	57	0	0	0	0	321	0	0	7490	61	77	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	371	699	0	0	0	0	83	0	0	28	4	0	0	161	0	0	15	44	19
PSMA265H	0	0	0	0	0	0	0	2	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	58	0	0	0	0	14	0	8	83	0	12	18	0	115	0	0	0	58	0	0	0	1	35	5	0	0	0	4116	0	0	3672	33	11	17	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	968	66	0	0	0	0	348	0	0	83	28	3	24	39	0	0	33	35	45
PSMA265J	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	254	0	0	0	0	3	0	4	7	0	0	37	0	123	0	0	0	18	0	1	0	1	2	0	0	0	0	1237	0	0	5164	44	6	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	2278	104	0	0	0	0	311	0	0	107	15	12	0	26	0	0	40	46	48
PSMA265J_TR	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	254	0	0	0	0	3	0	4	7	0	0	37	0	123	0	0	0	18	0	1	0	1	2	0	0	0	0	1237	0	0	5164	44	6	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	2278	104	0	0	0	0	311	0	0	107	15	12	0	26	0	0	40	46	48
PSMA265L	0	0	0	0	0	0	0	2	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	145	0	0	0	0	38	0	59	161	0	21	96	0	458	0	0	0	232	0	6	0	0	69	0	0	0	0	353	0	0	4581	110	239	82	0	59	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21	1286	881	0	0	0	0	173	0	0	92	7	2	10	308	0	0	62	105	198
ESM5GEZ1_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3108	0	0	0	0	0	1146	234	0	0	0	0	0	0	0	9	0	4	10	0	98	1	1	66	10	222	0	0	0	0	578	0	0	1	254	0	12	0	0	1526	0	0	1186	16	64	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	6	284	20	0	0	0	28	2	0	0	7	0	0	0	2	746	69	14	205	65
HSM5MD8H_P	14	35	0	25	0	0	79	28	0	0	0	205	0	0	0	0	0	0	1890	0	860	2052	0	0	0	0	0	0	0	4	4	0	10	0	0	0	0	0	0	0	0	18	0	0	0	0	0	28	1	127	0	1	0	19	13	35	2276	0	0	1530	0	7	0	0	21	4	4	0	34	1	0	0	3	0	0	0	0	4	0	0	0	26	0	23	0	0	267	0	33	105	13	94	0	0	0	91	0	4	1	4	4
MSM6J2JH_P	0	13	0	10	119	0	85	0	0	1	3	134	41	60	22	106	0	87	341	1	52	0	87	166	148	1	420	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	136	0	0	230	75	9	940	0	0	0	0	2	0	9	0	0	8	1	75	4	0	171	0	51	0	0	5539	0	28	110	67	0	0	50	0	0	18	8	5	0	0	0	403	153	0	0	0	0
HSM5MD8D_P	127	1	0	47	232	0	0	0	2	2	0	157	0	12	52	1	0	0	0	0	3	19	89	158	168	0	0	2	31	3	14	0	77	0	0	1	0	0	0	0	0	17	0	0	0	0	0	311	0	0	1	0	0	9	1	9	0	244	4	2192	0	8	3	0	0	0	3	0	0	3	0	0	21	135	0	0	0	0	0	5757	0	11	0	0	13	0	0	0	0	0	6	8	0	0	0	46	0	0	0	0	0
HSM6XRQC_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6274	0	0	234	761	97	0	95	0	0	0	0	4	0	0	0	1078	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	89	7	0	0	0	275	0	0	0	0	43	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	166	0	0	32	0	9	0	3	0	33	43	668	0
HSM5MD6O_P	0	23	0	486	563	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	400	2130	0	2964	973	41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	78	0	0	2	0	0	107	0	0	55	0	0	385	3	20	0	0	0	0	0	0	0	4	0	0	6	0	0	0	1203	0	0	0	0	10	0	18	11	0	0	0	0	1	1	16	0	0	0	5	0	3	14	108	19
HSM6XRT6_P	167	91	0	32	0	0	0	1	5	0	0	556	0	2	407	0	143	1	0	0	122	26	63	295	467	0	0	331	310	23	440	8	298	0	5	3	0	31	8	0	18	82	43	197	0	66	3	163	3	109	0	1805	0	229	259	0	209	0	39	891	4	150	44	0	0	7	5	18	6	22	0	0	25	0	0	166	0	191	0	0	0	13	40	5	1	0	209	0	0	0	97	102	15	19	0	900	0	0	2	3	6
HSM6XRTA_P	537	1	0	74	385	0	0	5	1	0	0	929	0	13	108	2	0	2	0	0	70	85	113	271	394	0	0	30	66	115	33	1	83	0	2	1	0	3	4	0	8	236	1	13	0	0	0	2703	9	22	0	34	0	119	41	24	0	14	30	1171	5	0	5	0	2	2	5	21	13	15	0	0	36	95	0	0	1	0	4	1311	0	139	399	69	0	0	0	4	14	0	19	0	0	0	0	88	0	0	0	0	1
HSM6XRSZ_P	75	296	0	647	0	0	0	0	17	4	0	1493	0	29	1750	0	143	2	0	0	252	175	178	438	1313	3	0	21	8	2	51	1	72	0	0	4	0	14	0	0	16	15	8	38	0	34	0	90	5	25	0	109	0	19	1	0	173	0	95	830	21	10	6	0	0	0	1	7	0	32	0	0	77	0	0	600	32	40	0	0	2	0	0	13	0	14	360	0	0	0	17	53	1	2	0	255	0	0	2	5	5
HSM6XRTC_P	141	1	0	96	478	0	0	2	0	0	0	126	0	17	151	1	0	0	0	0	5	10	392	355	200	0	0	5	53	0	52	1	226	0	0	0	0	2	0	0	0	8	0	3	0	0	0	1896	7	6	0	3	4	1	8	0	0	114	32	2010	0	0	0	0	0	0	0	0	5	0	3	0	15	187	0	0	0	2	0	3260	0	48	0	11	0	0	0	3	3	0	2	17	0	0	0	35	0	0	0	0	0
HSM5MD6S_P	0	12	0	259	594	0	0	1	0	0	0	326	0	1	0	0	0	0	0	0	628	1357	0	1786	1006	47	0	12	0	5	0	0	0	16	0	0	0	0	0	0	0	60	0	0	0	3	0	91	0	24	0	12	2	27	7	0	324	3	0	3027	12	2	3	0	0	0	6	2	0	6	10	0	26	0	0	0	115	0	0	0	0	7	2	109	0	0	0	0	0	10	5	14	0	0	0	20	0	3	1	11	6
HSM67VDX_P	0	31	0	205	713	0	52	4	5	0	0	720	29	546	0	0	0	153	0	0	133	1330	89	42	1	15	0	0	0	413	11	1	5	9	0	0	1	55	2	0	9	79	0	99	1	154	0	0	30	144	0	61	2	45	35	4	742	0	0	106	4	2	5	0	0	198	196	3	2	3	0	73	30	281	0	411	0	11	0	0	0	57	6	10	0	0	0	0	700	94	50	1668	0	0	0	119	0	0	0	0	0
HSM6XRT4_P	106	293	0	663	0	0	0	0	35	0	0	1227	0	4	943	0	233	825	0	0	297	39	210	465	920	6	0	4	31	4	64	1	11	0	1	5	0	10	1	1	19	4	43	43	0	39	0	124	71	55	0	1825	0	5	8	0	54	0	7	305	3	10	4	0	0	0	11	4	0	10	0	0	5	0	0	425	95	5	0	0	0	13	0	84	0	24	0	0	4	0	12	129	19	4	0	123	0	1	3	7	4
HSM67VDR_P	0	0	0	0	355	0	33	6	0	0	0	38	0	49	1	52	170	12	1189	0	637	944	0	263	1732	88	0	1	21	18	1	0	0	3	0	0	1	0	0	0	0	1	0	6	2	12	0	25	15	18	0	5	1	4	4	0	226	2	5	739	0	263	0	0	0	0	10	0	3	0	12	0	5	0	0	239	160	0	3	0	0	7	821	972	0	0	0	0	8	0	11	46	0	0	0	130	609	1	3	12	7
CSM79HGR_P	883	0	21	756	534	19	4	0	0	0	0	386	150	0	0	0	0	163	2529	0	65	0	789	0	1610	1	0	0	0	0	6	0	35	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	139	0	0	121	58	0	435	0	16	1	0	19	0	189	0	0	1	3	0	6	8	0	0	257	13	0	0	1	16	245	51	98	0	0	0	0	0	1	22	0	0	0	344	0	0	0	1	0
