	Akkermansia_muciniphila	Alistipes_onderdonkii	Alistipes_putredinis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Barnesiella_intestinihominis	Dialister_invisus	Escherichia_coli	Eubacterium_rectale	Eubacterium_siraeum	Faecalibacterium_prausnitzii	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotella_copri	Roseburia_intestinalis	Ruminococcus_torques	Subdoligranulum_unclassified
HSMA33ME	0	64	16	110	0	0	0	1372	127	2883	0	548	758	0	0	0	2425	0	97	0	86	0	23	136	13
HSMA33MG	324	14	0	19	0	0	720	485	39	3716	11	297	396	0	0	0	51	0	2846	0	0	0	0	492	0
HSMA33MI	0	0	0	147	0	0	0	172	220	5029	0	390	419	0	0	0	1048	0	1952	27	0	0	0	98	0
HSMA33MK	0	3	26	48	0	0	0	2526	203	1229	0	114	371	0	0	0	3658	0	567	121	174	0	0	47	0
HSMA33MX	0	0	0	0	0	0	0	0	0	18	0	0	469	0	0	6251	0	0	409	0	0	2298	0	0	555
HSMA33MZ	0	0	0	0	0	0	0	11	3	47	0	12	39	0	153	0	1048	0	485	1	15	8170	5	0	2
HSMA33N4	0	0	0	0	0	0	0	0	5880	0	925	0	0	0	0	3082	0	0	0	0	0	0	0	0	0
HSMA33NW	0	37	1152	0	0	2	0	1712	468	2806	284	169	98	0	478	493	194	0	405	0	975	0	0	334	105
HSMA33O1	0	756	0	0	0	0	722	0	628	1561	187	647	3136	0	0	0	0	0	1292	391	0	0	9	60	46
HSMA33O3	0	266	0	0	0	0	999	0	925	572	520	399	3579	0	0	12	5	0	1557	266	0	0	97	129	30
HSMA33OD	0	0	0	0	33	0	107	0	520	0	9	340	806	2358	223	13	40	8	1602	114	1741	1712	2	119	124
HSMA33OJ	0	0	0	1	14	0	55	0	495	0	2	210	510	740	35	609	104	18	406	73	1137	4813	293	152	66
HSMA33OL	0	0	0	0	14	0	40	0	225	0	27	95	313	402	0	71	46	3	210	44	978	7178	25	10	31
HSMA33OP	0	102	365	1383	79	0	0	489	1235	2611	0	867	893	0	244	0	70	0	547	0	251	0	0	0	500
HSMA33OR	0	0	129	82	1	0	0	493	85	3087	0	477	279	0	8	162	1111	0	561	0	121	0	2070	19	386
HSMA33OT	0	20	140	61	6	0	0	549	234	3749	0	1502	364	0	19	0	341	0	848	0	180	0	237	37	828
HSMA33OV	0	26	462	175	57	0	0	473	561	1853	0	819	210	0	9	0	1572	0	955	0	191	74	483	29	1059
HSMA33OX	0	38	401	196	43	0	0	577	243	1449	0	850	160	0	10	0	1150	0	1410	0	212	0	4	24	1708
HSMA33OZ	0	4	287	116	7	0	21	1547	102	3253	2	188	475	0	7	29	1465	0	453	0	165	0	1	193	354
HSMA33P6	0	21	667	0	0	68	0	939	850	1574	282	1272	65	0	255	0	1836	0	1177	211	349	0	0	76	104
HSMA33RD	0	10	184	45	2	3	0	71	26	54	0	10	73	0	0	0	1677	6	1559	9	77	5862	1	26	237
HSMA33RF	0	4	187	126	0	101	0	428	116	418	0	55	484	0	0	0	2387	2	919	3	87	4270	0	24	91
HSMA33RR	0	0	0	0	0	0	0	1044	103	716	96	65	149	0	71	0	0	0	6824	79	21	0	0	31	428
HSMA33RT	0	26	0	9	0	84	0	764	1609	2596	472	1800	110	0	0	73	0	0	1055	1	818	0	143	72	24
HSMA33RX	0	33	0	409	0	328	0	200	1128	2350	139	3340	392	0	0	18	0	0	942	0	349	0	0	87	22
HSMA33RX_TR	0	48	0	334	0	0	0	200	855	2396	140	4090	353	0	0	1	0	0	928	0	335	0	0	32	21
MSM6J2HD	0	0	0	0	0	0	1725	0	0	1	0	4988	2596	0	103	9	0	0	460	0	0	1	51	40	9
MSM6J2HF	0	0	16	4	127	3	1035	0	1	0	4	2902	4121	1	237	68	0	0	600	0	0	1	755	85	17
MSM6J2HH	0	0	0	0	0	7	576	0	0	4	0	2157	3796	0	208	6	0	0	2229	0	0	0	702	303	12
MSM6J2HJ	0	0	0	0	0	0	2573	0	1	0	0	2617	1863	0	541	104	0	0	928	5	0	0	1216	101	8
MSM6J2HL	0	0	0	0	0	0	1122	0	0	0	0	2990	4271	0	240	71	0	0	297	0	0	0	960	39	5
MSM6J2OH	0	0	0	0	0	0	986	0	0	0	0	3156	2845	0	163	207	0	0	776	0	0	0	1710	123	19
MSM6J2OJ	0	69	287	110	1524	29	608	0	35	0	114	711	4244	39	321	230	0	7	918	11	25	0	279	71	34
MSM6J2OL	0	0	0	0	0	0	348	0	0	0	0	1893	6692	0	31	65	0	0	357	0	0	0	386	63	0
MSM6J2ON	0	0	0	0	0	0	1025	0	0	0	0	2962	4264	0	233	62	1	0	392	0	0	0	1040	10	6
MSM6J2OP	0	0	0	0	0	0	281	0	0	0	0	2437	5935	0	54	3	0	0	1076	0	0	0	183	11	7
MSM79H7C	0	135	865	703	251	91	3	1530	191	0	0	593	2643	0	0	0	167	0	1385	17	29	0	204	42	2
MSM79H7E	0	87	510	734	85	192	4	1206	237	0	2	442	2499	0	0	0	345	1	2258	23	70	0	161	20	7
MSM79H7G	0	236	952	415	195	184	0	1335	655	0	0	661	3120	0	0	0	65	0	751	25	62	0	0	9	8
MSM79H7M	0	62	451	659	275	21	20	1115	703	0	0	676	2582	0	0	83	625	0	1051	266	40	0	0	48	2
MSM79HAJ	552	381	5	281	0	188	0	157	218	117	199	1031	80	178	0	0	1227	1078	1306	398	252	0	6	285	598
MSM79HAL	973	657	17	255	0	335	0	236	151	31	70	380	202	161	0	84	112	929	1016	514	272	0	34	14	449
MSM79HAN	1884	506	18	396	0	352	0	138	238	26	81	348	189	327	0	1094	768	507	860	476	257	0	54	30	542
MSM79HAR	648	572	31	1105	0	557	0	206	775	135	757	428	185	179	0	690	161	556	785	613	193	1	109	215	284
MSM79HAT	2126	566	56	659	0	446	0	26	294	37	111	398	148	419	0	355	669	284	506	900	324	1	51	135	364
MSM79HBZ	0	0	0	0	0	0	4966	0	0	0	0	0	0	0	0	2530	0	0	2496	0	0	0	0	0	7
MSM79HDA	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	883	0	0	8984	0	0	0	0	129	0
MSM79HDC	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	193	1315	0	7020	0	0	0	1411	59	1
MSM79HDE	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	41	345	0	7691	0	0	0	144	30	1
MSM79HDG	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	38	585	0	8657	0	0	0	120	19	0
MSM79HDG_TR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	451	0	8858	0	0	0	75	7	0
MSM79HDI	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	13	2550	0	4982	0	0	0	1237	46	0
MSM79HEA	0	0	0	0	0	0	141	0	0	0	0	4689	2569	0	185	12	0	0	2302	0	0	0	49	30	17
MSM79HF3	389	413	10	244	0	233	0	494	41	10	22	620	53	118	0	1716	1971	666	946	406	132	0	27	132	152
MSM79HF5	636	1068	18	1270	0	399	0	233	232	85	173	455	169	211	0	880	374	442	1096	606	202	0	49	228	294
MSM79HF7	424	149	1	237	0	537	0	947	55	56	56	647	185	65	0	3473	303	100	691	288	129	0	63	74	311
MSM79HF9	2068	278	0	391	0	266	0	54	31	8	190	690	128	129	0	794	1919	15	791	789	309	0	11	444	356
MSM79HF9_TR	2312	340	0	421	0	153	0	40	27	9	182	642	156	136	0	722	2048	20	703	726	290	0	3	391	325
MSM79HFB	1453	582	14	193	0	307	0	233	29	70	47	874	193	175	0	36	658	703	1284	465	546	0	6	51	905
MSM9VZEU	0	0	0	0	0	0	2628	0	0	0	0	0	0	0	0	2	1566	0	4512	0	0	0	907	23	123
MSM9VZEW	0	0	0	0	0	0	4112	0	0	0	0	0	0	0	0	11	499	0	3966	0	0	0	539	22	515
MSM9VZEY	0	0	0	0	0	0	5300	0	0	0	0	0	0	0	0	2	280	0	2766	0	0	0	371	39	406
MSM9VZF1	0	0	0	0	0	0	1625	0	0	0	0	0	0	0	0	10	632	0	5849	0	0	0	918	37	645
MSM9VZF3	0	0	0	0	0	0	4901	0	0	0	0	0	0	0	0	9	1036	0	1521	0	0	0	1624	25	264
MSM9VZF5	0	0	0	0	0	0	2611	0	0	0	0	0	0	0	51	26	565	0	4777	0	0	0	610	35	701
MSM9VZIM	0	0	0	0	0	3	930	0	0	0	26	1	1366	0	1608	24	0	0	449	0	0	0	3397	374	62
MSM9VZIO	0	0	0	0	0	0	1851	0	0	0	21	0	1833	0	771	466	0	0	2265	0	0	0	1317	245	57
MSM9VZIQ	0	0	0	0	0	0	303	0	0	0	21	0	5192	0	320	7	0	0	1082	0	0	0	1893	377	0
MSM9VZIS	0	0	0	0	0	0	352	0	0	0	21	0	5595	0	286	0	0	0	513	0	0	0	2472	204	1
MSM9VZIU	0	0	0	0	0	0	1211	0	0	0	41	2	1803	0	419	0	0	0	1431	0	0	0	3910	77	1
MSM9VZIW	0	0	0	0	0	0	515	0	0	0	48	0	4890	0	222	0	0	0	974	0	0	0	2557	23	1
MSM9VZLL	593	506	88	673	0	402	0	25	647	39	254	352	154	101	0	4178	103	123	67	802	118	0	5	226	172
MSM9VZLN	2107	600	51	457	0	624	0	69	124	33	137	556	567	638	0	783	364	336	520	514	261	0	5	38	258
MSM9VZLP	1345	522	14	551	0	591	0	168	163	80	111	534	383	224	0	1978	602	264	433	630	239	0	7	121	256
MSM9VZLR	1139	735	15	235	0	216	0	37	280	39	338	300	296	97	0	2947	1294	251	501	480	107	0	16	147	209
MSM9VZLT	590	51	3	137	0	315	4	246	68	151	17	209	46	22	0	1654	909	586	1956	256	177	0	213	258	888
MSM9VZLV	1050	103	88	181	0	107	0	120	50	149	23	266	205	48	0	2078	1264	190	1761	193	156	23	119	119	553
MSM9VZNR	0	0	0	0	0	1	0	0	0	0	283	0	8101	0	202	116	0	0	747	0	0	0	339	71	5
MSM9VZNX	0	0	0	0	0	2	2596	0	0	0	122	0	2586	0	267	1145	0	0	204	0	0	0	2757	31	44
MSM9VZNZ	0	0	0	0	0	0	921	0	0	0	66	0	3120	0	361	1	0	0	657	0	0	0	4050	312	44
MSM9VZO2	0	0	0	0	0	1	1153	0	0	0	36	0	6699	0	437	6	0	0	422	0	0	0	819	132	24
MSM9VZOS	0	0	0	0	0	0	5192	0	0	0	0	0	1	0	0	41	0	0	1890	0	0	0	2520	31	324
MSM9VZOU	0	0	0	0	0	2	4585	0	0	0	0	1	1	0	73	20	0	0	3425	0	0	0	1384	19	490
MSM9VZOW	0	0	0	0	0	0	6800	0	0	0	0	0	0	0	0	36	0	0	2201	0	0	0	510	16	436
MSM9VZOY	0	0	0	0	0	1	2948	0	0	0	0	0	0	0	65	29	516	0	3722	0	0	0	1045	33	1479
MSM9VZP1	0	0	0	0	0	1	4487	0	0	0	0	1	2	0	2	18	1	0	1817	0	0	0	3498	21	152
MSM9VZP3	0	0	0	0	0	0	6163	0	0	0	0	0	1	0	0	42	0	0	1229	0	0	0	2479	29	55
MSMA267V	21	127	349	139	9	85	0	519	140	368	51	155	221	170	0	0	88	3924	2180	5	91	0	276	126	395
MSMA267X	14	40	369	167	80	351	0	703	284	632	134	123	224	137	0	0	26	4850	895	9	112	0	36	65	376
MSMA2684	0	21	77	31	14	174	0	682	25	633	39	699	301	48	0	1	16	3438	3138	3	167	0	3	12	163
MSMA2688	0	76	10	718	0	129	0	115	208	38	48	135	42	251	0	6736	253	33	391	353	226	0	3	42	73
MSMA26AV	0	118	580	479	161	79	0	873	86	0	0	1117	1280	0	0	0	111	0	3629	29	89	0	128	216	44
MSMA26AX	0	133	274	187	97	67	0	805	407	0	0	1141	2644	0	0	0	44	0	2176	26	103	0	1326	15	6
MSMA26AZ	0	112	668	411	94	196	0	1447	334	0	0	571	2620	0	0	0	6	0	2210	37	91	0	611	25	12
MSMA26AZ_TR	0	161	848	398	101	60	0	1240	298	0	0	953	2227	0	0	0	3	0	2489	31	95	0	538	11	14
MSMA26EH	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7550	0	0	210	0	0	0	0	2016	207
MSMA26EJ	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3278	0	0	0	4811	62	2
MSMA26EL	0	0	6	0	0	0	0	0	0	0	0	18	36	0	0	25	17	0	4923	0	0	0	2197	510	9
MSMA26EN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	98	0	7595	0	0	0	746	111	1
MSMA26EP	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	9782	0	0	104	0	0	0	0	0	0
MSMA26ER	12	18	0	376	0	464	0	995	48	112	185	631	249	0	0	2351	468	695	525	900	190	3	20	155	511
MSMA26ET	0	152	12	453	0	134	0	179	113	34	44	146	57	105	0	7579	53	2	489	15	143	0	3	46	68
MSMA26EZ	0	64	2	180	0	188	0	276	90	106	114	385	67	22	0	613	3546	7	3124	204	102	0	8	139	286
MSMAPC55	319	333	693	206	0	430	27	0	400	0	176	352	216	0	306	3	2455	200	515	0	331	0	136	86	242
MSMAPC57	0	0	0	0	0	0	268	0	0	0	14	0	2929	0	214	10	0	0	704	0	0	0	5354	46	3
MSMAPC59	0	0	0	0	0	2	983	0	0	0	19	4	1948	0	893	64	0	0	1857	0	0	0	3730	46	4
MSMAPC5B	0	0	0	0	0	1	1387	0	0	0	37	0	1124	0	86	11	0	0	908	0	0	0	5863	44	8
MSMAPC5D	0	0	0	0	0	1	288	0	0	0	41	0	3472	0	475	0	0	0	1373	0	0	0	3775	30	7
MSMAPC5Z	0	20	280	3394	10	339	0	404	1040	435	316	160	156	49	0	350	0	92	1214	3	191	0	12	28	1194
MSMAPC64	0	8	215	390	43	177	0	1022	578	324	67	210	274	66	39	4	77	3116	737	39	265	0	89	344	1591
MSMAPC66	0	24	200	389	4	61	0	796	186	733	288	359	257	103	0	51	287	3064	1219	20	252	0	219	116	850
MSMB4LYH	0	6	207	330	3	134	0	1219	135	935	131	253	319	44	0	0	246	1470	3047	8	140	0	23	171	374
MSMB4LZ4	0	75	294	124	19	94	0	337	319	0	0	312	1025	0	0	0	1148	0	4140	28	82	0	1030	45	5
MSMB4LZP	0	0	0	0	0	0	836	0	0	0	36	0	3303	0	54	2	0	0	1180	0	0	0	4302	61	2
MSMB4LZR	0	0	0	0	0	2	866	0	0	0	119	0	5388	0	571	16	0	0	278	0	0	0	2612	58	6
PSM6XBSE	0	2	0	56	0	0	1014	0	86	0	15	61	525	89	0	0	1680	0	2899	0	0	0	2505	65	140
PSM6XBT3	217	0	0	814	0	0	210	0	3955	0	1157	0	2461	0	60	178	2	0	467	107	0	0	0	0	8
PSM6XBT5	74	0	0	486	0	0	83	0	2226	0	1468	0	4573	0	13	0	178	0	560	70	0	0	0	0	19
PSM6XBT7	0	0	0	879	0	0	107	0	859	0	558	0	2491	0	0	5	295	0	374	37	0	0	3897	24	39
PSM6XBT9	0	0	0	425	0	0	80	0	1320	0	600	0	2663	0	0	9	159	0	242	19	0	0	3946	0	6
PSM6XBTB	0	0	10	695	0	8	207	12	2050	0	1757	33	2401	0	0	16	246	0	109	101	0	0	1960	7	66
PSM6XBVI	0	241	0	1086	0	0	1672	0	50	0	645	782	1227	1862	75	0	126	0	491	0	31	0	0	269	103
PSM6XBVK	0	0	0	280	0	0	1437	0	304	0	52	114	1904	204	0	0	275	0	585	0	10	0	0	41	10
PSM6XBVM	0	311	0	1638	0	0	728	1	293	1	83	350	1287	902	29	25	86	0	621	0	161	0	0	103	51
PSM6XBVO	0	271	0	1113	0	0	457	0	646	0	11	1456	1222	894	14	1	313	0	807	0	132	0	0	92	13
PSM6XBVQ	0	24	0	771	0	0	598	0	239	0	52	584	1727	272	37	30	1201	0	2153	0	76	0	0	23	37
PSM6XBVS	0	0	0	909	0	0	225	0	1002	0	4	926	1089	147	0	0	674	0	722	0	89	0	0	8	5
PSM7J127	0	0	0	676	0	0	212	0	1897	0	3049	0	2210	0	0	2	75	0	166	55	0	0	1410	10	9
PSM7J12B	0	0	0	689	0	0	352	0	1228	0	2499	0	4166	0	0	18	78	0	239	81	0	0	335	3	7
PSM7J12D	0	0	0	1685	0	1	523	0	2012	1	1724	1	2353	0	0	7	20	0	1212	63	0	0	40	0	2
PSM7J12F	0	0	0	1530	0	0	164	0	1355	0	1510	0	4532	0	0	0	7	0	532	69	0	0	7	0	3
PSM7J12V	0	0	156	396	3	38	242	0	127	827	20	303	261	189	0	0	5749	0	1193	34	35	0	123	62	73
PSM7J12Z	0	1	506	347	25	147	244	0	159	2270	16	396	227	623	0	2	2283	220	1544	62	566	0	0	25	152
PSM7J169	0	0	0	1099	0	0	103	0	560	0	1223	0	2156	0	0	0	1003	0	1286	45	0	0	1810	9	8
PSM7J16B	0	0	0	236	0	0	75	0	0	0	70	0	404	0	0	8508	11	0	607	0	0	0	0	0	58
PSM7J16F	0	0	0	950	0	0	124	0	662	0	2279	0	4200	0	0	55	211	466	474	138	0	0	22	7	7
PSM7J16H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9778	0	0	222	0	0	0	0	0	0
PSM7J18Q	0	1427	0	741	0	0	192	0	1026	0	89	359	707	1506	23	0	144	0	240	0	180	23	257	19	17
PSM7J193	0	0	0	430	0	0	61	0	3106	0	2579	0	2095	0	0	0	45	0	872	99	0	0	238	0	24
PSM7J1AM	0	0	0	1173	0	0	406	0	1483	0	2823	0	2048	0	0	149	85	0	1203	63	0	0	170	11	93
PSM7J1AO	0	0	0	646	0	0	321	0	2905	0	2196	0	2613	0	0	15	75	0	613	48	0	0	82	0	32
PSM7J1AQ	0	0	0	479	0	0	150	0	1816	0	2008	0	3637	0	0	0	81	0	336	39	0	0	1145	8	51
PSM7J1AS	0	0	0	910	0	0	358	0	1769	0	1755	0	3545	0	0	21	433	0	212	57	0	0	127	7	23
PSM7J1AU	0	0	0	1243	0	0	379	0	1675	0	2241	0	3263	0	0	2	332	0	563	38	0	0	64	3	4
PSM7J1B7	0	143	0	885	0	0	131	0	670	0	82	1643	889	396	32	0	119	0	63	0	540	0	152	0	9
PSM7J1B9	0	226	0	1759	0	0	198	0	312	0	49	564	949	528	182	16	829	0	497	0	367	0	20	14	19
PSM7J1BB	0	83	0	328	0	0	154	0	364	0	10	703	969	112	8	0	1531	0	870	0	110	0	1324	26	27
PSM7J1BD	0	285	0	427	0	0	183	0	147	0	26	1149	302	464	207	0	810	0	548	0	314	0	1045	8	25
PSM7J1BF	0	202	0	479	0	0	188	0	200	0	28	857	346	463	72	0	1499	0	709	0	323	0	1184	25	18
PSM7J1BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000
PSM7J1BV	0	0	404	305	43	110	258	0	560	5278	6	493	262	624	1	0	21	0	249	69	1170	0	37	0	31
PSM7J1BX	0	0	211	244	2	30	443	0	316	2003	0	818	156	1259	0	0	0	3	3584	66	644	0	0	5	113
PSM7J1C4	0	3	390	192	74	160	176	0	1174	2699	5	542	424	151	0	0	94	56	1452	218	1634	0	5	0	358
PSMA264K	0	0	0	182	0	24	274	0	121	5765	0	235	342	37	0	0	0	0	3008	0	0	0	0	0	11
PSMA264O	0	0	0	853	0	0	0	469	115	83	293	51	310	0	142	0	36	0	1843	1	59	5174	26	4	1
PSMA264Q	0	0	0	1226	0	0	0	519	121	142	186	44	386	0	309	0	17	0	1162	2	224	5169	50	7	36
PSMA264S	0	0	0	549	0	0	0	741	57	136	102	29	236	0	180	0	65	0	1021	1	147	6112	20	5	130
PSMA264U	0	0	0	320	0	0	0	750	80	158	66	34	402	0	56	1	126	0	2684	2	87	4263	120	8	273
PSMA264W	0	0	0	412	0	0	0	740	103	189	74	92	313	0	57	0	82	0	3301	1	101	3446	97	11	286
PSMA265X	0	203	0	0	0	0	1392	0	96	0	145	613	3989	0	5	7	1368	0	1267	65	307	0	120	105	200
PSMA266U	0	6	0	0	0	0	267	0	30	0	7	117	1548	0	3	4	5243	0	1856	24	153	0	231	383	79
PSMA266Y	0	30	0	0	0	0	684	0	358	0	107	165	4977	0	102	0	1076	0	1698	48	440	0	112	18	112
PSMA2671	0	65	0	0	0	0	614	0	131	0	62	309	3041	0	145	1	2705	0	1770	26	400	0	382	53	188
PSMA2675	0	90	0	0	0	0	445	0	144	0	232	395	1596	0	46	0	1530	0	3862	91	334	0	483	102	380
PSMA267J	0	0	0	383	0	0	0	968	85	122	121	106	189	0	5	0	16	0	2137	1	91	4945	23	6	198
PSMA267P	0	0	0	600	0	0	0	887	72	114	478	136	101	0	164	0	19	0	493	1	354	5676	102	9	404
PSMA267R	0	0	0	116	0	0	0	540	25	54	44	57	83	0	236	0	654	0	1211	0	159	6256	97	2	282
PSMA269S	0	131	0	0	0	0	1164	0	218	0	195	486	2356	0	277	5	659	0	3283	102	467	2	17	106	391
PSMA269W	0	130	0	0	0	0	2742	0	110	0	69	297	2145	0	316	14	650	0	1914	74	538	0	0	128	722
PSMA26A1	0	347	0	0	0	0	1427	0	107	0	128	530	2672	0	257	1	486	0	2534	40	800	0	1	39	415
PSMA26A3	0	15	0	0	0	0	557	0	121	0	39	192	2085	0	147	50	2922	0	2753	29	211	0	240	70	397
PSMB4MBI	0	0	0	28	0	0	0	267	29	119	11	17	119	0	151	0	323	0	2202	1	222	5682	20	3	605
PSMB4MBK	0	0	0	311	0	0	0	640	20	106	102	65	124	0	2169	0	665	0	3725	1	212	260	16	37	944
PSMB4MC1	0	387	1	0	0	0	1708	2	277	0	257	238	3028	0	169	27	1048	0	1703	144	553	0	15	82	207
PSMB4MC3	0	89	0	0	0	0	878	0	501	0	148	279	4771	0	215	0	237	0	2021	30	407	0	196	9	171
PSMB4MC5	0	24	0	0	0	0	516	0	82	0	66	57	3216	0	31	0	2049	0	2178	22	184	1	1054	365	78
PSMB4MC7	0	0	0	190	0	0	0	910	48	174	99	80	275	0	532	0	1368	0	1391	2	368	3116	70	4	570
CSM5FZ4A_P	14	0	0	530	7	15	0	0	705	3531	4	1334	2638	0	0	0	59	0	224	289	255	0	0	3	84
CSM5FZ4E_P	0	285	847	6	0	607	0	0	2276	0	298	4694	8	0	0	0	0	58	558	1	2	0	0	15	130
ESM5GEZ4_P	0	0	0	419	0	285	0	361	774	0	1069	720	1076	0	225	0	365	0	2463	0	1104	39	213	2	13
ESM5GEZ6_P	7	20	2138	206	0	256	0	205	410	12	419	173	478	0	93	72	862	0	2158	0	516	1	755	50	57
ESM5GEZA_P	0	0	2481	252	0	229	0	60	804	0	542	188	715	0	53	6	382	0	1638	0	1232	0	337	2	58
ESM5MEAB_P	0	5	6	2	0	67	0	25	536	4210	0	712	472	5	32	82	0	0	1584	3	1564	0	0	88	165
CSM5MCUA_P	261	0	0	597	7	36	0	0	604	3402	1	1259	2109	0	0	0	329	0	18	181	526	0	0	10	116
CSM5MCUS_P	2	80	286	0	51	0	20	0	0	1363	45	709	1	0	0	1444	1224	24	2059	46	1058	0	369	35	909
HSM5MD47_P	0	0	0	243	0	846	244	0	190	173	12	392	0	0	75	684	1498	0	5154	0	72	35	0	0	297
ESM5MEA9_P	0	17	0	0	0	62	0	0	544	4136	0	1845	554	0	0	66	0	0	479	0	1113	0	403	115	127
HSM5MD44_P	0	0	0	23	0	99	451	0	15	10	15	111	0	0	0	198	4091	0	4697	0	0	0	0	260	30
CSM5MCYU_P	2923	0	0	21	0	188	0	0	42	59	0	124	82	0	0	3	1591	0	651	68	0	4016	10	21	31
HSM6XRQE_P	0	0	0	0	0	159	0	607	342	914	0	91	1056	0	0	1336	1652	0	2431	0	0	0	0	0	196
CSM5MCYQ_P	0	0	0	0	0	0	364	0	330	2591	398	1986	431	0	26	53	35	0	1559	0	0	0	748	177	48
CSM67U9P_P	0	0	0	1824	0	485	0	0	259	272	0	3767	471	0	0	108	135	793	183	304	0	147	0	50	793
CSM67UEP_P	0	0	0	0	0	0	456	0	93	3047	350	286	348	0	82	71	23	0	561	0	0	0	955	47	60
CSM67U9R_P	0	0	0	779	0	783	0	0	445	735	0	4808	321	0	0	4	104	18	156	668	0	743	0	50	72
CSM79HGH_P	0	0	0	966	0	543	0	0	422	733	0	3026	667	0	0	3	334	545	869	602	0	389	0	13	456
MSM6J2N6_P	0	34	181	0	0	90	0	0	85	0	12	64	168	157	0	0	95	0	296	0	92	8437	6	0	28
CSM67UET_P	0	0	0	0	0	0	399	0	327	4672	384	320	315	0	141	60	53	0	1281	0	0	0	491	267	144
HSM7CZ1T_P	18	378	0	0	0	0	235	0	207	2640	175	1661	3244	0	0	34	0	0	720	2	0	0	53	9	46
CSM79HNG_P	62	0	3218	1	0	0	3137	0	794	0	10	0	18	0	98	2	785	0	717	3	0	12	817	46	40
MSM79HF1_P	19	206	0	425	0	166	0	362	86	44	43	814	18	134	0	242	2881	577	1794	491	131	0	27	209	266
CSM79HQT_P	0	0	0	0	0	1	287	0	43	2365	257	268	361	0	128	179	376	0	1236	0	0	0	240	173	128
CSM79HPQ_P	0	0	0	19	0	90	26	0	85	68	0	574	88	0	0	0	920	71	629	113	0	6810	28	19	126
CSM79HPM_P	0	0	0	423	0	326	0	0	287	401	0	1639	256	0	0	0	642	529	125	331	0	4172	7	0	257
HSM7CZ2X_P	0	0	0	0	0	0	0	0	1792	0	0	0	8	0	28	762	3739	0	403	2221	936	0	0	102	8
CSM79HM5_P	8	0	0	0	0	0	501	0	436	3126	370	2039	130	0	50	66	1	0	2597	0	0	0	82	58	136
CSM7KONS_P	0	0	0	2	0	44	44	0	48	28	0	105	49	0	0	0	613	42	393	68	0	8367	5	10	48
PSM7J1C2_P	0	0	0	0	0	3	0	3039	0	3693	0	1598	0	0	0	94	0	0	0	0	1568	0	0	5	0
CSM7KOMR_P	21	0	0	0	0	0	323	0	170	1105	329	578	207	0	589	516	73	0	2411	0	0	0	103	205	242
CSM79HQR_P	0	0	0	101	0	0	0	0	161	239	22	251	1190	0	0	177	640	0	5312	62	184	0	0	151	13
CSM7KOMV_P	2	0	0	0	0	1	477	0	133	2612	509	994	394	0	179	188	129	1	2247	0	0	0	282	56	168
HSM7J4JT_P	0	0	0	0	1	0	13	0	170	0	38	134	235	487	37	31	20	0	2061	25	714	5398	13	8	204
MSM9VZN4_P	0	0	11	772	0	2908	0	0	1476	723	40	287	331	0	0	0	203	0	1223	20	160	0	628	6	726
HSM7J4JV_P	8	17	435	97	2	5	0	177	73	211	0	73	176	0	0	0	392	0	702	6	385	7089	0	8	10
CSM5MCXB_P	7	106	83	163	0	2	279	13	199	3138	347	989	398	0	252	363	114	0	1157	4	13	12	465	307	153
CSM5MCYI_P	0	1	3	18	9	26	151	13	124	4139	776	504	303	0	551	154	61	0	640	10	0	204	557	96	118
CSM5MCYM_P	9	0	1	26	12	138	360	4	852	2359	314	924	421	0	35	448	101	3	2220	35	0	115	1071	56	31
CSM67U9T_P	17	0	2	707	608	1041	0	6	3618	18	608	1353	19	0	166	3	7	0	7	698	1	30	0	112	68
CSM5MCYO_P	54	27	178	137	0	87	131	280	178	2009	151	168	588	53	331	135	232	86	1615	120	30	807	106	58	95
PSM6XBSG_P	0	10	38	1500	36	188	95	101	822	311	884	284	1681	0	5	10	313	77	1425	189	4	1589	44	28	41
CSM79HGJ_P	0	0	0	334	0	634	3	0	316	300	0	4877	175	0	0	0	148	117	82	544	0	2197	0	0	75
CSM79HGD_P	0	0	0	1616	0	626	0	13	651	1326	0	1029	251	0	0	56	949	22	1193	991	0	247	1	83	473
CSM79HGL_P	0	0	0	2510	0	1094	0	0	1797	1010	0	640	103	0	0	8	681	300	365	601	0	464	6	34	74
