#OTU ID	CSM67UH7	CSM79HGX	CSM79HGZ	CSM79HOV	CSM79HOX	CSM79HOZ	CSM79HP2	CSM79HP4	CSM79HP6	CSM7KOOH	CSM7KOOJ	CSM7KOOL	CSM7KOON	CSM7KOOP	CSM7KOOR	CSMA8M9R	CSMAAEUA	CSMAE44D	CSMAG78W	CSMAHYLR	HSM5MD5B	HSM5MD5D	HSM5MD6I	HSM5MD6K	HSM5MD6M	HSM5MD6Q	HSM5MD6W	HSM67VDT	HSM67VEO	HSM67VEQ	HSM67VES	HSM67VEU	HSM67VEW	HSM67VF3	HSM67VFR	HSM67VFX	HSM67VFZ	HSM67VG8	HSM67VGA	HSM67VGC	HSM67VGG	HSM67VGK	HSM67VGK_TR	HSM67VI3	HSM67VI5	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRQ8	HSM6XRQS	HSM6XRQU	HSM6XRQW	HSM6XRQY	HSM6XRRJ	HSM6XRSX	HSM6XRT8	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRUR	HSM6XRVA	HSM6XRVC	HSM6XRVC_TR	HSM6XRVK	HSM7CYXE	HSM7CYXG	HSM7CYXI	HSM7CYXO	HSM7CYYF	HSM7CYYH	HSM7CYYP	HSM7CYZJ	HSM7CYZL	HSM7CYZR	HSM7CZ16	HSM7CZ18	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ1G	HSM7CZ24	HSM7CZ26	HSM7CZ28	HSM7CZ2A	HSM7CZ2E	HSM7CZ2H	HSM7J4G1	HSM7J4G8	HSM7J4HA	HSM7J4HC	HSM7J4HE	HSM7J4HG	HSM7J4HI	HSM7J4HK	HSM7J4HW	HSM7J4HY	HSM7J4I3	HSM7J4I5	HSM7J4I7	HSM7J4I9	HSM7J4IU	HSM7J4IW	HSM7J4KC	HSM7J4KG	HSM7J4KI	HSM7J4KK	HSM7J4KM	HSM7J4KO	HSM7J4KQ	HSM7J4LD	HSM7J4LF	HSM7J4LH	HSM7J4LN	HSM7J4NY	HSM7J4O1	HSM7J4O3	HSM7J4O5	HSM7J4O7	HSM7J4O9	HSM7J4QZ	HSM7J4R2	HSM7J4RE	HSMA33J3	HSMA33J5	HSMA33J7	HSMA33J9	HSMA33MS	HSMA33NY	HSMA33QM	HSMA33QO	HSMA33SE	HSMA33SG	HSMA33SI	HSMA33SK	MSM6J2HN	MSM6J2HP	MSM6J2HR	MSM6J2HT	MSM6J2JN	MSM6J2JP	MSM6J2JR	MSM6J2JT	MSM6J2JZ	MSM6J2K2	MSM6J2K4	MSM6J2K6	MSM6J2K8	MSM6J2KA	MSM6J2LV	MSM6J2LW	MSM6J2LY	MSM6J2M3	MSM6J2PO	MSM6J2PS	MSM6J2PU	MSM6J2PW	MSM6J2Q1	MSM6J2QF	MSM6J2QH	MSM6J2QJ	MSM6J2QL	MSM6J2QP	MSM6J2RK	MSM6J2RM	MSM6J2RO	MSM6J2RQ	MSM6J2RS	MSM6J2RU	MSM6J2SE	MSM6J2SI	MSM6J2SK	MSM79H54	MSM79H58	MSM79H5A	MSM79H5E	MSM79H5G	MSM79H5K	MSM79H5M	MSM79H5Q	MSM79H5S	MSM79H5U	MSM79H5Y	MSM79H6D	MSM79H6F	MSM79H6H	MSM79H6J	MSM79H6L	MSM79H6N	MSM79H6Y	MSM79H7O	MSM79H7Q	MSM79H7W	MSM79H7Y	MSM79H81	MSM79H83	MSM79H85	MSM79H87	MSM79H89	MSM79H8B	MSM79H8D	MSM79H8F	MSM79H8H	MSM79H8L	MSM79H8N	MSM79H9A	MSM79H9C	MSM79H9G	MSM79H9K	MSM79H9M	MSM79H9Q	MSM79H9W	MSM79H9Y	MSM79HA1	MSM79HA3	MSM79HA7	MSM79HAH	MSM79HB6	MSM79HBB	MSM79HBL	MSM79HC4	MSM79HC8	MSM79HCG	MSM79HCI	MSM79HCK	MSM79HCP	MSM79HCR	MSM79HES	MSM79HEU	MSM79HEW	MSM79HEY	MSM79HFW	MSM79HFY	MSM9VZF7	MSM9VZFF	MSM9VZFH	MSM9VZFL	MSM9VZFN	MSM9VZFR	MSM9VZFT	MSM9VZGO	MSM9VZGS	MSM9VZGU	MSM9VZGW	MSM9VZGY	MSM9VZH7	MSM9VZHB	MSM9VZHF	MSM9VZHJ	MSM9VZHL	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZHT	MSM9VZHX	MSM9VZHZ	MSM9VZI2	MSM9VZI6	MSM9VZJZ	MSM9VZKC	MSM9VZKE	MSM9VZKI	MSM9VZL5	MSM9VZL7	MSM9VZL9	MSM9VZLB	MSM9VZLD	MSM9VZLF	MSM9VZLH	MSM9VZLJ	MSM9VZMA	MSM9VZMA_TR	MSM9VZMC	MSM9VZME	MSM9VZMI	MSM9VZMM	MSM9VZMO	MSM9VZMS	MSM9VZMU	MSM9VZMW	MSM9VZNH	MSM9VZNH_TR	MSM9VZNL	MSM9VZOG	MSM9VZOI	MSM9VZOK	MSM9VZOM	MSM9VZOO	MSM9VZOQ	MSM9VZPT	MSMA26BB	MSMA26BD	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BL	MSMA26BN	MSMA26BR	MSMA26BT	MSMA26BV	MSMA26BX	MSMA26DG	MSMA26DI	MSMA26DK	MSMA26DM	MSMA26DO	MSMAPC5H	MSMAPC5L	MSMAPC6K	MSMAPC6M	MSMAPC6O	MSMAPC7J	MSMAPC7P	MSMAPC7R	MSMAPC7T	MSMB4LXS	MSMB4LXW	MSMB4LZ8	MSMB4LZC	MSMB4LZK	MSMB4LZV	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM6XBTT	PSM6XBTX	PSM6XBU2	PSM6XBW3	PSM7J14X	PSM7J154	PSM7J156	PSM7J15K	PSM7J15M	PSM7J15O	PSM7J15Q	PSM7J15S	PSM7J15U	PSM7J16U	PSM7J16W	PSM7J16Y	PSM7J171	PSM7J173	PSM7J17V	PSM7J17X	PSM7J17Z	PSM7J182	PSM7J184	PSM7J186	PSM7J19N	PSM7J19P	PSM7J19R	PSM7J19T	PSM7J19Z	PSM7J1A2	PSM7J1A4	PSM7J1A6	PSM7J1A8	PSM7J1DF	PSM7J1DL	PSMA265D	PSMA265F	PSMA265H	PSMA265J	PSMA265J_TR	PSMA265L	ESM5GEZ1_P	HSM5MD8H_P	MSM6J2JH_P	HSM5MD8D_P	HSM6XRQC_P	HSM5MD6O_P	HSM6XRT6_P	HSM6XRTA_P	HSM6XRSZ_P	HSM6XRTC_P	HSM5MD6S_P	HSM67VDX_P	HSM6XRT4_P	HSM67VDR_P	CSM79HGR_P	MSM6J2PQ_P	MSM79H52_P	HSM67VG6_P	CSM7CZ2F_P	PSM7J19X_P	HSM7CZ2L_P	HSM7CYYV_P	HSM7CYYR_P	PSM6XBTZ_P	HSM7CZ2J_P	MSM79HCN_P	HSMA33J1_P	HSM5MD8L_P	MSM6J2JF_P	HSM5MD8B_P	HSM5MD6E_P	HSM5MD5F_P	HSM6XRTE_P	HSM5MD6U_P	HSM6XRT2_P	HSM67VG2_P	CSM79HGV_P	HSM67VGE_P	HSM67VGI_P	PSM6XBW1_P	MSM9VZFJ_P	MSM79H94_P	MSM79H8J_P	HSM5MD5Z_P	HSM5MD5B_P	HSM5MD5D_P	HSM5MD6I_P	HSM6XRSX_P	HSM5MD6K_P	HSM6XRTG_P	HSM67VDT_P	HSM67VGA_P	MSM6J2M3_P	HSM67VFX_P	ESM5GEYU_P	ESM5GEZ3_P	ESM5MEBP_P	HSM5MD57_P	HSM5MD8P_P	HSM5MD82_P	HSM5MD8A_P	ESM5ME9H_P	HSM5MD59_P	HSM5MD8N_P	CSM6J2H9_P
k__Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002564	0.000178	0.0	1.91e-05	0.0003311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010122	0.0	0.0003398	0.0	0.0	3.45e-05	0.0	0.0002617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002034	0.0	0.0	8.48e-05	0.0001151	0.000877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001589	2.82e-05	5.85e-05	8.92e-05	6.75e-05	9.07e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001013	0.0	0.0007695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021364	0.0017125	0.001063	3.04e-05	0.0015457	0.0007162	0.0016891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014029	0.0008221	0.0007607	0.0021501	0.0001396	0.0107213	0.0009041	0.0	0.0	0.0	0.0	0.0	0.0	0.0008406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144	0.0005099	0.0010615	0.0	0.0	0.0	0.0	0.0035719	0.0383847	0.0713185	0.0	0.0	0.0	0.0	0.0016735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0371861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.72e-05	0.0	0.0006004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002564	0.000178	0.0	1.91e-05	0.0003311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010122	0.0	0.0003398	0.0	0.0	3.45e-05	0.0	0.0002617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002034	0.0	0.0	8.48e-05	0.0001151	0.000877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001589	2.82e-05	5.85e-05	8.92e-05	6.75e-05	9.07e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001013	0.0	0.0007695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021364	0.0017125	0.001063	3.04e-05	0.0015457	0.0007162	0.0016891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014029	0.0008221	0.0007607	0.0021501	0.0001396	0.0107213	0.0009041	0.0	0.0	0.0	0.0	0.0	0.0	0.0008406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144	0.0005099	0.0010615	0.0	0.0	0.0	0.0	0.0035719	0.0383847	0.0713185	0.0	0.0	0.0	0.0	0.0016735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0371861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.72e-05	0.0	0.0006004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002564	0.000178	0.0	1.91e-05	0.0003311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010122	0.0	0.0003398	0.0	0.0	3.45e-05	0.0	0.0002617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002034	0.0	0.0	8.48e-05	0.0001151	0.000877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001589	2.82e-05	5.85e-05	8.92e-05	6.75e-05	9.07e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001013	0.0	0.0007695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021364	0.0017125	0.001063	3.04e-05	0.0015457	0.0007162	0.0016891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014029	0.0008221	0.0007607	0.0021501	0.0001396	0.0107213	0.0009041	0.0	0.0	0.0	0.0	0.0	0.0	0.0008406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144	0.0005099	0.0010615	0.0	0.0	0.0	0.0	0.0035719	0.0383847	0.0713185	0.0	0.0	0.0	0.0	0.0016735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0371861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.72e-05	0.0	0.0006004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002564	0.000178	0.0	1.91e-05	0.0003311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010122	0.0	0.0003398	0.0	0.0	3.45e-05	0.0	0.0002617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002034	0.0	0.0	8.48e-05	0.0001151	0.000877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001589	2.82e-05	5.85e-05	8.92e-05	6.75e-05	9.07e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001013	0.0	0.0007695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021364	0.0017125	0.001063	3.04e-05	0.0015457	0.0007162	0.0016891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014029	0.0008221	0.0007607	0.0021501	0.0001396	0.0107213	0.0009041	0.0	0.0	0.0	0.0	0.0	0.0	0.0008406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144	0.0005099	0.0010615	0.0	0.0	0.0	0.0	0.0035719	0.0383847	0.0713185	0.0	0.0	0.0	0.0	0.0016735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0371861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.72e-05	0.0	0.0006004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002564	0.000178	0.0	1.91e-05	0.0003311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010122	0.0	0.0003398	0.0	0.0	3.45e-05	0.0	0.0002617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002034	0.0	0.0	8.48e-05	0.0001151	0.000877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001589	2.82e-05	5.85e-05	8.92e-05	6.75e-05	9.07e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001013	0.0	0.0007695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021364	0.0017125	0.001063	3.04e-05	0.0015457	0.0007162	0.0016891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014029	0.0008221	0.0007607	0.0021501	0.0001396	0.0107213	0.0009041	0.0	0.0	0.0	0.0	0.0	0.0	0.0008406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144	0.0005099	0.0010615	0.0	0.0	0.0	0.0	0.0035719	0.0383847	0.0713185	0.0	0.0	0.0	0.0	0.0016735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0371861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.72e-05	0.0	0.0006004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
