	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
PSM7J13I	0	120	25	149	460	192	0	0	1	0	884	0	2065	0	232	0	0	0	1194	3030	0	338	0	0	0	0	0	0	0	0	0	0	1	0	94	1	0	0	0	0	0	0	0	10	0	25	2	0	5	2	1	0	0	4	58	0	0	353	0	0	4	0	0	0	9	0	2	12	0	204	12	88	0	71	0	0	0	0	0	0	5	0	0	7	1	44	0	0	185	0	41	0	11	55
PSM7J13K	0	23	17	6	324	150	0	0	0	0	1148	0	2380	0	137	0	0	0	2590	1429	0	626	0	0	0	0	0	0	0	0	0	1	5	0	113	0	0	1	0	0	0	0	0	8	0	10	2	0	0	0	0	0	0	1	56	0	0	132	4	0	0	0	0	0	15	0	0	32	7	219	0	183	0	161	0	0	0	0	0	0	0	0	0	1	0	19	0	0	199	0	0	0	1	0
PSM7J13M	0	26	14	24	739	87	0	0	1	0	906	0	2472	0	22	0	0	0	615	2978	0	670	0	0	0	0	0	0	0	0	1	0	3	0	79	0	0	1	0	0	0	0	0	3	118	4	6	0	0	0	0	0	0	0	137	0	0	487	0	34	13	0	0	0	36	0	1	5	0	203	13	93	0	93	0	0	1	0	5	0	3	0	0	0	1	3	0	0	100	0	0	0	0	2
PSM7J13Q	0	12	7	5	578	67	0	0	0	0	1132	0	2053	0	20	0	0	0	480	3827	0	690	0	0	0	0	0	0	0	0	0	1	3	0	75	0	0	0	0	0	0	0	0	1	6	3	13	0	0	0	0	0	1	0	243	0	0	270	0	7	8	0	0	0	66	0	6	2	0	122	5	86	0	88	0	0	0	0	0	0	3	0	0	0	1	3	0	0	114	0	0	0	1	1
PSM7J13Y	0	0	0	0	0	37	2	0	0	0	748	0	53	119	0	3037	1238	1459	237	141	0	0	0	28	6	50	0	0	0	0	0	10	0	0	24	5	5	0	0	170	0	2	0	0	1	0	0	0	1	0	0	0	0	0	121	0	0	1016	18	0	0	0	0	0	7	0	3	0	0	0	0	744	122	43	0	1	0	2	199	83	0	0	0	43	0	5	0	0	4	218	0	0	0	0
PSM7J141	0	0	0	0	3	2	1	0	0	0	95	0	108	342	0	2641	1093	3465	52	118	0	0	0	72	5	531	0	0	0	0	0	2	0	0	34	3	1	0	0	53	7	2	0	0	0	0	0	0	0	1	0	0	0	0	30	0	0	403	6	0	0	0	3	0	10	0	28	0	0	0	17	300	33	18	0	0	0	0	0	0	7	0	0	111	2	25	0	0	3	369	2	0	1	1
PSM7J14L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9656	265	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
PSM7J14N	0	0	0	1	7	0	51	0	1	0	0	3	8	41	34	0	5	0	0	63	479	6	0	0	25	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	82	157	37	0	72	0	0	0	0	192	0	0	5451	0	0	2275	0	34	0	0	2	0	0	0	73	0	34	0	0	7	0	4	0	21	0	0	0	277	0	0	14	0	269	99	16	29	3	0	6	11	17	23
PSM7J14P	0	10	0	18	71	6	13	0	0	31	0	48	83	678	695	0	98	0	0	1276	1116	14	0	0	3	17	5	1	0	0	0	1	1	0	1	0	0	0	40	0	4	0	23	33	137	0	37	0	0	15	0	46	0	0	2865	0	0	1769	0	10	0	0	0	0	0	0	17	3	4	51	0	96	0	91	0	1	0	1	0	70	0	0	364	2	26	59	0	0	26	0	2	3	8	12
PSM7J14R	0	16	0	20	205	24	11	0	1	31	0	50	65	476	254	0	175	0	0	768	1016	7	0	0	8	140	3	0	0	0	0	1	1	2	2	1	0	0	87	0	38	0	14	55	169	0	37	0	0	0	0	69	0	0	1726	3	30	2637	0	9	0	0	0	0	2	0	13	3	10	70	2	92	0	51	0	2	1	99	285	41	0	0	1061	0	28	27	0	0	55	0	0	0	1	2
PSM7J14T	0	24	0	10	162	11	14	0	0	12	0	119	17	229	172	0	62	0	0	572	730	19	0	0	31	10	39	10	0	0	0	8	4	21	64	6	0	3	4	2	3	0	36	56	1661	0	25	0	0	4	2	0	0	0	2226	70	137	764	0	52	15	0	114	0	4	6	21	2	11	65	4	43	0	29	0	11	0	6	411	940	0	0	381	15	99	67	0	0	207	0	6	10	96	45
PSM7J158	1	91	0	242	959	244	0	5	0	1	448	0	92	60	68	0	245	2468	11	2016	358	232	0	50	0	56	6	0	0	0	9	2	3	0	279	0	0	6	68	11	52	0	0	74	30	0	10	0	2	1	0	1	26	0	22	181	0	122	3	0	5	0	0	0	15	3	0	20	0	142	19	0	509	0	4	0	0	72	0	0	0	1	225	19	121	53	3	4	228	0	0	0	0	0
PSM7J15A	0	0	0	0	356	13	0	10	0	2	317	0	0	0	22	0	88	2004	0	3045	0	94	0	0	0	0	34	5	0	0	0	12	19	6	985	4	3	4	31	42	0	0	0	190	0	0	0	2	1	0	0	0	8	0	0	232	0	992	0	14	15	0	0	0	9	4	0	24	159	119	183	0	169	0	0	0	0	5	1	0	0	0	0	29	64	51	30	63	537	0	0	0	0	0
PSM7J15G	0	0	0	0	82	8	0	1	0	1	5963	0	0	0	569	0	6	528	0	799	0	23	0	0	0	195	17	2	0	0	18	6	4	0	326	2	0	64	15	108	0	0	0	49	0	0	0	0	1	48	0	0	1	0	425	62	0	49	8	0	3	0	0	55	0	5	0	39	110	89	63	0	100	0	0	0	0	7	0	0	0	0	0	1	4	23	2	0	116	0	0	0	0	0
PSM7J15I	0	0	0	0	0	15	0	5	1	30	429	0	4	0	446	0	21	1290	0	2719	0	96	0	0	0	522	1	0	0	0	8	5	5	3	94	1	0	6	11	17	0	0	0	120	0	0	0	0	2	0	1	0	14	0	1851	229	0	470	6	27	12	0	0	300	4	2	0	42	122	231	130	0	330	0	0	3	0	10	1	9	0	1	0	59	25	54	2	1	210	0	0	0	0	0
PSM7J15W	0	51	0	532	0	270	9	8	0	0	0	0	0	0	289	0	752	941	425	790	2004	56	0	30	0	18	33	0	45	0	6	9	10	0	17	1	0	6	253	24	0	10	0	54	0	8	171	0	3	1	0	231	71	0	0	0	43	1613	9	19	20	0	0	0	40	2	15	26	0	232	86	13	0	460	24	0	2	1	22	19	29	0	0	5	38	90	2	0	63	0	0	0	0	0
PSM7J161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9980	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
PSM7J163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9775	199	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
PSM7J177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2711	0	0	0	0	0
PSM7J179	167	37	0	35	350	89	0	0	0	0	208	0	71	66	72	0	35	0	14	709	396	0	202	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	17	0	0	251	205	0	898	0	11	0	0	0	0	0	0	0	0	0	0	14	14	0	62	0	0	5442	9	128	89	1	0	0	0	0	0	56	2	225	101	0	0	0	0
PSM7J17B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	6900	1952	0	0	0	0	0	0
PSM7J17D	0	0	0	0	95	4	0	0	0	0	3	0	0	0	0	0	0	31	0	18	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	15	0	0	0	9670	43	0	0	0	0	0	0
PSM7J17F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8785	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
PSM7J17L	0	0	1	0	945	92	0	0	0	13	892	0	0	0	111	0	238	3420	64	490	0	142	0	0	0	56	1	0	0	0	1	1	6	0	137	0	3	1	12	4	0	0	0	123	0	0	0	0	0	3	0	2	1	0	0	11	0	1724	1	199	1	0	0	0	1	0	0	14	5	357	16	117	372	0	5	0	0	0	1	7	0	0	0	6	104	61	82	59	88	0	4	0	4	1
PSM7J17T	0	0	0	0	549	61	0	0	0	2	324	0	0	0	33	0	104	2643	0	2152	0	182	0	0	0	0	6	0	0	0	0	2	2	0	579	0	1	1	3	4	0	0	0	382	0	0	0	0	0	0	0	0	2	0	0	192	0	1420	3	2	3	0	2	0	5	0	0	8	7	120	73	0	212	0	0	0	0	46	0	0	0	0	0	1	24	36	250	162	401	0	0	0	0	0
PSM7J18E	0	6	0	6	23	5	1	0	0	1	0	18	71	231	686	0	86	0	0	1390	600	3	0	0	7	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	7	29	47	0	6	0	0	0	0	47	0	0	1878	4	0	3870	0	17	0	0	0	0	0	0	3	1	1	19	7	17	0	79	0	30	0	1	581	89	0	0	28	0	43	20	3	0	4	0	2	1	4	3
PSM7J18G	0	4	0	0	43	15	0	0	0	0	0	28	69	268	602	0	287	0	0	748	845	3	0	0	11	52	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	25	32	39	0	3	1	0	0	0	90	0	0	1088	0	0	4774	0	157	0	0	0	0	2	0	2	1	19	29	10	56	0	67	0	22	0	5	1	100	0	0	0	25	51	38	66	27	3	1	8	23	79	165
PSM7J18I	0	5	0	0	26	6	8	0	0	1	0	8	33	320	537	0	82	0	0	499	736	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	66	73	37	0	25	51	0	0	0	19	0	0	1940	0	0	2899	0	32	0	0	0	0	0	0	9	2	0	18	4	39	0	23	0	13	0	132	1822	255	0	0	119	0	48	39	4	0	12	0	2	2	10	5
PSM7J18K	0	0	0	1	35	3	0	0	0	1	0	16	33	354	332	0	241	0	0	1192	2677	0	0	0	2	29	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	1	14	31	0	4	4	0	0	0	4	0	0	406	0	0	4407	0	4	0	0	0	0	0	0	1	3	0	0	16	56	0	78	0	0	0	0	0	2	0	0	24	0	15	2	0	0	1	0	0	0	2	1
PSM7J18M	0	15	0	24	166	30	3	0	0	15	0	270	67	843	765	0	453	0	0	1373	1329	12	0	0	2	10	0	0	0	0	0	0	0	0	1	0	0	0	6	0	6	0	0	23	75	0	2	5	0	0	0	56	0	0	1634	0	0	2177	0	6	1	0	0	0	0	0	4	2	6	93	9	80	0	60	0	6	1	40	0	44	0	0	186	0	20	39	4	2	9	0	5	4	13	6
PSM7J199	28	0	5	0	832	132	0	0	2	8	949	0	0	0	79	0	1257	2739	133	855	0	93	0	0	0	0	4	0	0	0	0	1	42	0	325	1	2	3	0	19	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	1535	4	0	0	0	0	0	5	0	0	7	0	115	10	142	518	0	8	0	1	0	1	0	2	0	48	0	5	25	0	0	50	0	0	0	0	0
PSM7J19B	106	0	20	0	1006	185	0	30	0	103	600	0	0	0	3	0	681	2579	603	664	1	225	0	0	0	40	13	4	1	0	2	4	4	4	130	3	5	12	7	5	0	0	0	99	0	0	0	1	1	2	1	0	3	0	0	9	0	1035	67	0	5	0	0	0	35	11	0	52	0	563	23	112	295	6	16	0	1	4	0	0	26	0	62	5	11	262	9	48	194	0	1	0	3	0
PSM7J19F	0	0	0	0	1779	104	0	0	0	2	100	0	0	0	944	0	228	3157	51	540	3	31	0	0	0	40	0	0	0	0	0	0	3	0	24	0	0	1	6	62	0	0	0	66	0	0	0	0	0	38	0	0	0	0	3	0	0	1142	0	47	16	0	0	0	1	0	0	23	0	848	57	147	107	140	17	8	1	0	0	0	0	0	0	48	16	78	0	7	116	0	0	0	0	0
PSM7J19H	0	0	0	0	1302	94	0	0	0	5	229	0	0	0	62	0	344	3910	37	899	56	83	0	0	0	70	0	0	0	2	0	0	32	0	24	0	0	0	7	5	0	0	0	162	0	0	0	0	0	35	20	0	0	0	0	5	0	1458	0	144	0	0	0	0	0	0	0	6	0	258	73	94	280	36	1	0	0	0	0	0	0	0	0	3	83	73	11	40	58	0	0	0	0	0
PSM7J19J	0	0	7	0	1282	132	0	0	0	10	550	0	1	0	42	0	452	4173	67	980	0	155	0	0	0	117	1	0	0	1	2	0	7	0	216	0	1	1	5	5	0	0	0	48	0	0	0	0	0	9	0	0	1	0	0	15	0	317	1	40	1	0	0	1	0	0	0	11	11	236	4	71	173	33	6	1	0	0	0	0	0	0	0	1	339	119	142	107	106	0	0	0	0	0
PSM7J1BJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	39	0	0	70	0	0	0	0	45	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	61	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	55	5	0	0	143	0	247	3634
PSM7J1BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5121	491	0	0	0	0	0	0	0	0	3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4	0	0	0	0	0	113
PSM7J1BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7178	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	2	0	0	0	0	0	1303
PSM7J1BR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	6384	0	1344	0	22	5	0	0	0	0	0	0	32	0	0	0	0	3	0	0	0	303	732
PSM7J1C8	0	42	24	410	806	103	9	0	0	0	265	2	225	23	0	727	356	1	45	3000	1764	0	486	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	2	5	26	9	6	9	0	0	0	47	3	0	181	0	3	707	0	0	0	0	0	0	34	0	13	0	2	76	9	46	0	54	0	0	0	109	0	88	0	0	0	0	9	2	0	0	112	85	0	0	0	0
PSM7J1CC	0	119	12	219	472	50	27	0	1	0	236	115	207	33	0	1708	593	0	89	1612	1276	3	140	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	7	9	24	39	9	0	0	6	1	160	24	4	445	0	58	1448	0	8	2	0	24	0	9	0	43	0	20	67	3	62	0	49	0	5	0	15	194	96	0	0	0	0	23	30	0	1	93	54	0	0	25	1
PSM7J1CG	0	2	12	46	53	0	0	0	0	0	2	141	453	187	0	1547	1229	1	40	2800	1447	5	13	0	0	0	3	0	1	0	0	3	8	3	37	3	0	2	0	4	0	2	0	0	0	0	0	2	0	0	0	65	0	0	0	0	0	1470	3	2	0	0	3	0	2	0	0	0	0	38	5	120	0	106	3	0	1	0	0	0	5	0	0	0	4	35	0	1	77	12	0	0	2	2
PSM7J1CI	0	21	18	187	672	0	0	0	0	0	340	2	219	220	0	429	813	0	3	1847	1010	0	620	0	0	55	8	0	0	0	0	0	3	0	5	3	0	1	5	0	63	0	0	32	2	0	3	8	0	0	0	173	0	0	411	0	0	1943	1	8	0	0	29	0	12	0	0	0	0	82	0	137	0	208	0	0	0	0	2	62	0	0	0	0	30	74	0	0	74	164	0	0	1	0
PSM7J1CU	0	0	0	0	0	0	5	0	0	0	0	0	2097	179	0	1932	236	423	0	98	1	0	0	78	9	49	0	0	0	0	0	2	0	0	0	0	1	0	0	14	0	5	0	0	0	0	0	0	0	12	4	417	27	0	0	0	0	1930	3	0	0	0	39	0	26	0	60	0	0	0	0	0	117	0	0	8	0	61	1905	0	0	0	0	210	2	41	0	1	5	0	1	0	1	2
PSM7J4EF	0	0	0	0	188	0	0	0	0	0	0	0	3212	0	790	0	453	0	0	216	9	4	13	6	0	15	4	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	951	48	177	0	0	489	0	64	0	38	993	0	0	888	0	141	0	0	15	0	14	0	0	0	28	0	0	0	0	62	240	0	0	0	0	0	1	0	0	0	78	73	0	0	404	0	0	0	35	19
PSMA263M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1525	0	0	0	0	629	0	0	0	83	53	1	0	0	0	42	59	0	64	17	5	11	0	301	0	7	0	0	0	0	207	0	1	303	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	4666	0	1135	0	0	0	0	0	0	0	0	0	313	0	8	0	0	0	0	369	0	134	0
PSMA263S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2356	0	0	0	0	1156	0	0	0	5	0	0	0	0	0	7	6	0	227	0	8	5	0	514	0	117	0	0	0	0	160	0	0	509	0	0	0	0	0	0	0	0	89	51	0	0	0	0	0	0	2	0	0	0	0	3416	0	863	0	2	0	0	0	0	0	0	0	33	0	0	0	0	0	0	45	41	43	344
PSMA263U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	848	0	0	0	14	2	0	0	0	0	0	0	0	8	0	2	1	0	146	0	80	0	0	0	0	168	0	0	1848	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	161	0	0	0	0	3395	0	881	0	0	0	0	0	0	0	0	0	194	0	2	0	0	0	0	8	10	124	273
PSMA263W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2908	0	0	0	1	1260	0	0	0	10	28	0	0	0	0	17	19	0	228	9	92	68	0	367	0	66	0	0	0	0	504	0	0	288	0	0	0	0	0	0	0	0	109	12	0	0	0	0	0	0	19	0	0	0	0	2775	0	886	0	0	1	0	0	0	0	0	0	82	6	20	0	0	0	0	10	7	46	162
PSMA2653	0	43	2	58	479	51	25	3	0	0	508	0	1817	0	157	0	0	0	501	2934	0	431	0	0	0	0	0	0	0	0	0	0	6	1	161	2	0	2	0	0	0	0	0	19	255	7	206	0	0	0	0	0	0	8	88	0	0	1340	0	7	21	0	3	0	32	1	20	5	35	100	0	73	0	70	0	0	0	0	0	0	41	0	0	0	9	38	0	0	409	0	0	9	11	10
PSMA2659	0	47	11	67	569	60	0	2	0	0	369	0	2258	0	254	0	0	0	821	2932	0	544	0	0	0	0	0	0	0	0	1	0	2	1	92	0	0	1	3	1	0	0	0	4	161	4	30	0	0	16	0	0	0	7	20	0	0	942	2	0	11	0	43	0	19	0	1	5	0	120	20	124	0	102	0	1	0	0	0	0	105	0	0	0	1	29	0	0	197	0	0	0	0	1
PSMA265B	8	54	21	70	707	71	0	0	0	0	324	0	2156	0	168	0	0	0	673	3432	0	799	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	8	28	2	24	2	0	25	0	0	0	2	67	0	0	887	2	0	0	0	3	0	15	0	1	10	8	96	24	68	0	55	0	0	0	0	1	0	8	0	0	1	1	15	0	0	150	0	0	0	0	0
PSMA265N	0	0	0	0	0	6	0	5	0	21	305	0	0	0	130	0	14	1131	0	3849	0	54	0	0	0	534	0	0	0	0	5	4	4	0	24	1	0	2	27	17	0	0	0	66	0	0	0	0	0	0	1	0	6	0	1054	412	0	924	5	24	1	0	0	95	7	0	0	20	0	353	0	0	691	0	0	3	2	4	0	0	0	0	0	6	17	32	2	1	141	0	0	0	0	0
PSMA265T	0	0	0	0	0	99	0	68	0	2	3083	0	0	0	200	0	38	1486	0	740	1	119	0	0	0	0	67	13	0	0	7	6	4	0	179	3	1	153	10	92	0	0	0	30	0	0	0	0	2	0	0	0	6	0	1206	174	0	50	4	0	4	0	0	228	0	26	0	36	0	284	64	0	147	0	0	0	0	0	0	0	0	0	0	12	15	528	10	8	794	0	0	0	0	0
PSMA2668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9966	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
PSMA266I	0	81	25	228	1237	69	4	8	2	12	0	0	3915	0	234	0	214	1	0	1013	1	28	498	33	0	37	7	1	21	0	0	0	0	1	0	1	0	1	0	3	13	0	11	30	3	10	40	0	0	11	0	0	8	24	117	0	0	752	4	6	0	0	80	0	22	0	6	11	0	192	0	1	0	0	7	0	0	0	0	1	7	0	8	14	42	336	0	0	569	0	0	0	0	1
PSMA266M	0	205	34	32	1465	144	4	19	0	6	0	0	3069	0	520	0	168	0	0	629	1	12	466	127	0	74	4	0	20	0	0	0	0	0	75	1	0	1	0	3	16	0	9	194	0	14	47	0	0	20	0	0	39	24	60	0	0	835	19	0	1	0	67	0	62	1	2	37	0	179	50	0	0	0	7	0	1	0	0	0	0	0	0	8	7	614	0	0	606	0	0	0	0	0
PSMA266O	0	37	7	22	661	25	1	3	0	2	0	0	4598	0	435	0	706	0	0	838	0	167	101	0	0	12	4	1	56	0	0	0	0	0	100	0	0	0	0	0	2	0	8	145	0	52	82	0	0	2	1	0	1	13	87	0	0	961	16	0	7	0	17	0	34	0	2	12	0	153	23	0	0	3	23	0	0	0	0	84	0	0	0	5	3	160	0	0	328	0	0	0	0	0
PSMA266Q	0	79	4	60	689	33	0	1	0	3	0	0	3891	0	830	0	172	0	0	690	6	18	182	0	0	8	1	0	25	0	0	0	0	0	0	0	0	0	0	2	1	0	5	45	0	55	30	0	0	139	0	0	0	23	386	0	0	1531	12	0	1	0	23	0	24	0	0	10	0	210	20	0	0	19	4	0	0	0	0	0	5	0	0	18	0	128	0	0	615	0	0	0	0	0
PSMA267D	0	15	3	14	289	31	0	0	0	0	559	0	3000	0	246	0	0	0	493	2637	0	1049	0	0	0	0	0	0	0	0	2	1	1	0	6	0	0	13	2	0	0	1	0	2	67	4	30	0	0	97	0	0	0	3	96	0	0	788	1	18	13	0	1	0	20	0	2	4	6	59	6	105	0	105	0	0	0	0	0	0	13	0	0	0	8	30	0	0	157	0	2	0	0	0
PSMA267F	0	146	61	201	852	98	4	14	0	0	203	0	2573	0	80	0	0	0	233	3239	0	642	0	0	0	0	0	0	0	0	4	1	3	2	225	1	0	9	23	2	0	0	0	16	94	11	17	0	1	69	0	0	4	11	26	0	0	311	6	0	26	0	0	0	34	4	13	16	0	41	41	103	0	83	0	0	0	0	0	0	8	0	0	14	17	299	0	0	120	0	0	0	0	0
PSMA267H	0	65	44	71	681	35	2	12	1	0	330	0	2720	0	101	0	0	0	411	2581	2	1169	0	0	0	0	0	0	0	0	2	2	3	1	331	2	0	3	25	1	0	0	0	26	99	4	24	0	1	8	4	0	15	17	5	0	0	572	4	0	17	0	12	0	24	3	6	13	0	54	22	86	0	65	0	0	1	0	0	0	4	0	0	3	15	172	0	0	129	0	0	0	0	0
PSMA269G	0	55	29	111	517	32	2	8	0	6	0	0	2166	0	3749	0	122	0	0	302	2	21	149	0	0	24	12	1	12	0	0	0	0	0	156	0	0	10	0	12	8	0	6	58	0	8	38	0	0	149	0	0	6	11	28	0	0	679	32	0	1	0	38	0	71	1	2	33	0	100	12	0	0	0	6	0	0	0	0	0	1	0	0	69	9	551	0	0	583	0	0	0	0	0
PSMA269O	0	77	12	53	802	37	0	1	1	4	0	0	4692	0	274	0	287	0	0	939	0	58	112	0	0	1	1	0	39	0	0	0	0	0	0	0	0	0	0	0	2	0	4	61	0	5	21	0	0	0	0	0	0	3	54	0	0	1722	3	1	1	0	128	0	9	0	1	14	0	173	20	0	0	0	9	0	0	0	0	0	1	0	0	34	1	78	0	0	257	0	0	0	5	2
