	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSM79HDS	0	44	18	149	951	525	4	0	0	10	398	140	9	0	12	0	497	205	498	1890	666	0	1036	0	0	49	0	0	0	0	0	0	0	0	3	1	0	0	0	4	9	0	6	7	0	53	25	0	0	28	4	121	9	0	0	197	0	694	2	0	1	1	0	0	20	0	34	7	0	231	21	658	421	0	0	0	0	0	0	0	0	0	0	40	51	139	5	4	98	6	0	0	0	0
MSM79HDU	0	23	8	59	626	232	1	0	0	45	449	51	89	0	3	0	554	273	720	3838	701	0	699	0	0	55	0	0	0	0	0	0	1	0	0	0	0	0	0	3	10	0	0	2	0	33	13	0	0	28	0	10	17	0	0	92	0	425	10	0	1	0	13	0	0	0	4	14	0	115	44	197	366	0	0	0	0	0	0	0	0	0	0	9	34	50	5	1	47	16	3	0	5	1
MSM7J16J	0	24	73	233	0	0	5	27	0	0	2787	46	6	0	2	0	717	798	52	265	358	0	302	0	0	16	0	0	0	179	6	7	7	0	100	1	0	0	1	15	15	1	9	4	0	14	91	0	0	9	0	0	12	0	0	2245	0	244	18	0	4	2	0	0	10	22	15	5	0	110	22	226	141	3	0	0	0	95	0	0	0	0	0	4	11	358	0	1	283	0	0	0	0	0
MSM7J16L	0	26	41	230	0	0	10	11	0	0	3122	19	352	0	7	0	887	439	72	316	1180	0	547	0	0	20	0	0	0	1	16	2	1	0	48	1	0	4	3	16	12	0	9	3	0	16	53	0	0	12	0	0	4	0	0	225	0	594	19	0	2	1	0	0	13	8	24	10	0	77	44	600	237	0	0	0	0	76	10	0	0	0	24	27	15	325	0	0	193	0	0	0	0	0
MSM7J16N	0	10	19	132	0	0	156	1	4	0	568	80	20	0	0	0	1040	385	17	344	466	0	154	0	0	567	0	0	0	15	0	8	3	0	802	7	0	1	0	17	26	2	30	11	0	33	349	0	0	0	0	0	33	0	0	34	0	2325	0	0	35	16	0	0	24	65	380	10	0	0	4	185	106	0	2	0	0	176	33	0	8	0	153	18	49	552	0	0	525	0	0	0	0	0
MSM7J16P	0	27	46	281	0	0	3	6	5	0	2645	286	298	0	4	0	1796	529	28	472	577	0	334	0	0	15	0	0	0	2	0	7	5	0	4	2	0	4	9	6	17	0	9	12	0	10	25	0	0	1	0	0	5	0	0	294	0	612	8	0	3	1	0	0	13	9	15	13	0	109	47	487	280	0	0	0	0	45	4	0	3	0	78	2	21	321	0	0	162	0	0	0	0	0
MSM7J16R	0	19	30	225	0	0	2	6	2	0	3101	28	329	0	19	0	1015	674	51	316	649	0	690	0	0	23	0	0	0	0	2	5	3	0	17	0	0	15	11	9	12	1	9	4	0	11	30	0	1	15	0	0	8	0	0	15	0	566	22	0	1	1	0	0	11	14	14	15	0	138	31	726	333	0	0	0	0	12	40	10	14	0	138	5	27	317	0	0	106	110	0	0	0	0
MSM9VZEK	0	1	0	25	156	39	6	0	0	2	172	137	6	0	0	0	961	294	705	3943	642	0	590	0	0	84	0	0	0	4	0	0	0	0	2	0	0	0	0	2	24	19	9	10	0	95	52	0	0	0	0	0	55	0	0	643	0	141	36	0	0	0	84	0	1	3	16	31	0	48	152	109	149	10	0	0	0	0	6	0	0	0	0	15	131	176	1	7	181	29	0	0	0	0
MSM9VZEK_TR	0	2	0	11	130	11	0	0	0	0	79	21	1	0	0	5	209	83	223	1166	209	0	245	0	0	1749	0	0	0	46	0	0	24	0	1949	0	0	0	0	13	184	1	107	9	0	3	191	0	0	0	0	0	6	0	0	362	0	104	29	0	0	0	0	0	0	89	0	59	0	188	73	48	133	0	0	0	0	0	75	0	0	0	0	24	306	210	35	65	1518	6	0	0	0	0
MSM9VZEM	0	33	38	370	0	0	84	0	0	0	0	686	2	0	0	0	112	165	146	5791	719	1	50	0	0	9	0	0	0	0	0	0	4	0	22	0	0	0	0	7	42	49	3	6	0	33	0	0	0	12	2	0	27	0	0	104	0	221	56	0	0	0	5	0	7	6	166	9	0	0	34	0	437	0	0	0	0	5	0	0	0	0	0	322	17	73	0	0	124	0	0	0	0	0
MSM9VZEO	0	21	29	307	0	0	0	0	1	0	226	53	0	0	0	0	444	383	443	6189	466	0	318	0	0	28	0	0	0	0	0	1	1	0	3	0	0	0	0	1	14	0	1	17	0	12	35	0	0	0	0	0	11	0	0	350	0	79	4	0	0	0	0	0	1	0	1	23	0	20	69	128	175	0	1	0	0	0	0	0	0	0	0	3	32	48	0	0	59	0	0	0	0	0
MSM9VZEQ	0	17	13	273	0	0	4	0	0	0	567	52	1	0	0	0	1350	1176	493	2076	1365	2	831	0	0	41	0	0	0	0	0	6	4	0	23	4	0	0	0	20	15	1	2	11	0	35	58	0	1	1	0	0	20	0	0	20	0	295	10	0	1	0	15	0	5	4	10	19	0	87	28	337	359	0	0	0	0	2	0	0	1	1	0	16	29	225	0	0	73	0	0	0	0	0
MSM9VZES	0	62	85	665	0	0	5	14	0	0	629	168	16	0	1	0	673	1103	128	1347	191	1	934	0	0	199	0	0	0	0	3	1	6	0	199	0	0	0	0	16	89	6	14	21	0	53	100	0	3	0	1	0	40	0	0	1649	0	78	1	0	3	0	19	0	14	20	17	25	0	98	77	232	154	13	0	0	0	0	0	0	1	0	0	35	122	419	0	0	250	0	0	0	0	0
MSM9VZIY	0	0	17	0	1363	0	12	4	4	0	0	271	142	0	1128	0	270	0	0	2132	31	1	0	0	0	0	0	76	9	0	0	0	1	0	3	1	0	0	10	0	0	0	1	1	420	16	3	0	0	3	2	45	5	2	266	0	0	2947	2	0	6	0	0	0	47	0	3	4	0	95	44	0	0	6	24	0	0	0	59	23	0	0	0	17	7	31	0	0	445	0	0	0	0	0
MSM9VZJ3	0	0	22	0	1194	0	3	3	0	0	0	146	277	0	1085	0	255	0	0	5481	58	0	0	0	0	0	0	150	19	0	0	0	0	0	3	1	0	0	0	0	0	0	1	4	125	19	13	0	0	0	0	1	13	13	327	0	0	178	10	0	2	0	0	0	59	0	0	7	0	92	0	0	0	6	43	0	0	4	20	62	0	0	0	12	4	106	0	0	178	0	0	0	0	0
MSM9VZJB	128	34	41	339	0	0	2	11	0	0	668	57	616	0	9	0	1797	1202	84	1056	1088	1	466	0	0	20	0	0	0	0	0	1	3	0	1	0	0	0	12	2	2	0	0	0	0	4	14	0	0	0	0	0	0	0	0	142	0	540	8	0	0	1	0	0	1	1	10	16	0	132	61	659	416	0	0	0	0	7	59	57	0	0	71	8	3	79	0	0	73	0	0	0	0	0
MSM9VZPH	0	0	18	0	627	0	9	3	0	0	0	251	115	0	609	1	126	0	0	3612	24	6	0	0	0	0	0	321	62	0	0	0	0	1	2	1	0	0	4	1	0	0	4	20	1113	59	29	0	1	0	0	35	26	19	687	2	0	1151	4	0	25	0	0	0	156	0	6	5	0	102	23	0	0	3	137	0	0	8	32	37	0	0	0	54	17	135	0	0	317	0	0	0	0	0
MSM9VZPL	0	0	4	0	586	0	19	0	2	0	0	361	104	0	457	0	235	0	0	1299	31	0	0	0	0	0	0	25	8	0	0	0	0	2	1	0	0	0	1	0	0	0	1	7	175	34	36	0	0	0	1	63	6	17	636	33	0	4937	1	0	1	0	0	0	88	1	4	2	0	56	0	0	0	0	17	0	0	2	68	19	0	0	0	24	21	89	1	2	521	0	0	0	0	0
MSM9VZPN	0	0	4	0	880	0	26	0	0	0	0	149	139	0	855	0	194	0	0	2034	30	0	0	0	0	0	2	29	20	0	0	0	0	0	0	0	0	0	2	0	0	0	1	20	88	24	32	0	0	0	0	58	9	13	895	6	0	3599	3	0	4	0	0	0	73	0	5	3	56	82	0	0	0	1	40	0	0	0	79	106	0	0	0	21	9	37	0	0	371	0	0	0	0	0
MSMA26AL	454	16	36	249	0	0	12	8	0	0	556	26	265	0	0	0	877	1260	52	267	573	0	406	0	0	318	0	0	0	0	0	8	28	0	114	6	4	9	17	20	44	4	20	52	0	42	259	0	0	22	0	0	33	0	2	662	0	199	101	0	5	3	0	0	16	4	49	56	0	108	240	436	334	0	0	0	0	20	194	1	13	0	183	60	67	561	0	1	338	289	0	0	0	0
MSMA26AN	481	8	5	146	0	0	12	0	0	0	2474	40	15	0	0	0	208	739	36	349	790	0	79	0	0	21	0	0	0	0	0	13	56	0	35	2	0	0	12	26	12	5	6	34	0	12	157	0	0	2	1	0	14	0	0	1359	0	178	2	0	3	3	0	42	4	42	63	4	0	0	20	317	147	0	0	0	0	22	161	2	13	0	317	276	47	875	0	0	313	0	0	0	0	0
MSMA26AP	326	14	31	183	0	0	1	24	0	0	3389	11	231	0	29	0	311	437	197	331	828	1	658	0	0	32	0	0	0	1	3	31	33	2	96	3	0	43	9	26	12	4	7	11	0	11	24	0	0	1	1	5	5	0	2	975	0	75	30	0	1	1	0	0	3	54	13	14	0	357	60	494	117	19	0	6	0	21	21	2	10	0	70	19	20	106	0	0	155	0	0	0	0	0
MSMA26AR	77	48	135	620	0	0	0	9	2	0	1216	569	137	0	210	0	62	35	165	347	462	0	930	0	0	6	0	0	0	0	7	5	33	0	27	2	0	2	1	22	9	2	4	5	0	35	1	0	2	54	0	0	3	0	0	2866	0	298	6	0	2	1	62	0	2	23	1	14	0	164	19	216	254	0	0	0	0	57	13	89	0	0	76	30	19	365	0	0	182	0	0	0	0	0
MSMA26AT	81	20	129	228	0	0	1	30	9	0	1043	150	330	0	0	0	703	1456	109	653	824	0	1181	0	0	139	0	0	0	1	0	2	6	0	10	0	0	0	31	8	23	1	1	15	0	19	74	0	0	0	0	0	1	0	0	63	0	450	2	0	0	0	0	0	6	1	11	24	0	163	28	278	574	0	0	0	0	218	19	36	0	0	503	2	16	211	0	0	121	0	0	0	0	0
MSMA26CV	0	0	24	0	927	0	0	1	0	0	0	666	229	0	1019	0	409	0	0	4012	51	0	0	0	0	0	3	48	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	149	6	5	0	0	0	0	5	0	2	263	18	0	1300	1	0	0	0	0	0	34	0	0	4	0	94	36	0	0	15	26	0	0	5	9	122	0	0	0	29	2	34	0	0	439	0	0	0	0	0
MSMA26CX	0	0	24	0	723	0	1	3	0	0	0	323	205	0	1119	0	367	0	0	5226	50	0	0	0	0	0	0	61	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	123	6	3	0	0	1	0	6	2	2	314	22	0	421	6	0	1	0	0	1	62	0	0	6	0	101	43	0	0	25	22	0	0	28	38	213	0	0	0	24	1	69	0	0	341	0	0	0	0	0
MSMAPC6A	0	0	38	0	1329	0	20	7	0	0	0	193	97	0	667	0	68	0	0	2636	19	0	0	0	0	0	7	123	14	0	1	2	3	0	5	0	0	0	6	0	0	0	3	2	319	14	7	0	1	0	0	21	14	0	627	4	0	2105	5	0	1	0	0	1	137	0	8	10	0	90	15	0	0	10	27	0	0	8	22	16	0	0	0	39	8	856	0	0	397	0	0	0	0	0
MSMAPC6C	0	0	22	0	1176	0	1	2	2	0	0	86	54	0	391	0	161	0	0	5524	9	0	0	0	0	0	4	55	11	0	0	0	0	0	0	0	0	0	28	0	0	0	0	2	63	4	2	0	0	0	1	0	5	0	216	6	0	1415	3	0	0	0	0	0	41	0	0	6	0	61	8	0	0	5	27	0	0	0	6	12	3	0	0	57	2	90	0	0	437	0	0	0	0	0
MSMAPC6E	0	0	16	0	1163	0	2	8	0	0	0	245	172	0	813	0	289	0	0	4405	33	0	0	0	0	0	1	81	18	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	219	15	11	0	0	3	0	9	2	5	288	22	0	1349	6	0	4	0	0	0	50	0	1	7	0	101	44	0	0	8	49	0	0	2	45	21	0	0	0	51	8	64	0	0	368	0	0	0	0	0
MSMAPC6G	0	0	18	0	876	0	12	3	0	0	0	195	82	0	435	0	130	0	0	3111	22	2	0	0	0	0	0	110	28	0	0	0	0	1	1	0	0	0	3	0	0	0	3	8	454	25	14	0	0	2	0	10	26	10	1091	7	0	2298	2	0	5	0	9	0	121	0	4	7	0	70	67	0	0	7	70	3	0	2	7	17	0	0	0	53	14	183	0	0	384	0	0	0	0	0
MSMB4LXY	0	0	13	0	1098	0	56	10	0	0	0	282	102	0	1267	0	215	0	0	1363	17	0	0	0	0	0	0	377	46	0	0	5	1	9	23	4	0	0	5	0	0	2	14	48	933	386	96	0	4	1	1	1	156	146	470	1	1	899	8	0	26	0	9	1	254	0	33	14	0	132	9	0	0	5	92	0	0	5	68	243	0	0	0	174	61	616	0	0	193	0	0	0	5	0
MSMB4LYB	0	0	13	0	1013	0	9	1	1	0	0	71	81	0	753	0	120	0	0	3016	23	5	0	0	0	0	0	132	49	0	0	2	0	2	2	0	0	0	29	1	0	0	1	8	1034	23	14	0	0	19	0	11	42	21	859	3	0	1252	3	0	4	0	22	31	228	0	4	5	0	72	0	0	0	2	111	0	0	8	137	64	0	0	0	155	8	96	0	0	443	0	0	0	0	0
PSM6XBQS	1	90	28	114	496	15	6	0	0	0	927	57	943	43	0	858	62	2	36	1249	2269	5	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	10	0	61	0	22	38	0	96	23	0	0	0	0	77	8	23	451	0	7	535	0	93	0	0	0	0	15	5	11	0	0	0	11	31	0	42	0	0	0	269	0	134	0	0	83	0	47	96	28	16	205	79	60	11	93	91
PSM6XBQU	0	167	8	235	564	71	0	0	0	0	201	265	539	154	0	1755	10	0	173	2029	578	6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	3	22	31	9	0	0	0	0	158	12	4	234	0	25	1580	0	44	0	0	37	0	21	0	2	0	0	123	3	37	0	49	0	0	0	64	0	7	0	0	117	0	24	165	52	28	145	114	44	4	25	38
PSM6XBQY	0	10	5	47	731	17	12	0	0	0	526	53	779	44	0	596	146	0	79	1444	1415	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	90	31	166	9	21	0	0	0	355	0	8	330	0	1	1609	0	113	0	0	0	0	18	0	41	0	49	0	10	32	0	0	0	23	0	101	0	2	0	0	27	0	111	127	133	185	311	63	25	5	30	35
PSM6XBQY_TR	0	35	11	88	980	30	9	0	0	0	578	60	681	36	0	648	155	0	61	1464	1527	2	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	0	0	0	41	0	22	92	27	128	12	0	0	0	1	226	2	10	240	0	10	1556	0	98	0	0	5	0	27	0	17	0	21	0	16	38	0	22	0	0	0	134	0	9	0	0	66	0	72	65	126	117	233	110	32	8	27	15
PSM6XBR1	0	208	10	331	861	77	1	0	0	0	346	69	334	411	0	2002	1108	2	264	913	616	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	7	5	45	1	0	0	0	0	173	0	0	0	0	0	1223	0	28	0	0	24	0	12	0	3	2	0	150	4	35	0	44	0	0	0	1	0	14	11	0	0	0	4	111	0	0	311	142	11	3	43	19
PSM6XBRK	0	3	0	0	2	52	0	0	0	0	300	0	185	663	0	2405	606	1726	9	109	996	1	94	0	3	3	12	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	45	0	17	42	0	0	0	0	29	0	23	429	0	255	668	5	0	0	0	0	0	87	0	2	5	15	0	1	815	119	4	0	2	0	41	0	133	0	0	0	6	6	34	0	0	12	0	2	2	10	4
PSM6XBRK_TR	0	2	0	0	1	46	0	0	0	0	272	0	138	529	0	1987	393	1511	23	932	876	5	103	4	7	7	31	5	0	0	0	0	0	0	0	0	0	0	0	0	32	0	5	113	0	4	32	0	0	0	0	13	0	66	353	0	481	573	5	0	0	0	0	0	81	0	2	7	0	0	1	592	84	0	0	0	0	24	0	156	0	0	0	5	7	10	0	0	20	434	2	1	17	8
PSM6XBS4	0	0	0	0	4	0	6	0	1	0	0	0	3	1	0	58	57	707	0	391	1144	0	16	30	10	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	40	75	0	52	224	0	0	0	0	36	129	39	1566	0	406	3705	0	0	0	0	0	0	86	0	24	0	25	0	2	27	5	0	0	28	0	5	582	209	0	0	0	0	143	33	0	0	8	0	2	0	2	1
PSM6XBS8	0	0	0	0	156	20	10	0	0	1	36	0	66	132	0	1171	441	3374	1	27	1130	0	191	3	15	30	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	15	61	0	7	39	0	0	0	1	72	64	64	332	0	20	1539	1	0	0	0	0	0	33	0	34	0	17	0	13	256	51	0	0	0	0	1	1	52	0	0	0	2	52	28	0	1	17	409	1	0	3	2
PSM6XBSA	0	0	0	0	82	5	4	0	0	0	24	0	62	73	0	787	268	2963	0	39	435	0	316	11	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	2	27	0	5	14	0	0	0	0	43	9	16	505	0	602	2271	0	0	0	0	0	0	48	0	23	1	0	0	19	218	261	0	0	0	1	1	582	183	0	0	0	0	9	20	0	0	32	0	0	0	0	0
PSM6XBSI	0	245	0	32	613	147	5	0	0	39	0	227	153	913	759	0	209	0	0	3954	740	79	0	0	11	30	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	15	28	2	12	0	0	15	0	116	2	0	305	0	0	791	0	22	1	0	0	0	0	0	9	2	6	309	10	11	0	57	0	0	1	8	0	0	0	0	27	0	19	17	2	5	26	0	1	4	5	8
PSM6XBSK	27	87	0	68	337	22	0	0	0	47	0	164	36	362	394	0	27	0	0	1033	1004	18	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	186	1	31	0	0	11	3	1	3	4	3822	17	0	1509	0	15	0	0	27	0	2	0	2	1	13	52	10	10	0	72	0	0	0	5	5	286	0	0	104	1	70	59	0	0	26	0	0	2	4	5
PSM6XBSM	0	193	0	38	415	81	0	0	0	16	0	299	50	1338	393	0	47	0	0	1117	717	11	0	0	4	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	43	2	8	3	0	2	0	120	1	0	1091	76	0	2097	0	174	0	0	1	0	3	0	2	2	4	238	6	12	0	59	0	0	0	1	216	605	0	0	48	0	57	26	18	16	47	0	25	30	12	230
PSM6XBSO	0	253	0	24	506	136	0	0	0	14	0	159	27	1085	482	24	116	25	0	1366	1207	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	28	0	0	10	3	0	0	0	483	0	0	2082	0	79	0	0	8	0	0	0	0	0	42	278	4	34	0	20	0	0	0	0	929	17	0	0	100	18	35	49	5	26	27	0	42	42	52	73
PSM6XBSS	0	78	21	368	570	25	3	0	0	0	276	228	104	80	0	1018	856	1	41	3582	501	1	0	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	49	0	4	7	27	14	7	0	0	0	0	127	0	1	30	0	5	1342	0	0	3	0	21	0	11	0	8	1	15	64	22	46	0	56	0	2	0	42	0	17	0	0	0	0	15	15	0	1	207	72	0	0	0	1
PSM6XBSU	0	105	33	344	888	101	7	0	0	0	522	133	184	154	0	650	547	1	114	2818	1574	4	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	2	3	43	16	6	15	0	0	0	122	2	1	135	0	8	974	0	0	3	0	0	0	4	0	20	0	0	97	8	44	0	43	0	0	0	16	0	3	1	0	0	0	20	10	0	1	161	35	0	0	2	1
PSM6XBT1	0	28	23	155	730	41	2	0	0	0	427	82	113	127	0	993	981	0	64	1611	1145	2	335	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	42	0	4	6	18	14	6	13	0	0	0	93	2	0	68	0	14	2220	0	0	0	0	0	0	14	0	6	0	0	77	17	94	0	55	0	0	0	39	0	12	0	0	0	0	9	15	0	1	170	112	0	0	0	0
PSM6XBTL	0	0	0	0	81	6	6	0	0	1	7	0	70	83	0	1607	227	1854	2	116	944	19	278	4	11	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	24	0	35	99	0	0	0	0	12	18	45	401	0	68	1911	0	0	0	0	0	0	96	0	15	1	24	0	17	321	186	0	0	0	0	4	561	133	0	0	0	0	15	20	1	1	26	611	0	0	1	1
PSM6XBTP	0	0	0	0	63	10	3	0	0	1	12	0	111	223	0	1985	342	1228	0	655	746	0	83	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	81	0	23	59	0	0	0	1	16	25	18	700	0	492	1942	0	0	0	0	0	0	35	0	12	1	0	0	12	220	262	0	0	0	0	1	463	73	0	0	0	0	19	4	0	0	45	0	0	0	0	0
PSM6XBUG	0	3	0	1	28	7	10	0	0	0	0	63	39	689	741	0	198	0	0	1151	746	1	0	0	8	519	1	0	0	0	0	0	9	0	93	0	0	0	3	11	0	0	2	4	2	0	0	2	0	0	0	0	0	0	695	0	0	4608	0	3	0	0	0	0	0	0	19	4	5	0	12	2	0	141	0	0	0	0	0	0	0	0	0	0	123	46	0	0	10	0	0	0	2	2
PSM6XBUI	0	7	0	20	55	9	0	0	0	0	0	107	182	331	1913	0	127	0	0	1231	1419	148	0	0	1	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	54	17	0	2	14	0	0	0	191	0	0	978	0	0	2731	0	32	0	0	0	0	0	0	0	0	0	0	4	1	0	95	0	81	2	0	0	0	1	0	0	0	30	0	0	0	35	0	0	0	0	7
PSM6XBUK	0	75	0	47	544	128	3	0	0	10	0	269	50	1585	477	0	282	0	0	2583	428	56	0	0	3	11	1	0	0	0	0	0	1	0	2	0	0	0	26	0	0	0	1	19	59	0	7	3	0	0	0	0	0	0	828	7	0	1524	0	95	1	0	0	0	4	0	6	7	0	281	14	32	0	182	0	0	0	0	0	69	0	0	79	0	31	34	8	13	13	0	6	27	13	56
PSM6XBUM	0	227	0	163	1283	164	1	0	0	171	0	118	94	991	659	0	262	0	0	1626	610	22	0	0	4	4	7	2	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	21	43	0	1	6	0	15	0	50	0	0	993	10	0	1221	0	30	1	0	0	0	2	0	2	9	12	363	1	22	0	166	0	2	1	42	263	193	0	0	41	4	6	9	0	0	29	0	5	3	10	7
PSM6XBUO	0	7	0	12	374	63	1	0	0	22	0	147	91	567	665	0	231	0	0	1696	644	14	0	0	17	92	1	0	0	0	0	0	1	1	0	0	0	0	10	0	4	0	4	12	36	0	3	2	0	2	0	38	0	0	825	4	0	4025	0	15	2	0	0	0	0	0	1	4	0	63	21	36	0	115	0	0	0	7	43	11	0	0	6	0	17	11	8	2	9	0	1	1	5	5
PSM6XBUQ	0	6	0	8	235	49	1	0	0	10	0	116	112	545	894	0	208	0	0	1955	910	40	0	0	6	43	0	0	0	0	0	0	1	1	0	0	0	0	16	0	2	0	3	11	45	0	3	9	0	0	0	4	0	0	931	4	0	3264	0	158	5	0	0	0	1	0	1	4	0	23	0	78	0	99	0	0	0	0	0	53	23	0	5	0	14	7	5	4	10	0	8	12	22	35
PSM6XBV2	78	34	0	12	408	77	3	0	0	160	0	189	35	569	349	0	46	0	0	1290	2208	41	0	0	19	11	4	0	0	0	0	0	0	1	0	0	0	0	39	0	1	0	0	12	23	4	27	0	0	0	3	50	42	0	2933	14	0	500	0	6	0	0	0	0	4	0	11	0	31	184	10	45	0	91	0	0	0	2	0	10	1	0	195	0	95	67	0	0	62	0	0	0	1	2
PSM6XBV4	0	2	0	0	1	0	1	0	0	0	0	12	21	56	340	0	152	0	0	2375	5907	2	0	0	0	40	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	105	0	0	819	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	92	0	0	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	3	6	8
PSM7J12J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	1	0	1	2	25	6	0	208	0	1	0	0	0	0	0	1	0	275	0	0	0	0	0	0	0	1	85	17	0	0	0	0	0	0	0	0	0	0	0	7285	0	1646	0	0	0	0	0	0	5	0	0	34	0	7	0	0	0	0	11	42	89	244
PSM7J12R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3877	0	0	0	1	1674	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	1	0	20	0	1	0	0	0	0	31	0	0	89	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	2681	0	844	0	0	1	0	0	0	0	0	0	46	0	7	0	0	1	0	8	9	297	380
PSM7J136	0	18	10	193	459	0	0	0	0	0	146	9	209	466	0	735	1272	0	4	2955	798	1	220	0	0	10	5	0	0	0	0	0	0	0	1	0	0	2	16	0	10	0	0	1	0	0	1	0	0	0	0	109	1	0	152	0	0	1552	2	7	0	0	33	0	12	0	0	0	0	50	15	145	0	98	0	0	0	3	20	61	0	0	0	0	15	17	2	1	67	79	3	1	10	1
PSM7J13E	0	7	3	127	512	0	0	0	0	0	281	0	200	411	0	1696	559	0	11	831	797	0	188	0	0	4	4	0	0	0	1	0	0	2	0	2	0	0	0	0	30	0	0	17	0	0	3	10	0	0	0	423	2	0	806	0	27	1966	1	8	0	0	85	0	28	0	0	0	0	61	17	65	0	86	0	1	0	20	2	204	0	0	0	0	14	69	3	18	199	167	12	1	19	3
