	Akkermansia_muciniphila	Alistipes_onderdonkii	Alistipes_putredinis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Barnesiella_intestinihominis	Dialister_invisus	Escherichia_coli	Eubacterium_rectale	Eubacterium_siraeum	Faecalibacterium_prausnitzii	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotella_copri	Roseburia_intestinalis	Ruminococcus_torques	Subdoligranulum_unclassified
HSM5MD4N	0	0	620	2517	0	0	194	0	827	1	0	903	2436	0	43	0	208	7	1541	51	99	0	200	97	11
HSM5MD4O	0	0	340	1693	0	0	845	0	383	2	0	632	2572	0	80	14	378	2	2123	242	358	0	16	62	37
HSM5MD4Y	2771	0	0	0	0	0	0	0	8	128	0	3873	13	0	104	1297	0	0	0	6	0	0	68	1128	330
HSM5MD53	1133	0	0	0	0	0	0	0	1594	3386	0	1655	356	0	34	15	0	0	240	371	0	0	102	508	109
HSM5MD5P	1640	96	0	0	0	0	1255	0	978	2163	0	1973	433	0	559	52	0	0	210	193	54	0	124	115	34
HSM5MD62	0	0	0	394	0	0	175	0	1225	0	145	557	3178	0	226	17	0	0	1413	1	511	0	114	0	325
HSM5MD66	0	37	117	267	0	0	1253	0	269	0	203	1306	1727	0	1135	1192	9	0	310	0	739	0	0	35	125
HSM5MD6A	0	77	607	697	0	0	626	0	55	0	695	1430	1580	0	1203	0	590	0	312	0	1073	0	0	201	132
HSM5MD6A_TR	0	97	591	816	0	0	676	0	61	0	786	1341	1884	0	814	0	463	0	355	0	1002	0	0	108	203
HSM5MD6C	0	223	808	576	0	1	132	0	76	9	212	677	903	0	1513	0	2557	0	1021	3	204	3	0	349	116
HSM5MD6Y	0	0	0	447	0	0	134	0	353	0	250	164	934	0	155	33	755	0	4853	0	173	0	819	22	116
HSM5MD71	0	0	0	619	0	0	346	0	317	0	241	163	1380	0	192	47	785	0	3048	0	406	0	1150	61	102
HSM5MD73	0	0	0	696	0	0	298	1	534	2	507	372	1652	0	142	31	1180	0	2422	0	327	0	505	25	117
HSM5MD75	37	0	0	200	0	1	266	0	272	12	550	464	2538	0	78	35	1090	0	2222	0	51	0	0	72	44
HSM5MD79	0	149	1742	0	0	321	1582	0	0	0	0	680	477	0	61	55	95	0	136	541	0	3663	0	34	16
HSM5MD7J	0	49	232	0	0	95	136	0	0	0	0	153	166	0	254	93	216	0	170	178	0	8040	0	80	4
HSM5MD7K	11	10	0	0	0	0	722	149	56	261	0	907	0	0	10	36	499	0	4388	991	0	0	425	27	558
HSM5MD7M	0	0	0	0	0	0	198	0	9	18	1	221	13	0	0	0	2570	0	5919	77	0	0	744	114	4
HSM5MD7O	0	0	0	0	0	0	413	0	0	304	0	0	0	0	0	8775	0	0	508	0	0	0	0	0	0
HSM5MD7Q	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5831	0	0	5	0	0	0	0	0	1
HSM5MD7S	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	19	0	0	7856	0	0	0	975	19	105
HSM5MD7U	4	0	0	0	0	0	816	0	0	0	0	0	2	0	0	8	160	0	7281	0	1	0	1138	19	53
HSM67VCZ	199	438	2	7	0	0	1804	0	265	4294	302	847	11	0	19	1	137	0	61	0	4	15	24	83	63
HSM67VD2	1001	385	0	0	0	0	1833	0	901	2134	295	1546	0	0	40	1	616	0	117	0	0	0	127	41	66
HSM67VD4	3311	99	0	0	0	0	4221	0	65	1350	64	171	0	0	12	4	64	0	14	0	0	0	2	60	30
HSM67VD6	434	314	1	0	0	0	3089	0	306	2230	302	784	5	0	70	2	1045	0	200	0	0	0	41	112	102
HSM67VDP	0	0	0	0	0	0	0	0	0	3	0	1	905	0	162	4361	0	0	3	2811	0	2	0	93	0
HSM67VDZ	0	2	98	0	0	76	44	1	1	0	0	148	170	0	60	37	25	0	136	91	0	9008	0	0	0
HSM67VE4	0	48	222	0	0	136	186	0	1	0	0	286	333	0	86	44	19	0	146	126	0	8168	0	20	3
HSM67VEC	1	0	0	0	0	0	7256	0	0	1	0	0	1	0	0	14	270	0	1353	1	174	0	35	29	9
HSM67VEE	35	0	0	0	0	0	5259	0	0	0	0	0	0	0	62	1	412	0	2109	0	0	0	1181	7	13
HSM67VEG	607	0	0	0	0	0	1956	0	0	3	0	24	1	0	767	242	1776	0	3444	0	146	0	232	74	50
HSM67VEI	0	0	0	0	0	0	303	0	0	0	0	993	1	0	74	19	1145	0	5360	30	548	0	1147	36	11
HSM67VEK	0	0	0	0	0	0	175	0	0	0	0	259	0	0	37	4	1105	0	7325	58	355	0	403	19	8
HSM67VEM	11	0	0	0	0	0	385	0	0	0	0	1389	0	0	264	1	1062	0	5547	110	620	0	237	11	15
HSM67VEM_TR	14	0	0	0	0	0	306	0	0	0	0	1028	0	0	499	4	1212	0	5968	67	417	0	233	13	20
HSM67VF9	0	0	0	105	1	0	5125	107	1	1	13	56	2115	0	0	2232	0	0	2	0	217	0	0	0	0
HSM67VFD	0	0	0	0	0	0	1	0	0	0	0	0	6512	0	0	0	0	0	1	0	3484	0	0	0	0
HSM67VFF	0	0	0	0	0	1	4591	0	632	2	0	1338	2031	0	0	275	0	0	1	0	38	0	440	98	76
HSM67VFH	0	0	0	0	0	0	3051	0	500	2	0	380	2252	0	0	2605	0	0	0	0	416	0	0	5	1
HSM67VFJ	0	0	0	0	0	0	4427	0	749	0	0	651	902	0	0	1847	0	0	0	0	874	0	0	40	12
HSM67VHB	52	249	3	8	0	0	3344	6	722	1624	438	1057	7	1	131	1	775	0	217	0	3	8	326	52	73
HSM67VHD	1688	736	0	0	0	0	1916	0	513	1523	249	1315	0	0	81	5	323	0	301	0	0	0	84	137	133
HSM67VHF	266	390	1	0	0	5	1647	0	610	2797	579	1358	0	0	49	0	629	2	392	0	2	0	47	63	103
HSM67VHH	1941	448	0	0	0	0	3067	0	372	1785	202	443	0	0	104	0	685	0	106	0	0	0	21	141	107
HSM67VHJ	30	244	2	6	0	1	3896	0	1300	1492	525	599	1	0	17	0	266	2	199	0	1	0	516	22	56
HSM67VHK	0	0	0	7	0	15	0	0	3287	23	0	8	5868	0	0	0	14	0	30	0	0	11	0	101	23
HSM67VHQ	0	0	451	2101	0	0	70	0	730	2	0	1238	2295	0	287	0	506	2	995	341	559	1	0	78	17
HSM67VHS	0	0	907	2811	0	0	6	0	723	3	0	635	2625	0	48	0	258	22	1131	110	464	1	0	15	9
HSM67VHW	0	0	782	1683	0	0	22	0	705	0	0	694	2643	0	184	2	84	7	1739	87	1011	0	0	44	36
HSM67VI1	0	1	870	1358	0	0	196	149	903	76	6	1433	2596	3	7	17	350	3	729	160	733	5	7	47	63
HSM67VID	0	35	282	371	0	46	48	0	5	1	186	343	285	0	0	75	1	1328	662	0	210	5879	0	15	162
HSM67VIF	3	66	425	599	0	33	35	0	4	0	200	449	229	0	0	40	12	223	1220	0	289	5704	0	57	335
HSM67VIL	0	0	2	105	0	46	0	1	9	7	79	216	360	0	0	15	23	0	751	0	511	7779	1	2	79
HSM6XRQB	0	0	0	870	0	0	0	532	3648	0	0	798	339	0	0	0	5	0	15	1	0	0	0	433	529
HSM6XRQI	0	0	0	588	0	0	0	130	2100	0	0	3342	2338	0	119	0	0	0	0	0	0	0	140	124	361
HSM6XRQK	13	0	0	881	0	1	0	463	1813	0	0	3809	1631	0	0	0	7	0	5	0	0	0	249	139	263
HSM6XRQM	1	0	1825	897	1	395	108	488	1549	2	0	2131	1830	0	0	0	41	0	28	0	0	0	263	20	55
HSM6XRQO	0	0	801	615	0	1	452	971	1695	3	0	1661	1936	0	0	82	465	0	245	0	0	0	789	5	35
HSM6XRR3	197	47	1	0	0	0	2782	0	734	2923	807	247	0	0	71	7	53	0	374	0	0	0	1	41	175
HSM6XRRV	0	82	493	286	0	0	118	0	26	0	120	849	1247	0	1971	643	1321	0	2181	0	168	0	0	81	88
HSM6XRS2	0	8	167	93	0	0	96	0	10	3	32	302	430	0	6307	371	513	0	1068	0	119	0	0	206	162
HSM6XRS4	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4006	0	0	4	0	0	0	0	33	0
HSM6XRS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6875	0	0	0	0	0	0	0	0	0
HSM6XRS8	0	0	0	227	0	290	0	0	0	1616	0	787	3114	0	0	588	232	0	1829	0	0	668	0	0	366
HSM6XRSE	0	0	62	356	0	1	3728	9	213	8	788	151	258	0	82	128	27	0	58	12	66	0	209	57	9
HSM6XRSG	4	0	0	0	0	0	0	0	0	2	0	3	4326	0	978	4590	0	0	6	0	0	0	0	27	0
HSM6XRSI	0	0	0	0	0	0	0	0	0	1	0	0	2569	0	970	6201	0	0	2	0	0	0	0	94	4
HSM6XRSN	0	0	700	2495	0	0	191	0	811	1	0	626	2947	0	108	6	476	9	540	206	449	0	174	60	12
HSM6XRST	0	0	134	2652	0	0	666	0	1006	0	0	611	1911	0	134	0	298	0	1462	272	453	0	0	32	12
HSM6XRUV	471	613	0	1	0	0	2099	2	487	2662	372	1367	2	0	38	0	352	0	201	0	0	15	156	45	220
HSM6XRVM	0	62	602	113	0	0	49	0	74	2	8	1318	797	0	1693	0	1730	41	2197	0	444	0	0	84	574
HSM6XRVO	0	18	113	61	0	0	110	0	22	0	11	581	864	0	422	141	2167	0	4827	0	500	0	0	96	20
HSM6XRVU	0	110	741	127	0	1	59	1	40	3	10	1378	1149	0	3054	66	19	0	1663	0	256	0	0	63	437
HSM6XRVW	0	92	245	53	0	0	834	0	55	0	82	870	829	0	1023	3544	1264	0	217	0	57	0	0	571	35
HSM7CYX2	1	0	0	4	0	4	171	1	20	0	19	648	26	0	34	0	687	0	4490	77	315	0	1206	31	8
HSM7CYX4	267	0	0	0	0	0	838	0	0	0	0	3360	0	0	239	0	741	0	1470	476	1792	0	503	11	28
HSM7CYX6	17	0	0	0	0	0	661	0	0	0	0	1755	0	0	232	0	2568	0	2362	152	1049	0	777	52	16
HSM7CYX8	41	0	0	0	0	0	709	0	0	0	0	1744	1	0	794	0	1504	0	3301	111	1015	0	491	61	23
HSM7CYXA	36	0	0	0	0	0	659	0	0	0	0	2505	0	0	752	34	884	0	4348	146	87	0	379	24	27
HSM7CYXC	0	0	0	0	0	0	1848	0	0	0	0	1856	0	0	81	24	504	0	3268	293	780	0	647	26	3
HSM7CYXQ	0	0	1382	1440	0	1	2	0	1230	2	0	839	2123	0	278	0	105	146	326	233	1166	0	317	42	8
HSM7CYXS	0	0	802	2061	0	0	3	0	871	1	0	721	1564	0	131	7	188	116	987	211	882	0	1193	47	18
HSM7CYY3	0	0	0	0	0	0	2359	0	1925	2	0	2342	1676	0	0	564	0	0	2	0	171	0	0	2	15
HSM7CYY5	0	1	293	550	0	11	2515	81	2305	50	3	880	1422	1	2	188	158	0	342	78	657	3	104	52	49
HSM7CYY7	0	0	0	0	0	0	1695	0	1537	0	0	4858	129	0	0	131	38	0	6	0	407	0	17	308	309
HSM7CYY9	0	154	669	188	0	1	944	0	1547	1	0	1058	134	0	0	281	18	0	4	0	570	3610	0	152	140
HSM7CYYB	0	0	0	0	0	0	18	0	0	0	1	0	2	0	0	9946	0	0	1	0	0	0	0	15	12
HSM7CYYD	0	315	36	198	0	0	1799	0	2945	0	0	1219	615	0	0	68	44	0	14	0	1498	0	0	254	57
HSM7CYZ5	0	0	0	1711	0	0	4903	0	0	1	1428	0	1	0	179	29	0	0	0	0	0	0	935	5	2
HSM7CYZ7	0	0	0	361	0	0	1865	0	0	0	75	0	0	0	31	98	0	0	1	0	0	0	3985	85	1
HSM7CYZ9	8	8	2	358	0	0	1254	0	11	54	34	24	1	0	167	58	4	0	361	0	0	0	4593	44	6
HSM7CYZB	0	0	0	927	0	0	3768	0	1	2	916	0	4	0	221	54	836	0	1624	0	0	0	122	32	3
HSM7CYZD	0	0	0	711	0	0	2803	0	0	2	864	1	1	0	63	60	2029	0	1641	0	0	0	624	24	1
HSM7CYZF	0	3	49	528	2	32	1521	0	36	9	896	72	77	0	15	2962	683	33	1992	3	31	0	556	98	6
HSM7CYZT	0	0	0	0	0	0	0	0	0	0	0	0	1549	0	128	529	0	0	4	1202	0	0	0	1085	0
HSM7CYZV	0	0	0	0	0	0	0	0	0	0	0	1	4380	0	341	527	0	0	0	1602	0	0	0	467	3
HSM7CZ14	0	0	0	0	0	0	0	3	0	4	0	0	1795	0	1061	2459	0	0	1	2224	0	0	0	108	20
HSM7CZ2Z	1301	781	1	0	0	0	2184	1	490	1555	459	1468	2	0	55	0	253	0	293	0	0	0	79	111	124
HSM7CZ32	0	76	0	33	0	90	2	0	35	5120	16	2438	5	30	186	81	28	4	152	6	61	0	9	54	18
HSM7CZ36	6	17	0	0	0	0	109	0	17	4102	14	346	251	0	1084	737	7	0	2	0	0	0	0	290	8
HSM7CZ38	0	0	0	0	0	0	0	1	0	4937	0	2290	948	0	40	101	4	0	9	0	1194	1	0	6	1
HSM7CZ3A	313	76	667	370	0	384	0	0	32	1339	1	791	2773	117	0	0	1396	6	826	42	433	0	0	219	61
HSM7CZ3C	22	10	532	382	0	79	1	0	26	1069	2	1014	2784	53	0	1	216	2	2542	222	471	0	0	147	104
HSM7CZ3E	130	110	1017	367	0	370	49	0	93	743	20	269	2604	795	0	2	972	74	240	101	338	0	21	870	353
HSM7CZ3G	163	23	967	701	0	37	3	0	483	1534	5	248	2128	616	0	0	293	36	941	204	487	0	78	41	170
HSM7J4GD	0	52	501	1613	0	136	276	0	10	1	811	439	704	0	0	75	7	0	411	0	304	4384	0	43	118
HSM7J4IC	0	960	1	2	0	863	0	0	1902	1	183	1819	6	344	23	0	1416	0	933	9	1151	0	3	24	37
HSM7J4IO	22	46	0	8	0	0	467	0	359	214	164	247	36	0	2782	0	1589	0	1184	0	8	0	0	366	1656
HSM7J4IP	0	212	0	0	0	0	3189	0	715	1789	384	684	0	0	167	0	505	0	1112	0	0	11	1	130	546
HSM7J4IQ	1	149	32	9	0	5	3889	0	536	1676	278	506	20	0	97	0	1285	1	598	0	8	0	0	255	177
HSM7J4IR	47	298	4	0	0	0	3103	0	387	2426	343	466	4	0	229	14	878	0	629	0	0	0	0	59	343
HSM7J4IS	6	100	0	1	0	2	3745	0	1376	1260	286	529	0	0	520	0	798	0	509	1	3	0	0	107	199
HSM7J4J7	0	0	0	1089	0	0	514	1	458	4	0	771	3961	0	0	252	155	0	355	0	553	0	0	61	76
HSM7J4J9	0	0	0	1572	0	0	512	0	284	1	0	670	3934	0	0	0	82	0	482	0	815	0	0	152	42
HSM7J4JD	0	0	8	1872	0	6	670	0	565	1	10	1218	2275	0	0	0	177	0	907	0	679	80	0	74	17
HSM7J4JF	0	0	0	2297	0	0	220	0	1161	0	0	1602	2039	0	0	85	254	0	709	0	444	0	0	69	65
HSM7J4JH	27	0	0	0	0	0	0	0	0	2	0	2	7	0	0	716	1792	0	9	0	0	0	365	99	768
HSM7J4JJ	2896	0	0	0	0	0	0	0	0	0	0	0	0	0	434	156	1131	0	5115	0	0	0	156	34	19
HSM7J4JN	6620	0	0	0	0	0	0	0	0	0	0	0	0	0	353	179	822	0	1789	0	0	0	0	30	55
HSM7J4JP	3530	0	0	0	0	0	0	0	0	0	0	0	0	0	145	126	1049	0	5096	0	0	0	4	16	4
HSM7J4L5	0	0	2	0	0	0	0	0	1	5566	1	1969	1547	1	25	34	6	0	3	1	369	0	334	33	0
HSM7J4L9	0	0	0	0	0	0	0	1	1	3370	0	3305	763	0	522	220	2	0	979	0	631	1	13	66	16
HSM7J4LP	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9011	0	0	0
HSM7J4MK	138	17	1456	913	0	38	5	0	44	1609	5	118	1314	791	0	2	1945	8	321	79	278	0	0	218	180
HSM7J4MS	0	45	0	725	0	563	43	0	4391	16	7	895	0	79	4	0	47	0	499	33	1598	0	0	55	50
HSM7J4MW	0	414	0	14	0	1737	7	0	1972	0	748	1298	0	313	0	1	379	0	771	16	1330	0	525	22	38
HSM7J4MY	0	25	345	581	0	81	428	1	6	6	765	846	554	0	0	62	12	0	763	0	247	4852	1	25	256
HSM7J4N4	0	23	728	580	0	168	354	0	20	4	663	1002	669	0	0	203	27	0	1690	1	87	2787	0	190	629
HSM7J4N6	0	11	134	161	0	59	242	0	10	46	297	259	258	0	1	80	11	0	820	0	50	7256	0	43	201
HSM7J4N8	0	15	250	650	0	106	118	0	8	1	495	733	505	0	0	170	3	0	917	0	187	5477	4	8	278
HSM7J4NA	0	42	538	1202	0	168	332	0	25	1	1033	1057	793	0	0	399	3	0	1163	0	360	2071	0	112	466
HSM7J4OB	375	99	740	750	0	84	7	0	250	327	3	152	2021	334	0	5	948	3	3011	83	228	0	0	90	164
HSM7J4OE	103	38	807	490	0	95	2	0	132	485	8	201	2217	373	0	0	2856	6	1156	201	315	0	0	219	72
HSM7J4OL	124	50	593	802	0	75	4	0	333	1759	4	202	3038	37	0	0	1462	0	561	114	434	0	0	84	55
HSM7J4ON	0	0	0	0	0	0	0	0	0	5053	1	2579	950	0	287	6	0	0	660	0	278	0	52	21	0
HSM7J4OP	0	0	0	0	0	0	10	0	1	3667	1	2769	1414	0	612	3	3	0	483	0	710	0	206	25	3
HSM7J4OT	0	43	778	71	0	0	0	61	161	1125	0	548	369	0	40	0	3502	131	2178	163	224	5	0	165	76
HSM7J4OV	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	9770	46	0
HSM7J4OX	2970	0	0	0	0	0	0	0	0	98	1	120	1061	0	57	359	0	0	0	0	48	0	4751	47	9
HSM7J4OZ	0	209	0	0	0	1039	0	0	1693	4	1732	1066	12	432	31	0	14	0	1073	19	1730	0	696	6	18
HSM7J4P2	0	653	0	28	0	1254	0	0	1559	0	1407	1312	0	622	20	0	421	0	471	2	1839	0	78	22	28
HSM7J4PA	67	27	750	634	0	48	6	0	354	417	2	97	3353	651	0	0	1275	0	935	228	455	0	73	179	88
HSM7J4PO	1644	249	0	0	0	0	999	1	221	880	127	564	3	0	1040	0	903	0	916	0	0	92	0	127	1019
HSM7J4PQ	305	290	0	0	0	3	2366	0	196	3778	204	839	1	0	83	6	659	0	128	0	0	0	0	77	125
HSM7J4PS	227	406	0	0	0	0	3725	0	630	1731	389	724	0	0	120	0	577	0	453	0	0	0	0	38	239
HSM7J4PU	143	458	0	0	0	0	3852	0	794	1956	401	1183	0	0	24	0	94	0	338	0	0	0	0	21	139
HSM7J4PW	712	985	0	0	0	0	1256	1	488	1486	556	937	1	0	119	0	210	0	1229	0	0	0	3	332	628
HSM7J4PY	19	183	0	0	0	0	2806	0	171	2744	336	740	2	0	157	0	1257	0	512	0	0	0	0	69	201
HSM7J4Q1	0	1681	0	674	0	556	36	0	1351	0	286	518	0	931	18	0	492	15	2040	9	792	0	89	4	80
HSM7J4Q7	0	2555	0	414	0	756	6	0	1331	0	391	459	0	322	45	0	1099	10	1356	5	770	0	5	16	145
HSM7J4Q9	0	2171	0	972	0	772	22	0	1460	0	157	1490	0	351	28	0	166	132	478	7	1353	0	45	9	44
HSM7J4QB	0	0	0	384	0	0	2348	0	22	1	286	0	1	0	12	284	2096	0	1430	0	0	0	1585	51	16
HSM7J4QD	0	0	0	111	0	0	396	0	2	1	450	4	14	0	5	19	3245	0	2227	0	0	0	634	0	4
HSM7J4QF	0	0	0	645	0	0	3125	0	0	0	1695	0	0	0	119	6	2772	0	810	0	0	0	260	64	7
HSM7J4QH	0	0	0	94	0	0	369	0	0	0	115	0	0	0	0	0	5644	0	1909	0	0	0	372	105	22
HSM7J4QJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4278	0	4865	0	0	0	129	0	729
HSM7J4QL	0	0	0	1349	0	0	2508	0	0	1	1332	0	1	0	50	9	1537	0	1829	0	0	0	796	60	16
HSM7J4QT	0	218	596	288	0	0	210	0	32	1	12	1840	955	0	1249	249	1865	0	1766	0	129	0	0	260	135
HSMA33IE	0	248	1097	1857	0	0	293	0	7	0	6	1597	1291	1410	2	14	23	0	7	0	1737	0	0	204	11
HSMA33IG	0	231	720	1202	0	0	240	0	513	0	54	3190	1078	700	49	0	20	0	300	0	1099	0	0	21	39
HSMA33IK	0	149	952	841	0	0	354	0	1154	0	17	1598	1868	364	22	27	306	0	324	0	1244	0	0	77	38
HSMA33JB	450	319	1844	714	0	45	2	0	245	1007	7	460	1470	343	0	0	1356	3	461	221	431	0	0	128	55
HSMA33JD	38	475	1227	376	0	51	2	0	172	482	184	168	1600	956	0	0	1805	0	988	345	214	0	1	219	151
HSMA33JN	85	3431	0	712	0	504	0	0	684	0	103	1126	0	1008	12	0	547	26	308	5	1186	0	24	48	11
HSMA33JP	44	2880	0	601	0	435	0	0	766	0	208	2187	0	809	27	0	192	24	388	6	1193	0	34	42	12
HSMA33JR	0	1963	0	1144	0	606	1	0	799	3	152	1097	2	824	15	0	791	157	571	10	1256	0	342	42	22
HSMA33JZ	4133	0	0	0	0	0	0	0	0	107	0	318	2134	0	33	286	0	0	0	0	132	0	1238	48	30
HSMA33KE	0	0	0	713	0	1	868	0	588	1	0	1458	2155	0	0	0	1500	0	217	0	827	0	0	758	191
HSMA33KM	0	0	0	1424	0	1	3783	0	152	0	0	1236	871	0	0	0	572	0	317	0	1018	0	0	175	126
HSMA33KO	0	0	0	1363	0	0	807	0	794	0	0	3001	1098	0	0	0	276	0	402	0	590	0	0	50	27
HSMA33KQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	281	980	0	2863	0	0	0	5166	269	62
HSMA33KS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	934	945	44	0	5387	0	0	0	744	427	306
HSMA33KU	0	0	0	0	0	0	0	0	0	0	0	0	1	0	184	301	3155	0	3860	0	0	0	1713	172	268
HSMA33L1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	366	477	1617	0	5250	0	0	0	955	226	629
HSMA33LP	0	527	1292	844	0	0	177	0	388	0	65	1636	1186	787	16	16	501	0	582	0	1185	0	4	58	94
HSMA33MV	7	2783	0	711	0	615	0	0	914	0	166	1465	0	620	39	0	96	0	1028	7	1241	0	66	11	17
HSMA33NA	0	0	1	1329	0	0	51	1	899	7	0	2260	2123	0	0	5	122	0	959	0	604	1	0	22	56
HSMA33NC	0	0	0	3417	0	0	398	0	314	0	0	680	652	0	0	0	185	0	442	0	1023	0	0	101	2111
HSMA33NO	7313	0	0	0	0	0	0	0	0	0	0	0	0	0	70	90	447	0	977	0	0	0	1035	19	17
HSMA33NQ	9161	0	0	0	0	0	0	0	0	0	0	0	0	0	53	238	12	0	365	0	0	0	41	12	50
HSMA33PL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	1468	251	0	4495	0	0	0	1443	311	567
HSMA33PN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	654	340	1001	0	4908	0	0	0	1627	148	951
HSMA33PX	0	0	0	2621	0	0	1627	0	705	0	0	388	2459	0	0	0	202	0	237	0	481	0	0	197	149
HSMA33PZ	3	0	10	3	0	0	0	43	72	3	0	5469	1916	3	0	0	302	0	450	0	2	26	28	109	87
HSMA33Q6	0	0	0	0	0	0	0	0	1181	0	0	1799	1100	0	0	0	263	0	912	0	0	1	1	21	48
HSMA33QY	0	318	973	1429	0	0	644	0	1207	0	26	1103	705	753	2	12	485	0	1057	0	734	0	0	15	193
HSMA33R1	0	636	1162	1165	0	0	201	0	261	0	27	2272	1311	1021	12	0	49	0	131	0	1179	0	0	10	20
HSMA33R5	0	317	1371	299	0	0	197	0	199	0	13	1754	1394	1203	9	4	273	0	1039	0	991	1	0	13	208
HSMA33R7	0	124	773	436	0	0	302	0	421	0	1	1460	3301	410	65	45	331	0	524	0	954	1	0	15	180
HSMA33R9	0	438	1197	713	0	0	220	0	467	0	13	1525	963	379	16	0	1307	0	1089	0	883	0	93	28	113
HSMA33S4	0	349	815	819	0	0	347	0	263	0	13	2934	1215	640	31	78	83	0	528	0	1325	0	25	2	95
MSM5LLDA	0	99	930	205	313	0	616	0	106	3945	0	0	15	0	202	38	47	451	2324	383	241	0	0	2	30
MSM5LLDC	0	11	289	104	9	0	401	0	183	3770	0	0	327	0	28	0	299	214	3520	658	87	0	0	12	13
MSM5LLDE	0	9	588	79	22	2	323	0	65	2920	0	2	79	0	264	14	272	189	4528	382	174	0	0	32	37
MSM5LLDI	0	141	1431	295	975	0	802	0	353	4174	0	0	0	0	55	29	60	0	141	1081	179	0	0	18	17
MSM5LLDK	0	274	1113	210	33	0	1772	0	263	3845	0	0	0	0	51	458	89	63	940	315	212	0	0	3	19
MSM5LLDM	0	71	1017	325	401	0	866	0	272	3640	0	0	0	0	151	60	16	249	981	997	723	0	2	2	14
MSM5LLDQ	0	25	651	200	380	0	1033	0	219	4762	0	0	0	0	100	7	32	76	1220	470	543	0	0	3	14
MSM5LLDS	0	70	848	248	349	0	913	0	420	5399	0	0	0	0	16	2	18	184	323	451	315	0	0	4	6
MSM5LLDU	0	0	727	0	590	0	481	0	459	7272	0	0	0	0	0	0	0	0	304	167	0	0	0	0	0
MSM5LLEP	0	28	489	687	1595	248	84	0	185	0	213	203	767	164	92	0	1227	3	1978	103	877	0	0	46	19
MSM5LLER	0	39	1394	603	2014	76	638	0	572	0	520	137	884	360	0	0	0	2	1331	35	842	0	0	59	37
MSM5LLF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104	0	0	1	0	0	7	210	243	42
MSM5LLF6	38	36	3	43	0	9	0	0	33	1	13	42	29	3	0	568	5	364	1690	58	3	0	5612	100	17
MSM5LLF8	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	121	0	283	674	0	0	0	8388	56	1
MSM5LLGL	40	0	0	0	0	2129	0	0	200	0	158	2188	769	0	56	0	589	0	2624	0	0	1	1197	14	28
MSM5LLHC	50	0	4	92	2	74	15	0	52	1	11	298	208	39	0	2	71	10	2095	0	24	6391	0	22	365
MSM6J2IE	0	0	1	1264	0	0	0	0	1876	1517	110	396	989	0	0	15	233	211	981	0	1554	0	0	67	233
MSM6J2IG	0	0	1618	1607	0	0	0	0	2650	352	499	110	399	0	0	450	162	91	125	0	1203	1	0	186	65
MSM6J2II	0	0	1579	484	0	0	0	0	174	449	128	225	123	0	0	0	308	153	3619	0	313	0	0	318	705
MSM6J2IK	0	0	1119	684	0	0	0	0	477	445	371	217	446	0	0	0	689	62	3741	0	736	0	1	401	165
MSM6J2IM	0	0	1254	1394	0	0	0	0	1007	639	819	241	359	0	0	135	225	47	1679	0	589	0	0	569	218
MSM6J2IO	0	0	1714	1240	0	0	0	1	1361	633	643	132	709	0	0	14	183	6	1047	0	1688	4	0	252	125
MSM6J2IQ	121	0	0	0	0	2080	0	0	60	0	433	2030	222	0	127	1	632	0	3939	0	0	0	325	6	22
MSM6J2IY	108	0	0	0	0	57	303	0	32	0	64	3639	553	0	91	6	1932	0	2447	18	4	1	651	27	25
MSM6J2J1	2	0	0	0	0	0	508	0	51	0	80	2358	1744	0	64	7	1270	0	2768	41	4	2	990	21	11
MSM6J2J3	68	36	178	254	35	0	0	735	47	64	28	1140	287	300	1162	0	166	2	4860	102	0	0	0	23	378
MSM6J2J5	0	100	955	0	236	0	0	2129	289	27	159	970	946	691	428	0	267	0	1622	165	0	0	481	55	238
MSM6J2JB	0	84	665	0	207	1	0	1884	71	64	329	3693	607	346	94	0	394	0	719	226	0	4	234	32	138
MSM6J2JD	157	268	453	0	364	0	0	1141	34	30	174	4263	510	369	460	0	261	0	839	146	0	0	70	11	248
MSM6J2KC	79	0	1	97	16	70	18	0	77	0	12	330	175	38	0	4	32	3	960	0	14	7585	0	12	262
