species,historical_engraftment_rate,causal_ace,causal_sig,resource_accessibility,crossfeeding_synergy,butyrate_flux,propionate_flux,acetate_flux,lactate_flux,succinate_flux,formate_flux,therapeutic_score,keystone_conflict_mean,niche_overlap_mean,causal_ace_missing,resource_accessibility_missing,crossfeeding_synergy_missing,scfa_missing,historical_engraftment_rate_missing,cece_score
Ruminococcus_gnavus,0.3221794871794874,0.7899473761864948,1.0,0.23326070658794867,0.07173651325468511,0.0,0.0,0.13030400565245123,0.05103146077320296,0.005231345511375062,0.30340336622045233,0.1248653860386386,0.3566643448067426,0.7493515804917981,0,0,0,0,0,0.4252408884749972
Coprococcus_catus,0.673469387755102,0.3461586801969431,0.0,0.041594533141963715,0.0019402324880748096,0.0,0.0,0.009709506566539006,0.0,0.019926486071968376,0.00011976977334359119,0.010195701000856757,0.46084336075690246,0.779381365600754,0,0,0,0,0,0.4247703962596321
Dialister_succinatiphilus,0.5625,0.44059738684240723,0.0,0.07459017471520617,0.009116131655028737,0.0,0.0,0.003567766904477649,0.1533245921178692,0.0,8.376485693393976e-05,0.015746840556808753,1.0,0.0,0,0,0,0,0,0.41896961674126526
Eubacterium_sp_CAG_251,0.43478260869565216,0.5357628813587108,0.0,0.10268638809562564,0.013649796154709995,0.057754743358651314,0.0,0.07903659943878999,0.0,0.00017293712005464782,0.0,0.09115894192875212,1.0,0.10576827873474508,0,0,0,0,0,0.4149321245837272
Alistipes_onderdonkii,0.5555555555555556,0.41467892916277316,0.0,0.48670770262738666,0.016243729666123734,0.0,0.0,0.04720489278897023,0.0,0.8683442071336607,0.1567571900022464,0.09696330379973636,0.08523630805515903,0.7763632784530036,0,0,0,0,0,0.41465475491351583
Roseburia_hominis,0.38095238095238093,0.6484696470433942,0.0,0.03386843667128651,0.009701311806100003,0.05663078703139598,0.0,0.00775373119006493,0.0,0.0010961270670418266,0.06030810604758907,0.024998087601008058,0.6356477308089987,0.6824107266853806,0,0,0,0,0,0.41361827266558393
Holdemanella_biformis,0.47058823529411764,0.49871309365727307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080702823698825,0.5070229503995117,0,1,1,1,0,0.4128319267151235
Oscillibacter_sp_CAG_241,0.39622641509433965,0.5291234282529221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418311167917704,0.7647556634125865,0,1,1,1,0,0.4124428440389105
Gemmiger_formicilis,0.5859375,0.5403394591168161,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31365387032333836,0.8125487163449632,0,1,1,1,0,0.41215209400636027
Eubacterium_siraeum,0.145,0.8223577435695667,1.0,0.2530678326403583,0.10184677364988541,0.42016571468106595,0.0,0.07015966252074356,0.0,0.002048412803524855,0.4558285874058494,0.19676835062021297,0.5625736294340848,0.692990021856065,0,0,0,0,0,0.4098014475756748
Streptococcus_salivarius,0.4166666666666664,0.5516910113280545,0.0,0.13809883156020497,0.034595132125218454,0.0,0.0,0.03817640574060852,0.0,0.002832607663177528,0.07288437029200284,0.03544879876780799,0.46194078320518395,0.7794829079286981,0,0,0,0,0,0.4067519484858108
Alistipes_indistinctus,0.25,0.41467892916277316,0.0,0.6946470759411884,0.0241345335781453,0.0,0.0,0.20826694214727084,0.0,1.0,0.0,0.2538719120081903,0.6698912099297756,0.393835328779591,0,0,0,0,0,0.4044135149489728
Dorea_sp_CAG_317,0.5555555555555556,0.41467892916277316,0.0,0.029677088419671614,0.0010399344450552467,0.0,0.0,0.027475851220871986,0.0,0.0,0.0,0.02538752830056763,0.917215937038859,0.1265560567962018,0,0,0,0,0,0.4043960054421266
Clostridium_innocuum,0.6666666666666666,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4290286783490954,0.5680039932258051,0,1,1,1,0,0.40409048690749944
Prevotella_sp_885,0.5555555555555556,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426030496802754,0.12821457689581958,0,1,1,1,0,0.4038143676408446
Bacteroides_thetaiotaomicron,0.2692375886524825,0.4284742372825784,0.0,0.23304751194827103,0.08179646015955967,0.0,0.0182179679874818,0.0765581519009191,0.0,0.03631130303206947,0.10561724642382683,0.08564219802242622,0.7670971655478042,0.7886012688761664,0,0,0,0,0,0.40352759858024434
Dielma_fastidiosa,0.6666666666666666,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6332649218922264,0.24557128148351468,0,1,1,1,0,0.40248265226474006
Asaccharobacter_celatus,0.3387096774193548,0.6418465876489778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6795246179966044,0.7012510408289936,0,1,1,1,0,0.402036017537992
Eubacterium_eligens,0.235,0.6953365355716215,0.16666666666666666,0.09504556979698658,0.1353455915851361,0.0,0.0,0.03527740897705156,0.0,0.009003546884050478,0.044556464996179185,0.03314925075213713,0.6135702574192492,0.7170182400948576,0,0,0,0,0,0.40109606436475903
Erysipelatoclostridium_ramosum,0.5,0.5258282922670864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6311743669399992,0.495581426491244,0,1,1,1,0,0.39939995614354157
Bifidobacterium_longum,0.49577114427860663,0.4406083159833221,0.16666666666666666,0.19731637599527826,0.03212280625855116,0.0,0.0,0.007616710972585779,0.01916910728905425,0.0049230017269319,0.00504814814324359,0.00889680648161606,0.35292470574762946,0.7629333053579764,0,0,0,0,0,0.39889477990333533
Bacteroides_eggerthii,0.2666666666666664,0.8625551238544894,1.0,0.10930941706247627,0.05965069186629639,0.0,0.043007001535521214,0.022922582253139062,0.0,0.17605955672836548,0.06335437473519812,0.06191147320526832,0.5052666713512753,0.4795598689003767,0,0,0,0,0,0.39861849410962785
Bacteroides_ovatus,0.49074074074074076,0.29771253080651594,0.16666666666666666,0.23273028884647196,0.04827702450663461,0.0,0.02838694924665471,0.03835496353762302,0.0,0.02137906056280513,0.052102439020261654,0.05649870642940425,0.4834266588354764,0.7796144385476167,0,0,0,0,0,0.39697741684124277
Ruminococcus_bicirculans,0.3629032258064516,0.5386044579965792,0.0,0.11929583431292443,0.10417020923506787,0.0,0.0,0.0407343878633502,0.10904025591208356,0.00010045452633214446,0.1603655588211131,0.046498784489938445,0.5246566739188921,0.7061145088068499,0,0,0,0,0,0.3942132073802156
Alistipes_finegoldii,0.2894736842105263,0.6927763843123111,0.8333333333333334,0.1267783071679762,0.04443016454794654,0.0,0.0,0.015023906758635672,0.1332553510817095,0.11130529262815088,0.04171708977720551,0.0315405679857646,0.46352235729510693,0.7420636720552961,0,0,0,0,0,0.3925918654554069
Ruminococcus_torques,0.4264462809917355,0.3250790996573714,0.0,0.14512985678515472,0.12301126184328949,0.0,0.0,0.09896107346741678,0.0,0.007837073866374748,0.21291118446072502,0.09192092836446077,0.5628072361589331,0.8114346077130458,0,0,0,0,0,0.39258485512624164
Bacteroides_finegoldii,0.4140151515151517,0.5510254266463385,0.0,0.06686124222560902,0.0063930409561134055,0.0,0.03008333526906111,0.007522582102752263,0.0,0.008906481415761511,0.040251463390895165,0.02842349772436444,0.6392428523710509,0.5134870369640172,0,0,0,0,0,0.3923132527653253
Phascolarctobacterium_sp_CAG_266,0.42105263157894735,0.5285168609321464,0.0,0.06412670346092952,0.006710466008980719,0.0,0.0,0.0,0.0,0.013232896098224844,0.00018162041426991217,0.0008129557840642851,1.0,0.0,0,0,0,0,0,0.39230921378015093
Megamonas_funiformis_CAG_377,0.65,0.16411744454827126,0.0,0.07700366791780314,0.0013520257630431599,0.0,0.0,0.004592124397224885,0.0,0.000985324251910011,0.0,0.004303629358195172,1.0,0.0,0,0,0,0,0,0.38950924167362905
Bacteroides_plebeius,0.11351351351351352,0.7885866981425925,1.0,0.26458527538976767,0.04023118072403131,0.0,0.0,0.15717404313549801,0.0,0.06907478937736633,0.14993495292154305,0.1494714828916397,0.8528283325135269,0.24557484515934302,0,0,0,0,0,0.3879640374564042
Methanobrevibacter_smithii,0.42857142857142855,0.5016311742815456,0.0,0.04775609250847107,0.006042689696208585,0.0,0.0,0.0,0.0,0.04713942216239603,0.0001003062597490816,0.0028959847957627932,0.7565754339118824,0.3678204617389586,0,0,0,0,0,0.38693370753430745
Catenibacterium_mitsuokai,0.5,0.41467892916277316,0.0,0.33621929084730384,0.020620172442381842,0.06636522974170693,0.0,0.25337848566625687,0.0,0.0,0.09321383827368099,0.25494051869329354,0.4875272292881735,0.2707065350423941,0,0,0,0,0,0.38563043460135377
Coprobacter_secundus,0.5,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3829357858325546
Firmicutes_bacterium_CAG_145,0.5,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3829357858325546
Bifidobacterium_catenulatum,0.4039473684210526,0.40758045213855965,0.0,0.1788630893370621,0.027062807258822534,0.0,0.0,0.12495090900531218,0.12375797550229982,0.0,0.029122020798414517,0.12550330010893687,1.0,0.0,0,0,0,0,0,0.38223604508046927
Firmicutes_bacterium_CAG_83,0.509090909090909,0.20747881112805128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931385012414179,0.6489372715272216,0,1,1,1,0,0.3780875372918178
Clostridium_spiroforme,0.2681818181818182,0.6825521729864423,0.0,0.006763288598217502,0.00024026360328673304,0.0,0.0,0.005364260206229394,0.0,0.0003652163627387193,0.006704066443787661,0.0049789824078048835,0.9505198704140306,0.14173594977440337,0,0,0,0,0,0.37475507524144014
Butyrivibrio_crossotus,0.125,0.41467892916277316,0.0,0.6039903402729484,0.11051159967226169,0.9999999999999999,0.0,0.12469762671902673,0.0,0.0,1.0,0.4289422579225089,1.0,0.0,0,0,0,0,0,0.37208549684072306
Desulfovibrio_piger,0.4878787878787881,0.27141428548008983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521692080668962,0.2316208674900169,0,1,1,1,0,0.36663396141869053
Megamonas_hypermegale,0.4074074074074074,0.37557992753979574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.144374226925038,0,1,1,1,0,0.3617756304226852
Coprococcus_eutactus,0.1768987341772152,0.6164363350218856,0.0,0.21719170008236785,0.07336799134638027,0.4013146537864082,0.0,0.012968232094270886,0.0,0.0,0.2919458007849124,0.13788395565043277,0.761256252958264,0.3117172811335688,0,0,0,0,0,0.3616326074616314
Clostridium_sp_CAG_58,0.24,0.4334825161068214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839573151376668,0.6988441929190146,0,1,1,1,0,0.3611745197839158
Eisenbergiella_massiliensis,0.5,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746802754549925,0.24693746520791743,0,1,1,1,0,0.35883157367159524
Flavonifractor_plautii,0.375,0.3565632223479073,0.0,0.0732953676713572,0.014475375467399831,0.0,0.0,0.012754685493533754,0.0,0.06558131166870876,0.02758687088265656,0.015814208205011452,0.6277421120901587,0.676317981944744,0,0,0,0,0,0.35804760217502324
Dialister_sp_CAG_357,0.32608695652173914,0.5752389383432515,0.0,0.09579439972576932,0.034248725568377034,0.0,0.0015777915640357591,0.004731690999854533,0.23881188958460592,0.0,0.00010757687979784401,0.024861516435649992,0.7391047712739793,0.11707647007936951,0,0,0,0,0,0.353241269839909
Akkermansia_muciniphila,0.19374999999999998,0.4353513992032656,0.0,0.19958310521876807,0.10591713166608124,0.0,0.004666014206688884,0.11601777920300377,0.0,0.29264575266282755,0.2737024089565067,0.12842390121501865,0.6948050081457373,0.6282406891709513,0,0,0,0,0,0.3527692789290322
Firmicutes_bacterium_CAG_110,0.375,0.594878604567288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3975195933759631,0.6121676698858292,0,1,1,1,0,0.35232042690843496
Eubacterium_ventriosum,0.3625,0.5249512287086674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161275869102937,0.6065109319419255,0,1,1,1,0,0.3518104769724701
Eubacterium_sp_CAG_38,0.15178571428571427,0.5664519090476893,0.0,0.045890821566657206,0.018622762311619072,0.040963767723336535,0.0,0.01940416102981791,0.0,0.0023597230301435745,0.06178362633281537,0.030925551600696093,0.8043285784554846,0.6167772652143947,0,0,0,0,0,0.3498990088511748
Bacteroides_faecis,0.35294117647058826,0.693060541976098,1.0,0.06405395341037441,0.00369206990746219,0.0,0.0,0.009852173520179667,0.0,0.06654130761994693,3.5966408743367557e-05,0.013191280686396516,0.19827967244765932,0.6541815298538708,0,0,0,0,0,0.34963186519123446
Streptococcus_parasanguinis,0.31111111111111134,0.5534189085066968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457608020961747,0.762593563530844,0,1,1,1,0,0.3489176745320192
Lactobacillus_ruminis,0.42575757575757545,0.2134789094903195,0.0,0.22924486269558256,0.04092525835256047,0.0,0.0,0.10903462596450351,0.0,0.009256749791717946,0.5041038394146489,0.1013160498796927,0.7558112201309964,0.23584841081418145,0,0,0,0,0,0.34585883396599754
Clostridium_sp_CAG_299,0.4,0.41467892916277316,0.0,0.14609443203172398,0.03507560335663894,0.0,0.0,0.15937531082706055,0.0,0.002171759892862125,0.22311997368131192,0.14739529028544518,0.6173536645351696,0.24504257566446477,0,0,0,0,0,0.34546481821969904
Bacteroides_sp_CAG_530,0.375,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3454357858325546
Bacteroides_salyersiae,0.36,0.4969589665404351,0.0,0.0365673813434345,0.0020982576014973555,0.0,0.0,0.0065881746727797,0.0,0.016349211460807585,0.017991955797828477,0.007091840383438693,0.6356541414487049,0.364412748899913,0,0,0,0,0,0.34487612237704895
Anaerotruncus_sp_CAG_528,0.35714285714285715,0.31182478401285263,0.0,0.14511230634922986,0.029583322359499925,0.02219942199651612,0.0,0.1249977561969817,0.0,0.005057277196561978,0.0,0.1227723532262852,1.0,0.0,0,0,0,0,0,0.34423299213376213
Eubacterium_sp_CAG_274,0.3888888888888889,0.39444908932933326,0.0,0.039828392084136875,0.003952901730110605,0.028445236367030193,0.0,0.023468941071334688,0.0,0.0008138521271479778,0.0553957687706852,0.030659071898848887,0.8344318740777177,0.14170262709133244,0,0,0,0,0,0.34126107733895583
Dialister_invisus,0.3035714285714286,0.4735159592780209,0.0,0.09176833177968821,0.06897190452984697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47081751106738823,0.6250398321646233,0,0,0,1,0,0.33956367052354125
Ruminococcus_lactaris,0.26865671641791045,0.2728214123728804,0.0,0.10555169199354868,0.015727090005657935,0.0,0.0,0.05174962667990391,0.0,0.0,0.17503873624499353,0.047816357037260705,0.8889091284134364,0.5225400968203435,0,0,0,0,0,0.3381571391435971
Acidaminococcus_intestini,0.525,0.20949523762684635,0.0,0.2535931126664004,0.012690474415856105,0.13777055196767532,0.0,0.11075249173412217,0.0,0.006026294262531145,0.40863627363928934,0.14592659061085647,0.34119547732681,0.4825258369017872,0,0,0,0,0,0.3381389671561152
Intestinibacter_bartlettii,0.25925925925925924,0.5010573943835145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7530813013843018,0.4703857711191538,0,1,1,1,0,0.33799002897404135
Adlercreutzia_equolifaciens,0.2807017543859649,0.5812062492827751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375161803919537,0.7140068163080628,0,1,1,1,0,0.33747988486194386
Anaerotignum_lactatifermentans,0.3333333333333333,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3329357858325546
Bacteroides_pectinophilus,0.265,0.41467892916277316,0.0,0.12643342260627674,0.007470020059055028,0.0,0.0,0.1275693753930668,0.0,0.003937522871139688,0.2738198197502139,0.11811526779743538,1.0,0.0,0,0,0,0,0,0.33214780122940163
Lachnospira_pectinoschiza,0.4794520547945205,0.12244463023983998,1.0,0.08933386735681692,0.09874773692573184,0.0,0.04593595430521247,0.022404657065259487,0.0,0.008145415674678065,0.046760282896614824,0.053154534251194846,0.4837045851848927,0.6773574071117746,0,0,0,0,0,0.3318908247713312
Bacteroides_clarus,0.2222222222222222,0.4848276201249201,1.0,0.028102481393249782,0.00017851544564965698,0.0,0.0,0.0007638049461615368,0.0,0.0,0.004059610099194887,0.0007057513716648429,1.0,0.104461057646776,0,0,0,0,0,0.32831152020988075
Clostridium_saccharolyticum,0.2,0.41467892916277316,0.0,0.2032023996830235,0.03304806917426757,0.0,0.0,0.0538803043250331,0.0,0.004167971436613079,0.09333264038663641,0.05004114797253139,1.0,0.0,0,0,0,0,0,0.3267209527024349
Bifidobacterium_pseudocatenulatum,0.39234693877551025,0.3407268971622486,0.0,0.14295032633594107,0.04561182463133956,0.0,0.0,0.12445954743348549,0.1771171886060887,0.0,0.04129829023859139,0.129382153040352,0.3957271322933116,0.5431798735366544,0,0,0,0,0,0.3255302496762901
Roseburia_sp_CAG_471,0.2727272727272727,0.44638436695683537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300037191222872,0.12921370200989554,0,1,1,1,0,0.3235169832788815
Roseburia_intestinalis,0.25456521739130433,0.5648753804707181,0.0,0.07929008426240154,0.06210102057352238,0.09184265694046499,0.0,0.052516284838499766,0.022804319495261845,0.0,0.0849778851194343,0.07918959418486349,0.31652679532847616,0.6610301258152492,0,0,0,0,0,0.32103028788904375
Mitsuokella_jalaludinii,0.25,0.41467892916277316,0.0,0.07845907994614032,0.0017562812375514966,0.0,0.0,0.021860550444602115,0.0,0.04130331159881007,8.810976387326543e-05,0.022736469233900786,1.0,0.0,0,0,0,0,0,0.3198802759482308
Klebsiella_pneumoniae,0.11666666666666643,0.41467892916277316,0.0,0.4438764186259859,0.05782544688971783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571821815872549,0.43504009158138407,0,0,0,1,0,0.319577074854445
Clostridium_leptum,0.22999999999999998,0.4818767520779029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5856057918357256,0.6541627745050417,0,1,1,1,0,0.3186324966414436
Bilophila_wadsworthia,0.2857142857142857,0.33372678240626896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6717952163289465,0.6404095459189284,0,1,1,1,0,0.3172698792367743
Blautia_sp_CAG_257,0.23529411764705882,0.43372842177740617,0.0,0.16758837281564892,0.023888140180533615,0.0,0.0,0.07282543775529154,0.0,0.3275319175373842,0.08674112470883823,0.08741203054780798,0.49298735107406444,0.5496824530735513,0,0,0,0,0,0.3137773375584644
Eisenbergiella_tayi,0.2,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9021642892277424,0.3526884044764776,0,1,1,1,0,0.31352926966436373
Paraprevotella_xylaniphila,0.5263157894736842,0.454007442744963,0.0,0.06083260583282779,0.0015620480543169423,0.0,0.0,0.016594877409569074,0.0,1.997768407750855e-05,0.025296504454475816,0.015334798478281798,0.0,0.538848986813641,0,0,0,0,0,0.3118622197528178
Faecalitalea_cylindroides,0.3235294117647059,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7950108917152695,0.12354139728809645,0,1,1,1,0,0.31160038284806646
Lawsonibacter_asaccharolyticus,0.04,0.4434662863325628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5744423515594046,0,1,1,1,0,0.30813749242245303
Butyrivibrio_sp_CAG_318,0.25,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3079357858325546
Firmicutes_bacterium_CAG_94,0.25,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3079357858325546
Ruminococcus_sp_CAG_330,0.2608695652173913,0.33393990065410906,0.0,0.06842111428416417,0.013563685629881366,0.0,0.0,0.011964970213324514,0.0,0.0018306667487491225,0.04934825828543166,0.011168029590765296,1.0,0.0,0,0,0,0,0,0.3066683854016519
Sellimonas_intestinalis,0.21951219512195122,0.6129772619223266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49191985303713215,0.4095571284591834,0,1,1,1,0,0.3031928017225389
Hafnia_alvei,0.0,0.41467892916277316,0.0,0.39236938283296097,0.1108670364811287,0.0,0.0,0.3184893058122256,9.748849169004155e-05,0.002736728903193235,0.7307864546822098,0.2944583301611273,1.0,0.0,0,0,0,0,0,0.3028778969056116
Blautia_hansenii,0.11486486486486487,0.5253200872145445,0.0,0.08470078767342873,0.0019248154910144184,0.0,0.0,0.04191422786099939,0.0,0.0,0.08897217212671411,0.03872850516853948,1.0,0.0,0,0,0,0,0,0.30242107660248413
Clostridium_lavalense,0.3333333333333333,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440214718022199,0.22559623052418173,0,1,1,1,0,0.3020986296553058
Monoglobus_pectinilyticus,0.3076923076923077,0.24439744913851047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8896212493851451,0.26612494380917023,0,1,1,1,0,0.30124286392408317
Ruminococcus_callidus,0.17391304347826086,0.42997426187314547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11097286529688208,0,1,1,1,0,0.2992660519477956
Clostridium_sp_CAG_413,0.0,0.41467892916277316,0.0,0.42768768279991526,0.02172529678563436,0.0,0.0,0.15181494080689736,0.0,0.00877250427786145,0.13811883532606603,0.14081506507131653,1.0,0.0,0,0,0,0,0,0.29926146793110536
Butyricimonas_virosa,0.42857142857142855,0.41467892916277316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22531199494062226,0.5296386388661967,0,1,1,1,0,0.2982678775316962
Bacteroides_faecis_CAG_32,0.2,0.41467892916277316,0.0,0.033350349446853014,0.0014620459592150589,0.0,0.0,0.013385882950768181,0.0,0.03893944410408705,0.00021085257749033597,0.014760702357832535,1.0,0.0,0,0,0,0,0,0.2980845428455041
