	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
ESM5GEZA_P	0	0	0	2108	0	1	0	214	0	195	0	0	51	683	0	460	160	608	4	0	83	18	133	0	0	4	0	0	1	0	90	2	0	1	3	72	14	0	21	45	3	27	7	5	0	107	2	0	324	0	198	1392	22	33	0	0	0	0	29	0	1	40	0	0	184	0	1047	1053	1	0	0	9	286	60	0	0	0	1	1	2	7	6	99	54	4	16	5
ESM5MEAB_P	0	6	4	5	1	0	0	2	0	60	0	0	22	485	3812	0	645	427	1	4	0	0	2	0	0	0	53	6	0	0	68	0	16	0	0	0	54	0	0	29	0	10	7	74	0	398	4	0	0	0	0	1435	0	227	0	0	0	6	0	0	0	2	0	0	0	2	1416	0	0	10	0	58	0	0	0	0	0	85	1	79	66	58	298	0	0	8	45
CSM5MCUA_P	240	134	0	0	0	0	0	549	6	33	22	0	0	555	3126	1	1156	1938	1	0	0	0	3	114	16	34	0	0	2	0	93	0	1	1	3	0	6	0	0	0	1	2	0	0	0	0	1	0	303	0	0	17	25	0	0	1	0	0	0	0	0	22	27	0	365	166	483	0	0	1	0	0	0	3	0	0	0	7	0	9	0	0	214	0	0	0	0
CSM5MCUS_P	2	0	65	231	0	0	0	0	41	0	801	16	0	0	1102	37	573	1	0	0	0	0	0	33	4	17	30	0	6	1	4	0	0	1	0	1	2	0	0	0	7	18	0	1167	0	47	1	4	989	19	0	1664	3	1	3	3	0	0	0	0	0	5	56	0	55	37	855	0	3	6	0	3	298	148	0	9	21	0	8	29	0	0	1469	0	0	0	0
HSM5MD47_P	0	0	0	0	0	0	0	212	0	737	0	213	0	165	151	11	342	0	0	0	0	28	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	58	0	596	259	0	0	0	1305	0	482	4490	0	25	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	30	0	0	74	107	0	0	0	0	0	0	0	517	0	0	0	0
ESM5MEA9_P	0	2	16	0	0	0	0	0	0	56	0	0	0	495	3760	0	1677	504	2	0	0	0	3	0	0	0	0	5	1	0	37	0	0	1	0	21	130	0	0	0	0	8	0	60	10	436	17	0	0	0	0	436	0	219	0	6	0	0	0	1	0	4	0	0	108	0	1012	0	0	0	0	85	366	0	0	0	0	6	3	104	15	87	231	0	1	10	63
HSM5MD44_P	0	0	0	0	0	5	0	6	0	26	0	119	0	4	3	4	29	0	0	0	0	1449	2048	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	5	0	9	256	0	52	0	0	0	0	1077	0	0	1236	0	278	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	42	68	518	1491	16	89	91	54	266
CSM5MCYU_P	2824	0	0	0	0	0	0	21	0	182	0	0	0	41	57	0	120	79	2	0	0	0	8	0	0	0	73	0	0	0	5	0	0	0	54	2	0	0	0	0	0	0	6	3	9	24	0	0	1537	0	1	629	16	0	0	0	0	0	7	0	0	2	0	0	217	65	0	3	0	0	3879	12	10	29	0	6	0	0	0	21	0	0	60	0	0	0	0
HSM6XRQE_P	0	0	0	0	0	0	0	0	0	145	0	0	551	311	829	0	83	958	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	670	0	0	0	1500	0	0	2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0
CSM5MCYQ_P	0	88	0	0	194	70	0	0	0	0	0	267	0	242	1899	291	1455	316	82	0	494	0	1	0	0	18	0	0	2	0	4	0	1	0	0	2	16	0	0	19	13	17	0	39	0	382	2	1	26	0	0	1143	0	528	3	5	224	0	65	3	21	0	0	0	51	0	0	0	13	0	0	13	548	17	0	0	0	127	45	130	126	13	70	37	69	169	254
CSM67U9P_P	0	0	0	0	0	0	0	1519	0	404	0	0	0	215	226	0	3136	392	6	0	0	0	279	0	0	0	0	2	0	0	48	13	3	37	26	74	0	0	0	0	0	0	20	90	37	2	0	0	112	660	0	153	27	0	0	0	30	0	0	20	0	0	22	0	521	253	0	156	0	0	122	0	0	0	2	29	0	0	0	42	0	0	1320	0	0	0	0
CSM67UEP_P	0	43	0	0	32	174	14	0	0	0	0	350	0	71	2338	269	220	267	55	0	2601	2	4	0	0	12	0	0	0	12	25	0	0	0	0	2	50	0	0	63	25	105	0	54	0	117	62	34	17	0	0	431	0	117	0	0	252	0	34	0	51	0	48	0	10	0	0	0	9	0	0	6	733	56	0	0	0	116	228	36	95	29	91	65	82	226	216
CSM67U9R_P	0	0	0	0	0	0	0	716	0	720	0	0	0	409	676	0	4420	295	130	0	0	0	148	0	0	0	0	0	0	0	4	0	0	0	38	11	13	0	5	0	0	0	4	3	5	0	0	0	96	16	3	144	28	0	0	0	0	0	0	0	0	2	0	0	355	615	0	221	0	0	683	0	0	0	2	48	0	0	9	46	0	0	133	0	0	0	0
CSM79HGH_P	0	0	0	0	0	0	0	837	0	471	0	0	0	366	636	0	2623	578	127	0	0	0	211	0	0	0	10	0	2	0	6	4	0	0	129	0	2	0	0	0	0	0	2	3	11	0	0	0	289	473	0	753	8	0	0	0	0	0	0	3	0	0	0	0	660	522	0	88	0	0	337	0	0	0	6	39	0	0	0	12	0	0	790	0	0	0	0
MSM6J2N6_P	0	0	32	171	0	41	0	0	0	85	0	0	0	80	0	12	60	158	0	148	187	1	40	0	0	0	9	0	0	0	0	0	0	0	0	0	51	135	0	0	35	13	0	0	0	35	0	0	90	0	0	280	0	64	0	0	0	0	0	0	3	0	0	0	37	0	87	0	0	0	7964	0	6	0	2	0	0	0	8	0	22	28	54	5	1	29	29
CSM67UET_P	0	54	0	0	140	35	0	0	0	0	0	318	0	261	3729	307	256	251	258	0	531	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	18	0	0	112	20	31	0	48	0	322	96	2	42	0	0	1023	0	4	0	0	211	0	37	21	14	0	0	0	124	0	0	0	12	0	0	8	392	0	0	0	0	275	218	213	13	0	230	5	12	126	82
HSM7CZ1T_P	16	24	335	0	192	0	0	0	0	0	0	208	0	183	2339	155	1472	2874	16	0	0	0	11	21	0	31	7	3	3	0	4	0	0	0	6	16	0	0	8	0	6	12	0	30	16	2	2	0	0	0	54	638	4	5	5	0	0	0	23	1	1	12	0	104	97	2	0	684	21	0	0	1	47	120	0	0	0	9	14	8	0	0	82	0	0	1	2
CSM79HNG_P	61	0	0	3153	0	0	6	1	0	0	0	3074	0	778	0	10	0	18	0	0	3	0	0	0	0	0	0	0	1	11	0	0	0	0	15	0	0	10	0	96	0	0	3	2	0	124	0	0	769	0	0	703	4	14	0	2	0	0	12	0	0	2	11	0	45	3	0	7	0	0	12	18	800	83	0	0	0	19	1	45	0	0	78	0	0	0	7
MSM79HF1_P	15	11	158	0	24	0	10	326	0	128	0	0	278	66	34	33	626	14	0	103	0	0	0	25	0	20	0	0	0	0	0	0	0	0	16	0	77	16	64	0	10	77	0	186	55	50	17	2	2214	443	10	1378	0	207	3	0	0	0	0	0	9	3	0	152	27	377	100	0	27	0	0	263	21	85	0	0	712	0	121	160	0	0	409	0	0	0	0
CSM79HQT_P	0	157	0	0	81	168	0	0	0	0	0	200	0	30	1651	179	187	252	64	0	2540	9	9	0	0	10	0	0	0	1	5	0	0	1	0	4	163	0	4	90	13	61	0	125	51	209	224	13	262	0	0	863	0	95	0	1	310	4	358	9	65	1	0	0	11	0	0	0	10	0	0	3	168	9	0	0	14	24	444	121	98	39	179	38	37	47	267
CSM79HPQ_P	0	0	0	0	0	0	0	18	0	85	0	24	0	81	65	0	544	83	1	0	0	0	28	0	0	0	0	0	2	0	4	3	0	0	57	2	3	0	1	0	0	0	4	0	2	31	0	0	871	67	0	596	2	0	0	0	0	0	10	0	0	0	0	0	494	107	0	25	0	0	6450	1	27	25	10	7	0	0	9	18	0	0	239	0	0	0	0
CSM79HPM_P	0	0	0	0	0	0	0	374	0	288	0	0	0	254	355	0	1448	227	106	0	0	0	199	0	0	0	0	0	0	0	9	12	0	0	0	11	6	0	0	0	0	0	14	0	0	49	0	0	568	467	0	110	5	0	0	0	0	0	0	8	0	0	0	0	857	292	0	111	0	0	3686	0	6	2	54	28	0	0	0	0	0	0	455	0	0	0	0
HSM7CZ2X_P	0	0	0	0	0	3	0	0	0	0	0	0	0	1558	0	0	0	7	235	0	0	162	59	0	0	268	0	0	0	0	211	0	25	4	0	0	18	4	59	24	0	78	0	662	25	0	21	0	3251	0	0	351	13	9	29	0	6	0	0	0	6	0	0	0	0	1931	814	0	0	0	0	10	0	0	21	0	0	24	4	89	0	0	14	0	0	0	0
CSM79HM5_P	6	1018	0	0	558	0	15	0	0	0	0	386	0	336	2408	285	1571	100	120	0	205	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	3	0	0	39	0	0	0	51	104	73	0	0	1	0	0	2001	0	2	0	0	63	0	7	12	0	0	0	0	63	0	0	0	4	0	0	76	63	0	31	0	0	0	21	45	28	0	210	1	1	4	36
CSM7KONS_P	0	0	0	0	0	0	0	2	0	44	0	43	0	47	28	0	104	48	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	41	0	0	603	42	0	387	2	1	0	0	0	0	3	0	0	0	0	0	102	67	0	35	0	0	8242	0	5	23	1	0	0	5	4	10	0	0	95	0	0	0	0
PSM7J1C2_P	0	0	0	0	0	0	0	0	0	2	3208	0	2041	0	2480	0	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0	0	0	67	0	3	0	0	0	0	0	1	3
CSM7KOMR_P	14	369	0	0	642	34	0	0	0	0	0	217	0	114	742	221	388	139	64	0	1783	4	0	0	0	42	0	2	0	7	8	0	2	3	0	10	126	0	41	395	15	51	0	347	103	303	98	19	49	0	0	1620	0	87	0	0	455	0	43	16	8	5	0	0	27	0	0	0	40	6	0	54	69	3	0	0	1	0	422	138	61	24	325	73	41	34	77
CSM79HQR_P	0	0	0	0	0	100	0	77	0	0	0	0	0	123	182	17	191	908	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	30	8	0	135	0	928	47	0	488	0	35	4050	0	1126	0	0	7	0	28	0	49	0	15	0	2	47	140	0	0	22	0	115	0	0	0	0	0	0	40	115	11	21	20	124	10	135	279
CSM7KOMV_P	1	635	0	0	443	10	0	0	0	1	0	348	0	97	1901	371	724	287	306	0	735	3	0	0	0	8	0	0	0	1	10	0	0	2	0	4	26	0	9	130	2	17	0	137	0	334	16	0	94	1	0	1636	4	11	0	0	567	0	6	12	2	3	0	62	34	0	0	0	7	8	0	105	205	99	0	0	0	0	80	41	25	4	245	9	6	6	22
HSM7J4JT_P	0	2	0	0	0	0	4	0	1	0	212	12	0	158	0	36	125	218	0	452	0	28	1	19	1	25	0	0	0	0	0	0	1	0	0	5	22	0	0	34	1	0	4	28	31	0	0	0	18	0	61	1913	0	0	7	0	4	0	1	0	0	5	1	71	21	23	663	0	3	0	5011	2	12	373	0	5	0	0	1	7	0	0	378	0	0	0	0
MSM9VZN4_P	0	0	0	9	352	0	0	627	0	2362	0	0	0	1199	587	33	233	269	41	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	4	0	18	0	4	370	0	0	165	0	4	994	0	97	0	0	0	0	29	0	0	0	0	108	24	16	130	0	0	0	0	490	510	12	0	0	0	0	9	4	0	0	1179	4	0	3	70
HSM7J4JV_P	7	40	16	415	87	0	0	93	1	5	0	0	169	69	201	0	69	168	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	6	6	0	0	0	0	0	374	0	33	670	0	7	0	0	0	0	9	0	0	0	4	94	7	6	367	0	0	5	6759	1	0	25	7	0	0	28	2	8	11	6	20	52	4	14	2
CSM5MCXB_P	5	10	77	60	279	33	0	119	0	1	0	204	9	146	2295	254	724	291	41	0	478	8	4	16	0	46	21	0	1	1	8	0	5	1	17	3	43	0	1	184	10	12	0	266	0	480	15	10	83	0	6	846	2	77	1	1	384	0	188	20	14	4	0	0	91	3	10	28	42	0	9	11	340	2	0	0	8	69	174	225	37	6	224	22	81	57	181
CSM5MCYI_P	0	0	1	2	255	29	0	14	7	19	0	113	10	93	3111	583	378	228	24	0	959	0	0	0	0	11	0	0	0	6	3	0	0	0	0	1	58	0	0	414	27	35	0	116	38	159	49	8	46	0	0	481	1	199	0	0	336	0	27	5	11	2	0	0	49	7	0	0	8	6	153	2	418	18	0	0	0	80	88	72	73	24	178	23	128	257	373
CSM5MCYM_P	7	0	0	1	224	23	1	22	10	116	0	303	3	717	1984	264	777	354	168	0	172	0	7	0	0	32	0	0	0	0	3	0	2	1	5	5	31	0	0	30	6	5	0	377	0	126	3	0	85	3	0	1867	4	114	0	0	8	0	32	1	4	4	61	0	123	30	0	44	27	0	96	76	901	7	0	0	1	89	44	47	55	5	53	24	34	6	299
CSM67U9T_P	15	0	0	2	0	0	0	596	513	879	0	0	5	3054	15	513	1142	16	144	0	0	0	46	0	0	0	0	5	6	0	25	0	33	5	245	9	0	0	0	140	0	35	0	3	5	0	0	0	6	0	0	6	20	4	12	0	0	0	12	1	0	43	0	0	122	589	1	1310	0	0	25	0	0	49	0	0	0	0	106	94	0	0	114	0	0	1	4
CSM5MCYO_P	46	47	23	150	165	41	0	115	0	73	22	110	236	149	1691	127	142	495	26	45	1582	95	16	6	0	35	0	0	0	4	3	0	0	1	13	4	80	0	6	279	28	32	0	114	1	222	49	10	195	73	24	1359	5	60	0	1	276	0	12	8	17	7	0	0	60	101	25	0	17	0	679	10	89	28	0	2	2	31	25	49	35	11	159	16	33	39	113
PSM6XBSG_P	0	0	9	35	0	12	0	1388	34	174	0	88	94	761	288	819	263	1556	195	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	27	0	22	10	1	54	7	0	290	72	0	1319	0	26	0	0	0	30	32	0	0	0	0	0	81	175	4	237	0	0	1471	92	41	56	0	0	0	22	5	26	0	0	76	0	3	14	47
CSM79HGJ_P	0	0	0	0	0	0	0	314	0	596	0	3	0	297	282	0	4586	164	150	0	0	0	107	0	0	0	13	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	139	110	0	77	0	0	0	0	0	0	0	0	0	0	0	0	215	511	0	152	0	0	2066	0	0	0	10	0	0	0	0	0	0	0	141	0	0	0	0
CSM79HGD_P	0	0	0	0	0	0	0	1356	0	525	1	0	11	546	1112	0	863	211	96	0	0	0	211	0	0	0	0	1	4	0	29	7	2	9	185	35	20	0	17	0	2	0	5	47	0	12	0	0	796	18	5	1001	19	0	0	0	0	0	0	0	0	1	49	0	631	831	0	136	0	0	207	37	1	0	0	85	0	0	11	69	0	0	794	0	0	0	0
CSM79HGL_P	0	0	0	0	0	0	0	2208	0	963	0	0	0	1581	889	0	563	91	731	0	0	0	13	0	0	0	0	0	0	0	30	9	0	0	0	4	0	0	0	0	23	10	49	7	24	63	0	0	599	264	0	321	0	4	0	0	0	0	0	0	0	0	0	0	256	529	0	112	0	0	408	15	5	27	4	26	0	0	10	30	0	0	131	0	0	0	0
CSM79HGN_P	0	0	0	1	0	0	0	254	0	179	0	0	0	304	125	0	328	36	114	0	0	0	12	0	0	0	24	0	0	0	3	1	0	1	5	3	1	0	0	0	3	1	10	0	0	0	0	0	169	2	0	45	7	58	0	0	0	0	0	1	0	0	0	0	109	192	0	73	0	0	7884	0	0	10	0	6	0	0	0	0	0	0	36	0	0	0	0
ESM5MEC7_P	3	116	144	207	58	5	0	171	0	74	105	593	10	8	1075	21	602	3323	6	4	14	0	6	16	2	1	10	0	0	2	5	0	0	28	4	3	10	0	19	88	1	0	4	182	7	1	0	1	49	6	0	643	6	32	12	0	0	2	300	0	3	17	0	85	158	133	84	0	14	6	143	22	1064	13	0	10	20	24	1	64	3	0	104	8	0	35	0
MSM79HD8_P	10	8	36	227	11	0	0	100	26	18	9	19	1	20	95	42	96	295	2	12	0	1	0	12	0	1	0	0	0	11	1	0	0	1350	12	66	0	0	1	98	0	1	0	5437	504	2	1	0	30	5	5	228	49	0	1	0	1	0	0	0	1	2	0	24	20	131	37	0	1	0	276	3	33	5	6	1	0	363	0	28	1	0	46	0	0	18	6
CSM79HM9_P	0	119	30	35	175	33	0	291	0	104	19	76	8	127	874	133	191	280	62	19	276	0	5	1	0	10	2	0	0	32	3	0	0	0	1	4	16	0	23	282	17	30	0	36	0	179	65	8	118	1	0	864	7	66	0	1	296	0	26	4	14	4	0	0	94	93	13	0	10	0	3291	14	148	34	0	1	21	12	282	107	37	11	193	16	35	24	108
MSM79HD6_P	0	0	167	1151	0	8	0	401	148	116	0	1	1287	176	14	1	603	3480	3	0	0	0	3	0	0	8	0	0	2	0	2	0	0	0	0	0	2	0	1	3	0	0	1	0	2	55	0	0	45	0	0	1068	4	66	0	10	0	3	14	0	6	9	2	0	33	21	99	0	12	0	4	78	127	27	27	0	0	1	3	8	0	0	12	0	0	0	3
CSM7KOU7_P	0	5	477	706	31	0	0	2	659	7	0	54	1580	747	659	35	2652	487	6	0	0	0	0	4	0	7	0	0	0	0	1	0	0	1	3	0	1	1	11	0	3	0	0	29	6	84	0	0	136	0	0	542	3	0	0	1	4	0	14	0	0	5	0	0	33	25	134	367	0	0	0	44	21	9	0	10	126	1	6	16	0	0	179	0	0	0	0
MSM79H9U_P	5	6	3	94	33	1	1	86	4	60	24	0	512	28	212	80	31	336	13	105	0	0	0	16	1	1	0	0	0	0	0	0	0	0	0	0	4	0	5	0	5	24	0	48	25	25	0	0	266	0	35	516	0	1	0	0	0	0	50	0	0	1	0	94	14	20	74	23	1	0	6751	26	20	44	0	0	39	0	2	36	0	0	193	0	0	0	0
CSM7KONW_P	0	6	17	70	8	0	0	167	15	107	10	92	3	121	417	9	1578	331	9	6	0	0	45	1	0	0	0	0	9	0	11	15	0	7	219	13	6	0	1	2	0	5	5	109	26	83	0	0	1553	427	0	682	26	0	0	1	0	0	43	3	0	3	40	0	1215	65	23	305	0	13	1810	9	41	12	23	50	0	2	5	13	0	0	111	0	0	0	0
CSM7KOQ5_P	0	0	0	57	2	0	0	25	18	2	0	0	0	8	3	8	111	2298	0	3	0	0	18	0	0	70	1	0	1	0	12	0	0	0	0	0	0	0	0	244	44	0	0	11	8	0	0	0	1376	0	0	4445	89	0	1	8	0	0	0	62	8	15	0	0	349	3	19	1	0	0	1	345	9	204	0	5	0	10	0	5	0	0	8	0	0	64	20
CSM7KOUJ_P	0	0	3	3	0	0	0	1874	0	234	7	0	4	36	7	1136	917	806	35	4	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	2	1	28	0	0	0	0	60	1	67	11	0	0	338	0	8	3	1	0	0	0	0	1	0	0	0	33	108	3	113	13	0	37	40	0	25	0	0	0	1	11	31	0	0	65	0	0	2	4
HSMA33P2_P	0	55	21	221	41	0	0	6	0	17	2	0	441	665	1829	266	404	86	6	0	60	4	4	122	13	1	0	1	0	0	85	1	1	0	5	1	1	3	9	241	0	14	0	15	5	0	0	21	23	0	0	4316	0	0	0	6	10	0	14	3	0	26	1	139	35	2	209	216	0	0	4	1	0	52	0	7	0	0	1	9	0	0	222	0	0	0	0
MSM9VZJF_P	0	4	4	7	8	4	0	402	0	14	33	29	4	43	63	8	26	208	1	0	152	0	4	0	0	0	0	0	0	1	2	5	0	8	0	0	78	32	146	0	92	1166	0	197	36	352	9	88	376	29	0	2939	31	0	5	0	0	0	33	0	14	11	3	80	271	8	63	4	0	5	1001	876	0	176	0	0	0	0	15	238	4	7	570	0	0	0	0
HSM5MD43_P	0	0	0	0	43	0	0	845	0	118	0	189	0	2912	1674	0	1318	0	0	0	0	7	203	3	0	10	8	0	0	2	1	0	0	9	0	11	4	0	15	18	1	9	0	9	4	0	4	0	90	8	3	2165	3	11	2	0	0	3	1	0	0	2	0	0	11	89	63	0	1	0	0	9	0	10	5	5	0	8	3	8	0	0	77	0	0	3	3
CSM67U9H_P	312	0	0	0	0	0	0	95	0	123	0	0	0	107	23	0	57	16	38	0	0	0	1	0	0	0	2	0	0	0	3	0	0	1	7	1	0	0	0	0	9	2	0	21	3	34	0	0	2253	0	4	241	1	3	0	0	0	0	9	0	0	0	1	0	64	37	0	12	0	0	6433	0	48	4	0	0	0	2	3	14	0	0	13	0	0	0	0
CSM79HGF_P	0	0	0	0	0	0	0	916	0	491	0	0	0	326	352	0	1932	65	114	0	0	0	339	0	0	0	0	0	8	0	22	5	3	14	174	32	41	1	4	0	0	1	5	0	0	121	1	0	1068	63	2	1488	16	54	0	5	0	0	0	17	0	1	0	0	518	444	0	73	0	0	312	0	0	11	11	76	0	11	21	36	0	0	801	0	0	0	0
PSM6XBSE_P	0	2	79	0	28	8	0	156	0	1	0	1308	0	273	4	56	174	506	18	512	0	0	10	0	0	0	1	0	0	0	3	0	0	0	0	7	0	0	0	4	16	3	0	0	0	0	7	11	947	0	30	1652	0	12	0	0	10	22	4	0	34	1	47	99	0	0	8	112	0	0	0	45	1692	461	0	0	0	176	59	35	0	7	399	39	4	73	53
CSM67UF1_P	0	116	0	0	98	154	0	0	0	0	0	216	0	168	1842	266	693	650	125	0	397	0	2	0	0	11	0	0	1	0	7	0	2	0	0	2	79	0	0	28	35	52	0	23	0	197	22	13	29	0	0	1558	0	36	0	3	536	0	173	1	60	1	0	0	23	0	0	0	10	0	0	64	882	1	0	0	16	13	112	150	25	3	122	22	49	2	462
CSM67UEW_P	0	7	0	0	15	61	0	0	0	0	0	107	0	10	472	77	388	163	21	0	655	5	9	0	0	6	0	0	0	0	6	0	1	0	0	1	113	0	0	7	3	19	0	131	6	106	5	0	14	0	0	4186	0	113	0	0	1110	1	27	4	16	0	0	0	7	0	0	0	4	0	0	239	636	13	0	0	3	125	72	106	111	13	72	23	49	58	376
MSM5LLIQ_P	0	0	0	0	0	0	0	0	0	104	0	517	0	0	0	9	25	6738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893	0	0	0	0	162	0	0	0	0
MSM5LLHV_P	624	147	1318	0	0	0	0	0	0	50	0	0	0	3	1420	341	3245	274	0	1	21	0	5	138	16	0	0	0	0	0	8	8	1	8	229	1	4	0	0	241	2	18	0	103	18	64	0	0	101	0	0	437	3	0	0	0	0	0	0	6	0	13	45	55	122	148	0	9	11	0	0	1	0	0	4	0	0	15	4	24	0	0	662	0	0	0	0
MSM5LLFK_P	0	0	0	4	0	0	0	0	9	0	0	0	0	0	0	29	1326	5490	305	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	214	0	169	0	143	0	0	0	0	0	0	0	1139	0	66	0	0	49	0	0	0	0	0	50	0	0	0	0	0	0	0	0	41	172	0	0	0	0	159	45	91	0	0	14	0	0	454	20
ESM5MEEJ_P	0	0	0	0	0	0	0	286	0	111	1	0	152	539	0	1240	1676	458	38	0	13	2	14	0	0	2	0	1	4	0	3	1	0	6	5	12	5	0	3	214	0	5	5	0	0	0	0	0	0	0	38	3260	13	10	0	0	0	0	1	0	0	8	0	0	75	0	396	1244	3	0	0	6	16	24	37	0	0	0	1	0	1	0	17	39	1	12	0
MSM5LLFM_P	15	0	0	0	0	0	0	57	0	0	0	0	0	45	413	0	2764	3504	530	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	147	0	10	0	0	64	0	0	0	30	0	0	580	0	48	0	0	0	2	0	0	0	0	30	0	33	12	44	0	0	131	0	0	982	0	0	0	0	62	115	158	0	0	32	0	0	172	0
CSM5MCTZ_P	0	0	20	692	67	80	0	576	15	61	42	82	0	412	1262	20	786	1703	27	618	3	0	5	17	1	1	0	0	0	0	1	1	0	5	0	0	9	0	8	2	45	29	0	0	0	137	1	2	261	0	0	1848	4	25	16	0	0	0	14	0	20	1	0	73	29	0	110	0	14	0	0	1	1	171	0	2	0	0	11	33	0	0	522	0	0	0	0
MSM5LLFO_P	0	0	0	0	0	0	0	0	0	1	0	0	0	5	31	0	3159	3223	196	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	20	0	68	0	0	9	1	0	0	0	0	0	1334	20	93	0	0	12	13	3	0	2	9	14	0	0	0	9	0	0	26	0	183	614	0	0	0	0	92	76	16	0	0	45	9	9	69	637
CSM5FZ4G_P	0	2	130	1091	0	0	2	0	0	798	0	0	0	1553	0	296	2567	0	51	0	0	0	0	27	8	0	0	9	1	0	0	0	5	0	4	3	0	0	27	0	7	33	0	0	1	0	116	0	0	260	0	2118	1	0	7	0	1	1	1	2	0	20	2	22	62	6	0	84	0	0	0	0	0	0	0	2	60	14	26	20	0	0	562	0	0	0	0
CSM5MCUQ_P	71	0	135	407	0	0	12	0	48	0	748	25	0	0	1560	30	823	0	0	0	0	0	1	164	17	27	0	2	7	0	7	1	12	25	22	2	10	0	0	0	16	26	0	165	5	42	5	14	27	191	0	909	15	0	2	5	0	0	0	1	0	19	0	0	306	31	863	0	4	0	0	1	32	21	0	36	61	11	4	40	0	0	2705	0	0	0	0
