Name	Acidaminococcus_intestini	Actinobaculum_sp_oral_taxon_183	Actinomyces_graevenitzii	Actinomyces_johnsonii	Actinomyces_massiliensis	Actinomyces_naeslundii	Actinomyces_odontolyticus	Actinomyces_oris	Actinomyces_sp_HMSC035G02	Actinomyces_sp_HPA0247	Actinomyces_sp_ICM47	Actinomyces_sp_S6_Spd3	Actinomyces_sp_oral_taxon_181	Actinomyces_sp_oral_taxon_448	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_putredinis	Alistipes_shahii	Allisonella_histaminiformans	Anaeromassilibacillus_sp_An250	Anaerostipes_hadrus	Anaerotruncus_colihominis	Asaccharobacter_celatus	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_intestinalis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_plebeius	Bacteroides_salyersiae	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Blautia_hydrogenotrophica	Blautia_obeum	Blautia_sp_CAG_257	Blautia_wexlerae	Butyricimonas_synergistica	Butyricimonas_virosa	Catabacter_hongkongensis	Catenibacterium_mitsuokai	Christensenella_minuta	Clostridium_asparagiforme	Clostridium_bolteae	Clostridium_citroniae	Clostridium_innocuum	Clostridium_leptum	Clostridium_sp_CAG_242	Clostridium_sp_CAG_299	Clostridium_sp_CAG_58	Clostridium_symbiosum	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Coprobacter_fastidiosus	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Desulfovibrio_piger	Desulfovibrionaceae_bacterium	Dialister_sp_CAG_357	Dorea_formicigenerans	Dorea_longicatena	Eggerthella_lenta	Eisenbergiella_tayi	Erysipelatoclostridium_ramosum	Escherichia_coli	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_CAG_180	Eubacterium_sp_CAG_251	Eubacterium_sp_CAG_274	Eubacterium_sp_CAG_38	Eubacterium_sulci	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Faecalitalea_cylindroides	Firmicutes_bacterium_CAG_110	Firmicutes_bacterium_CAG_145	Firmicutes_bacterium_CAG_83	Firmicutes_bacterium_CAG_95	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Gemella_haemolysans	Gemella_morbillorum	Gemella_sanguinis	Gemmiger_formicilis	Gordonibacter_pamelaeae	Haemophilus_parainfluenzae	Holdemanella_biformis	Holdemania_filiformis	Hungatella_hathewayi	Intestinibacter_bartlettii	Intestinimonas_butyriciproducens	Klebsiella_pneumoniae	Klebsiella_quasipneumoniae	Klebsiella_variicola	Lachnospira_pectinoschiza	Lactobacillus_rogosae	Lactobacillus_ruminis	Lactococcus_lactis	Lactonifactor_longoviformis	Lawsonibacter_asaccharolyticus	Megamonas_funiformis	Megamonas_hypermegale	Megasphaera_elsdenii	Methanobrevibacter_smithii	Mogibacterium_diversum	Odoribacter_splanchnicus	Olsenella_scatoligenes	Oscillibacter_sp_57_20	Oscillibacter_sp_CAG_241	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Paraprevotella_xylaniphila	Parasutterella_excrementihominis	Parvimonas_micra	Phascolarctobacterium_faecium	Phascolarctobacterium_succinatutens	Prevotella_copri	Proteobacteria_bacterium_CAG_139	Romboutsia_ilealis	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_sp_CAG_471	Rothia_dentocariosa	Rothia_mucilaginosa	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Sellimonas_intestinalis	Slackia_isoflavoniconvertens	Streptococcus_anginosus_group	Streptococcus_australis	Streptococcus_cristatus	Streptococcus_gordonii	Streptococcus_infantis	Streptococcus_mitis	Streptococcus_mutans	Streptococcus_oralis	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_sp_A12	Streptococcus_thermophilus	Streptococcus_vestibularis	Sutterella_parvirubra	Turicibacter_sanguinis	Turicimonas_muris	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	[Collinsella]_massiliensis
TM17_12wk	0	0	0	0	0	0	0	2	0	0	2	0	1	2	1	33	67	0	0	0	0	1	0	28	0	2	5	0	0	0	5	3	0	0	0	2	0	0	8	1	2	16	0	3	181	531	176	0	1	0	142	2	42	0	0	0	41	0	0	0	0	0	1	0	0	0	0	787	0	4	0	14	248	0	9	0	0	159	761	0	1	0	50	0	237	44	1194	0	854	0	30	0	0	134	1566	0	0	0	5	0	1	531	0	2	0	58	11	0	27	0	0	3	0	0	0	0	67	0	40	0	0	0	85	23	0	0	2	0	0	0	0	11	0	10	0	0	4	0	0	32	0	0	237	4	252	125	0	0	0	0	0	4	249	31	470	1	0	88	5	0	0	0	0	0	0	0	1	12	0	0	213	0	0	0	0	0	0	0	0
TM17_26wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	102	0	0	0	0	1	0	8	0	0	7	0	0	0	1	2	0	0	3	1	0	0	8	0	1	12	0	6	26	4	1	0	0	0	21	0	2	0	0	0	25	0	0	0	0	0	0	0	0	6	0	236	0	2	0	27	300	0	3	1	0	74	565	0	1	0	114	66	5	111	1079	0	1076	0	17	20	0	65	3694	0	0	0	30	0	7	48	0	0	0	51	0	0	1	0	0	8	0	0	0	0	234	0	0	0	0	0	124	31	0	0	0	1	0	23	7	8	0	11	0	0	0	0	0	266	0	0	718	17	26	444	0	0	0	0	0	9	9	77	42	1	0	16	0	0	0	1	0	0	0	0	7	16	0	0	0	0	0	37	0	2	7	17	0
TM17_6WK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	1	1	12	0	5	0	0	74	0	0	0	28	86	0	0	92	10	0	5	244	15	8	503	0	46	26	23	1	0	3	0	10	0	0	0	0	0	32	0	0	0	0	0	0	0	0	22	0	80	0	0	0	10	173	0	22	1	0	66	615	0	0	0	5	21	2	96	636	0	44	0	25	24	0	29	1456	0	0	0	2	0	9	80	0	0	0	12	0	0	4	0	0	0	0	0	0	0	245	0	96	0	0	4	83	9	0	0	0	6	0	16	1	70	0	133	0	0	0	0	0	3693	0	0	278	21	49	336	0	0	0	0	0	7	2	174	81	0	0	2	0	0	0	0	0	0	0	0	5	8	0	0	0	0	7	0	0	1	1	4	0
TM18_12wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	1	2	0	1	3	0	0	1	0	1	71	1	0	0	0	212	33	0	0	94	0	12	448	62	30	1687	0	11	133	173	42	0	0	0	1	0	6	0	0	0	10	0	0	0	0	0	0	1	0	0	0	264	0	1	0	1	48	0	0	0	0	77	885	0	0	0	117	4	0	64	432	0	7	18	0	157	0	34	874	0	0	0	3	0	6	71	0	0	0	18	0	2	0	0	0	0	0	0	0	0	95	0	237	0	0	0	0	0	0	0	0	3	0	20	0	171	0	296	0	0	0	289	0	732	0	0	745	1	750	293	0	0	0	0	0	0	6	0	28	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	4	7	0
TM18_26wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	1	11	2	7	4	0	0	6	0	0	159	0	0	0	0	275	1	0	0	473	0	15	325	77	148	908	0	19	648	234	62	0	13	0	1	0	5	0	0	0	12	0	0	0	0	0	0	0	0	11	0	107	0	0	0	1	65	0	0	1	0	193	607	0	0	0	28	0	8	4	477	0	133	118	0	71	0	133	368	0	0	0	76	0	11	596	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	790	0	0	0	0	0	0	0	0	19	0	31	6	193	0	408	0	0	0	124	0	843	0	0	439	6	113	375	0	0	0	0	0	0	0	0	65	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	0	0	18	2	0
TM18_6wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	36	48	37	79	0	0	0	0	0	465	7	0	0	0	238	0	0	0	483	0	8	552	143	112	1188	58	208	315	89	20	0	25	0	1	0	13	1	1	0	0	0	0	0	0	0	0	0	0	15	0	47	0	0	0	0	53	0	0	4	0	45	26	0	0	0	4	40	2	0	512	2	30	55	1	15	0	67	725	0	0	0	36	1	13	88	0	0	0	11	0	0	0	0	0	0	0	0	0	0	150	0	186	0	0	0	0	0	0	0	0	254	0	98	6	540	0	549	0	4	0	61	0	1786	0	0	96	8	68	214	0	0	0	0	32	0	0	0	4	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
TM21_12wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	3	1	1	7	3	0	0	8	0	1	16	0	1	1	4	14	0	0	1	6	0	0	20	0	99	100	0	15	135	88	27	0	4	0	7	0	4	0	0	0	10	0	0	0	0	0	0	0	0	3	0	49	0	0	0	9	99	0	0	1	2077	35	390	0	0	0	0	0	7	17	2621	7	470	5	0	0	0	226	1447	0	0	0	4	0	4	533	0	0	0	13	0	0	0	0	0	4	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	5	0	17	6	24	0	93	0	2	0	0	0	176	0	0	4	23	0	189	0	0	0	0	519	0	1	0	57	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0
TM21_26wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	9	0	0	27	0	2	0	6	69	0	0	0	27	0	3	184	10	152	558	0	6	19	13	5	0	1	0	4	0	4	0	0	0	14	0	0	0	0	0	0	0	0	7	0	21	0	0	0	16	34	0	0	0	1779	128	548	0	0	0	4	194	0	57	1732	0	124	20	0	0	0	182	865	0	0	0	0	0	5	352	0	0	0	2	0	20	0	0	0	0	0	0	0	0	201	3	118	0	0	0	0	0	0	0	0	17	0	7	1	30	0	97	0	0	0	1	0	1303	0	0	8	277	0	233	0	0	0	0	274	0	1	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	27	0	0	0	3	7	0
TM21_6wk	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	56	3	2	2	6	7	0	0	84	0	19	44	0	3	0	1	28	6	0	1	17	0	2	134	4	60	256	0	50	1986	451	222	0	9	0	37	0	34	0	0	0	12	0	0	0	0	0	0	0	0	3	0	456	0	2	0	19	221	0	0	1	434	97	372	0	0	0	11	6	89	53	1258	0	251	164	3	0	0	12	767	0	0	0	10	0	4	150	0	0	1	26	1	1	0	0	0	0	0	0	0	0	35	1	820	0	0	0	0	0	0	0	0	25	0	15	11	25	0	66	0	1	0	0	0	166	0	0	54	16	0	31	1	0	0	0	615	0	1	0	38	0	0	31	0	1	0	0	1	0	0	0	17	64	0	1	0	0	3	0	0	0	2	2	0
TM28_12wk	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	21	0	1	9	1	17	1	2	0	0	47	0	1	0	0	15	0	0	5	35	0	0	19	3	51	234	0	54	54	62	25	0	2	0	2	0	2	0	0	0	5	0	0	0	0	0	1	0	0	0	0	84	0	1	0	15	62	0	0	1	1970	17	409	0	0	0	3	0	3	4	2302	0	438	59	0	2	0	41	450	0	4	0	10	0	0	339	0	0	0	8	0	0	9	0	0	0	0	0	0	0	11	0	129	0	0	0	0	0	0	0	0	6	0	21	0	67	0	146	0	2	0	0	0	55	0	0	957	21	45	181	0	0	0	1	987	27	0	0	15	0	0	3	0	0	0	0	0	0	0	0	5	4	0	0	0	0	2	0	0	0	0	0	0
TM28_26wk	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	2	3	29	5	15	0	5	0	0	167	3	9	3	0	25	22	0	16	34	0	0	48	17	102	294	0	143	364	101	50	0	0	0	3	0	2	0	2	0	11	0	0	0	0	0	3	0	0	0	0	111	0	1	4	28	70	0	0	1	890	34	228	0	0	0	22	3	4	1	2030	6	340	73	0	28	0	113	493	0	21	0	32	0	16	212	0	0	0	21	0	0	15	0	0	2	0	0	0	0	0	0	286	0	0	1	0	0	0	0	0	61	0	128	24	54	0	244	0	2	0	0	0	681	0	0	122	21	2	113	0	0	0	34	1360	0	0	0	27	1	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	2	0	1	0	2	0
TM28_6wk	84	0	0	0	0	0	1	0	1	0	0	0	0	0	1	36	14	0	0	5	1	2	1	17	0	3	11	0	0	0	0	2	0	0	1	8	0	0	18	2	26	55	0	37	1385	460	237	0	0	0	22	0	37	0	0	0	30	0	0	0	0	0	25	0	0	0	0	825	0	4	0	42	88	0	0	0	503	72	201	0	0	0	1	1	131	5	269	0	673	0	0	4	0	100	928	0	53	0	5	0	0	172	0	0	0	7	0	0	108	0	0	7	0	0	0	0	1	0	391	0	0	1	0	0	0	0	0	5	0	15	8	26	0	47	0	0	0	0	0	48	0	1	773	34	1	45	1	0	0	3	1755	11	0	0	61	1	0	25	0	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	0	0	0	0
TM29_12wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	2	0	0	0	6	0	0	9	0	2	0	4	1	0	0	0	4	0	0	24	0	6	98	0	10	42	30	8	0	0	0	7	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	42	0	0	1	7	36	100	0	1	959	18	193	0	0	0	23	1	1	3	498	0	46	0	0	3	0	8	358	0	7	0	2	0	0	256	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	15	0	30	0	69	6	4	0	0	0	5610	0	0	674	5	0	18	0	0	0	4	490	4	0	3	193	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	3	3	4	0
TM29_26wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	5	0	0	0	1	2	0	0	3	0	9	36	0	6	9	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	6	103	0	0	601	4	145	0	0	0	0	27	0	1	1354	0	54	0	0	13	0	37	428	0	8	0	1	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	24	1	11	0	29	2	3	0	0	0	6518	0	0	273	4	1	22	0	0	0	2	17	9	0	0	78	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TM29_6wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30	0	1	0	2	1	0	0	19	0	4	17	0	2	0	0	0	2	0	2	1	0	0	7	0	5	84	0	17	1033	245	129	4	0	0	30	0	19	0	0	0	26	0	0	0	0	0	0	0	0	0	0	308	0	2	0	12	46	120	0	0	723	47	106	0	2	0	7	3	46	10	96	0	64	5	0	24	0	5	775	0	14	0	4	0	0	56	0	0	0	13	0	1	0	0	0	1	0	0	0	0	0	0	429	0	0	0	0	0	0	53	0	6	0	13	2	8	0	39	2	3	0	0	0	4331	0	0	376	2	0	50	0	0	0	2	281	16	0	0	182	1	0	18	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1	0	0	1	0	0	0
TM30_12wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	425	3	41	9	31	0	1	2	0	0	132	0	4	3	28	1	18	0	2	37	0	1	61	0	64	625	11	100	285	59	52	0	1	0	5	0	1	62	10	0	0	0	0	0	0	0	0	0	0	0	0	78	0	1	19	27	69	235	0	14	0	20	200	0	0	0	0	21	8	3	181	49	804	0	0	6	0	37	1024	0	375	0	12	7	3	270	0	0	0	5	0	0	126	2	0	0	1	0	0	0	0	0	102	0	0	0	0	0	0	10	0	38	0	235	79	185	0	120	18	1	0	0	573	923	0	0	209	26	63	61	0	0	0	0	1627	0	0	11	18	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TM30_26wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	250	4	70	8	21	0	0	15	0	0	292	0	0	2	107	0	1	0	3	16	0	1	65	2	54	579	7	152	571	68	31	0	0	0	38	0	13	73	10	0	7	0	0	0	0	0	0	0	0	0	2	285	0	5	10	39	64	457	0	16	0	36	280	0	0	0	5	22	7	3	289	71	6	0	0	0	0	31	1149	0	122	0	4	1	7	339	0	0	0	12	0	0	64	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	15	0	45	1	564	56	139	0	110	23	0	0	0	372	2091	0	0	260	16	15	194	0	0	0	55	0	2	0	46	104	12	0	11	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
TM30_6wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	659	1	0	4	19	0	0	133	0	2	283	0	6	0	37	11	40	0	0	16	0	2	21	25	46	306	7	77	521	273	56	0	1	0	104	0	13	53	5	1	2	0	0	0	0	0	2	0	0	0	0	307	0	4	4	38	58	128	0	2	0	62	119	0	0	0	0	0	85	9	142	65	313	291	9	0	0	31	710	0	319	0	2	1	0	166	0	0	0	22	0	0	214	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	129	0	80	1	81	32	111	0	18	38	1	0	0	138	155	0	0	163	0	0	160	0	0	0	0	2811	0	3	28	114	4	0	34	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0
TM34_12wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	23	8	18	16	0	0	3	0	1	49	3	2	2	45	15	0	0	5	28	0	1	31	0	201	252	19	143	18	6	4	0	5	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	41	0	0	0	4	31	799	0	3	495	10	296	0	0	0	0	106	6	4	1330	1	0	0	0	12	0	240	1078	0	229	0	4	0	2	180	0	0	0	15	0	5	0	1	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9	0	24	29	88	0	74	0	1	0	11	0	146	0	0	2762	97	189	146	0	0	0	21	536	0	0	13	10	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0
TM34_26wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	31	6	18	21	0	0	3	0	1	164	1	14	1	63	27	0	0	11	54	0	22	103	0	143	326	4	219	1	2	1	0	5	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	23	0	17	0	0	0	13	10	1420	0	8	0	20	422	0	0	0	0	381	0	12	863	3	0	0	0	53	0	383	1168	0	46	0	10	0	1	267	0	0	0	6	0	11	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	66	0	134	88	58	0	216	0	2	0	12	0	301	0	0	1801	48	145	144	0	0	0	0	474	0	0	42	44	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	1	1	0
TM34_6wk	0	0	0	0	0	0	7	1	0	0	0	0	0	0	20	45	0	0	1	1	1	0	0	73	0	36	10	0	0	0	6	0	0	0	0	1	0	0	8	0	6	34	1	33	1307	348	204	0	7	0	289	0	50	0	0	0	35	0	0	0	0	2	29	0	0	14	0	1688	0	6	0	56	341	98	0	0	64	242	517	0	0	0	14	1	450	44	496	0	0	0	0	1	0	87	1124	0	25	0	8	0	1	361	0	0	1	65	1	0	0	0	0	42	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	2	0	2	4	13	0	23	0	0	0	1	0	4	0	1	275	17	11	26	1	0	0	4	711	0	3	307	148	3	0	42	0	6	0	0	0	1	0	0	5	18	1	1	1	0	0	37	0	0	2	5	1
TM35_6wk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	1	6	16	12	0	1	8	0	4	142	0	0	0	0	2	0	0	1	3	0	0	81	3	58	272	0	96	250	44	35	0	10	0	44	0	7	0	0	0	4	0	0	0	0	0	1	0	20	2	0	195	0	1	0	32	15	81	0	4	7	49	346	0	0	0	56	9	20	2	2804	0	7	0	0	0	0	51	497	0	86	0	47	0	1	200	0	0	0	13	0	0	0	0	0	0	0	0	0	0	35	1	335	0	0	4	0	0	0	0	0	4	0	80	22	15	0	176	0	6	0	0	511	432	0	0	562	4	9	98	1	0	0	0	1823	0	0	51	124	2	0	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
