	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSMA26BX	610	12	0	0	1125	0	117	3	4	7	0	166	533	1	0	0	0	0	0	0	122	0	55	978	1639	0	151	0	0	3	0	0	0	0	0	0	5	0	0	0	0	8	0	8	0	38	0	0	6	0	24	0	0	15	20	1	625	0	12	1070	22	0	0	0	41	0	4	0	3	25	8	55	192	1	0	870	0	2	0	0	1	5	264	4	0	18	0	9	0	4	3	51	0	0	0	703	356	0	0	0	0
MSMA26DG	0	44	1	214	707	1	46	0	0	2	0	89	0	88	0	0	18	0	0	0	23	937	67	1138	605	9	320	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	39	3	0	6	0	0	0	0	1	121	0	0	4988	0	0	0	0	0	0	15	0	0	1	0	66	12	0	0	85	0	0	0	0	0	15	0	1	0	1	0	160	0	0	0	5	0	0	0	61	94	0	0	0	0
MSMA26DI	0	15	0	58	255	0	16	1	0	1	0	100	0	249	0	0	16	0	0	0	36	1007	89	1292	263	11	169	22	0	10	14	1	0	0	0	0	0	0	0	0	0	1	0	5	21	13	0	56	20	32	0	0	2	0	6	20	1799	1	30	3305	0	28	0	0	0	0	30	0	2	2	16	57	29	0	2	140	0	0	0	0	0	189	0	27	0	4	0	240	0	0	21	85	0	1	0	99	92	0	0	0	4
MSMA26DK	0	46	0	373	548	0	33	0	0	1	0	217	0	329	0	0	34	0	0	0	159	1425	158	2041	332	49	558	3	0	10	25	3	0	0	0	0	0	0	0	0	0	8	0	0	3	5	1	126	10	4	0	0	0	0	0	2	359	4	16	1915	0	1	0	0	4	0	13	0	0	5	2	134	0	0	15	583	0	0	0	0	0	1	0	17	2	8	0	148	0	0	2	10	0	0	0	142	117	0	0	0	0
MSMA26DM	0	21	0	129	388	0	17	0	0	0	0	241	0	182	0	0	23	0	0	0	90	2037	88	1436	596	19	163	3	0	15	37	3	0	0	0	0	1	0	0	0	0	10	0	0	2	2	0	242	12	32	0	5	3	0	1	1	952	4	9	1327	1	1	0	0	2	0	14	0	0	2	9	136	24	0	8	580	0	0	1	0	0	0	739	1	0	43	0	139	0	0	2	15	0	0	0	100	87	0	0	2	2
MSMA26DO	0	12	0	33	109	0	5	1	0	0	0	139	0	576	0	0	18	0	0	0	138	832	72	1204	780	32	105	4	0	3	16	1	0	0	0	0	0	0	0	0	0	0	0	2	8	3	0	207	7	20	0	0	0	0	4	15	2481	0	57	2268	0	0	0	0	0	0	29	0	1	1	6	34	11	0	2	193	0	0	0	0	0	3	0	46	0	2	0	156	0	0	6	41	0	0	0	85	232	0	0	0	0
MSMAPC5H	0	60	1	170	789	0	72	0	0	0	0	254	0	1389	0	0	99	0	0	0	338	670	420	2464	554	132	279	3	0	0	59	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	109	0	7	0	0	0	0	0	0	207	0	0	847	0	0	0	0	1	0	15	0	0	5	3	141	24	70	2	487	0	0	0	0	0	37	0	0	0	12	0	27	0	0	2	10	0	0	0	110	121	0	0	0	0
MSMAPC5L	0	51	2	122	443	0	48	1	0	2	0	398	0	1799	0	0	40	0	0	0	105	1085	234	1825	534	42	138	0	0	1	90	9	0	0	0	0	1	0	0	0	0	3	0	0	2	1	0	218	4	7	0	0	0	0	7	2	102	0	0	1303	1	5	0	0	0	0	16	0	1	8	24	149	97	150	2	230	0	0	0	0	0	87	94	3	0	15	0	171	0	0	2	25	0	0	0	161	138	0	0	1	1
MSMAPC6K	0	35	0	98	288	12	46	3	0	3	31	116	503	449	0	0	358	0	401	2	0	54	1	766	196	184	229	6	0	5	13	1	0	0	0	0	4	0	0	0	0	0	0	0	4	9	0	0	1	46	0	6	0	197	8	0	232	1243	0	2761	0	3	0	0	19	0	0	0	3	1	6	83	24	0	0	173	0	0	5	0	2	94	586	49	0	0	41	24	0	94	5	71	4	0	0	243	154	0	0	2	4
MSMAPC6M	0	21	0	52	378	7	34	0	0	4	9	62	377	270	0	0	284	0	325	0	0	39	0	578	187	84	166	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	114	0	1	0	147	0	0	590	1609	0	1899	0	5	0	0	23	0	0	0	0	1	14	80	9	0	0	80	0	2	9	0	0	129	1503	132	0	0	170	62	0	108	4	60	0	0	37	188	126	0	0	0	3
MSMAPC6O	0	38	0	85	349	3	44	2	0	4	37	73	742	403	0	0	352	0	329	1	0	31	0	687	108	242	285	3	0	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	124	0	0	0	76	3	0	793	627	0	2686	0	6	0	0	11	0	0	0	1	1	0	98	6	0	0	91	3	0	9	0	0	108	537	64	0	0	150	13	0	171	8	63	0	0	5	380	110	1	1	4	5
MSMAPC7J	0	5	0	81	191	0	11	0	7	0	5	0	0	275	861	48	85	0	114	0	141	1	0	709	0	0	60	53	0	50	54	9	0	0	7	5	0	48	0	0	0	2	1	56	0	13	0	0	28	167	0	0	2	0	46	10	1848	10	68	1429	0	3	14	0	0	0	103	1	0	8	0	24	19	88	0	49	0	2	0	0	0	70	0	38	0	0	82	0	0	0	48	80	2	5	0	2730	126	1	0	1	3
MSMAPC7P	0	184	0	0	452	0	29	0	0	0	0	0	1104	1	0	0	0	37	0	4	0	0	145	117	1871	301	0	0	0	0	186	8	59	1	3	8	0	20	0	6	9	20	0	0	0	0	0	863	0	0	14	0	0	0	0	0	0	0	0	2073	14	0	0	1	0	0	4	0	0	11	21	77	0	1315	0	0	521	97	0	0	0	0	0	0	36	0	0	0	48	0	6	26	0	0	0	302	0	0	0	5	0
MSMAPC7R	1	246	0	0	322	0	14	0	3	0	0	0	2009	3	0	0	0	35	0	28	0	0	239	315	2184	263	0	0	0	0	219	9	116	0	5	12	0	10	3	17	1	40	0	0	0	0	0	1676	0	0	49	1	0	0	0	0	2	0	0	843	11	0	1	4	3	0	8	1	0	8	5	159	89	428	0	0	67	143	0	0	0	0	0	0	95	0	0	0	28	0	5	23	0	0	0	254	0	0	0	0	2
MSMAPC7T	0	384	0	0	623	0	73	0	8	8	0	0	2747	2	0	0	0	60	0	16	0	0	345	315	1058	288	0	0	0	0	204	9	39	0	7	4	0	7	2	14	24	179	0	0	0	0	0	489	1	0	6	0	0	0	0	0	0	0	0	1159	75	0	1	2	2	0	4	0	1	34	11	106	155	718	0	0	0	54	0	0	0	0	0	0	11	1	0	0	32	0	7	58	0	0	0	657	0	0	0	0	0
MSMB4LXS	0	0	0	0	0	0	0	26	0	0	0	25	0	12	0	0	102	0	0	0	36	450	33	304	1058	5	0	10	0	44	6	0	0	0	0	0	0	0	0	0	0	1	0	1	1	152	0	0	0	7	0	0	0	0	3	0	26	0	0	5635	0	4	0	0	0	0	85	0	2	0	0	0	0	864	7	2	0	0	0	0	0	1	0	0	1	4	0	0	3	0	5	199	0	0	0	198	449	22	98	11	108
MSMB4LXW	0	9	0	13	305	0	3	66	0	0	0	132	0	145	0	0	15	0	1	0	50	811	27	1277	1471	31	5	9	0	61	64	6	0	0	0	0	4	0	1	0	0	3	0	6	15	8	0	835	44	86	0	14	4	0	18	5	1114	5	2	2172	0	1	2	0	0	0	29	0	19	1	17	26	3	465	1	140	0	0	0	0	0	4	94	12	19	44	0	28	5	0	10	50	0	0	0	131	59	0	0	0	0
MSMB4LZ8	541	5	0	0	892	0	61	11	4	1	0	306	443	0	0	0	0	0	0	0	105	0	183	371	1206	0	75	6	0	8	0	0	0	0	0	0	0	1	1	0	0	3	3	20	10	165	0	0	30	25	0	2	4	97	31	36	1903	1	105	1160	5	0	7	0	15	1	31	0	12	6	0	75	54	1	0	624	0	12	0	0	0	5	180	83	0	4	0	1	1	53	9	353	0	0	0	397	258	0	0	0	0
MSMB4LZC	0	286	0	0	349	0	27	1	1	0	0	0	1032	15	7	2	0	80	2	13	1	0	310	180	1550	246	0	0	0	0	491	26	133	0	15	15	4	37	7	20	3	36	4	0	0	0	0	1816	14	0	22	31	22	0	0	0	5	0	0	445	36	0	6	10	4	0	14	6	2	19	18	212	164	1003	0	0	0	182	0	0	0	0	0	0	20	0	0	0	262	0	8	151	0	0	5	631	0	0	0	0	0
MSMB4LZK	0	98	0	147	0	0	23	1	0	0	0	697	0	411	0	1	0	0	0	0	274	3679	385	1199	429	67	0	3	0	1	65	10	0	0	4	5	0	17	4	2	1	7	8	0	2	3	0	328	2	0	0	10	0	0	7	0	197	0	0	136	6	0	0	0	2	0	3	0	0	2	2	0	104	1102	2	331	0	0	0	0	0	5	0	0	0	7	0	0	0	0	2	13	0	0	0	69	124	0	0	0	0
MSMB4LZV	0	13	0	44	170	1	18	1	0	9	28	33	174	316	0	0	219	0	202	0	0	26	0	483	65	54	103	1	0	1	64	9	0	0	0	0	1	0	0	0	0	0	0	0	18	5	1	0	3	198	0	0	0	197	4	0	416	805	0	3519	0	39	1	0	0	0	0	0	1	0	9	0	2	0	0	93	0	0	13	0	0	115	1489	36	0	0	94	31	0	132	17	110	0	0	24	378	215	0	0	0	0
MSMB4LZX	0	26	0	54	302	2	48	2	0	6	19	80	223	291	0	0	347	0	222	0	0	46	0	731	122	57	225	8	0	9	22	1	0	0	0	1	7	0	0	0	0	4	0	1	5	4	0	0	0	203	0	0	1	194	7	0	478	27	1	3147	0	20	1	0	7	0	0	0	6	1	16	66	11	0	0	177	0	4	15	0	0	105	1589	119	0	0	73	18	0	140	12	71	0	0	9	362	211	0	2	3	40
MSMB4LZZ	0	39	0	75	509	4	56	0	0	0	56	153	663	443	0	0	574	0	612	6	0	149	1	869	215	58	299	3	0	4	15	2	0	0	0	0	4	0	0	0	0	3	0	0	1	2	2	0	0	41	0	0	0	97	0	0	149	2113	0	1199	0	14	0	0	15	0	0	0	0	1	4	150	15	0	0	175	0	1	8	0	1	21	255	68	0	0	28	4	0	126	0	82	1	1	73	191	305	8	1	10	26
PSM6XBTR	1	75	7	56	241	2	106	0	0	0	149	199	0	101	0	228	516	23	0	0	42	3306	0	1282	1142	0	0	97	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	2	0	0	1	55	1	0	319	2	0	420	0	0	0	0	2	0	1	0	0	3	0	168	77	394	0	254	0	0	0	0	0	39	0	8	0	0	20	0	0	0	1	13	0	0	0	181	329	0	0	0	0
PSM6XBTT	7	97	9	55	402	1	40	5	0	0	221	201	0	122	0	402	343	41	0	0	128	2286	0	855	816	0	0	212	0	0	72	0	6	0	0	0	0	0	0	0	2	0	0	9	2	8	0	69	5	14	0	0	0	3	27	1	688	29	15	1145	0	0	2	0	5	0	6	0	3	8	12	83	163	97	0	173	0	4	0	0	0	42	0	10	0	0	72	0	0	16	8	13	0	0	0	444	495	0	0	0	0
PSM6XBTX	329	259	29	62	984	1	117	0	0	4	189	2686	0	24	0	95	41	1	0	0	46	1137	0	851	637	0	0	46	14	0	85	0	1	0	0	0	0	0	2	0	3	0	0	10	4	15	0	28	3	10	0	0	0	1	8	4	355	0	0	545	4	0	0	0	8	0	1	0	0	8	0	151	138	279	0	65	0	0	0	0	0	6	0	13	1	0	19	0	0	0	7	33	0	0	0	524	115	0	0	0	0
PSM6XBU2	74	89	3	92	585	1	37	4	0	0	84	774	0	155	0	181	498	30	0	0	36	1893	0	674	1203	0	0	78	26	3	31	0	1	0	0	0	1	0	0	0	1	16	0	27	4	23	0	47	12	38	0	0	0	0	52	7	1563	0	16	467	4	0	2	0	0	2	7	0	3	6	0	85	82	224	0	129	0	1	0	0	0	11	13	15	47	0	107	0	8	0	20	34	0	0	0	139	237	0	0	0	0
PSM6XBW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	6	3	0	0	241	0	131	34	0	167	0	0	0	90	0	0	0	0	2481	0	0	0	0	0	70	0	0	118	31	0	22	0	0	0	0	0	0	0	0	37	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	2135	0	0	50	6	6	0	2672	0	7	162	899	347
PSM7J14X	271	15	0	18	173	0	34	1	2	10	77	712	0	265	0	46	482	622	0	0	38	383	0	291	337	0	0	11	1	0	24	0	0	0	0	0	0	0	1	0	9	3	0	0	2	15	0	112	37	67	0	372	0	33	7	4	1293	0	25	2776	1	10	0	0	0	0	2	0	1	5	29	64	70	324	0	76	0	0	0	1	0	213	23	7	0	0	63	41	0	0	11	44	0	0	0	285	155	0	0	0	4
PSM7J154	89	59	3	46	391	1	42	0	0	2	101	249	0	403	0	97	599	7	0	0	24	1798	0	419	517	0	0	24	0	1	22	0	3	5	0	0	0	0	0	0	0	1	0	1	0	20	0	49	1	14	0	0	1	2	2	1	950	0	5	2533	1	0	0	0	2	0	2	0	0	2	11	74	79	340	0	179	0	1	0	0	0	13	3	8	62	0	49	109	0	40	2	36	0	0	0	259	246	0	0	0	0
PSM7J156	39	96	1	128	320	0	34	0	0	0	71	255	0	302	0	129	659	60	0	0	15	382	0	461	446	0	0	54	0	0	16	0	3	0	0	0	0	0	0	0	0	1	0	1	0	8	0	42	1	10	0	3	2	3	4	1	345	0	3	4161	0	0	0	0	5	0	2	0	0	3	21	78	59	202	0	126	0	1	0	0	0	152	168	23	0	0	33	64	0	11	4	33	0	0	0	503	455	0	0	0	0
PSM7J15K	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	55	0	9	284	0	5	162	0	494	0	0	0	85	0	14	0	0	384	0	0	0	0	0	0	0	4981	87	76	58	2	24	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	96	2171	224	0	0	0	0	48	0	0	36	0	0	0	251	0	0	52	52	151
PSM7J15M	0	0	0	0	0	0	0	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	23	0	7	55	0	4	24	0	325	0	0	0	23	0	8	0	0	280	11	0	0	0	0	0	0	5691	46	300	37	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1970	174	0	0	0	0	112	0	0	34	1	1	1	265	0	3	46	73	180
PSM7J15O	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	1	9	0	0	28	0	14	6	0	31	0	0	0	12	0	16	0	0	41	0	0	0	0	20	0	0	3374	14	357	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	78	4282	340	0	0	0	0	62	0	0	107	1	2	0	157	0	6	70	105	804
PSM7J15Q	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	248	0	0	0	0	27	0	37	108	0	2	142	0	213	0	0	0	48	0	5	0	0	251	3	0	0	0	2220	0	0	1943	105	10	61	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	55	2724	249	0	0	0	0	203	0	0	354	2	4	15	516	0	1	31	131	257
PSM7J15S	0	0	0	0	0	0	0	3	23	0	0	1	0	5	0	0	0	0	0	0	0	0	1	8	1	3	0	0	0	636	0	0	0	1	44	0	2	71	0	18	64	0	336	0	0	0	35	0	23	0	0	468	0	0	0	0	1340	0	0	2190	79	149	24	0	12	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	99	3031	288	0	0	0	0	170	0	0	192	6	22	192	187	0	5	42	130	94
PSM7J15U	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	105	0	0	0	0	15	0	24	39	0	14	48	0	186	0	0	0	6	0	5	0	0	42	13	0	0	0	823	0	0	2854	52	40	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	4499	448	0	0	0	0	60	0	0	97	10	12	88	157	0	1	60	80	135
PSM7J16U	0	7	0	7	81	0	11	5	0	0	0	177	0	151	0	43	0	95	0	0	28	0	10	372	308	0	86	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	11	16	0	0	0	4	7	3	199	18	0	241	0	10	0	0	0	0	12	0	57	0	0	0	4	1	0	0	37	0	11	7136	0	5	23	176	0	0	0	0	0	125	64	96	0	0	22	136	185	0	0	0	0
PSM7J16W	105	27	0	25	229	0	27	0	0	1	0	186	0	51	0	43	0	18	0	0	51	0	6	386	234	0	75	0	0	0	14	2	1	0	0	0	1	0	0	0	0	0	0	0	1	28	0	0	2	25	0	0	0	23	0	1	172	88	16	1102	0	20	0	1	0	0	7	0	3	1	18	95	21	0	0	0	64	0	0	6347	0	9	59	96	0	0	0	0	0	54	2	12	0	0	0	143	106	0	0	1	2
PSM7J16Y	1099	189	0	161	973	0	182	1	1	3	0	972	0	201	0	85	0	43	0	0	61	0	33	1510	296	0	643	0	0	9	76	15	2	0	0	0	0	9	0	0	19	2	1	0	6	43	0	0	10	29	0	0	0	35	7	25	201	222	10	421	0	1	0	1	0	0	16	5	13	1	9	290	28	0	0	0	196	1	0	483	0	154	6	6	0	0	0	0	0	189	40	47	0	3	0	734	181	0	0	0	1
PSM7J171	77	29	0	26	358	0	45	0	0	0	0	274	0	54	0	54	0	37	0	0	77	0	12	443	108	0	146	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	1	0	120	1166	0	205	0	16	0	0	0	0	2	0	1	0	10	112	6	2	0	0	88	0	0	6180	0	17	0	64	0	0	0	0	0	17	3	16	0	0	0	143	79	0	0	0	1
PSM7J173	250	58	0	46	422	0	80	0	0	0	0	434	0	115	0	96	0	61	0	0	129	0	17	464	504	0	319	0	0	2	7	0	0	0	0	0	0	0	0	0	0	19	0	0	2	5	0	0	12	13	0	0	0	21	1	2	17	834	45	257	0	12	0	0	0	0	15	0	7	0	0	119	26	0	0	0	138	0	9	4624	0	19	116	52	0	0	0	0	0	59	8	17	0	0	2	395	147	0	0	0	0
PSM7J17V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	4	33	2	0	27	196	0	95	0	0	0	186	0	88	0	0	536	4	0	0	0	0	0	0	2	76	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5282	0	0	0	0	0	151	0	0	47	34	14	0	602	0	2	139	55	1346
PSM7J17X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	1	0	6	31	4	0	10	149	0	102	0	0	0	23	0	93	0	0	206	94	0	0	0	0	0	0	4	42	788	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	6871	0	0	0	0	0	287	0	0	97	12	5	18	216	0	9	159	71	476
PSM7J17Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	16	0	0	28	65	0	5	0	0	0	132	0	18	0	0	185	0	0	0	0	0	0	0	5379	33	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	1201	1037	0	0	0	0	19	0	0	22	2	0	0	196	0	3	64	91	667
PSM7J182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	23	0	4	63	0	3	24	0	108	0	0	0	5	0	14	0	3	125	0	0	0	0	0	0	0	2680	15	174	25	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	121	4970	863	0	0	0	0	34	0	0	33	6	5	4	135	0	2	34	49	350
PSM7J184	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	4	0	0	28	0	2	7	0	53	0	0	0	1	0	9	0	0	10	0	0	0	0	0	0	0	5585	20	63	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	130	3273	381	0	0	0	0	30	0	0	15	1	1	0	127	0	0	42	11	145
PSM7J186	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	12	0	9	51	0	1	4	0	59	0	0	0	18	0	7	0	0	17	3	0	0	0	0	0	0	6160	46	56	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	97	2453	664	0	0	0	0	102	0	0	32	0	0	5	67	0	0	15	42	36
PSM7J19N	186	44	0	47	356	0	85	0	0	0	0	273	0	88	0	103	0	52	0	0	58	0	19	734	115	0	192	0	0	4	15	2	0	0	0	0	1	0	0	0	0	7	0	0	1	9	0	0	7	49	0	0	0	33	1	2	272	253	0	785	1	18	0	1	0	0	18	0	8	2	2	118	0	0	0	0	92	0	6	5009	0	17	146	106	0	0	1	0	0	76	11	59	0	0	3	405	106	0	0	0	1
PSM7J19P	147	31	0	29	263	0	54	0	0	0	0	183	0	51	0	38	0	27	0	0	92	0	7	490	238	0	147	0	0	2	13	3	0	0	0	0	0	0	0	0	0	5	0	0	1	4	0	0	6	36	0	0	0	10	0	1	251	481	0	757	0	39	0	0	0	0	5	0	1	1	3	93	0	0	0	0	41	0	0	5833	0	15	47	48	8	0	0	0	0	58	3	45	0	0	0	283	111	0	0	0	1
PSM7J19R	2115	76	0	70	336	0	84	3	5	1	0	391	0	128	0	44	0	13	0	0	43	1	9	1133	185	0	245	0	0	85	70	13	2	0	1	0	2	7	0	0	24	6	5	0	18	58	0	0	30	136	0	0	0	12	3	11	387	120	0	1567	0	21	0	8	2	0	17	4	21	1	10	209	24	0	0	0	92	1	0	1215	0	6	4	26	7	0	0	0	1	112	26	65	0	1	1	562	123	0	0	0	1
PSM7J19T	60	27	0	32	411	0	62	1	0	3	0	410	0	88	0	54	0	103	0	0	124	0	9	282	420	0	277	0	0	1	6	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	9	0	0	0	18	0	0	379	51	0	477	0	27	0	0	0	0	1	0	9	0	2	132	8	0	0	0	55	0	16	5720	0	13	155	22	0	0	0	0	0	58	11	12	0	0	0	283	162	0	0	1	1
PSM7J19Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	1	115	0	48	370	0	507	137	0	993	0	0	0	376	0	0	0	0	138	0	0	0	0	0	1215	0	0	357	553	0	17	7	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	841	0	0	19	3	8	10	888	0	22	177	553	1802
PSM7J1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	469	0	0	0	0	67	2	14	308	0	759	194	0	546	0	0	0	405	0	0	0	0	755	0	0	0	0	0	1544	0	2	138	425	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1784	0	0	205	5	6	18	834	0	38	58	668	716
PSM7J1A4	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	7	0	0	117	0	5	62	0	39	134	0	2	0	0	748	0	0	0	13	28	2	26	260	0	111	86	0	290	4	0	13	158	0	7	21	0	397	0	0	0	7	110	750	16	186	117	1431	0	0	0	0	0	0	0	0	3	0	0	3	0	11	0	0	5	0	0	0	50	5	0	0	0	0	1688	0	2	65	12	2	13	1170	0	13	110	457	1236
PSM7J1A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	554	0	0	0	0	5901	203	0	0	0	0	0	0	0	131	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	160	0	0	8	2	0	3	2	0	0	509	10	1645
PSM7J1A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	11	44	37	73	0	0	22	0	177	0	0	0	177	0	0	0	0	1396	0	0	0	0	0	0	0	0	67	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5973	4	0	0	0	0	146	0	0	30	9	0	0	574	0	0	100	25	948
PSM7J1DF	176	299	23	287	1004	5	156	0	0	0	271	875	0	71	0	89	388	255	0	0	264	2494	2	559	230	1	0	8	8	0	72	1	0	0	0	0	0	0	2	0	0	0	0	7	0	14	0	281	2	6	4	8	0	0	21	1	381	0	0	443	1	0	0	0	0	0	0	0	0	2	8	112	57	224	0	85	0	0	6	0	0	10	0	18	18	0	51	0	7	0	7	0	0	0	0	226	461	0	0	0	0
PSM7J1DL	80	135	7	212	722	3	120	2	0	2	188	525	0	385	0	203	583	130	0	0	130	2169	0	857	369	0	0	28	4	0	23	0	1	0	0	0	0	0	0	0	0	1	0	1	0	12	0	24	2	3	8	41	21	1	15	0	241	0	3	549	1	0	0	0	0	0	0	0	1	2	0	221	80	624	0	302	0	0	11	0	0	16	0	26	12	0	75	0	0	0	3	9	0	0	0	396	424	0	0	0	0
