Name	Acidaminococcus_intestini	Actinobaculum_sp_oral_taxon_183	Actinomyces_graevenitzii	Actinomyces_odontolyticus	Actinomyces_oris	Actinomyces_sp_HMSC035G02	Actinomyces_sp_HPA0247	Actinomyces_sp_ICM47	Actinomyces_sp_S6_Spd3	Actinomyces_sp_oral_taxon_181	Actinomyces_sp_oral_taxon_448	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_inops	Alistipes_onderdonkii	Alistipes_shahii	Anaeromassilibacillus_sp_An250	Anaerostipes_hadrus	Asaccharobacter_celatus	Atopobium_parvulum	Atopobium_rimae	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_dentium	Bifidobacterium_longum	Bilophila_wadsworthia	Blautia_obeum	Blautia_sp_CAG_257	Blautia_wexlerae	Clostridium_aldenense	Clostridium_bolteae	Clostridium_bolteae_CAG_59	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_innocuum	Clostridium_lavalense	Clostridium_leptum	Clostridium_methylpentosum	Clostridium_sp_CAG_58	Clostridium_spiroforme	Clostridium_symbiosum	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Coprobacillus_cateniformis	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dielma_fastidiosa	Dorea_formicigenerans	Dorea_longicatena	Eggerthella_lenta	Eisenbergiella_massiliensis	Eisenbergiella_tayi	Enterococcus_faecalis	Enterococcus_faecium	Enterorhabdus_caecimuris	Erysipelatoclostridium_ramosum	Escherichia_coli	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_sp_CAG_180	Eubacterium_sp_CAG_38	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Firmicutes_bacterium_CAG_110	Firmicutes_bacterium_CAG_83	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Fusobacterium_nucleatum	Gemella_haemolysans	Gemella_morbillorum	Gemella_sanguinis	Gemmiger_formicilis	Gordonibacter_pamelaeae	Haemophilus_parainfluenzae	Holdemania_filiformis	Hungatella_hathewayi	Intestinibacter_bartlettii	Intestinimonas_butyriciproducens	Janibacter_indicus	Klebsiella_oxytoca	Klebsiella_pneumoniae	Klebsiella_quasipneumoniae	Klebsiella_variicola	Lachnospira_pectinoschiza	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_paragasseri	Lactobacillus_rhamnosus	Lactobacillus_rogosae	Lactobacillus_ruminis	Lactobacillus_salivarius	Lactococcus_lactis	Lawsonibacter_asaccharolyticus	Megasphaera_micronuciformis	Monoglobus_pectinilyticus	Odoribacter_splanchnicus	Oscillibacter_sp_57_20	Oscillibacter_sp_CAG_241	Parabacteroides_distasonis	Parabacteroides_merdae	Parasutterella_excrementihominis	Phascolarctobacterium_faecium	Prevotella_copri	Prevotella_sp_885	Proteobacteria_bacterium_CAG_139	Romboutsia_ilealis	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_sp_CAG_471	Rothia_dentocariosa	Rothia_mucilaginosa	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Scardovia_wiggsiae	Sellimonas_intestinalis	Slackia_isoflavoniconvertens	Streptococcus_anginosus_group	Streptococcus_gordonii	Streptococcus_infantis	Streptococcus_lutetiensis	Streptococcus_mitis	Streptococcus_mutans	Streptococcus_oralis	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_thermophilus	Streptococcus_vestibularis	Turicibacter_sanguinis	Turicimonas_muris	Tyzzerella_nexilis	Veillonella_atypica	Veillonella_dispar	Veillonella_infantium	Veillonella_parvula	Veillonella_sp_T11011_6	[Collinsella]_massiliensis
DA_R01_CDI_P_01_PRE	0	2	0	2	11	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3888	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	7	0	360	62	523	0	1	0	0	703	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	5	0	2	12	24	11	10	2	0	0	0	0	0	0	4175	0	0
DA_R02_CDI_C_02_PRE	0	0	4	0	0	0	0	0	0	1	0	0	0	980	0	0	0	233	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	3129	0	0	0	2	0	0	0	0	0	0	0	0	1521	0	0	1	0	0	0	0	0	0	0	5	0	2368	429	767	0	0	0	0	60	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	15	8	0	2	0	0	0	0	11	1	6	160	0	0
DA_R03_CDI_C_03_PRE	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	7230	0	0	0	0	1	0	0	0	17	0	0	0	61	296	27	7	11	6	0	116	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	0	0	31	1102	0	0	0	0	0	0	0	55	0	0	22	251	1	0	0	0	0	4	0	0	0	0	0	2	5	1	0	0	0	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	494	0	0	0	0	1	60	0	0	0	6	18	0	0	4	0	0	0	0	0	12	33	0	0	0	0	0	0	0	0	0	69	0	0
DA_R04_UC_P_02_PRE	0	0	0	0	1	0	0	0	0	0	1	0	0	12	0	0	0	1	0	21	0	0	0	0	15	0	0	0	1	0	0	0	11	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	2	1	0	0	0	0	0	0	5035	0	1	0	5	3	0	2	9	0	5	0	11	6	0	0	0	0	0	0	0	0	0	0	3	0	2592	337	1005	13	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	5	0	0	0	0	0	8	0	2	3	0	0	0	2	27	1	3	0	1	0	0	0	0	0	0	0	1	0	0	4	8	0	20	2	0	0	0	3	1	0	781	0	0
DA_R05_UC_C_01_PRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	123	0	71	251	1709	0	0	0	0	104	0	0	0	0	0	61	212	361	0	401	207	0	0	0	0	0	217	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	88	1015	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	26	0	849	0	0	0	100	379	53	324	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	110	7	6	2336	4	0
DB_R01_CDI_C_02_PRE	0	0	1	2	2	1	0	5	0	0	0	0	7	3	0	2	0	0	15	677	0	0	0	1	10	2	2	3	10	21	2	3	3	1	0	201	0	1	42	3	0	26	1	0	27	30	12	34	0	0	216	13	7	0	0	1	0	3	8	2	136	410	162	0	22	0	0	0	161	6	6	2	1	33	1	66	1	2148	3	0	96	3922	0	2	0	1	3	50	0	16	5	31	0	37	0	0	0	0	714	0	0	2	10	0	0	0	3	0	0	1	0	1	0	2	3	6	1	11	0	69	2	42	0	12	17	0	0	0	12	119	38	81	4	37	0	0	0	0	0	1	0	7	0	0	7	17	0	63	0	1	1	0	0	0	0	0	0	0
DB_R02_CDI_C_02_PRE	0	1	1	1	2	3	0	2	0	1	0	0	0	2	0	1	1	0	0	3	0	0	0	0	4	0	1	0	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2724	6	1	0	7	0	0	0	4	1	0	0	2	0	1	0	4	0	0	0	0	0	0	0	21	147	3	0	0	2	0	0	0	62	0	0	0	22	0	2	0	0	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	2	2	3	0	1	0	0	0	0	0	0	1	12	0	13	0	1	15	2	1	55	5	0	0	0	218	1	0	6619	0	0
DB_R03_CDI_P_02_PRE	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	6	0	1	0	0	0	0	219	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	4	1	0	0	1	1192	0	0	1	0	0	0	0	0	0	0	6	791	0	0	0	0	0	0	0	325	0	0	2631	0	0	270	0	0	1	0	1	2	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	3	0	1	0	0	0	0	3351	0	0	1158	0	0
DB_R04_CDI_P_02_PRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	1	1	5	2	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	4324	1	1	1	24	0	0	0	11	1	0	0	8	198	0	0	0	1	0	1	0	0	0	0	7	3	2782	362	1079	1	0	0	0	134	0	0	5	7	0	512	0	0	0	0	1	1	0	0	2	0	0	0	12	0	0	1	0	0	0	4	16	0	3	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	40	334	37	19	5	0
DB_R05_UC_P_01_PRE	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	1	0	0	0	0	0	118	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	81	58	0	2630	318	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	412	34	10	59	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	687	0	0	2896	0	0	0	0	0	1	0	1	1	2	11	20	0	0	3	24	0	0	3	8	1	2	0	0
DA_R01_CDI_P_02_POST	0	0	0	1	2	0	0	0	0	0	0	0	31	716	1	24	2	9	0	322	0	0	0	0	702	2	3	2	17	0	2	21	52	0	6	57	0	403	1	227	0	5	3	0	0	14	3	3	0	73	73	5	2	0	0	0	2	256	451	1	43	115	127	0	2	0	1	0	1	24	162	202	46	127	0	9	62	315	5	931	4	954	0	0	0	2	37	20	2	2	6	8	1	1	0	1	0	0	304	0	0	0	0	29	0	0	0	2	0	108	1	14	2	5	6	1	1	68	0	0	0	27	151	311	12	0	0	0	1870	0	13	209	2	28	0	11	2	0	0	3	0	2	0	3	21	34	11	8	8	0	0	0	0	0	0	27	0	0
DA_R01_CDI_P_03_POST	0	0	0	1	1	0	1	0	0	0	0	0	27	2396	0	0	0	9	0	210	0	0	0	0	1974	0	0	0	0	1	1	0	23	0	1	12	0	11	12	146	0	15	0	0	1	21	2	1	3	56	62	12	0	0	0	1	2	145	228	6	53	9	83	0	10	0	0	0	6	88	148	99	57	3	0	14	152	734	0	96	46	255	0	0	0	0	55	19	0	2	5	75	17	1	0	0	0	0	223	0	0	0	0	33	0	0	0	11	0	1114	0	5	0	0	0	0	0	5	0	0	0	314	30	161	4	0	0	0	420	0	41	0	0	163	0	8	0	0	0	0	0	2	0	2	13	7	5	0	10	0	0	2	0	0	0	19	0	0
DA_R01_CDI_P_05_POST	0	0	0	3	4	0	1	0	0	0	0	0	9	1838	0	0	0	10	0	1302	0	0	0	0	450	0	0	0	0	0	0	0	5	0	9	205	0	13	90	708	1	18	0	0	3	31	26	1	2	29	204	19	1	0	0	14	3	573	152	1	65	96	233	0	49	0	0	0	2	121	24	547	41	7	0	0	33	69	1	19	9	239	0	0	0	4	71	54	0	4	8	53	0	4	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	925	0	0	0	0	0	0	0	2	0	0	0	0	0	206	24	0	0	0	1	599	63	326	0	109	0	85	0	0	0	1	0	7	0	2	16	17	13	70	0	0	0	1	0	0	0	0	0	0
DA_R01_CDI_P_06_POST	0	0	0	1	1	0	8	0	0	0	0	0	17	1788	0	0	0	16	0	648	0	0	0	1	1983	0	0	0	0	0	0	0	0	0	1	0	0	28	179	237	2	27	0	1	2	38	13	6	0	53	11	20	0	0	0	5	2	265	342	6	34	33	137	158	11	0	0	0	9	1	112	141	19	0	0	0	37	325	0	509	43	343	0	0	0	1	25	40	36	6	10	28	0	0	0	0	0	0	208	3	0	4	0	2	0	0	0	5	0	169	0	30	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	1292	89	218	0	44	1	22	0	1	0	9	0	1	0	0	16	21	7	18	0	0	0	0	0	0	0	3	0	0
DA_R02_CDI_C_03_POST	0	2	4	0	0	0	0	0	0	3	0	0	20	1120	0	0	0	31	0	658	0	0	0	0	1479	0	0	0	0	0	0	0	0	0	0	186	0	211	167	1041	0	6	0	0	0	168	1	3	1	6	249	6	0	0	0	0	4	233	1	14	149	238	173	0	1	0	0	0	38	121	0	168	182	929	0	0	155	152	0	11	254	572	0	0	0	2	2	24	0	5	3	0	5	1	0	0	0	0	78	0	0	0	0	11	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	20	312	15	1	0	0	14	0	595	6	0	114	0	21	0	0	0	0	0	2	0	0	1	3	0	1	0	0	0	2	0	0	0	0	0	0
DA_R02_CDI_C_04_POST	0	3	30	1	1	4	0	0	0	5	0	0	59	19	0	0	0	10	0	232	0	1	0	0	3672	0	0	0	24	0	0	0	7	0	0	635	0	91	0	942	0	0	0	0	0	22	0	0	0	12	234	0	0	0	0	0	0	157	0	12	408	441	183	0	0	0	0	0	0	50	124	309	2	339	0	0	5	42	0	0	14	424	2	1	0	4	69	24	0	16	1	0	0	12	0	0	0	0	81	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	349	1	0	6	0	18	706	3	0	18	0	10	0	0	0	5	0	16	0	4	41	37	0	31	1	9	0	0	0	6	0	0	0	0
DA_R02_CDI_C_05_POST	0	0	0	0	0	0	0	0	0	2	0	0	2	761	0	0	0	7	0	233	0	0	0	0	27	0	0	0	110	1	3	0	0	0	0	119	0	47	0	307	0	0	0	0	0	11	0	1	0	7	95	0	0	0	0	1	2	358	0	1	135	146	89	0	1	0	0	0	4	4	7	269	30	2715	0	0	15	13	0	46	16	198	1	0	0	0	17	13	0	4	1	0	0	0	0	0	0	0	36	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	29	11	1	0	0	37	3685	58	125	0	141	0	23	0	0	0	0	0	1	0	1	7	16	0	1	0	0	0	1	0	0	0	0	0	0
DA_R02_CDI_C_06_POST	0	0	1	0	0	0	0	0	0	1	0	0	6	369	0	0	0	21	0	153	0	0	0	0	84	0	0	0	446	0	0	0	3	0	0	47	0	25	0	58	0	0	0	0	0	3	0	0	0	21	31	0	0	0	0	1	1	126	1	0	55	69	59	0	2	0	0	0	1	12	10	178	30	2522	2497	0	11	47	0	33	74	229	0	0	0	0	33	8	0	2	0	0	0	0	0	0	0	0	78	0	0	0	0	3	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	119	19	0	0	0	22	2269	40	105	0	50	0	12	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
DA_R02_CDI_C_07_POST	0	0	1	0	0	0	0	0	0	0	0	0	7	255	0	0	0	68	0	202	0	0	0	0	309	0	0	0	1078	0	0	0	0	0	0	42	0	28	0	127	0	1	0	0	0	4	0	0	0	13	66	0	0	0	0	0	1	65	1	1	45	30	51	0	3	0	0	0	0	7	150	176	17	3295	2621	0	12	75	0	67	48	212	0	0	0	0	46	8	0	2	1	0	10	0	0	0	0	0	144	0	0	0	0	7	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	42	86	0	0	0	0	380	1	110	0	53	0	7	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
DA_R03_CDI_C_04_POST	0	1	0	1	2	0	5	0	0	0	0	0	41	2157	0	0	0	1	0	2447	0	2	1	105	43	14	24	42	70	16	45	0	202	0	54	37	0	48	5	908	0	5	4	0	0	4	0	0	0	3	10	1	387	0	1	0	7	369	7	0	237	202	40	0	3	0	0	0	4	98	5	76	124	56	0	0	56	55	0	3	62	889	0	0	0	0	6	7	0	3	0	17	1	2	0	0	0	0	14	11	7	0	0	1	0	0	0	0	0	38	2	3	0	24	0	0	0	0	0	0	0	8	2	7	43	4	0	0	0	31	135	512	0	17	14	4	0	1	6	0	0	1	0	1	12	44	0	5	0	0	0	1	2	0	0	36	0	0
DA_R03_CDI_C_05_POST	0	0	0	0	0	0	2	0	0	0	0	0	12	898	0	0	0	2	0	14	0	1	0	4333	86	208	330	812	1277	6	232	0	2	0	11	0	0	5	0	6	0	132	0	0	1	0	1	0	0	1	0	9	28	0	0	0	0	0	144	0	0	8	6	0	0	0	0	0	0	79	1	13	2	0	0	0	2	13	0	0	0	1	6	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	12	4	3	0	0	0	0	0	0	0	10	0	1	1	0	872	0	0	0	0	0	0	0	32	11	1	24	0	0	0	0	0	0	5	0	0	2	0	0	0	2	0	0	0	0	1	7	34	0	0	0	0	0	0	16	5	2	264	0	0
DA_R03_CDI_C_06_POST	0	2	0	0	1	0	5	0	0	0	0	0	24	3373	0	0	0	6	0	1540	0	0	0	220	23	26	32	52	334	0	89	0	0	0	28	0	0	198	4	403	0	19	7	0	0	7	2	17	0	13	0	6	437	0	1	0	4	157	4	6	251	155	54	4	1	0	0	0	2	41	29	698	178	64	0	0	115	63	0	99	49	454	0	0	0	0	20	21	0	3	3	0	2	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	4	19	0	21	0	0	0	0	0	0	0	56	8	11	53	3	0	0	0	0	35	292	0	49	13	0	0	0	2	0	0	1	0	1	4	22	0	5	0	0	0	7	0	0	0	5	0	0
DA_R03_CDI_C_07_POST	0	0	0	0	1	0	3	0	0	0	0	0	41	488	0	0	0	1	0	3706	0	0	1	64	46	44	7	13	61	0	28	0	4	0	16	0	0	44	3	1084	0	3	1	0	0	8	0	0	0	5	0	0	480	0	1	0	4	263	5	0	254	178	101	1	0	0	0	0	0	7	25	701	101	570	0	0	42	20	0	37	5	586	0	1	0	0	24	34	0	3	0	0	0	0	0	0	0	0	18	3	2	0	0	2	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	67	81	7	12	4	0	0	0	0	76	479	0	29	6	0	0	3	4	0	0	1	1	4	10	56	0	1	0	0	0	10	0	0	0	1	0	0
DA_R03_CDI_C_08_POST	0	0	0	1	1	0	11	0	0	0	0	0	4	2310	0	0	0	0	0	3164	0	0	0	170	313	124	9	279	121	2	69	0	370	0	20	116	0	14	32	233	0	38	0	0	5	28	0	20	0	10	0	4	710	0	4	54	1	100	8	0	0	149	119	0	18	0	0	0	2	36	0	447	51	21	0	0	67	36	0	59	11	2	0	0	0	0	1	60	0	1	5	1	0	0	0	0	0	0	31	1	0	0	0	0	0	0	1	0	0	0	0	3	0	11	0	0	0	0	0	0	0	30	0	0	10	0	0	0	0	0	21	268	0	139	28	6	0	1	1	0	0	0	0	1	4	5	0	0	0	0	0	4	0	0	0	0	0	0
DA_R04_UC_P_03_POST	0	0	0	0	0	0	0	0	0	0	0	0	27	775	0	0	0	79	0	1320	0	0	0	0	577	0	0	0	2	0	0	0	674	0	0	51	0	24	10	489	0	3	1	0	0	21	0	3	0	27	22	2	0	0	0	13	3	235	194	8	73	165	64	3	2	0	0	0	0	23	3	72	38	33	2	7	172	441	0	276	19	716	0	0	0	0	32	9	0	5	0	7	5	0	0	0	0	0	450	0	0	0	0	15	0	0	0	2	0	17	0	15	0	0	0	14	0	0	0	1	0	455	16	112	128	1	0	0	142	1531	67	215	0	71	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0
DA_R04_UC_P_04_POST	0	0	0	0	0	0	0	0	0	0	0	0	38	259	0	0	0	62	0	1157	0	0	0	0	2858	0	0	0	0	0	0	0	784	0	0	122	0	23	0	562	0	0	0	0	0	4	0	0	0	10	44	0	0	0	0	0	1	220	50	3	74	299	110	0	0	0	0	0	0	4	1	148	0	465	0	17	9	356	0	27	0	1266	0	0	0	0	78	16	0	0	0	0	0	1	0	0	0	0	113	0	0	0	0	3	0	0	0	0	0	36	0	0	0	0	0	11	0	0	0	0	0	239	0	3	76	2	0	0	11	322	18	37	0	10	0	1	0	0	0	0	0	0	0	0	10	23	0	3	6	0	0	0	2	1	0	1	0	0
DA_R04_UC_P_05_POST	0	0	0	0	1	0	0	0	0	0	0	0	19	3	0	0	0	109	0	474	0	0	0	0	2495	0	0	0	0	0	0	0	76	0	0	21	0	8	0	142	0	1	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	68	47	0	30	81	15	0	0	0	0	0	0	6	15	13	6	570	0	49	31	345	0	15	9	421	0	0	0	0	20	2	0	0	0	5	0	1	0	0	0	0	1587	0	0	0	0	8	0	0	0	3	0	1	0	39	0	0	0	342	0	0	0	17	0	402	3	172	1143	1	0	0	41	885	15	152	0	2	0	1	0	0	0	0	0	0	0	0	5	10	0	3	2	17	3	0	6	5	1	28	1	0
DA_R04_UC_P_06_POST	0	1	5	2	7	1	1	0	1	4	2	0	33	4	6	45	7	6	1	736	0	1	0	0	2520	151	39	13	37	2	15	10	506	2	0	179	0	32	0	248	0	3	3	0	0	8	0	1	0	13	4	0	31	0	0	0	0	538	86	1	114	588	127	0	3	0	0	0	1	952	8	327	10	229	11	14	15	138	1	2	13	832	0	0	0	0	10	18	0	2	0	15	0	35	0	0	0	0	4	22	0	0	0	1	0	0	4	0	0	0	0	4	0	4	13	25	5	11	0	4	0	18	2	2	50	1	0	1	1	85	244	48	36	19	1	0	5	0	11	0	0	15	7	3	65	99	1	291	31	1	0	0	17	5	1	64	1	0
DA_R04_UC_P_07_POST	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	16	0	1323	0	0	0	0	2103	0	0	0	0	0	0	0	208	0	0	37	0	15	3	106	0	2	1	0	0	17	0	0	0	18	6	0	0	0	0	0	1	232	292	2	80	129	49	14	2	0	0	0	0	34	0	201	68	3077	0	191	123	89	0	15	31	384	0	0	0	0	0	6	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	34	0	0	0	2	0	608	61	132	29	1	0	0	22	0	92	75	0	14	0	1	0	0	0	0	0	0	0	0	2	4	0	1	0	0	1	0	0	0	0	0	0	0
DA_R04_UC_P_09_POST	0	0	0	0	0	0	0	0	0	0	0	0	35	3	431	0	0	11	0	1387	0	0	0	0	2437	0	0	0	0	0	0	0	91	0	0	45	0	76	7	143	1	12	8	0	0	22	1	1	0	49	36	1	0	0	0	0	2	341	78	8	115	275	113	8	1	0	0	0	0	1	0	118	135	1352	0	393	87	136	0	26	32	368	0	0	0	0	0	15	0	12	1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	271	0	0	0	17	0	2	40	173	67	1	0	0	126	460	141	123	0	35	0	8	0	0	0	0	0	0	0	0	2	5	0	0	0	0	3	0	0	0	0	0	0	0
DA_R05_UC_C_02_POST	6	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	10	0	748	0	0	0	0	1945	0	0	0	0	0	0	0	349	0	0	994	0	1197	1	992	0	0	0	0	0	39	0	0	0	1	307	0	0	0	0	0	0	367	0	0	413	255	35	0	0	0	0	0	0	0	0	301	144	80	0	0	41	614	0	0	7	731	0	0	0	0	5	12	6	4	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	7	35	0	6	0	0	84	0	59	35	0	0	0	4	0	0	0	0	0	0	0	0	17	41	0	9	0	0	0	0	4	5	2	5	2	0
DA_R05_UC_C_03_POST	0	0	0	1	0	0	0	1	0	0	0	0	20	0	0	0	0	6	0	825	0	0	0	0	427	0	0	0	0	2425	0	0	11	0	0	399	0	16	12	565	0	0	0	0	0	21	0	0	0	9	146	0	0	0	0	0	2	643	0	7	109	928	31	0	0	0	0	0	0	0	0	234	42	192	0	0	150	467	0	2	48	317	0	0	0	0	0	6	11	6	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	2	384	304	1	0	0	132	0	332	48	0	2	0	1	0	0	0	0	0	0	0	0	12	23	0	415	0	0	0	0	30	107	23	13	7	0
DA_R05_UC_C_04_POST	0	6	0	1	1	0	0	1	0	0	0	0	34	0	0	0	0	17	0	898	0	0	0	0	199	0	0	0	0	2009	0	0	5	0	0	358	0	539	1	219	0	0	0	0	0	45	0	0	0	5	220	0	0	0	0	0	3	564	0	2	121	509	58	0	0	0	0	0	6	0	0	642	77	134	0	0	197	1466	0	3	74	750	0	0	0	0	2	17	1	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	140	153	1	0	1	106	0	121	137	0	2	0	2	0	0	0	1	0	1	0	0	37	41	3	12	0	0	0	0	16	15	2	8	1	0
DA_R05_UC_C_05_POST	0	0	0	1	0	0	0	0	0	1	0	0	91	0	0	0	0	10	0	492	0	0	0	0	150	0	0	0	0	2068	0	0	585	0	0	407	0	147	1	118	0	0	0	0	0	13	0	0	0	12	157	0	833	0	5	0	3	316	0	1	99	969	34	0	0	0	0	0	0	0	0	42	86	362	0	0	297	1604	0	18	36	439	0	0	0	0	3	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	58	146	0	0	0	106	0	6	178	0	3	0	2	0	1	0	0	0	0	0	1	9	11	0	2	0	0	0	0	0	0	0	0	0	0
DB_R01_CDI_C_03_POST	0	0	0	0	0	0	0	0	0	0	0	5	42	0	45	348	80	0	6	383	7	0	0	0	100	91	1457	473	734	0	122	290	0	0	0	0	0	35	0	46	0	8	0	0	0	9	4	7	1	9	4	0	214	0	1	0	2	94	0	0	41	216	0	0	8	0	0	0	0	5	73	130	10	385	0	62	39	395	1	87	2	199	0	0	0	0	47	8	0	16	1	15	0	0	0	0	0	0	156	0	0	0	0	1	0	0	1	9	0	0	24	135	9	109	707	35	83	0	0	91	1	100	97	0	56	0	0	0	1113	559	1	4	180	71	0	0	64	0	0	0	0	0	0	0	2	15	0	9	0	3	3	0	0	0	0	0	0	0
