	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSM9VZI6	0	5	12	136	138	1	0	11	47	177	0	3	43	0	4	464	94	2532	19	21	0	0	0	698	49	0	0	1	41	0	54	5	2	6	184	2	0	0	0	0	1	0	13	0	0	19	0	0	21	125	0	2133	128	0	1	3	25	0	4	0	1	59	49	0	382	75	16	528	0	7	0	10	70	1	0	2	3	361	5	129	0	0	1019	0	0	0	0
MSM9VZJZ	0	10	154	392	29	0	0	0	0	268	213	1	429	457	2	0	946	0	0	98	41	0	165	49	9	0	0	2	3	0	44	3	0	0	5	0	10	0	14	0	40	81	0	0	0	0	15	3	428	7	14	548	0	2	14	0	0	0	201	0	0	14	34	137	0	364	174	0	0	0	0	3	0	17	0	0	35	0	13	44	0	0	1204	0	0	1	2
MSM9VZKC	0	19	0	1078	168	3	0	925	295	1	0	0	0	117	0	42	473	718	0	166	2	0	3	0	0	0	0	0	3	0	0	0	0	0	28	0	9	0	61	0	13	1	0	8	0	46	14	0	1046	0	23	2454	4	0	1	0	18	0	17	0	5	11	0	60	120	0	494	0	1	0	0	3	21	6	33	48	0	0	2	227	0	0	858	0	0	0	0
MSM9VZKE	0	12	0	1082	106	1	0	436	549	0	0	0	0	426	0	169	691	1893	0	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	8	0	0	0	7	28	12	5	397	0	26	1280	9	0	1	0	0	0	9	0	3	9	0	94	91	1	863	0	1	0	0	2	594	52	0	9	0	1	4	61	0	0	589	0	0	0	0
MSM9VZKI	86	19	0	901	205	2	2	232	596	1	0	1	0	199	0	251	858	1688	0	182	1	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	4	1	45	0	15	1	0	0	0	73	9	3	684	0	480	1439	6	0	6	0	0	0	3	0	6	7	0	57	77	1	610	0	0	0	0	0	42	127	0	10	0	1	3	62	0	0	570	0	0	0	0
MSM9VZL5	0	26	134	432	15	1	0	160	0	254	0	0	0	258	1245	111	1859	388	60	128	5	0	11	34	5	0	0	0	0	0	0	0	0	0	9	0	1	4	0	38	19	19	0	0	0	0	2	1	777	0	7	1426	2	3	0	0	0	0	16	0	1	2	4	96	26	0	517	0	0	0	0	6	1395	76	0	18	0	1	6	25	0	0	94	0	0	0	0
MSM9VZL7	0	34	70	341	58	0	2	51	639	553	0	0	374	0	130	0	779	158	90	207	2	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	3	41	0	0	104	2242	0	2270	0	15	0	0	12	0	0	0	0	2	0	96	9	0	103	0	0	0	0	67	638	35	0	0	4	0	1	21	2	1	259	2	2	6	11
MSM9VZL9	0	26	28	355	39	4	0	32	217	600	0	0	327	0	245	0	772	195	74	224	15	0	5	2	0	0	0	0	0	5	0	0	0	0	1	0	7	5	3	0	1	48	0	3	0	72	19	1	350	548	0	3179	0	7	0	0	16	0	0	0	7	1	12	61	4	0	101	0	3	0	0	50	878	60	0	0	8	0	6	40	0	0	109	1	0	4	5
MSM9VZLB	0	28	31	383	42	4	2	134	473	364	0	1	456	0	339	0	798	227	32	256	2	0	1	17	3	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	23	0	1	1	98	2	0	681	703	0	2909	0	2	0	0	8	0	0	0	8	2	0	96	11	0	167	0	0	30	0	18	480	86	0	0	31	0	4	30	0	0	213	0	0	0	2
MSM9VZLD	0	34	116	374	52	0	6	30	525	668	0	0	425	0	128	0	984	155	52	240	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	151	0	0	260	1166	0	1669	0	29	0	0	10	0	0	0	0	0	7	96	7	0	99	0	5	8	0	193	1520	41	0	0	2	0	3	31	0	0	382	4	3	7	24
MSM9VZLF	0	19	46	307	22	21	4	38	257	260	0	0	395	0	77	0	1004	65	26	187	2	0	2	31	4	0	1	0	0	2	0	0	0	0	0	0	0	3	1	0	1	16	0	0	0	322	17	0	1850	538	0	2635	0	16	0	0	17	0	0	0	23	1	12	82	10	0	158	0	0	0	0	153	606	17	0	0	40	0	7	38	0	0	224	0	0	5	8
MSM9VZLH	0	28	102	285	35	3	8	11	539	516	0	0	300	0	83	1	1112	154	166	174	1	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	8	0	1	0	175	2	0	426	912	0	2036	0	19	0	1	9	0	0	0	5	1	0	91	7	0	162	0	2	0	0	298	938	55	0	0	23	0	6	40	0	0	646	0	3	3	4
MSM9VZLJ	55	8	25	415	62	13	19	193	0	0	0	0	598	6	59	27	63	399	1	322	33	0	0	7	0	2	4	0	2	0	2	0	0	0	0	0	13	28	63	0	33	43	0	0	9	52	47	11	553	0	146	2305	0	0	15	0	0	0	316	0	6	2	0	88	151	69	131	0	4	5	190	112	17	347	0	0	0	0	24	420	0	0	2099	0	0	0	0
MSM9VZMA	0	319	0	470	42	0	0	0	1725	2	0	811	0	0	0	736	177	1854	259	0	0	0	0	124	6	43	0	1	4	0	4	0	6	1	15	0	0	0	0	836	0	0	13	17	10	0	0	0	0	0	0	1483	23	0	2	2	0	1	8	0	0	10	0	115	0	53	0	446	52	0	0	0	2	0	27	0	0	14	9	14	0	0	215	0	0	0	0
MSM9VZMA_TR	0	451	0	652	67	0	0	0	1870	1	0	744	0	0	0	925	244	1718	302	0	0	0	0	104	4	37	0	0	2	0	9	0	1	0	11	0	0	0	0	560	0	0	9	24	9	0	0	0	0	0	0	1253	20	0	0	0	0	0	7	0	0	12	0	98	0	87	0	426	39	0	0	0	0	0	15	0	0	11	3	9	0	0	220	0	0	0	0
MSM9VZMC	0	294	0	708	115	0	0	0	877	2	0	496	0	0	0	1273	185	2453	430	0	0	0	0	32	0	25	1	0	1	0	6	0	15	0	0	0	2	0	0	344	1	0	2	2	1	0	0	0	0	0	0	1358	15	466	0	0	0	5	3	0	0	5	0	0	26	52	0	524	42	15	0	0	0	0	10	0	0	30	19	16	0	0	103	0	0	22	5
MSM9VZME	0	743	0	696	102	0	0	0	1936	1	0	215	0	0	0	1180	283	1530	503	0	0	0	0	201	8	47	0	2	7	0	12	1	24	1	11	0	1	0	0	540	1	0	3	1	7	0	0	0	0	0	0	531	60	0	1	0	0	0	2	1	0	21	0	58	59	68	0	436	48	0	0	0	0	0	4	1	0	21	9	48	0	0	544	0	0	0	0
MSM9VZMI	0	411	0	772	176	0	0	0	2399	2	0	1522	0	0	0	777	112	2628	291	0	0	0	0	22	1	17	0	0	0	0	2	0	15	2	0	0	1	0	0	180	1	0	3	120	0	0	0	0	0	0	0	59	7	0	0	0	0	0	0	6	0	2	0	53	18	43	0	249	18	0	0	0	0	0	2	0	0	1	1	0	0	0	53	0	0	0	1
MSM9VZMM	0	75	124	363	114	0	0	77	1053	546	0	0	899	0	1103	0	2300	671	55	347	0	0	5	13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	37	0	0	13	107	0	842	1	19	0	0	0	0	0	0	0	1	3	144	9	0	72	0	0	0	0	10	87	15	0	0	7	0	1	16	0	0	131	0	1	4	5
MSM9VZMO	0	128	454	976	198	0	0	52	857	792	0	0	745	0	180	0	1087	217	71	758	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	28	0	0	146	424	0	840	0	100	0	0	0	0	0	0	0	1	0	201	9	0	84	0	0	9	0	213	91	2	0	0	3	0	2	14	7	2	323	8	9	5	31
MSM9VZMS	0	110	281	971	160	0	6	61	715	841	0	0	928	0	273	1	1073	252	36	511	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	3	0	244	599	0	918	0	19	0	0	0	0	0	0	1	2	1	188	17	0	173	0	1	0	0	243	198	4	0	0	22	0	18	10	0	0	188	3	4	12	8
MSM9VZMU	0	91	234	873	143	0	1	49	1008	651	0	0	657	0	382	0	1258	238	51	622	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	23	1	0	176	561	0	1130	0	37	0	0	6	0	0	0	0	2	3	168	12	0	171	0	2	0	0	128	204	7	0	0	26	0	1	9	3	0	216	0	2	5	3
MSM9VZMW	0	264	561	1341	516	0	0	34	774	371	0	0	722	0	126	0	947	139	47	693	13	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	1	33	1	0	175	587	0	538	0	24	0	0	3	0	0	0	0	0	7	198	8	0	47	0	1	37	0	177	84	2	0	0	5	0	2	13	3	1	114	3	3	9	27
MSM9VZNH	0	0	0	19	2	8	3	81	0	0	0	0	0	25	30	10	226	318	49	5	347	46	137	12	0	0	22	17	0	32	0	0	0	0	8	0	92	82	39	0	15	72	0	35	16	97	55	6	66	0	16	1849	0	1313	16	0	72	0	0	20	32	1	23	0	0	0	89	0	20	4	0	16	94	190	0	0	3	0	37	50	7	106	2538	19	35	154	895
MSM9VZNH_TR	0	0	0	23	1	5	4	66	0	0	0	0	0	20	34	14	284	314	28	8	185	29	123	6	0	0	6	15	0	32	0	0	0	0	13	0	35	71	37	0	15	52	0	43	0	127	51	4	58	0	24	1998	0	1204	13	0	57	0	0	10	27	0	34	0	0	0	95	0	16	42	0	28	95	174	0	0	0	0	32	47	2	92	2935	19	30	114	776
MSM9VZNL	4	2	7	92	16	4	0	224	18	0	0	2	0	26	106	28	1003	247	19	51	446	65	77	20	0	0	0	19	0	10	3	0	0	0	29	0	97	84	56	0	16	133	0	3	2	56	131	17	193	2	113	2487	0	17	21	1	22	0	1	10	15	1	0	0	1	6	354	0	12	0	0	37	19	135	0	0	61	0	53	137	0	7	2537	0	1	27	15
MSM9VZOG	849	0	1	311	80	0	2	0	0	1079	1	0	1	1	0	2097	4	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1	0	0	141	0	4	0	8	9	26	15	0	0	1	67	0	0	60	122	49	725	22	35	1	0	0	2	0	0	1	1	6	0	20	0	1	3	0	8	0	44	3521	14	0	1	0	17	0	27	15	4	146	11	24	25	382
MSM9VZOI	2092	0	0	1365	71	0	0	0	0	2167	0	0	0	0	0	2431	0	0	0	0	0	0	0	13	0	0	0	0	0	3	4	3	0	0	72	0	0	1	17	156	18	37	0	11	0	15	0	7	47	0	84	333	39	8	0	0	0	14	0	0	2	1	12	0	8	0	0	10	0	0	0	13	428	158	0	0	0	49	1	28	5	18	39	46	9	164	0
MSM9VZOK	263	0	0	343	57	7	9	0	0	3639	0	0	0	0	0	655	1	1	0	0	0	15	0	28	0	0	0	0	0	2	0	0	0	0	2	0	0	8	26	438	14	5	0	0	0	558	5	1	199	0	45	1848	6	0	0	0	0	3	0	0	13	0	0	0	7	0	0	0	0	3	0	668	777	92	0	0	0	13	4	55	6	0	91	7	0	76	0
MSM9VZOM	550	0	0	1931	312	0	3	0	0	2739	0	0	0	0	0	2245	0	1	0	0	0	3	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	115	5	8	0	0	2	135	0	0	563	0	17	684	0	5	0	0	0	0	0	0	2	0	0	0	15	0	0	15	0	0	0	6	239	158	0	0	23	0	2	18	0	0	175	0	0	7	0
MSM9VZOO	0	0	0	1264	13	15	0	0	0	1685	0	0	0	0	0	3334	0	1	488	0	0	16	0	39	2	0	0	0	0	1	0	0	0	0	24	0	0	1	15	502	3	9	18	14	9	90	0	1	303	0	34	1052	4	210	0	0	5	5	0	0	14	0	7	0	3	0	0	4	0	0	0	49	39	545	0	2	0	20	3	0	6	0	34	28	9	74	9
MSM9VZOQ	0	0	0	600	79	0	0	0	0	1739	0	0	0	0	0	1998	0	1	217	0	0	0	0	58	3	0	0	0	0	0	0	0	0	0	180	0	1	0	0	985	2	6	0	0	0	319	4	0	149	0	78	1445	6	54	0	0	0	0	0	0	0	0	0	0	21	0	0	3	0	0	0	133	1653	44	0	1	0	8	4	23	4	0	117	9	5	45	4
MSM9VZPT	34	9	85	740	299	7	17	389	63	51	249	52	0	443	0	13	45	148	1	898	0	0	436	23	2	12	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	23	37	13	27	0	0	455	371	0	291	3	0	0	0	29	4	6	2	9	22	0	0	131	380	0	0	4	0	0	19	0	0	0	7	1431	39	4	526	0	0	1765	0	0	0	0
MSMA26BB	0	34	130	462	36	0	4	38	763	371	0	0	444	0	168	0	1067	136	118	239	5	0	1	14	1	0	82	0	0	2	0	0	0	0	1	0	1	1	1	0	1	2	0	0	1	107	9	0	211	1943	0	1543	0	56	0	0	5	0	0	0	1	2	7	128	10	0	130	0	1	0	0	285	606	30	0	0	11	0	4	14	3	7	223	3	3	8	21
MSMA26BD	0	63	147	615	97	0	8	26	520	452	0	0	613	0	193	0	730	197	73	333	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	141	799	0	2253	0	11	0	0	34	0	0	0	0	1	6	141	12	0	100	0	0	3	0	462	858	21	0	0	54	0	0	32	0	0	398	0	0	0	2
MSMA26BF	0	41	142	335	55	0	18	38	903	708	0	0	524	0	7	0	811	188	213	420	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	33	0	0	630	584	1	2673	0	12	0	0	5	0	0	0	1	1	0	82	9	0	129	0	0	3	0	267	293	30	0	0	26	0	2	20	0	0	323	0	1	3	4
MSMA26BH	0	48	255	531	73	0	6	42	985	515	0	0	886	0	36	0	788	209	340	487	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	72	0	0	91	1615	0	1644	0	3	0	0	0	0	0	0	0	1	0	130	24	0	144	0	0	0	0	72	85	13	15	0	10	0	0	5	0	0	343	0	0	0	1
MSMA26BJ	0	17	59	306	30	0	0	25	362	438	0	0	394	0	39	0	741	160	124	215	9	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	1	6	0	1	3	286	0	0	511	1510	2	2306	0	21	0	0	16	0	0	0	0	1	5	60	7	0	104	0	0	0	0	133	992	76	0	0	185	0	3	14	0	1	214	2	1	2	12
MSMA26BL	0	30	22	497	42	1	0	511	140	971	0	0	541	0	32	0	1036	305	296	146	5	0	34	20	2	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	1	4	1	12	0	113	0	0	567	1	1	2192	0	100	0	0	0	0	0	0	2	0	11	173	0	0	162	0	0	0	0	1	9	69	0	0	0	0	1	66	4	2	81	12	8	0	92
MSMA26BN	499	11	0	595	113	1	0	63	595	0	0	0	0	162	0	20	386	613	0	150	13	0	8	0	0	0	1	0	2	1	0	0	0	0	7	1	16	0	70	0	26	2	0	0	0	42	3	2	1220	1	15	3435	5	0	1	0	46	0	3	0	3	9	10	31	41	0	413	0	3	6	0	2	87	13	44	27	0	0	3	52	0	0	730	0	0	0	0
MSMA26BR	448	18	0	902	202	2	0	195	330	1	0	0	0	324	0	156	565	1185	1	305	14	0	3	0	0	0	0	0	0	0	0	0	0	0	13	1	0	2	65	0	15	0	0	0	0	134	4	3	1248	0	47	1965	13	0	4	3	69	0	5	0	9	12	0	70	138	0	368	0	0	0	0	1	94	19	40	34	0	1	3	62	0	0	668	0	0	0	0
MSMA26BT	3	8	0	842	90	0	0	292	524	0	0	0	0	695	0	298	577	2067	0	161	1	0	13	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	63	0	18	0	0	0	3	16	0	4	446	28	108	1554	3	0	13	0	1	0	1	0	0	7	9	50	137	0	1121	0	0	3	0	0	74	21	6	52	0	0	1	15	0	0	372	0	0	3	4
MSMA26BV	297	11	0	608	101	0	3	85	495	0	0	0	0	50	0	42	308	712	0	130	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	4	1	52	0	20	0	0	0	1	111	4	4	2200	0	21	3000	1	0	12	0	41	0	3	0	3	12	0	45	71	0	195	25	0	0	0	0	58	11	107	22	0	1	6	107	0	0	784	0	0	0	0
MSMA26BX	610	12	0	1125	117	3	7	166	533	1	0	0	0	122	0	55	978	1639	0	151	0	0	3	0	0	0	0	0	0	5	0	0	0	0	8	0	8	0	38	0	6	0	24	0	0	15	20	1	625	0	12	1070	22	0	0	0	41	0	4	0	3	25	8	55	192	1	870	0	2	0	0	5	264	4	0	18	0	0	3	51	0	0	703	0	0	0	0
MSMA26DG	0	44	214	707	46	0	2	89	0	88	0	0	0	23	937	67	1138	605	9	320	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	39	3	0	6	0	0	0	0	1	121	0	0	4988	0	0	0	0	0	0	15	0	0	1	0	66	12	0	85	0	0	0	0	15	0	1	0	1	0	0	0	5	0	0	61	0	0	0	0
MSMA26DI	0	15	58	255	16	1	1	100	0	249	0	0	0	36	1007	89	1292	263	11	169	22	0	10	14	1	0	0	0	0	0	0	0	0	0	1	0	5	21	13	56	20	32	0	0	2	0	6	20	1799	1	30	3305	0	28	0	0	0	0	30	0	2	2	16	57	29	0	140	0	0	0	0	189	0	27	0	4	0	0	21	85	0	1	99	0	0	0	4
MSMA26DK	0	46	373	548	33	0	1	217	0	329	0	0	0	159	1425	158	2041	332	49	558	3	0	10	25	3	0	0	0	0	0	0	0	0	0	8	0	0	3	5	126	10	4	0	0	0	0	0	2	359	4	16	1915	0	1	0	0	4	0	13	0	0	5	2	134	0	0	583	0	0	0	0	1	0	17	2	8	0	0	2	10	0	0	142	0	0	0	0
MSMA26DM	0	21	129	388	17	0	0	241	0	182	0	0	0	90	2037	88	1436	596	19	163	3	0	15	37	3	0	0	0	0	1	0	0	0	0	10	0	0	2	2	242	12	32	0	5	3	0	1	1	952	4	9	1327	1	1	0	0	2	0	14	0	0	2	9	136	24	0	580	0	0	1	0	0	739	1	0	43	0	0	2	15	0	0	100	0	0	2	2
MSMA26DO	0	12	33	109	5	1	0	139	0	576	0	0	0	138	832	72	1204	780	32	105	4	0	3	16	1	0	0	0	0	0	0	0	0	0	0	0	2	8	3	207	7	20	0	0	0	0	4	15	2481	0	57	2268	0	0	0	0	0	0	29	0	1	1	6	34	11	0	193	0	0	0	0	3	0	46	0	2	0	0	6	41	0	0	85	0	0	0	0
MSMAPC5H	0	60	170	789	72	0	0	254	0	1389	0	0	0	338	670	420	2464	554	132	279	3	0	0	59	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	109	0	7	0	0	0	0	0	0	207	0	0	847	0	0	0	0	1	0	15	0	0	5	3	141	24	70	487	0	0	0	0	37	0	0	0	12	0	0	2	10	0	0	110	0	0	0	0
MSMAPC5L	0	51	122	443	48	1	2	398	0	1799	0	0	0	105	1085	234	1825	534	42	138	0	0	1	90	9	0	0	0	0	1	0	0	0	0	3	0	0	2	1	218	4	7	0	0	0	0	7	2	102	0	0	1303	1	5	0	0	0	0	16	0	1	8	24	149	97	150	230	0	0	0	0	87	94	3	0	15	0	0	2	25	0	0	161	0	0	1	1
MSMAPC6K	0	35	98	288	46	3	3	116	503	449	0	0	401	0	54	1	766	196	184	229	6	0	5	13	1	0	0	0	0	4	0	0	0	0	0	0	0	4	9	0	1	46	0	6	0	197	8	0	232	1243	0	2761	0	3	0	0	19	0	0	0	3	1	6	83	24	0	173	0	0	5	0	94	586	49	0	0	41	0	5	71	4	0	243	0	0	2	4
MSMAPC6M	0	21	52	378	34	0	4	62	377	270	0	0	325	0	39	0	578	187	84	166	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	114	0	1	0	147	0	0	590	1609	0	1899	0	5	0	0	23	0	0	0	0	1	14	80	9	0	80	0	2	9	0	129	1503	132	0	0	170	0	4	60	0	0	188	0	0	0	3
MSMAPC6O	0	38	85	349	44	2	4	73	742	403	0	0	329	0	31	0	687	108	242	285	3	0	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	124	0	0	0	76	3	0	793	627	0	2686	0	6	0	0	11	0	0	0	1	1	0	98	6	0	91	3	0	9	0	108	537	64	0	0	150	0	8	63	0	0	380	1	1	4	5
MSMAPC7J	0	5	81	191	11	0	0	0	0	275	48	0	114	141	1	0	709	0	0	60	53	0	50	54	9	0	0	7	5	0	48	0	0	0	2	1	56	0	13	0	28	167	0	0	2	0	46	10	1848	10	68	1429	0	3	14	0	0	0	103	1	0	8	0	24	19	88	49	0	2	0	0	70	0	38	0	0	82	0	48	80	2	5	2730	1	0	1	3
MSMAPC7P	0	184	0	452	29	0	0	0	1104	1	0	37	0	0	0	145	117	1871	301	0	0	0	0	186	8	59	1	3	8	0	20	0	6	9	20	0	0	0	0	863	0	0	14	0	0	0	0	0	0	0	0	2073	14	0	0	1	0	0	4	0	0	11	21	77	0	1315	0	521	97	0	0	0	0	0	36	0	0	48	6	26	0	0	302	0	0	5	0
MSMAPC7R	1	246	0	322	14	0	0	0	2009	3	0	35	0	0	0	239	315	2184	263	0	0	0	0	219	9	116	0	5	12	0	10	3	17	1	40	0	0	0	0	1676	0	0	49	1	0	0	0	0	2	0	0	843	11	0	1	4	3	0	8	1	0	8	5	159	89	428	0	67	143	0	0	0	0	0	95	0	0	28	5	23	0	0	254	0	0	0	2
MSMAPC7T	0	384	0	623	73	0	8	0	2747	2	0	60	0	0	0	345	315	1058	288	0	0	0	0	204	9	39	0	7	4	0	7	2	14	24	179	0	0	0	0	489	1	0	6	0	0	0	0	0	0	0	0	1159	75	0	1	2	2	0	4	0	1	34	11	106	155	718	0	0	54	0	0	0	0	0	11	1	0	32	7	58	0	0	657	0	0	0	0
MSMB4LXS	0	0	0	0	0	26	0	25	0	12	0	0	0	36	450	33	304	1058	5	0	10	0	44	6	0	0	0	0	0	0	0	0	0	0	1	0	1	1	152	0	0	7	0	0	0	0	3	0	26	0	0	5635	0	4	0	0	0	0	85	0	2	0	0	0	0	864	2	0	0	0	0	1	0	0	1	4	0	3	5	199	0	0	198	22	98	11	108
MSMB4LXW	0	9	13	305	3	66	0	132	0	145	0	0	1	50	811	27	1277	1471	31	5	9	0	61	64	6	0	0	0	0	4	0	1	0	0	3	0	6	15	8	835	44	86	0	14	4	0	18	5	1114	5	2	2172	0	1	2	0	0	0	29	0	19	1	17	26	3	465	140	0	0	0	0	4	94	12	19	44	0	5	10	50	0	0	131	0	0	0	0
MSMB4LZ8	541	5	0	892	61	11	1	306	443	0	0	0	0	105	0	183	371	1206	0	75	6	0	8	0	0	0	0	0	0	0	1	1	0	0	3	3	20	10	165	0	30	25	0	2	4	97	31	36	1903	1	105	1160	5	0	7	0	15	1	31	0	12	6	0	75	54	1	624	0	12	0	0	5	180	83	0	4	0	1	9	353	0	0	397	0	0	0	0
MSMB4LZC	0	286	0	349	27	1	0	0	1032	15	2	80	2	1	0	310	180	1550	246	0	0	0	0	491	26	133	0	15	15	4	37	7	20	3	36	4	0	0	0	1816	14	0	22	31	22	0	0	0	5	0	0	445	36	0	6	10	4	0	14	6	2	19	18	212	164	1003	0	0	182	0	0	0	0	0	20	0	0	262	8	151	0	0	631	0	0	0	0
MSMB4LZK	0	98	147	0	23	1	0	697	0	411	1	0	0	274	3679	385	1199	429	67	0	3	0	1	65	10	0	0	4	5	0	17	4	2	1	7	8	0	2	3	328	2	0	0	10	0	0	7	0	197	0	0	136	6	0	0	0	2	0	3	0	0	2	2	0	104	1102	331	0	0	0	0	5	0	0	0	7	0	0	2	13	0	0	69	0	0	0	0
MSMB4LZV	0	13	44	170	18	1	9	33	174	316	0	0	202	0	26	0	483	65	54	103	1	0	1	64	9	0	0	0	0	1	0	0	0	0	0	0	0	18	5	0	3	198	0	0	0	197	4	0	416	805	0	3519	0	39	1	0	0	0	0	0	1	0	9	0	2	0	93	0	0	13	0	115	1489	36	0	0	94	0	17	110	0	0	378	0	0	0	0
MSMB4LZX	0	26	54	302	48	2	6	80	223	291	0	0	222	0	46	0	731	122	57	225	8	0	9	22	1	0	0	0	1	7	0	0	0	0	4	0	1	5	4	0	0	203	0	0	1	194	7	0	478	27	1	3147	0	20	1	0	7	0	0	0	6	1	16	66	11	0	177	0	4	15	0	105	1589	119	0	0	73	0	12	71	0	0	362	0	2	3	40
MSMB4LZZ	0	39	75	509	56	0	0	153	663	443	0	0	612	0	149	1	869	215	58	299	3	0	4	15	2	0	0	0	0	4	0	0	0	0	3	0	0	1	2	0	0	41	0	0	0	97	0	0	149	2113	0	1199	0	14	0	0	15	0	0	0	0	1	4	150	15	0	175	0	1	8	0	21	255	68	0	0	28	0	0	82	1	1	191	8	1	10	26
PSM6XBTR	1	75	56	241	106	0	0	199	0	101	228	23	0	42	3306	0	1282	1142	0	0	97	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	2	0	0	1	55	1	0	319	2	0	420	0	0	0	0	2	0	1	0	0	3	0	168	77	394	254	0	0	0	0	39	0	8	0	0	20	0	1	13	0	0	181	0	0	0	0
PSM6XBTT	7	97	55	402	40	5	0	201	0	122	402	41	0	128	2286	0	855	816	0	0	212	0	0	72	0	6	0	0	0	0	0	0	0	2	0	0	9	2	8	69	5	14	0	0	0	3	27	1	688	29	15	1145	0	0	2	0	5	0	6	0	3	8	12	83	163	97	173	0	4	0	0	42	0	10	0	0	72	0	8	13	0	0	444	0	0	0	0
PSM6XBTX	329	259	62	984	117	0	4	2686	0	24	95	1	0	46	1137	0	851	637	0	0	46	14	0	85	0	1	0	0	0	0	0	2	0	3	0	0	10	4	15	28	3	10	0	0	0	1	8	4	355	0	0	545	4	0	0	0	8	0	1	0	0	8	0	151	138	279	65	0	0	0	0	6	0	13	1	0	19	0	7	33	0	0	524	0	0	0	0
