	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
CSMAIG7X	82	0	0	4	1	0	0	0	0	0	1053	23	2038	0	84	10	5339	23	7	89	3	109	0	2	0	0	25	0	0	0	0	0	4	0	30	0	16	6	0	0	0	6	0	0	439	0	0	5	0	13	0	0	0	0	1	0	0	146	16	0	0	0	0	4	0	0	0	15	0	0	36	11	0	4	17	0	0	0	7	0	19	0	0	20	0	87	0	0	210	0	0	0	0	0
ESM5GEXY	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	152	0	0	0	6356	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	4	15	0	9	3	0	3	0	15	1	5	857	0	0	1424	0	144	0	0	0	0	0	0	4	0	0	0	0	135	0	69	11	16	0	4	526	6	0	0	0	30	11	13	0	0	3	0	7	4	49	43
ESM5MEB7	0	0	25	16	302	61	0	0	5	42	194	0	0	1	0	80	57	157	17	387	42	3	0	2	8	1	8	0	0	0	0	0	0	1	0	0	0	0	4	0	19	0	0	39	0	7	26	0	0	3	5	31	0	0	133	21	141	1770	0	35	0	0	3	0	8	0	0	3	11	63	20	0	179	0	0	6	5496	5	1	27	0	0	0	0	17	15	15	40	209	239	0	0	1	1
ESM5MEBE	0	0	0	0	0	0	0	0	2	0	0	0	0	619	0	0	392	0	0	0	4850	4	0	0	0	12	28	0	2	0	11	0	0	0	5	0	0	20	0	13	2	0	0	4	139	0	10	3	0	73	0	47	0	6	841	0	0	1741	6	109	1	0	0	0	0	0	4	1	0	0	1	324	0	418	25	0	0	6	46	8	1	0	0	25	15	9	2	3	8	0	6	17	28	110
ESM5MEBG	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	0	251	0	1	0	5430	3	0	0	0	8	100	0	1	0	1	0	0	1	4	0	0	3	0	17	0	0	1	5	73	0	11	0	0	13	10	14	0	5	286	0	0	1733	3	12	7	0	0	0	1	0	2	2	0	0	0	243	0	316	24	2	0	3	271	6	0	0	0	1	3	11	0	2	9	0	9	8	116	62
ESM5MEBI	0	0	0	0	0	0	1	0	0	0	0	0	0	598	0	0	685	0	1	0	5186	42	0	0	0	12	73	0	1	0	1	0	3	1	13	0	0	0	0	7	2	0	0	13	0	0	12	0	0	0	0	13	1	2	1060	0	0	848	6	5	4	0	110	0	7	2	7	1	0	0	1	461	0	372	7	1	0	129	74	19	0	0	0	100	0	27	0	0	27	0	6	1	52	4
ESM5MECL	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0	0	713	0	1	0	4158	39	0	0	0	3	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	50	0	8	5	0	0	0	112	0	3	505	0	0	1882	0	34	2	0	179	2	0	0	3	0	0	0	0	538	0	365	7	2	0	17	130	12	0	0	0	8	5	42	0	2	5	0	4	5	22	8
ESM5MECQ	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	70	0	0	0	3928	0	0	0	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	6	14	1	17	2	0	0	0	69	2	2	1070	0	0	2225	0	241	1	0	0	0	1	0	4	0	0	0	0	123	0	177	8	2	0	59	1082	306	0	0	0	13	18	29	12	72	3	0	15	13	18	110
ESM5MED2	0	1	7	20	157	27	0	0	2	6	121	0	0	1	0	93	37	154	4	140	44	4	0	9	12	9	13	1	0	0	0	0	0	3	0	0	0	0	40	0	12	0	1	8	0	10	45	0	0	12	3	2	1	0	259	1	96	1500	0	17	1	0	1	0	1	0	0	3	13	31	23	0	145	0	0	4	6507	1	0	5	20	0	0	0	12	9	30	50	115	125	0	0	29	0
ESM5MEDD	337	770	0	196	1019	286	2	0	1	0	463	0	15	8	11	0	71	2283	3	740	1	41	0	0	0	1	38	1	4	0	1	0	3	0	39	0	0	11	97	2	28	1	3	17	21	13	1	0	0	42	0	0	24	0	386	0	51	1110	2	0	1	0	0	0	1	4	1	5	44	103	65	0	607	0	7	0	0	13	3	11	0	15	0	1	27	22	1	0	923	0	0	0	0	0
ESM5MEDF	369	151	0	18	104	27	29	15	11	0	60	0	602	0	0	0	5	746	0	132	2	1	0	0	0	18	96	7	0	8	0	14	20	0	139	11	0	116	179	7	148	0	67	76	0	24	47	24	2	43	5	0	475	0	2166	0	96	1187	0	0	16	0	2	0	9	9	6	10	197	0	6	1	122	0	2	0	1	56	6	7	47	382	2	0	269	116	8	20	1451	0	3	0	4	2
ESM5MEDK	256	586	0	286	643	146	1	0	2	0	652	0	6	25	5	0	126	2882	8	739	1	36	0	0	0	0	58	4	9	0	0	0	3	0	3	1	0	2	4	1	12	0	0	6	131	9	1	64	0	8	5	0	10	0	414	0	51	1462	1	0	2	0	0	0	4	4	0	6	0	75	51	0	499	0	17	0	0	41	51	3	0	19	0	0	26	8	0	0	536	0	0	0	0	0
ESM5MEDN	306	527	0	46	581	231	2	0	0	0	449	0	2345	30	188	0	116	2693	7	120	3	33	0	0	0	0	40	1	13	1	0	0	8	0	9	2	0	9	51	0	24	0	5	48	0	11	0	17	0	9	0	0	63	0	213	0	15	915	7	3	0	1	0	0	0	0	0	13	22	79	195	0	13	0	17	0	0	0	0	0	8	40	0	0	8	76	17	30	333	0	6	0	0	1
ESM718T7	0	1	19	10	258	47	0	0	0	13	115	0	0	0	0	58	38	107	6	144	27	2	0	16	2	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	2	9	0	0	0	0	37	0	0	81	3	19	1921	0	6	0	0	0	0	3	0	0	1	6	25	12	0	91	0	0	21	6739	2	22	2	12	0	4	0	16	13	1	1	71	5	0	0	0	0
ESM718T9	0	3	21	8	588	67	0	0	0	20	107	0	0	1	0	154	30	81	4	123	34	2	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	2	4	0	0	0	0	16	0	0	194	20	2	1020	0	84	0	0	1	0	5	0	0	0	0	88	5	0	71	47	0	0	6734	21	38	80	0	0	0	0	2	7	9	0	210	31	1	1	22	15
ESM718TF	0	0	3	2	122	14	0	0	0	4	75	0	17	0	0	106	34	101	8	58	62	2	0	0	2	0	11	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	3	9	0	8	39	0	0	31	10	88	0	4	329	10	18	1446	0	112	0	0	2	0	15	0	0	0	11	0	2	0	60	0	0	88	6184	10	52	63	0	0	4	0	25	49	36	8	26	591	1	0	17	9
ESM718TK	1	0	1	5	118	16	0	0	0	13	13	0	0	0	0	23	17	23	1	28	19	0	0	30	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	2	10	0	0	0	3	12	0	0	30	2	2	1027	0	100	0	0	0	0	3	0	0	0	0	0	2	0	14	3	0	6	8125	0	6	1	19	0	0	0	11	11	124	20	18	11	22	6	51	34
ESM718TM	0	0	12	14	553	42	0	0	0	24	318	0	11	1	0	129	99	155	18	92	135	10	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	2	0	0	0	24	9	7	781	0	104	0	0	0	0	0	0	0	0	0	0	15	0	92	83	0	0	6898	0	2	56	0	0	0	0	42	6	11	14	152	9	1	1	39	19
ESM718UH	94	152	0	22	438	118	2	0	0	0	515	0	18	8	7	0	111	4843	7	638	2	26	0	0	0	9	22	0	0	0	0	0	0	0	0	0	0	0	6	0	17	0	0	3	40	4	0	0	0	4	0	0	20	0	583	0	8	730	2	0	2	0	0	0	5	0	1	7	0	54	166	3	629	0	0	0	0	37	48	28	0	8	0	2	6	23	0	0	191	326	0	0	6	4
ESM718V4	1	0	1	1	48	6	4	0	0	3	10	0	0	0	0	14	9	26	1	29	14	1	0	12	15	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	0	4	10	0	28	30	0	0	15	20	8	0	1	61	0	6	1363	0	37	0	0	0	0	6	0	4	0	2	0	2	0	16	0	0	102	7300	0	55	13	13	0	0	0	51	14	169	16	14	311	6	5	40	64
ESM718V8	0	0	18	10	356	49	4	0	0	29	378	0	13	0	0	83	70	118	4	106	73	5	0	58	26	2	4	0	0	7	0	0	0	0	0	0	0	0	5	0	19	0	5	44	0	10	73	0	0	1	4	28	4	0	293	3	20	977	0	0	0	0	0	0	6	0	4	3	0	23	12	0	74	0	0	0	6557	3	22	7	32	0	5	0	119	28	0	0	98	105	0	0	0	0
ESM7F5AK	100	154	0	22	378	53	8	0	4	0	398	0	11	11	3	0	38	1510	2	141	1	12	0	0	0	10	42	1	0	1	0	1	11	0	7	7	0	22	84	1	44	0	11	15	122	36	14	0	0	0	0	0	45	0	1386	0	173	3721	2	0	3	0	0	0	14	0	3	7	71	53	87	0	358	0	0	0	0	15	52	17	25	38	1	5	79	47	0	0	444	80	0	0	0	0
ESM7F5AM	18	195	0	28	532	88	1	0	0	0	1357	0	17	32	17	0	140	4744	9	314	1	73	0	0	0	1	80	5	0	0	0	0	4	0	1	0	0	0	7	0	9	0	0	3	127	3	1	0	0	0	0	0	5	2	217	0	19	282	3	0	0	0	1	0	6	0	1	5	24	84	2	2	921	0	1	2	0	1	123	44	0	5	0	0	7	13	0	0	97	323	0	0	0	0
ESM7F5C5	0	0	4	5	187	14	0	0	0	5	100	0	0	1	0	77	46	73	10	42	43	1	0	6	34	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	1	0	0	21	54	0	0	0	1	11	0	0	302	0	68	2255	0	31	0	0	0	0	521	0	0	0	18	0	9	0	58	0	0	0	5734	21	57	48	0	0	0	0	16	18	10	0	33	19	1	0	10	10
ESM7F5C7	0	2	19	8	437	85	0	0	0	30	464	0	27	2	0	108	50	136	36	221	114	5	0	12	4	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	3	0	5	8	0	0	72	0	32	0	0	44	4	11	841	0	47	0	0	0	0	96	0	0	2	0	39	19	0	156	0	0	4	6333	11	0	6	17	0	4	0	7	9	66	54	225	30	17	1	57	0
ESM7F5CB	0	83	0	9	341	50	0	0	0	0	1307	0	18	18	218	0	269	5865	6	351	0	43	0	0	0	0	48	0	48	0	0	1	1	0	2	0	1	0	2	0	11	0	1	12	0	0	0	18	0	0	0	0	15	3	0	0	21	291	0	0	0	0	0	0	0	0	0	1	43	36	35	0	546	49	71	0	0	0	0	0	56	3	0	1	16	22	0	0	66	0	0	0	0	0
ESM7F5CD	59	190	0	50	512	107	0	0	0	0	1372	0	12	22	29	0	80	4652	8	290	1	20	0	0	0	0	76	0	32	0	0	0	3	0	4	1	1	0	11	0	31	0	2	24	0	0	0	19	0	0	0	0	37	2	0	0	20	788	2	0	1	0	0	0	0	0	0	9	0	51	81	1	888	0	58	0	1	0	0	0	109	7	1	5	70	139	0	0	124	0	0	0	0	0
ESM7F5CF	18	91	0	24	523	42	1	0	1	0	1081	0	10	13	28	0	62	5701	4	263	0	10	0	0	0	0	24	0	14	0	1	2	2	0	8	2	2	2	5	0	57	0	4	28	0	0	0	13	0	0	0	0	38	5	0	0	44	607	2	0	1	0	0	1	2	0	1	4	0	28	72	27	517	0	21	0	0	0	0	0	80	12	0	29	51	318	0	0	101	0	0	0	0	0
ESM9IEP1	1	0	144	65	794	153	0	0	8	43	184	0	24	1	0	171	84	151	13	183	144	6	0	1	17	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	1	5	0	37	23	0	0	0	8	3	3	1158	3	0	0	0	0	0	0	0	0	1	0	101	42	0	126	0	0	0	5497	17	9	1	0	0	0	0	0	9	0	0	108	626	0	0	0	0
HSM5FZBZ	0	0	0	37	159	0	0	0	0	0	0	2	99	0	554	0	3	0	0	161	78	0	0	7	4	0	8	0	17	0	0	0	1	0	25	0	1	0	0	4	0	0	0	0	31	0	0	0	0	28	23	0	0	0	1379	0	0	162	3	39	0	0	0	5	0	0	2	0	11	0	17	197	0	286	20	6	6471	0	0	0	0	0	0	12	0	18	1	3	11	0	14	13	42	48
HSM5MD48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	3	0	0	1157	1	220	0	0	0	50	0	0	9	0	0	5	0	2	195	1	4	7	3	33	0	0	0	0	0	0	0	0	2	9	0	116	0	0	179	0	0	1109	0	43	0	0	23	18	0	0	0	1	0	0	12	2216	0	1505	18	3	0	0	9	0	0	0	0	22	0	78	3	6	2569	0	7	27	85	49
HSM5MD4N	0	88	0	0	589	142	4	0	1	0	2389	0	0	0	184	0	785	1	0	857	2313	82	0	0	0	3	9	1	9	2	0	0	0	0	0	0	0	0	0	0	0	0	1	15	41	11	4	0	0	0	1	31	0	1	197	6	0	1463	0	14	4	0	0	0	9	0	1	3	0	100	15	49	94	94	0	0	0	46	189	7	0	0	0	4	24	92	0	5	21	0	0	0	0	0
HSM5MD4O	0	19	0	0	321	47	5	0	3	0	1600	0	0	0	798	0	362	2	0	597	2430	72	0	0	0	20	16	3	24	1	8	1	0	3	0	0	0	1	0	2	6	0	2	27	75	11	8	0	0	13	6	76	0	3	357	2	0	2006	2	17	8	4	0	0	3	0	0	7	0	76	1	228	338	69	0	0	0	53	15	1	0	0	0	6	14	58	4	20	70	0	28	1	21	28
HSM5MD4Y	2260	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	7	105	0	3158	11	0	0	0	0	444	0	0	0	0	0	0	0	19	4	0	142	27	0	185	0	56	0	0	84	0	0	0	0	1057	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	392	0	0	0	0	71	5	0	4	0	15	0	6	56	41	30	0	0	214	2	919	18	24	537	0	0	0	3	2
HSM5MD53	1025	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1442	3063	0	1498	323	0	0	0	0	9	0	0	0	0	0	4	0	3	6	0	68	26	0	79	0	0	0	0	30	0	0	0	0	14	115	0	0	0	0	0	0	217	45	0	0	0	0	0	0	78	0	0	0	0	52	336	0	356	0	0	0	36	92	126	0	0	0	68	0	460	3	6	197	0	7	2	198	14
HSM5MD5P	1558	34	0	91	0	0	0	0	8	0	0	0	0	0	1192	0	929	2055	0	1875	411	0	0	0	0	3	0	0	0	0	0	2	0	1	2	0	105	20	0	13	0	1	0	0	531	0	0	0	0	49	0	0	0	0	0	0	0	199	22	2	0	0	53	0	0	24	0	0	0	0	80	183	51	133	0	0	0	13	118	0	10	0	0	45	9	110	0	0	64	0	0	0	2	1
HSM5MD62	0	0	0	0	0	339	0	0	3	0	359	0	0	0	160	0	1117	0	132	508	2897	694	0	0	2	33	48	2	0	7	0	1	0	3	5	0	0	0	0	4	1	0	1	4	206	3	5	1	0	16	6	0	0	0	0	0	0	1288	9	13	1	0	0	0	1	0	0	11	0	345	6	1	466	0	0	3	0	0	104	11	0	0	0	4	0	0	2	8	593	446	34	6	74	19
HSM5MD66	0	0	0	32	101	0	20	0	0	0	230	0	0	0	1080	0	232	0	175	1125	1488	160	0	0	0	37	89	17	274	4	0	39	0	3	802	0	0	0	0	0	0	0	0	0	978	0	0	4	0	1027	0	0	13	0	8	0	0	267	7	212	0	0	0	0	227	0	7	1	0	0	7	0	637	0	74	0	0	0	0	0	3	0	0	46	5	30	0	0	215	0	2	15	90	217
HSM5MD6A	0	0	0	66	521	0	20	0	0	7	598	0	0	0	538	0	47	0	597	1227	1356	385	0	0	0	114	0	0	32	0	0	2	5	0	112	1	0	1	19	2	0	0	1	106	1033	17	17	17	1	0	13	0	38	9	507	0	0	267	6	112	0	0	70	4	395	6	4	7	0	79	52	0	921	0	32	0	0	0	0	41	0	0	72	41	6	173	19	40	226	0	0	2	4	13
HSM5MD6A_TR	0	0	0	86	523	0	9	0	0	8	723	0	0	0	599	0	54	0	696	1188	1669	393	0	0	0	83	0	0	28	0	1	3	5	0	91	1	0	4	28	4	0	0	2	111	721	24	14	0	2	0	14	0	23	5	411	0	0	315	12	70	0	0	18	10	217	15	4	7	0	136	0	0	888	0	44	0	0	0	0	65	0	0	56	90	6	96	19	40	360	0	0	3	2	8
HSM5MD6C	0	0	0	198	719	1	10	0	0	5	513	0	1	0	118	0	68	8	189	602	804	261	0	0	0	10	0	0	28	0	0	9	3	0	119	0	0	0	11	0	0	0	0	20	1346	68	26	0	0	0	2	0	10	9	2275	0	0	908	5	61	0	0	164	12	307	2	3	12	0	102	51	3	182	0	25	0	2	0	0	3	3	0	100	62	6	310	8	18	207	0	0	0	5	5
HSM5MD6Y	0	0	0	0	0	78	0	0	0	0	423	0	0	0	127	0	335	0	237	156	885	312	0	0	5	17	51	3	0	0	0	3	0	1	1	0	2	4	3	7	3	0	2	7	147	1	18	0	0	32	4	0	0	0	716	0	0	4602	3	42	2	0	0	0	8	0	0	8	2	207	1	0	164	0	0	2	0	92	777	29	0	0	0	0	1	21	1	3	220	222	0	0	9	4
HSM5MD71	0	0	0	0	0	70	0	0	0	0	591	0	0	0	330	0	303	0	230	156	1317	110	0	0	6	38	28	0	0	0	0	0	0	0	0	0	0	2	2	4	5	0	6	9	184	3	16	0	0	45	0	64	0	0	749	0	0	2909	2	39	0	0	0	0	4	0	0	2	7	159	1	0	387	0	0	14	0	5	1098	22	0	0	0	0	7	58	0	0	194	808	0	0	12	2
HSM5MD73	0	0	0	0	0	151	0	0	0	0	647	0	0	0	277	1	496	1	471	345	1534	153	0	1	42	10	26	1	0	0	0	1	0	1	1	0	1	1	3	1	7	0	3	11	132	3	20	8	0	29	14	38	0	0	1096	0	0	2250	9	67	2	0	0	0	6	1	0	8	43	252	2	0	304	0	0	30	0	4	469	36	0	0	0	3	5	23	0	0	218	669	7	7	27	31
HSM5MD75	35	0	0	0	0	69	0	0	0	0	187	0	1	0	249	0	255	11	515	435	2376	118	0	0	13	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	17	3	73	1	42	17	0	33	0	56	0	0	1021	0	0	2080	0	35	0	0	0	0	0	0	0	0	0	0	0	0	48	163	0	111	0	0	0	75	3	0	0	0	5	67	0	0	83	1714	0	0	23	55
HSM5MD79	0	0	0	139	1622	0	0	0	0	0	0	0	298	0	1472	0	0	0	0	633	444	0	0	20	12	1	58	1	33	0	0	0	0	0	14	0	0	0	0	20	0	0	0	0	56	0	0	0	0	51	7	0	0	0	88	0	0	127	38	0	0	0	3	0	0	0	0	2	0	0	52	504	0	807	26	0	3409	0	0	0	0	0	0	0	0	31	0	0	31	0	0	0	0	0
HSM5MD7J	0	0	0	47	225	0	0	0	0	0	0	0	92	0	132	0	0	0	0	149	162	0	0	1	5	0	13	0	18	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	247	0	0	1	0	90	23	0	0	5	209	0	0	165	4	27	0	0	0	3	0	0	6	0	12	0	22	173	0	187	20	0	7813	0	0	0	3	0	0	18	0	78	1	4	8	0	16	0	7	0
HSM5MD7K	9	1	0	8	0	2	5	0	3	0	0	0	0	0	602	124	47	218	0	757	0	175	0	0	6	8	1	0	1	1	0	0	0	2	23	1	0	7	57	8	19	0	0	0	8	0	1	2	0	30	0	162	1	0	416	0	0	3663	0	16	0	0	2	0	6	0	7	8	30	0	50	828	0	281	1	4	0	19	355	326	0	0	282	32	2	22	3	0	931	410	2	2	14	0
HSM5MD7M	0	0	0	0	0	0	6	0	0	0	0	0	0	0	178	0	8	16	1	198	12	44	0	0	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11	35	0	0	0	0	0	0	0	0	0	0	88	0	0	2301	0	0	5300	0	91	0	0	0	0	0	0	6	0	0	0	2	69	0	47	0	0	0	3	666	531	0	0	68	2	0	102	38	26	6	0	0	16	30	55
HSM5MD7O	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	28	0	0	0	0	0	0	0	451	0	0	0	7771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	102	0	0	0	0	0	0	46	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	378	0	0	0	0	0	0
HSM5MD7Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1160	0	0	0	1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4173	0	0	0	0	0	0	0	4	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	29	1	2979	0	0	0	0
HSM5MD7S	0	0	0	0	0	0	23	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	20	81	0	0	0	0	0	0	0	13	173	0	0	0	158	0	0	1	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	7136	84	15	0	0	8	3	0	0	16	16	0	0	0	0	0	0	0	0	0	0	885	4	0	0	7	42	0	17	18	64	191	682	44	20	24	225
HSM5MD7U	4	0	0	0	0	0	2	0	0	0	0	0	0	0	726	0	0	0	0	0	2	0	0	0	7	12	0	0	0	0	0	0	0	0	12	0	0	0	210	0	0	0	0	0	0	0	0	0	0	7	2	275	0	0	143	0	0	6475	21	162	0	0	2	0	0	0	2	13	10	0	0	0	1	0	0	0	0	19	1012	96	0	0	4	5	0	17	3	7	94	322	53	11	119	148
HSM67VCZ	178	224	0	391	2	0	0	0	0	0	6	0	0	4	1610	0	236	3831	269	756	10	386	0	0	0	0	0	0	42	0	0	4	1	0	360	0	0	1	0	17	0	0	1	31	17	0	5	1	0	1	3	0	2	1	123	0	0	54	6	0	0	1	0	0	7	0	0	11	0	0	43	0	4	1038	50	0	13	3	21	2	0	44	0	0	3	74	0	0	113	0	0	0	0	0
HSM67VD2	923	134	0	355	0	0	0	0	0	0	0	0	0	0	1691	0	831	1968	272	1426	0	319	0	0	0	1	0	0	17	0	0	0	4	1	109	0	0	0	0	9	0	0	0	32	37	0	4	0	0	1	0	0	7	1	568	0	0	108	0	0	2	0	0	1	8	0	0	1	12	0	42	0	0	798	21	0	0	1	117	1	0	14	0	0	3	38	0	0	123	0	0	0	0	0
HSM67VD4	3175	17	0	95	0	0	0	0	0	0	0	0	0	0	4048	0	62	1295	62	164	0	40	0	0	0	0	0	0	9	0	2	5	1	0	236	1	2	2	0	14	0	0	1	8	12	0	2	0	0	4	1	0	5	1	62	0	0	14	0	0	1	0	0	0	4	0	0	4	0	0	46	0	0	468	10	0	0	0	2	0	1	12	0	0	1	58	0	0	58	0	0	0	0	0
HSM67VD6	394	112	0	284	1	0	1	0	3	0	0	0	0	0	2801	0	277	2022	274	711	4	167	0	0	0	1	0	0	25	0	0	1	1	0	252	0	0	1	0	35	0	0	2	34	64	0	6	0	0	2	0	0	17	6	948	0	0	181	1	0	3	0	0	0	19	0	1	16	0	0	24	0	0	907	28	5	0	0	37	3	0	33	1	0	8	102	0	0	185	0	0	0	0	0
HSM67VDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	786	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	3786	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2440	0	2536	0	0	2	0	0	0	0	0	0	172	0	81	0	0	0	0	0	0	0	0
HSM67VDZ	0	0	0	2	96	0	0	0	0	0	0	0	75	0	43	1	1	0	0	146	168	3	0	1	1	0	6	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	59	0	0	0	0	36	0	0	0	0	25	0	0	135	0	0	0	0	0	0	0	0	2	0	0	0	5	90	0	171	0	31	8886	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
HSM67VE4	0	0	0	47	215	0	0	0	0	0	0	0	132	0	180	0	1	0	0	276	322	0	0	3	3	0	18	0	10	0	0	0	0	0	21	0	0	0	0	17	0	0	0	0	83	0	2	10	0	43	47	0	0	6	18	0	0	141	2	0	0	0	21	0	0	0	9	0	7	0	25	122	0	270	10	0	7901	0	0	0	0	0	0	14	0	19	0	0	6	0	0	0	0	0
HSM67VEC	1	0	0	0	0	0	4	0	0	0	0	0	0	0	6873	0	0	1	0	0	1	0	0	0	1	15	0	0	0	87	0	7	0	13	33	0	0	1	14	0	0	0	0	0	0	0	0	0	0	14	0	13	10	0	256	0	0	1282	26	23	0	0	99	0	1	0	3	7	6	0	0	1	165	0	0	0	0	0	34	123	0	0	0	7	0	28	0	1	16	675	12	7	94	46
HSM67VEE	32	0	0	0	0	0	1	0	0	0	0	0	0	0	4685	0	0	0	0	0	0	0	0	0	7	11	0	0	0	23	0	0	0	0	22	0	0	1	8	0	0	0	0	0	55	0	0	0	0	1	0	73	4	0	367	0	0	1879	2	67	0	0	2	0	0	0	1	3	20	0	0	0	0	1	0	0	0	19	1052	447	0	0	0	0	1	6	13	15	23	760	57	35	37	269
HSM67VEG	501	0	0	0	0	0	10	9	0	0	0	0	0	0	1613	0	0	2	0	20	1	0	0	0	18	19	0	0	0	12	0	0	0	8	24	0	0	13	62	0	0	0	0	0	632	0	0	0	0	200	0	2	88	0	1465	0	0	2840	57	29	0	0	0	0	0	0	9	20	35	0	0	0	120	0	0	0	0	49	192	1075	0	0	106	0	8	61	0	0	83	509	79	6	25	0
