	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
CSM79HHW	0	0	0	0	1339	0	0	0	0	0	1428	0	1321	0	393	0	1356	0	0	1	0	26	0	25	0	0	42	0	0	0	0	0	5	7	382	0	6	6	2	0	0	136	0	0	0	0	0	0	4	2	7	0	0	0	401	0	0	122	33	0	0	0	7	59	0	20	8	30	8	0	14	0	0	4	48	1	0	0	0	0	6	0	0	1925	0	146	5	0	643	0	23	0	7	0
CSM79HI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	186	0	144	306	226	123	822	0	0	0	12	0	0	0	0	0	0	0	2185	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	61	1	0	0	0	5	1	5391	0
CSM79HI7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	232	0	37	1249	294	272	1566	0	0	0	7	0	0	0	0	0	0	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	102	0	0	0	0	0	0	3190	61
CSM79HIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	4	0	0	0	0	0	91	0	187	376	63	50	468	0	0	0	21	0	0	0	0	0	2	0	923	0	0	0	0	0	1	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5213	0	337	80	3	1	0	2	1	2132	0
CSM79HIR	8	46	22	650	1247	0	0	0	0	379	840	0	313	7	455	0	842	0	49	1129	850	532	0	17	0	0	3	0	7	2	0	0	0	0	2	0	0	1	0	0	14	0	1	29	78	0	0	0	0	17	0	159	0	0	372	0	10	428	1	9	0	0	0	0	24	0	6	0	0	333	41	15	0	206	18	0	0	53	204	0	0	0	109	0	16	155	0	0	299	0	0	0	0	0
CSM79HIT	9	40	18	650	930	0	1	3	9	231	965	0	205	3	415	0	470	0	74	503	464	393	0	45	0	0	37	1	23	0	0	0	0	2	4	0	0	1	0	0	21	0	4	32	432	0	0	0	0	209	0	166	0	0	327	0	41	1047	4	0	0	0	0	0	8	0	27	1	0	683	126	11	0	157	60	6	0	26	62	4	0	0	123	0	103	107	0	0	720	0	0	0	0	0
CSM79HIV	4	50	33	617	1077	0	0	5	0	388	732	0	259	8	462	0	519	0	3	1196	744	739	0	76	0	0	16	0	17	4	0	0	1	0	6	0	0	0	4	0	8	0	17	60	273	0	0	2	0	62	0	223	0	0	38	0	10	328	1	6	0	1	0	0	11	0	8	2	0	367	84	17	0	204	38	0	0	7	54	0	0	0	214	0	73	379	0	3	554	0	0	0	0	0
CSM79HIX	0	90	33	946	1043	0	0	0	2	0	464	0	217	12	427	0	1309	0	1018	1275	586	1049	0	0	0	0	0	0	6	4	0	0	0	0	2	0	0	0	0	0	4	0	3	37	0	0	0	0	0	0	1	20	0	0	6	0	14	406	7	3	0	0	0	0	20	0	5	2	0	277	23	12	0	207	11	0	0	79	0	15	0	0	0	11	12	152	0	0	189	0	0	0	0	0
CSM79HIZ	0	24	6	497	686	0	0	0	0	0	224	0	102	5	351	0	480	5	195	2453	288	432	0	0	0	0	0	0	7	2	0	0	2	0	9	0	0	0	0	0	31	12	9	54	40	0	0	0	1	0	1	44	0	0	101	0	5	2715	3	0	0	0	0	0	0	0	8	1	0	106	11	0	0	42	14	0	0	3	414	90	0	0	0	2	13	238	0	0	272	0	0	0	0	0
CSM79HJA	0	9	0	192	721	0	0	0	0	0	923	5	0	0	0	0	247	2060	205	1327	1076	332	0	0	0	0	28	3	0	0	0	0	0	0	4	1	0	0	27	0	5	0	0	16	0	0	0	13	0	0	0	156	0	0	421	88	36	593	38	0	0	1	0	0	0	0	0	5	0	97	39	315	358	0	9	0	0	0	0	0	10	0	0	14	2	37	0	0	153	433	0	0	0	0
CSM79HJM	709	0	0	0	838	0	0	1	3	0	753	0	1611	0	197	0	2536	0	0	0	0	40	0	50	15	1	99	4	0	0	0	0	1	0	12	0	2	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1133	158	0	308	91	0	5	3	0	51	0	8	2	51	0	0	605	0	0	2	90	0	0	99	0	24	0	13	0	145	0	20	11	4	268	0	0	1	1	6
CSM79HJO	380	0	0	0	1537	0	0	0	0	0	1910	0	1512	0	229	0	1356	0	0	9	0	57	0	45	16	0	63	4	0	0	0	0	0	0	7	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	50	0	1161	38	4	2	2	0	3	0	0	3	24	0	0	87	0	0	5	118	0	0	266	0	141	0	2	0	17	0	5	22	17	307	0	81	60	31	135
CSM79HJQ	0	0	0	0	30	0	0	0	0	0	8	0	0	0	21	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	167	76	0	0	0	1499	0	189	307	0	0	0	270	0	0	48	81	0	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4597	0	0	0	0	1615	0	63	0	0	78	0	0	0	0	0
CSM79HJS	0	0	0	1	461	0	0	0	0	0	442	0	898	0	190	0	1898	68	9	38	77	15	0	89	124	2	129	3	0	53	0	0	0	0	6	1	1	4	104	56	0	0	0	0	0	1	0	0	0	11	0	0	2	0	324	3	1	2513	75	0	1	0	0	0	3	0	0	48	5	0	409	9	7	5	266	0	0	30	186	44	0	29	0	6	0	5	0	0	1337	11	0	0	0	2
CSM79HJU	0	0	0	0	0	0	0	0	0	0	874	0	129	0	10	0	3010	0	0	0	0	58	0	0	0	28	7	0	0	0	0	0	3	3	326	0	0	1	0	35	0	1	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	2313	4	0	0	0	0	8	0	1	0	1	9	0	0	0	0	0	40	0	0	0	0	0	0	0	0	40	0	14	0	0	3042	0	0	12	7	15
CSM79HJW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	0	0	0	2426	0	5340	156	0	0	0	1	0	0	0	0	0	2	5	0	46	0	1129	0	0	0	1	2	0	0	48	0	38	0	0	0	0	0	3	0	63	0	0	0	13	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	14	10	0	0	0	0	10	0	2	0	0	1	0	0	0	0	0
CSM79HJY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	1423	0	4907	147	0	0	0	0	0	0	0	12	0	12	49	0	31	0	1865	6	0	0	4	1	0	0	609	0	55	0	0	0	0	0	2	0	229	0	0	0	100	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM79HK9	0	3	5	23	556	77	0	0	2	0	226	1164	0	4	0	0	2	479	349	576	2697	6	123	0	0	0	12	1	4	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	1	1	1	0	5	0	33	0	0	115	808	14	479	1	0	0	1	0	1	67	0	0	5	0	70	63	342	409	0	1	0	0	11	293	38	0	0	22	1	3	31	7	4	850	0	1	0	1	2
CSM79HKB	1	3	21	28	802	99	0	0	7	0	395	602	1	6	0	0	4	86	594	735	3154	8	187	0	0	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	24	0	0	40	664	1	484	0	8	0	0	2	0	104	0	0	3	5	138	17	353	72	48	2	0	0	3	6	0	8	0	34	0	1	3	5	0	1229	0	0	0	0	0
CSM79HKT	0	0	0	0	0	0	0	0	0	0	0	0	8036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	70	0	103	0	0	60	0	0	0	0	0	0	0	0	6	0	0	398	0	0	0	0	0	0	4	0	11	4	0	0	0	15	0	22	0	89	223	0	0	0	60	0	0	643	0	62	0	6	0	8	26	39	0	0	111	0	0	0	0	0
CSM79HKV	0	0	0	0	0	0	0	0	0	0	0	0	8219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	99	0	176	0	0	52	0	0	0	0	0	0	0	0	5	0	0	459	0	0	0	0	0	0	1	0	16	3	0	0	0	32	0	8	0	144	127	0	0	0	65	0	0	453	0	5	0	4	0	7	15	21	0	0	74	0	0	0	0	2
CSM79HKX	1	0	2	0	0	0	0	0	5	0	0	116	0	3	15	2610	164	970	181	1438	580	99	0	0	0	0	17	2	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	4	1	0	0	905	0	1	0	0	87	0	245	1156	4	1	0	0	0	0	0	0	0	8	0	0	18	8	0	190	0	0	0	28	933	140	0	4	29	0	3	9	0	0	8	0	1	1	2	4
CSM79HKZ	0	0	10	0	0	0	0	0	0	0	0	144	0	7	8	2945	208	1087	574	1578	636	111	0	0	0	0	34	9	5	0	0	0	1	0	0	0	0	0	6	0	2	0	0	0	0	4	0	0	0	1591	0	6	1	0	74	0	44	345	12	0	0	0	0	0	0	0	0	8	0	0	27	14	0	219	0	0	0	11	194	38	0	4	7	0	0	12	0	0	24	0	0	0	0	1
CSM79HL4	0	0	6	0	0	0	0	0	0	0	0	321	0	3	11	1419	137	782	563	2466	570	247	0	0	0	0	20	3	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	1	0	0	861	0	0	2	0	372	0	54	1107	4	0	0	0	0	0	0	0	0	5	2	0	18	69	0	119	0	5	0	25	611	74	0	1	49	0	11	7	0	0	40	0	0	0	0	0
CSM79HL6	1	0	7	0	0	0	0	0	0	0	0	351	0	2	16	1521	159	633	103	1976	435	73	0	1	0	0	54	9	15	23	0	0	0	0	0	0	0	0	3	0	31	0	0	0	0	4	1	0	0	2234	0	1	1	0	613	0	93	835	4	3	0	0	0	0	0	0	0	7	14	0	51	41	0	43	0	0	0	38	350	58	0	5	92	0	26	20	0	0	34	0	13	0	1	6
CSM79HN2	1245	215	12	432	1460	653	10	0	4	105	419	0	797	0	119	0	1	135	39	542	0	9	704	0	0	1	5	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	47	0	7	42	0	0	35	0	28	12	0	122	44	4	327	0	0	0	0	805	0	8	0	2	4	7	369	40	11	364	0	0	0	0	1	27	7	0	1	0	0	24	44	0	0	612	89	0	0	0	0
CSM79HN6	87	195	7	482	445	271	13	0	0	15	177	0	590	0	89	0	34	1178	63	1668	0	34	520	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	3	5	0	0	0	0	67	0	0	7	2464	0	236	0	0	0	0	359	0	13	0	2	5	0	93	39	3	258	0	0	0	0	16	14	4	5	1	0	0	3	30	0	0	351	131	0	0	0	0
CSM79HNO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	0	4038	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	286	0	15	0	0	0	0	0	0	0	9	0	20	14	0	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	101	0	6	0	0	0	0	0	0	0	0
CSM79HNU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5745	1	3136	1	0	5	4	470	0	0	0	0	0	0	0	0	0	0	0	0	205	0	22	0	0	0	0	0	0	0	0	0	1	7	0	382	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0
CSM79HNW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3257	0	4340	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	95	0	3	0	0	0	0	0	0	0	0	0	6	16	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	552	0	51	0	0	0	0	0	0	0	0
CSM79HOF	1	9	18	48	797	126	0	0	8	0	321	582	0	7	0	0	0	94	911	1171	1718	8	138	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	8	0	8	0	0	0	221	0	0	12	447	2	705	0	8	0	0	0	0	205	0	0	6	14	98	23	367	34	0	1	0	0	17	12	0	0	0	23	0	4	10	3	1	1799	0	0	0	0	4
CSM79HOH	0	6	5	43	937	95	0	0	2	0	373	245	0	4	0	0	3	118	392	834	3453	9	275	0	0	0	7	0	3	0	0	0	2	0	2	0	0	0	0	0	2	2	0	0	0	2	4	0	0	0	0	43	0	0	128	683	10	726	0	31	0	1	0	1	158	0	0	2	0	99	14	219	69	0	2	0	0	7	203	69	0	0	82	1	7	24	3	1	591	0	0	0	2	5
CSM79HOJ	0	0	2	39	276	0	2	0	0	11	281	0	4	5	0	6	724	296	4	5075	224	0	1	1	3	2	6	0	0	0	2	0	3	0	0	0	0	0	1	0	4	0	1	3	0	5	6	0	0	0	0	161	0	0	982	59	0	522	5	0	0	1	0	0	5	0	27	9	3	0	54	19	48	0	1	0	0	5	0	56	4	19	0	0	38	18	0	0	973	0	0	0	0	1
CSM79HOL	0	0	1	129	857	0	0	0	0	88	277	0	0	0	0	0	698	549	33	2946	816	1	0	8	12	18	6	0	0	0	1	0	1	0	0	0	0	0	5	0	2	0	1	26	0	3	59	0	0	0	0	105	0	0	478	21	0	1314	7	0	1	3	0	0	13	0	5	13	0	74	54	151	287	0	0	0	0	0	0	55	53	11	0	0	35	8	0	0	622	149	0	0	0	1
CSM79HOT	0	0	0	83	705	0	2	0	2	62	161	0	0	0	0	0	732	1162	30	2209	744	0	0	6	2	34	7	0	0	0	1	0	0	0	0	0	0	0	3	0	11	0	2	17	0	1	24	0	0	0	3	167	0	0	422	17	0	1551	20	6	0	2	0	0	9	0	5	21	5	58	84	113	241	0	0	0	0	0	93	57	67	41	0	0	28	24	0	0	968	0	0	0	0	0
CSM79HPA	30	11	329	209	83	146	0	4	4	28	54	1747	43	11	181	443	300	115	27	911	593	16	8	18	0	0	77	10	147	20	0	25	15	0	138	12	874	12	2	0	5	0	0	0	13	0	52	0	0	167	0	3	7	0	281	15	3	250	67	0	0	5	18	0	0	55	0	28	19	379	0	0	37	422	119	0	17	28	15	12	14	0	0	10	0	12	0	0	1299	0	0	0	0	0
CSM79HPA_TR	35	4	273	134	10	105	3	16	0	22	2	1144	0	7	0	249	162	0	1	1068	579	3	1	15	0	0	115	18	229	0	0	44	16	0	203	12	1306	16	3	2	7	0	0	1	0	0	151	0	0	177	98	0	6	0	417	0	0	0	93	0	3	5	0	6	3	93	3	49	60	300	371	63	20	583	185	0	1	23	0	10	11	0	0	16	0	72	0	0	1372	0	0	0	0	0
CSM79HPC	33	8	298	322	25	145	1	0	0	9	26	1046	0	17	0	775	443	0	2	840	932	13	0	0	0	0	48	0	148	0	0	2	0	0	48	0	161	2	0	0	0	0	0	0	0	0	22	0	0	184	173	0	1	0	1198	35	0	68	128	0	0	0	8	1	11	10	0	44	7	448	77	95	70	647	206	0	1	111	0	7	0	0	0	6	0	52	0	0	1042	0	0	0	0	0
CSM79HQ9	0	0	0	0	0	0	0	0	0	0	0	0	9323	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	15	0	29	0	0	16	0	0	0	0	0	0	0	0	0	0	1	157	0	0	0	0	0	0	1	0	5	1	0	0	0	13	0	7	11	119	68	0	0	0	30	0	0	112	0	6	0	2	0	1	5	6	0	0	65	0	0	0	0	0
CSM79HQB	1003	0	0	0	502	108	16	0	4	0	0	407	47	0	4	0	89	0	26	435	36	11	0	0	0	131	0	0	34	205	0	0	0	3	5	2	0	9	76	10	86	0	15	63	0	13	25	0	1	29	0	0	296	1	2221	146	51	215	4	0	30	0	78	0	6	7	9	15	0	140	240	12	379	0	9	0	0	9	113	0	10	16	1143	20	82	171	0	0	1182	0	0	0	0	0
CSM79HQF	0	0	0	0	0	0	0	0	0	0	0	0	8925	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	5	1	0	0	0	67	0	115	0	0	112	0	0	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	0	2	0	7	0	0	0	0	72	0	9	0	237	131	0	0	0	96	0	0	60	0	2	0	5	0	15	18	22	0	0	71	0	0	0	0	0
CSM79HQV	0	0	0	0	0	0	0	0	0	0	2468	0	741	0	1	0	5009	0	0	0	0	18	0	0	0	1	0	0	0	8	0	1	1	0	70	0	38	0	0	3	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	211	4	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	24	0	0	0	1257	0	0	0	0	23	0	19	0	0	11	0	0	0	9	58
CSM79HQX	0	0	0	0	0	0	0	0	0	0	2205	0	1657	0	0	0	4363	0	0	0	0	71	0	5	0	0	40	1	0	4	0	1	0	0	11	0	5	19	0	6	0	0	0	0	928	0	0	0	1	0	0	0	0	0	0	0	0	395	15	0	0	0	0	6	0	0	0	9	0	0	1	0	0	3	35	0	0	0	8	0	0	0	0	34	0	55	0	0	119	0	0	0	0	3
CSM79HQZ	11	0	0	0	0	0	0	0	0	0	1312	0	1490	0	0	0	4034	0	0	0	1	30	0	7	0	0	52	1	0	0	0	1	3	0	15	0	2	14	0	9	0	0	0	0	670	2	0	0	0	5	3	0	0	0	0	0	0	1533	18	0	0	0	2	2	0	0	0	15	4	0	3	0	0	4	61	0	0	0	293	0	40	0	0	5	0	14	0	0	344	0	0	0	0	1
CSM79HR2	27	0	0	0	0	0	0	0	0	0	1004	0	1756	0	0	0	5149	0	0	1	3	80	0	53	0	6	45	1	0	6	0	0	1	0	11	0	2	2	0	0	0	0	2	0	583	0	0	5	1	0	0	0	0	0	18	0	0	487	27	0	0	0	8	0	0	0	0	15	0	0	7	0	0	0	124	0	0	0	9	0	4	0	0	14	0	60	0	0	488	0	0	0	0	0
CSM79HR4	0	0	0	0	0	0	0	0	0	0	1882	0	2632	0	0	0	4511	0	0	0	0	38	0	9	0	0	82	1	0	0	0	0	0	0	17	0	2	1	0	0	0	0	0	0	222	0	0	5	0	0	0	0	9	0	0	0	0	203	15	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	144	0	0	0	0	0	5	0	0	1	0	51	0	0	162	0	0	0	0	0
CSM79HR6	0	0	0	0	0	0	0	0	0	0	778	0	883	0	0	0	3772	0	0	0	1	14	0	0	0	0	41	1	0	0	0	0	4	0	154	0	3	16	21	6	0	0	0	0	0	0	0	4	0	5	3	0	0	0	4	0	0	1595	48	0	0	0	3	6	0	0	0	9	0	0	2	0	0	0	44	0	0	0	0	0	0	0	0	18	0	18	0	0	2548	0	0	0	0	0
CSM79HR8	195	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	956	0	0	2505	1874	0	0	0	0	0	0	0	3	1558	0	0	0	0	0	0	0	0	15	0	0	0	0	23	0	0	4	0	0	0	0	0	0	0	956	611	0	448	0	0	0	0	0	0	1	0	0	15	0	0	125	0	324	0	0	0	0	39	0	34	0	0	115	0	94	19	0	0	40	0	0	0	0	0
CSM79HRC	31	0	0	0	0	0	5	0	0	0	139	0	0	0	0	0	998	0	0	1	1310	0	0	0	0	0	0	0	16	28	0	0	3	0	0	0	0	0	205	0	1	0	0	132	0	3	24	0	0	0	0	82	0	0	1551	1276	0	2419	5	2	0	0	5	0	0	1	3	60	94	0	377	0	384	0	4	0	0	28	0	18	0	1	362	0	78	105	2	0	245	0	0	0	0	0
CSM79HRE	0	0	0	0	0	0	3	0	0	0	528	0	0	0	0	1	2842	0	0	4	2204	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	20	0	0	0	0	26	0	0	9	0	0	0	0	173	0	0	618	37	0	2192	41	18	0	0	21	0	16	0	2	75	24	0	161	0	364	0	3	10	0	132	0	155	0	1	0	0	57	29	3	0	182	0	1	0	26	7
CSM79HRG	0	0	0	0	0	0	20	0	0	0	35	0	0	0	0	0	1870	0	0	0	1213	0	0	0	0	0	0	0	9	47	0	0	0	0	0	0	0	0	25	0	1	0	0	60	68	0	20	0	0	0	0	471	0	0	1547	2099	0	1529	4	0	0	0	0	0	2	0	10	43	91	0	172	0	217	0	2	0	0	105	0	9	0	0	0	0	116	56	5	0	142	0	0	0	5	8
CSM7KOJE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	274	0	88	210	63	63	1001	0	0	0	14	0	0	0	0	0	0	0	1529	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	91	10	0	0	0	3	1	5360	115
CSM7KOJG	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	14	13	0	0	0	0	0	281	0	71	260	30	57	1186	0	0	0	8	0	0	0	0	0	1	0	1557	0	0	0	0	9	0	0	4	236	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	1	0	0	2218	0	167	219	13	1	0	18	5	3388	101
CSM7KOJO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	152	0	46	404	238	31	1439	0	0	0	5	0	0	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	368	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	83	3	0	0	0	28	2	5292	116
CSM7KOK3	0	167	0	1608	600	0	0	0	0	0	412	0	105	1	152	0	246	0	182	2653	1007	399	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	114	0	13	82	28	0	0	0	0	0	0	2	0	0	121	0	24	1280	0	18	0	0	0	0	0	0	14	0	0	0	0	0	0	14	0	141	0	0	22	4	78	0	0	0	19	154	0	0	333	0	3	0	0	0
CSM7KOK5	0	30	0	51	270	5	0	0	0	0	466	0	180	14	48	0	2476	1565	832	1043	395	180	0	0	0	0	21	0	0	0	0	0	1	0	3	0	0	0	0	0	33	0	7	33	129	0	0	0	0	3	0	74	0	0	147	0	5	799	0	0	0	0	0	0	14	0	2	2	13	0	52	479	130	0	0	0	0	60	0	4	0	0	0	4	12	94	0	0	298	24	0	0	0	0
CSM7KOK7	0	43	0	762	578	0	0	0	0	0	573	0	127	12	84	0	692	0	866	1796	309	271	0	0	0	0	0	0	3	0	0	0	10	0	18	0	1	4	0	16	34	32	16	66	43	0	0	3	4	0	0	133	1	0	0	0	21	1947	0	0	0	0	78	0	2	0	16	0	0	193	15	8	0	188	11	0	0	17	0	6	1	0	0	43	43	401	0	0	505	0	0	0	0	8
CSM7KOKB	0	18	5	79	312	0	0	0	0	0	867	0	138	17	140	0	1967	31	632	1600	412	1080	0	0	0	0	0	0	10	0	0	0	18	0	26	0	9	6	0	37	0	0	0	0	90	0	0	0	0	3	0	33	0	0	2	0	1	1581	25	0	0	0	0	0	0	1	0	8	4	235	46	16	0	510	18	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
CSM7KOKD	0	20	7	96	666	0	0	0	0	0	674	0	113	14	585	0	1250	0	1351	1762	272	802	0	0	0	0	0	0	19	0	0	0	18	0	13	0	22	15	0	33	0	0	0	4	0	0	0	0	0	0	0	39	0	0	0	0	17	662	45	0	0	0	12	0	0	3	0	21	2	584	50	21	0	592	37	0	0	0	0	0	1	0	0	0	1	23	0	0	152	0	3	0	0	0
CSM7KOKF	0	3	0	112	409	0	0	0	0	0	1236	2	0	0	0	0	59	1810	304	533	1811	641	0	0	0	0	31	5	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	620	0	0	681	91	1	545	24	0	0	3	0	0	0	0	0	6	49	59	21	214	278	0	0	0	0	0	0	0	15	0	0	2	2	26	0	0	64	325	1	0	0	3
CSM7KOKJ	0	0	0	25	40	0	0	0	0	0	588	0	9	0	3	0	70	2671	68	667	2078	152	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	127	0	0	273	0	27	0	0	0	0	0	297	0	0	122	0	77	1488	24	51	0	0	0	0	0	0	0	8	0	0	66	123	37	0	10	0	0	0	0	0	1	0	0	20	6	27	1	49	69	712	4	0	2	6
CSM7KOKN	0	2	0	41	198	45	0	0	0	0	871	3	0	0	0	1	56	2714	256	862	1311	211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	16	0	0	0	12	0	0	0	697	0	0	771	151	8	560	4	8	0	0	115	0	0	0	0	0	25	48	14	156	121	0	2	0	0	0	0	0	9	0	0	8	8	12	0	0	41	551	13	2	64	4
CSM7KOKR	60	0	16	0	0	0	0	1	0	0	0	430	0	1	9	1863	65	906	134	1723	586	112	0	2	0	0	33	3	2	0	0	0	1	0	1	0	0	0	0	0	7	0	0	0	0	0	0	6	0	700	50	1	0	0	269	0	90	2208	12	4	0	0	0	0	0	0	0	19	4	0	70	46	0	64	0	0	0	101	127	37	74	10	91	0	2	8	0	0	48	0	0	0	0	1
