species,betweenness,degree,eigenvector,keystone_score,condition
Gemmiger_formicilis,0.001796504981218357,0.7961783439490446,0.14778529695132625,0.2693088150655878,rCDI
Faecalibacterium_prausnitzii,0.0046545810877021065,0.7770700636942676,0.1516944006855731,0.2657871897892459,rCDI
Bacteroides_uniformis,0.005022048015678589,0.7324840764331211,0.13073981745602806,0.2484042104289812,rCDI
Blautia_obeum,0.002286460885187,0.7197452229299364,0.14225852759679605,0.24551850284093363,rCDI
Coprococcus_comes,0.002939735423811857,0.713375796178344,0.1498513976526603,0.24545288609594118,rCDI
Barnesiella_intestinihominis,0.004164625183733464,0.7324840764331211,0.11656836104420593,0.24514120773064424,rCDI
Eubacterium_rectale,0.0025314388371713214,0.713375796178344,0.14100479317665535,0.24347941690741992,rCDI
Dorea_longicatena,0.004981218357014535,0.7070063694267517,0.13319053695623473,0.2412306273977797,rCDI
Lactobacillus_rhamnosus,0.007349338559529642,0.7006369426751593,0.13547197213751466,0.24096014650981554,rCDI
Eubacterium_eligens,0.005879470847623714,0.7006369426751593,0.11727170158782868,0.23658515854392537,rCDI
Roseburia_hominis,0.006369426751592357,0.7006369426751593,0.11575229961689451,0.23652625610172287,rCDI
Klebsiella_pneumoniae,0.0060836191409439815,0.6815286624203822,0.13328931482268366,0.23415827126112337,rCDI
Eubacterium_hallii,0.001224889759921607,0.6751592356687899,0.14843029986712675,0.23284627555402312,rCDI
Dorea_formicigenerans,0.0021231422505307855,0.6815286624203822,0.13528071439917094,0.23257631273121424,rCDI
Fusicatenibacter_saccharivorans,0.0007349338559529642,0.6624203821656052,0.13759635382721916,0.22661285234310186,rCDI
Anaerostipes_hadrus,0.001796504981218357,0.6560509554140128,0.13640697758310738,0.2249949346314345,rCDI
Bacteroides_fragilis,0.0011840601012575534,0.6624203821656052,0.12576916663538945,0.22447197802738822,rCDI
Roseburia_inulinivorans,0.0034296913277804997,0.6560509554140128,0.12546684354593943,0.22362350099728195,rCDI
Ruminococcus_bicirculans,0.0027764167891556426,0.6624203821656052,0.11511275653276011,0.22313687435081137,rCDI
Klebsiella_variicola,0.006614404703576678,0.6496815286624205,0.12405533217388252,0.22302272738529097,rCDI
Eubacterium_ventriosum,0.0013882083945778213,0.6560509554140128,0.12226858636132552,0.22196310809375785,rCDI
Eubacterium_ramulus,0.0019598236158745713,0.6496815286624205,0.12990399105131167,0.22186516861692573,rCDI
Escherichia_coli,0.003103054058468071,0.6496815286624205,0.1211910997773011,0.22069420558342037,rCDI
Alistipes_inops,0.005879470847623714,0.6560509554140128,0.10199186517988792,0.22015339508399326,rCDI
Klebsiella_oxytoca,0.005103707333006696,0.6369426751592357,0.12100077131255096,0.21783481047678427,rCDI
Parabacteroides_merdae,0.005879470847623714,0.6369426751592357,0.10220453692335349,0.21446344535625325,rCDI
