species,betweenness,degree,eigenvector,keystone_score,condition
Odoribacter_splanchnicus,0.01944635094943949,0.6170212765957447,0.2529115390215856,0.24541186625776024,IBD
Bifidobacterium_longum,0.016929764355982615,0.5638297872340425,0.18774702931836673,0.2151632242118774,IBD
Alistipes_shahii,0.022420498741706704,0.5425531914893617,0.1893874902782097,0.2118537048733038,IBD
Barnesiella_intestinihominis,0.008236101578586136,0.5106382978723404,0.2197182226815529,0.20125318468730574,IBD
Alistipes_putredinis,0.021505376344086023,0.46808510638297873,0.21308020241114423,0.1937942605691655,IBD
Eubacterium_hallii,0.03912148249828415,0.4574468085106383,0.16060209312166615,0.18891520242666682,IBD
Bacteroides_uniformis,0.01532830016014642,0.4787234042553191,0.18380238437592164,0.18804164823185326,IBD
Blautia_obeum,0.01990391214824983,0.4787234042553191,0.16439586459967043,0.18644815027065473,IBD
Parabacteroides_merdae,0.005948295584534431,0.46808510638297873,0.19305889056023445,0.18201145781920772,IBD
Blautia_wexlerae,0.0022878059940517046,0.46808510638297873,0.19560199948904852,0.1806898348097292,IBD
Intestinibacter_bartlettii,0.005948295584534431,0.46808510638297873,0.18284569333103734,0.1799688183733683,IBD
Anaerostipes_hadrus,0.010752688172043012,0.44680851063829785,0.17941073476003722,0.1753010442295183,IBD
Bacteroides_plebeius,0.03854953099977122,0.4148936170212766,0.12138323853821083,0.16801949831391072,IBD
Parabacteroides_distasonis,0.01601464195836193,0.425531914893617,0.16070687833569242,0.16780827111440455,IBD
Dorea_formicigenerans,0.011896591169068863,0.40425531914893614,0.17226335982670782,0.16167756329455685,IBD
Eggerthella_lenta,0.01098146877144818,0.4148936170212766,0.14602334391591384,0.1591634882752898,IBD
Ruminococcus_gnavus,0.02470830473575841,0.40425531914893614,0.12490377539475553,0.15861150319151116,IBD
Eubacterium_ramulus,0.011439029970258523,0.39361702127659576,0.16159484828432033,0.15612359102497206,IBD
Streptococcus_salivarius,0.014641958361930909,0.39361702127659576,0.1518286610166365,0.15577181776727148,IBD
Streptococcus_parasanguinis,0.015442690459849006,0.3829787234042553,0.1486719664918407,0.15234935554956924,IBD
Streptococcus_thermophilus,0.020132692747655,0.3829787234042553,0.13666551769198426,0.15229306693350095,IBD
Gordonibacter_pamelaeae,0.008464882177991307,0.39361702127659576,0.1366896005362972,0.14965546757923381,IBD
Bacteroides_vulgatus,0.008236101578586136,0.3829787234042553,0.15091932817328577,0.14919553344522682,IBD
Fusicatenibacter_saccharivorans,0.009036833676504232,0.3723404255319149,0.123435343296967,0.14090761315721997,IBD
Bacteroides_caccae,0.016472203157172273,0.35106382978723405,0.1243462541565931,0.13842450134607498,IBD
Dorea_longicatena,0.01595744680851064,0.32978723404255317,0.12379645032773931,0.1316741836825691,IBD
Bacteroides_stercoris,0.005719514985129261,0.3404255319148936,0.12984908025626332,0.1309572331182854,IBD
Prevotella_copri,0.02470830473575841,0.3404255319148936,0.08212161668746756,0.1309061352798408,IBD
Asaccharobacter_celatus,0.03180050331731869,0.3191489361702128,0.09445764849613786,0.13053646220895077,IBD
Agathobaculum_butyriciproducens,0.004346831388698238,0.32978723404255317,0.14037537985682325,0.1291846618784797,IBD
Alistipes_finegoldii,0.028597574925646307,0.28723404255319146,0.10458017820329203,0.121385035869439,IBD
Bacteroides_sp_CAG_144,0.007092198581560284,0.2978723404255319,0.1104875414526233,0.11500530970896437,IBD
Butyricimonas_synergistica,0.007092198581560284,0.2978723404255319,0.10396691766908749,0.11370118495225721,IBD
Faecalibacterium_prausnitzii,0.022420498741706704,0.28723404255319146,0.07872856573423402,0.11312617528365759,IBD
Haemophilus_parainfluenzae,0.0029741477922672157,0.2765957446808511,0.10955919089124014,0.10637763547863695,IBD
Parabacteroides_sp_CAG_409,0.016700983756577442,0.26595744680851063,0.08114178530974214,0.10436608298279033,IBD
Coprococcus_comes,0.002516586593456875,0.2765957446808511,0.09979462914231824,0.1041959425294474,IBD
Adlercreutzia_equolifaciens,0.022191718142301534,0.2553191489361702,0.07807615538914929,0.10330683482983168,IBD
Ruminococcus_torques,0.0034317089910775567,0.26595744680851063,0.09893449019182379,0.10128998657645671,IBD
