species,betweenness,degree,eigenvector,keystone_score,condition
Bacteroides_dorei,0.0027359781121751026,0.27906976744186046,0.0858035555972874,0.10224963040810317,UC
Lachnospiraceae_bacterium_3_1_46FAA,0.0016415868673050615,0.27906976744186046,0.0787220172147978,0.10028612710917023,UC
Holdemania_unclassified,0.01012311901504788,0.26744186046511625,0.07426720296692564,0.10014755824044395,UC
Bacteroides_xylanisolvens,0.003009575923392613,0.27906976744186046,0.06885660966848611,0.09899704012795167,UC
Roseburia_hominis,0.009439124487004104,0.26744186046511625,0.06457041465070049,0.09786620331317702,UC
Dorea_unclassified,0.02332421340629275,0.2558139534883721,0.04428826108595793,0.0972639449668496,UC
Eubacterium_hallii,0.012311901504787962,0.2558139534883721,0.0590934247959269,0.094718821758091,UC
Bacteroides_massiliensis,0.0016415868673050615,0.2441860465116279,0.10000895930979779,0.09407839924910046,UC
Bacteroides_faecis,0.008207934336525308,0.2558139534883721,0.06072300249986759,0.0929927537147478,UC
Roseburia_inulinivorans,0.009302325581395349,0.2441860465116279,0.056032280082294675,0.08911343276064497,UC
Oscillibacter_unclassified,0.011764705882352941,0.23255813953488372,0.05286349358020889,0.08622249351768335,UC
Roseburia_unclassified,0.003009575923392613,0.23255813953488372,0.048226776748896874,0.0809175851719408,UC
Bacteroides_vulgatus,0.004651162790697674,0.22093023255813954,0.050955836256130156,0.07879581841401671,UC
Eubacterium_ventriosum,0.005471956224350205,0.20930232558139533,0.05163622471488584,0.07585392072957087,UC
Escherichia_coli,0.007113543091655267,0.19767441860465115,0.046294599535046714,0.07211801703423233,UC
Parasutterella_excrementihominis,0.00984952120383037,0.19767441860465115,0.038563755219534514,0.07193983722721742,UC
Odoribacter_splanchnicus,0.007387140902872777,0.18604651162790697,0.06161030754455888,0.07182958544872026,UC
Bacteroides_thetaiotaomicron,0.005745554035567715,0.19767441860465115,0.04595801310539007,0.07136670522025722,UC
Prevotella_copri,0.012038303693570451,0.19767441860465115,0.02805386680016809,0.07093225078821418,UC
Ruminococcus_obeum,0.01094391244870041,0.18604651162790697,0.03271080911098117,0.06782807153491853,UC
Burkholderiales_bacterium_1_1_47,0.003009575923392613,0.18604651162790697,0.039626554152829174,0.06524405228063423,UC
Ruminococcus_torques,0.0027359781121751026,0.1744186046511628,0.047076675852427294,0.06310890562192185,UC
Akkermansia_muciniphila,0.001094391244870041,0.1744186046511628,0.04889651333427583,0.06265207968463903,UC
Anaerotruncus_unclassified,0.0038303693570451436,0.13953488372093023,0.031666504636547306,0.050108950722111106,UC
Ruminococcaceae_bacterium_D16,0.0035567715458276333,0.13953488372093023,0.03215321434811929,0.050069493758816745,UC
Holdemania_filiformis,0.005198358413132695,0.12790697674418605,0.029644502016506095,0.046900172633123384,UC
Peptostreptococcaceae_noname_unclassified,0.0,0.08139534883720931,0.02588148852807701,0.029594902356778193,UC
C2likevirus_unclassified,0.0024623803009575923,0.05813953488372093,0.010263983351412095,0.020725847285877494,UC
Escherichia_unclassified,0.001094391244870041,0.046511627906976744,0.008685721365222662,0.016237828267572574,UC
Lachnospiraceae_bacterium_8_1_57FAA,0.0005471956224350205,0.046511627906976744,0.009840258380243603,0.016195137859359256,UC
Subdoligranulum_unclassified,0.00027359781121751026,0.046511627906976744,0.006351172707899231,0.015360521819281624,UC
