species,disease,keystone_conflict_mean,niche_overlap_mean
Dorea_formicigenerans,MetS,0.09090909090909091,0.3348400000000001
Dorea_formicigenerans,MDR,0.044444444444444446,0.2908380952380953
Dorea_formicigenerans,ICI,0.09230769230769231,0.355890625
Dorea_longicatena,IBD,0.12903225806451613,0.34304666666666667
Dorea_longicatena,rCDI,0.009009009009009009,0.31407659574468083
Dorea_longicatena,MetS,0.06451612903225806,0.26382105263157896
Dorea_longicatena,MDR,0.044444444444444446,0.32593809523809525
Dorea_longicatena,ICI,0.08571428571428572,0.34495263157894734
Dorea_sp_CAG_317,IBD,0.0,0.0
Dorea_sp_CAG_317,rCDI,0.0,0.0
Dorea_sp_CAG_317,MetS,0.0,0.0
Dorea_sp_CAG_317,MDR,0.0,0.0
Dorea_sp_CAG_317,ICI,0.057692307692307696,0.21702258064516128
Eggerthella_lenta,IBD,0.15384615384615385,0.22068260869565215
Eggerthella_lenta,rCDI,0.05172413793103448,0.28668846153846156
Eggerthella_lenta,MetS,0.08955223880597014,0.24046060606060607
Eggerthella_lenta,MDR,0.07692307692307693,0.29397727272727275
Eggerthella_lenta,ICI,0.02702702702702703,0.241095
Eisenbergiella_massiliensis,IBD,0.0,0.0
Eisenbergiella_massiliensis,rCDI,0.1875,0.17058
Eisenbergiella_massiliensis,MetS,0.0,0.0
Eisenbergiella_massiliensis,MDR,0.0,0.0
Eisenbergiella_massiliensis,ICI,0.0392156862745098,0.25287666666666664
Eisenbergiella_tayi,IBD,0.0,0.0
Eisenbergiella_tayi,rCDI,0.0,0.21328888888888892
Eisenbergiella_tayi,MetS,0.0,0.1568
Eisenbergiella_tayi,MDR,0.0,0.0
Eisenbergiella_tayi,ICI,0.06818181818181818,0.23471304347826089
Erysipelatoclostridium_ramosum,IBD,0.0,0.0
Erysipelatoclostridium_ramosum,rCDI,0.09574468085106383,0.23359038461538456
Erysipelatoclostridium_ramosum,MetS,0.0,0.1772
Erysipelatoclostridium_ramosum,MDR,0.16129032258064516,0.21809375000000003
Erysipelatoclostridium_ramosum,ICI,0.0,0.22095555555555557
Escherichia_coli,IBD,0.20833333333333334,0.2213714285714286
Escherichia_coli,rCDI,0.08823529411764706,0.2637759259259259
Escherichia_coli,MetS,0.13043478260869565,0.1910173913043478
Escherichia_coli,MDR,0.10526315789473684,0.19813636363636364
Escherichia_coli,ICI,0.06818181818181818,0.21713043478260868
Eubacterium_eligens,IBD,0.058823529411764705,0.18111428571428573
Eubacterium_eligens,rCDI,0.00909090909090909,0.2988934782608696
Eubacterium_eligens,MetS,0.0625,0.23830294117647058
Eubacterium_eligens,MDR,0.05555555555555555,0.22737142857142859
Eubacterium_eligens,ICI,0.08333333333333333,0.28388484848484846
Eubacterium_hallii,IBD,0.09302325581395349,0.3119263157894737
Eubacterium_hallii,rCDI,0.009433962264150943,0.4086853658536586
Eubacterium_hallii,MetS,0.09090909090909091,0.32539999999999997
Eubacterium_hallii,MDR,0.075,0.31848
Eubacterium_hallii,ICI,0.09090909090909091,0.3503419354838709
Eubacterium_ramulus,IBD,0.16216216216216217,0.2769894736842105
Eubacterium_ramulus,rCDI,0.00980392156862745,0.3508195121951219
Eubacterium_ramulus,MetS,0.125,0.28496666666666665
Eubacterium_ramulus,MDR,0.0,0.21814999999999998
Eubacterium_ramulus,ICI,0.10204081632653061,0.23906000000000002
Eubacterium_rectale,IBD,0.0,0.20036666666666667
Eubacterium_rectale,rCDI,0.008928571428571428,0.3404875
Eubacterium_rectale,MetS,0.08823529411764706,0.1985823529411765
Eubacterium_rectale,MDR,0.07894736842105263,0.2579611111111111
Eubacterium_rectale,ICI,0.09375,0.2936
Eubacterium_siraeum,IBD,0.09523809523809523,0.2054
Eubacterium_siraeum,rCDI,0.06666666666666667,0.22862142857142861
Eubacterium_siraeum,MetS,0.06976744186046512,0.2225652173913044
Eubacterium_siraeum,MDR,0.0,0.26332857142857147
Eubacterium_siraeum,ICI,0.07317073170731707,0.2684473684210526
Eubacterium_sp_CAG_180,IBD,0.0,0.0
Eubacterium_sp_CAG_180,rCDI,0.02564102564102564,0.2268
Eubacterium_sp_CAG_180,MetS,0.0,0.1812125
Eubacterium_sp_CAG_180,MDR,0.075,0.25471052631578944
Eubacterium_sp_CAG_180,ICI,0.02040816326530612,0.2680038461538462
Eubacterium_sp_CAG_251,IBD,0.0,0.0
Eubacterium_sp_CAG_251,rCDI,0.0,0.0
Eubacterium_sp_CAG_251,MetS,0.0,0.181375
Eubacterium_sp_CAG_251,MDR,0.0,0.0
Eubacterium_sp_CAG_251,ICI,0.0,0.0
Eubacterium_sp_CAG_274,IBD,0.0,0.0
Eubacterium_sp_CAG_274,rCDI,0.0,0.0
Eubacterium_sp_CAG_274,MetS,0.11538461538461539,0.24299642857142856
Eubacterium_sp_CAG_274,MDR,0.0,0.0
Eubacterium_sp_CAG_274,ICI,0.0,0.0
Eubacterium_sp_CAG_38,IBD,0.0,0.19563333333333333
Eubacterium_sp_CAG_38,rCDI,0.0,0.22563478260869563
Eubacterium_sp_CAG_38,MetS,0.09090909090909091,0.19657727272727274
Eubacterium_sp_CAG_38,MDR,0.045454545454545456,0.23427499999999998
Eubacterium_sp_CAG_38,ICI,0.0,0.20554999999999998
Eubacterium_sp_OM08_24,IBD,0.0,0.0
Eubacterium_sp_OM08_24,rCDI,0.0,0.0
Eubacterium_sp_OM08_24,MetS,0.0,0.0
Eubacterium_sp_OM08_24,MDR,0.0,0.0
Eubacterium_sp_OM08_24,ICI,0.0,0.0
Eubacterium_ventriosum,IBD,0.0,0.0
Eubacterium_ventriosum,rCDI,0.009708737864077669,0.35700750000000003
Eubacterium_ventriosum,MetS,0.09090909090909091,0.22779499999999997
Eubacterium_ventriosum,MDR,0.14428571428571427,0.20151111111111109
Eubacterium_ventriosum,ICI,0.09230769230769231,0.253751724137931
Faecalibacterium_prausnitzii,IBD,0.0,0.2167583333333333
Faecalibacterium_prausnitzii,rCDI,0.00819672131147541,0.31482000000000004
Faecalibacterium_prausnitzii,MetS,0.05194805194805195,0.23515945945945949
Faecalibacterium_prausnitzii,MDR,0.05172413793103448,0.3370461538461539
Faecalibacterium_prausnitzii,ICI,0.075,0.32667567567567574
Faecalitalea_cylindroides,IBD,0.0,0.0
Faecalitalea_cylindroides,rCDI,0.0,0.0
Faecalitalea_cylindroides,MetS,0.14285714285714285,0.2118529411764706
Faecalitalea_cylindroides,MDR,0.0,0.0
Faecalitalea_cylindroides,ICI,0.0,0.0
Firmicutes_bacterium_CAG_110,IBD,0.2222222222222222,0.2086818181818182
Firmicutes_bacterium_CAG_110,rCDI,0.0,0.3206027777777778
Firmicutes_bacterium_CAG_110,MetS,0.08,0.23601153846153847
Firmicutes_bacterium_CAG_110,MDR,0.0,0.0
Firmicutes_bacterium_CAG_110,ICI,0.11764705882352941,0.2844695652173913
Firmicutes_bacterium_CAG_145,IBD,0.0,0.0
Firmicutes_bacterium_CAG_145,rCDI,0.0,0.0
Firmicutes_bacterium_CAG_145,MetS,0.0,0.0
Firmicutes_bacterium_CAG_145,MDR,0.0,0.0
Firmicutes_bacterium_CAG_145,ICI,0.0,0.0
Firmicutes_bacterium_CAG_170,IBD,0.0,0.0
Firmicutes_bacterium_CAG_170,rCDI,0.0,0.0
Firmicutes_bacterium_CAG_170,MetS,0.0,0.0
Firmicutes_bacterium_CAG_170,MDR,0.0,0.0
Firmicutes_bacterium_CAG_170,ICI,0.0,0.0
Firmicutes_bacterium_CAG_238,IBD,0.0,0.0
Firmicutes_bacterium_CAG_238,rCDI,0.0,0.0
Firmicutes_bacterium_CAG_238,MetS,0.0,0.0
Firmicutes_bacterium_CAG_238,MDR,0.0,0.0
Firmicutes_bacterium_CAG_238,ICI,0.0,0.0
Firmicutes_bacterium_CAG_83,IBD,0.0,0.20500000000000002
Firmicutes_bacterium_CAG_83,rCDI,0.012048192771084338,0.26436857142857145
Firmicutes_bacterium_CAG_83,MetS,0.0,0.19074999999999998
Firmicutes_bacterium_CAG_83,MDR,0.08333333333333333,0.22191666666666665
Firmicutes_bacterium_CAG_83,ICI,0.04878048780487805,0.2307842105263158
Firmicutes_bacterium_CAG_94,IBD,0.0,0.0
Firmicutes_bacterium_CAG_94,rCDI,0.0,0.0
Firmicutes_bacterium_CAG_94,MetS,0.0,0.0
Firmicutes_bacterium_CAG_94,MDR,0.0,0.0
Firmicutes_bacterium_CAG_94,ICI,0.0,0.0
Firmicutes_bacterium_CAG_95,IBD,0.0,0.0
Firmicutes_bacterium_CAG_95,rCDI,0.0,0.0
Firmicutes_bacterium_CAG_95,MetS,0.1,0.177525
Firmicutes_bacterium_CAG_95,MDR,0.0,0.0
Firmicutes_bacterium_CAG_95,ICI,0.0,0.0
Flavonifractor_plautii,IBD,0.05263157894736842,0.19237272727272725
Flavonifractor_plautii,rCDI,0.08108108108108109,0.26035294117647056
Flavonifractor_plautii,MetS,0.0,0.205115
Flavonifractor_plautii,MDR,0.08571428571428572,0.269
Flavonifractor_plautii,ICI,0.04,0.23293214285714287
Fusicatenibacter_saccharivorans,IBD,0.11428571428571428,0.27655625
Fusicatenibacter_saccharivorans,rCDI,0.009615384615384616,0.3898461538461538
Fusicatenibacter_saccharivorans,MetS,0.0,0.2667611111111111
Fusicatenibacter_saccharivorans,MDR,0.07142857142857142,0.29687500000000006
Fusicatenibacter_saccharivorans,ICI,0.0821917808219178,0.39164687499999995
Gemmiger_formicilis,IBD,0.3,0.2637666666666667
Gemmiger_formicilis,rCDI,0.008,0.35225833333333334
Gemmiger_formicilis,MetS,0.0,0.23328823529411766
Gemmiger_formicilis,MDR,0.061224489795918366,0.2894047619047619
Gemmiger_formicilis,ICI,0.10909090909090909,0.25466785714285717
Gordonibacter_pamelaeae,IBD,0.16216216216216217,0.22181363636363638
Gordonibacter_pamelaeae,rCDI,0.016666666666666666,0.25697000000000003
Gordonibacter_pamelaeae,MetS,0.09090909090909091,0.26725937499999997
Gordonibacter_pamelaeae,MDR,0.09090909090909091,0.30340588235294114
Gordonibacter_pamelaeae,ICI,0.08163265306122448,0.2920142857142857
Haemophilus_parainfluenzae,IBD,0.23076923076923078,0.2513533333333334
Haemophilus_parainfluenzae,rCDI,0.1111111111111111,0.22266896551724139
Haemophilus_parainfluenzae,MetS,0.14285714285714285,0.20615384615384613
Haemophilus_parainfluenzae,MDR,0.07323232323232322,0.3237628579997001
Haemophilus_parainfluenzae,ICI,0.0,0.18455
Hafnia_alvei,IBD,0.0,0.0
Hafnia_alvei,rCDI,0.0,0.0
Hafnia_alvei,MetS,0.0,0.0
Hafnia_alvei,MDR,0.0,0.0
Hafnia_alvei,ICI,0.0,0.0
Holdemanella_biformis,IBD,0.0,0.2211
Holdemanella_biformis,rCDI,0.0,0.0
Holdemanella_biformis,MetS,0.043478260869565216,0.22310833333333335
Holdemanella_biformis,MDR,0.0625,0.23006666666666664
Holdemanella_biformis,ICI,0.027777777777777776,0.195185
Hungatella_hathewayi,IBD,0.0,0.0
Hungatella_hathewayi,rCDI,0.14893617021276595,0.24663684210526318
Hungatella_hathewayi,MetS,0.0,0.15835
Hungatella_hathewayi,MDR,0.1590909090909091,0.2547291666666667
Hungatella_hathewayi,ICI,0.058823529411764705,0.23284444444444446
Intestinibacter_bartlettii,IBD,0.13636363636363635,0.24127916666666668
Intestinibacter_bartlettii,rCDI,0.03571428571428571,0.2010875
Intestinibacter_bartlettii,MetS,0.0,0.16235
Intestinibacter_bartlettii,MDR,0.0,0.20191666666666666
Intestinibacter_bartlettii,ICI,0.0,0.0
Intestinimonas_butyriciproducens,IBD,0.0,0.0
Intestinimonas_butyriciproducens,rCDI,0.0,0.21670000000000003
Intestinimonas_butyriciproducens,MetS,0.0,0.1564
Intestinimonas_butyriciproducens,MDR,0.19230769230769232,0.2157416666666667
Intestinimonas_butyriciproducens,ICI,0.07547169811320754,0.24468518518518523
Klebsiella_pneumoniae,IBD,0.0,0.0
Klebsiella_pneumoniae,rCDI,0.08411214953271028,0.2956327868852459
Klebsiella_pneumoniae,MetS,0.14285714285714285,0.23242608695652175
Klebsiella_pneumoniae,MDR,0.07142857142857142,0.2179625
Klebsiella_pneumoniae,ICI,0.0,0.0
Klebsiella_quasipneumoniae,IBD,0.0,0.0
Klebsiella_quasipneumoniae,rCDI,0.09574468085106383,0.28844313725490195
Klebsiella_quasipneumoniae,MetS,0.35714285714285715,0.373625
Klebsiella_quasipneumoniae,MDR,0.0,0.0
Klebsiella_quasipneumoniae,ICI,0.0,0.0
Klebsiella_variicola,IBD,0.0,0.0
Klebsiella_variicola,rCDI,0.08823529411764706,0.2864551724137931
Klebsiella_variicola,MetS,0.20689655172413793,0.25443076923076924
Klebsiella_variicola,MDR,0.0,0.0
Klebsiella_variicola,ICI,0.0,0.0
Lachnospira_pectinoschiza,IBD,0.0,0.1598
Lachnospira_pectinoschiza,rCDI,0.01020408163265306,0.3117388888888889
Lachnospira_pectinoschiza,MetS,0.15,0.20483636363636365
Lachnospira_pectinoschiza,MDR,0.10526315789473684,0.21703
Lachnospira_pectinoschiza,ICI,0.09433962264150944,0.26815
Lactobacillus_delbrueckii,IBD,0.0,0.0
Lactobacillus_delbrueckii,rCDI,0.0,0.0
Lactobacillus_delbrueckii,MetS,0.0,0.0
Lactobacillus_delbrueckii,MDR,0.0,0.0
Lactobacillus_delbrueckii,ICI,0.0,0.0
Lactobacillus_rogosae,IBD,0.0,0.0
Lactobacillus_rogosae,rCDI,0.0,0.24185
Lactobacillus_rogosae,MetS,0.0,0.2585
Lactobacillus_rogosae,MDR,0.0,0.0
Lactobacillus_rogosae,ICI,0.0,0.0
Lactobacillus_ruminis,IBD,0.0,0.0
Lactobacillus_ruminis,rCDI,0.07017543859649122,0.2037193548387097
Lactobacillus_ruminis,MetS,0.1,0.20072142857142855
Lactobacillus_ruminis,MDR,0.0,0.0
Lactobacillus_ruminis,ICI,0.0,0.0
Lactococcus_lactis,IBD,0.0,0.0
Lactococcus_lactis,rCDI,0.12727272727272726,0.2152137931034483
Lactococcus_lactis,MetS,0.0,0.0
Lactococcus_lactis,MDR,0.0,0.0
Lactococcus_lactis,ICI,0.0,0.0
Lawsonibacter_asaccharolyticus,IBD,0.0,0.1838
Lawsonibacter_asaccharolyticus,rCDI,0.0,0.20800555555555553
Lawsonibacter_asaccharolyticus,MetS,0.0,0.1792
Lawsonibacter_asaccharolyticus,MDR,0.0,0.2079875
Lawsonibacter_asaccharolyticus,ICI,0.0,0.20608000000000004
Megamonas_funiformis,IBD,0.0,0.0
Megamonas_funiformis,rCDI,0.0,0.0
Megamonas_funiformis,MetS,0.0,0.2883
Megamonas_funiformis,MDR,0.0,0.0
Megamonas_funiformis,ICI,0.0,0.0
Megamonas_funiformis_CAG_377,IBD,0.0,0.0
Megamonas_funiformis_CAG_377,rCDI,0.0,0.0
Megamonas_funiformis_CAG_377,MetS,0.0,0.0
Megamonas_funiformis_CAG_377,MDR,0.0,0.0
Megamonas_funiformis_CAG_377,ICI,0.0,0.0
Megamonas_hypermegale,IBD,0.0,0.0
Megamonas_hypermegale,rCDI,0.0,0.0
Megamonas_hypermegale,MetS,0.0,0.24757777777777776
Megamonas_hypermegale,MDR,0.0,0.0
Megamonas_hypermegale,ICI,0.0,0.0
Megasphaera_elsdenii,IBD,0.0,0.0
Megasphaera_elsdenii,rCDI,0.0,0.0
Megasphaera_elsdenii,MetS,0.16216216216216217,0.20781764705882352
Megasphaera_elsdenii,MDR,0.0,0.0
Megasphaera_elsdenii,ICI,0.0,0.0
Methanobrevibacter_smithii,IBD,0.0,0.205325
Methanobrevibacter_smithii,rCDI,0.0,0.0
Methanobrevibacter_smithii,MetS,0.10714285714285714,0.21715714285714288
Methanobrevibacter_smithii,MDR,0.0,0.0
Methanobrevibacter_smithii,ICI,0.0625,0.20826875
Mitsuokella_jalaludinii,IBD,0.0,0.0
Mitsuokella_jalaludinii,rCDI,0.0,0.0
Mitsuokella_jalaludinii,MetS,0.0,0.0
Mitsuokella_jalaludinii,MDR,0.0,0.0
Mitsuokella_jalaludinii,ICI,0.0,0.0
Monoglobus_pectinilyticus,IBD,0.0,0.0
Monoglobus_pectinilyticus,rCDI,0.07692307692307693,0.22469999999999998
Monoglobus_pectinilyticus,MetS,0.0,0.0
Monoglobus_pectinilyticus,MDR,0.0,0.0
Monoglobus_pectinilyticus,ICI,0.0,0.23166
Odoribacter_splanchnicus,IBD,0.06896551724137931,0.28753793103448283
Odoribacter_splanchnicus,rCDI,0.011494252873563218,0.32683999999999996
Odoribacter_splanchnicus,MetS,0.05,0.307472972972973
Odoribacter_splanchnicus,MDR,0.08,0.2197
Odoribacter_splanchnicus,ICI,0.04918032786885246,0.26916666666666667
Olsenella_scatoligenes,IBD,0.0,0.0
Olsenella_scatoligenes,rCDI,0.0,0.0
Olsenella_scatoligenes,MetS,0.06666666666666667,0.18416
Olsenella_scatoligenes,MDR,0.0,0.0
Olsenella_scatoligenes,ICI,0.0,0.0
Oscillibacter_sp_57_20,IBD,0.05555555555555555,0.2218
Oscillibacter_sp_57_20,rCDI,0.010101010101010102,0.2880536585365854
Oscillibacter_sp_57_20,MetS,0.043478260869565216,0.2953318181818182
Oscillibacter_sp_57_20,MDR,0.05714285714285714,0.2588214285714286
Oscillibacter_sp_57_20,ICI,0.04081632653061224,0.30364499999999994
Oscillibacter_sp_CAG_241,IBD,0.0,0.184275
Oscillibacter_sp_CAG_241,rCDI,0.0,0.33173793103448274
Oscillibacter_sp_CAG_241,MetS,0.04819277108433735,0.2722657894736841
Oscillibacter_sp_CAG_241,MDR,0.09090909090909091,0.22535000000000002
Oscillibacter_sp_CAG_241,ICI,0.04081632653061224,0.29780000000000006
Parabacteroides_distasonis,IBD,0.075,0.28661764705882353
Parabacteroides_distasonis,rCDI,0.012987012987012988,0.3439151515151515
Parabacteroides_distasonis,MetS,0.06976744186046512,0.26
Parabacteroides_distasonis,MDR,0.0,0.2306166666666666
Parabacteroides_distasonis,ICI,0.08163265306122448,0.2710863636363637
Parabacteroides_goldsteinii,IBD,0.0,0.0
Parabacteroides_goldsteinii,rCDI,0.0,0.0
Parabacteroides_goldsteinii,MetS,0.0,0.0
Parabacteroides_goldsteinii,MDR,0.0,0.0
Parabacteroides_goldsteinii,ICI,0.0,0.0
Parabacteroides_johnsonii,IBD,0.0,0.0
Parabacteroides_johnsonii,rCDI,0.0,0.0
Parabacteroides_johnsonii,MetS,0.0,0.0
Parabacteroides_johnsonii,MDR,0.0,0.0
Parabacteroides_johnsonii,ICI,0.0,0.20276153846153847
Parabacteroides_merdae,IBD,0.06818181818181818,0.2836888888888888
Parabacteroides_merdae,rCDI,0.01,0.3384461538461539
Parabacteroides_merdae,MetS,0.06153846153846154,0.2988111111111111
Parabacteroides_merdae,MDR,0.0,0.25761111111111107
Parabacteroides_merdae,ICI,0.05263157894736842,0.26687999999999995
Paraprevotella_xylaniphila,IBD,0.16666666666666666,0.18164285714285716
Paraprevotella_xylaniphila,rCDI,0.0,0.0
Paraprevotella_xylaniphila,MetS,0.23076923076923078,0.1938375
Paraprevotella_xylaniphila,MDR,0.18181818181818182,0.27627999999999997
Paraprevotella_xylaniphila,ICI,0.11764705882352941,0.272276
Parasutterella_excrementihominis,IBD,0.08695652173913043,0.21934166666666668
Parasutterella_excrementihominis,rCDI,0.0,0.2386523809523809
Parasutterella_excrementihominis,MetS,0.0,0.279375
Parasutterella_excrementihominis,MDR,0.12222222222222223,0.25171523809523805
Parasutterella_excrementihominis,ICI,0.05128205128205128,0.3158590909090909
Phascolarctobacterium_faecium,IBD,0.0,0.0
Phascolarctobacterium_faecium,rCDI,0.0,0.345230303030303
Phascolarctobacterium_faecium,MetS,0.06666666666666667,0.18521875
Phascolarctobacterium_faecium,MDR,0.043478260869565216,0.25713333333333327
Phascolarctobacterium_faecium,ICI,0.0,0.2504238095238095
Phascolarctobacterium_sp_CAG_266,IBD,0.0,0.0
Phascolarctobacterium_sp_CAG_266,rCDI,0.0,0.0
Phascolarctobacterium_sp_CAG_266,MetS,0.0,0.0
Phascolarctobacterium_sp_CAG_266,MDR,0.0,0.0
Phascolarctobacterium_sp_CAG_266,ICI,0.0,0.0
Prevotella_copri,IBD,0.15625,0.24151428571428574
Prevotella_copri,rCDI,0.0,0.33629615384615386
Prevotella_copri,MetS,0.05555555555555555,0.2626631578947368
Prevotella_copri,MDR,0.02702702702702703,0.28636
Prevotella_copri,ICI,0.09615384615384616,0.314448
Prevotella_sp_885,IBD,0.0,0.0
Prevotella_sp_885,rCDI,0.04,0.21986666666666665
Prevotella_sp_885,MetS,0.0,0.0
Prevotella_sp_885,MDR,0.0,0.0
Prevotella_sp_885,ICI,0.0,0.0
Prevotella_sp_CAG_279,IBD,0.0,0.0
Prevotella_sp_CAG_279,rCDI,0.0,0.0
Prevotella_sp_CAG_279,MetS,0.0,0.0
Prevotella_sp_CAG_279,MDR,0.0,0.0
Prevotella_sp_CAG_279,ICI,0.0,0.0
Prevotella_sp_CAG_520,IBD,0.0,0.0
Prevotella_sp_CAG_520,rCDI,0.0,0.0
Prevotella_sp_CAG_520,MetS,0.0,0.0
Prevotella_sp_CAG_520,MDR,0.0,0.0
Prevotella_sp_CAG_520,ICI,0.0,0.0
Prevotella_sp_CAG_5226,IBD,0.0,0.0
Prevotella_sp_CAG_5226,rCDI,0.0,0.0
Prevotella_sp_CAG_5226,MetS,0.0,0.0
Prevotella_sp_CAG_5226,MDR,0.0,0.0
Prevotella_sp_CAG_5226,ICI,0.0,0.0
Prevotella_stercorea,IBD,0.0,0.0
Prevotella_stercorea,rCDI,0.0,0.0
Prevotella_stercorea,MetS,0.0,0.0
Prevotella_stercorea,MDR,0.0,0.0
Prevotella_stercorea,ICI,0.0,0.0
Propionibacterium_freudenreichii,IBD,0.0,0.0
Propionibacterium_freudenreichii,rCDI,0.0,0.0
Propionibacterium_freudenreichii,MetS,0.0,0.0
Propionibacterium_freudenreichii,MDR,0.0,0.0
Propionibacterium_freudenreichii,ICI,0.0,0.0
Proteobacteria_bacterium_CAG_139,IBD,0.09090909090909091,0.23520666666666667
Proteobacteria_bacterium_CAG_139,rCDI,0.13333333333333333,0.31101666666666666
Proteobacteria_bacterium_CAG_139,MetS,0.0,0.24076666666666666
Proteobacteria_bacterium_CAG_139,MDR,0.0,0.0
Proteobacteria_bacterium_CAG_139,ICI,0.05333333333333334,0.3208463414634146
Roseburia_faecis,IBD,0.0,0.188975
Roseburia_faecis,rCDI,0.010101010101010102,0.2737581395348837
Roseburia_faecis,MetS,0.10344827586206896,0.20126
Roseburia_faecis,MDR,0.058823529411764705,0.29330399999999995
Roseburia_faecis,ICI,0.07792207792207792,0.3208588235294117
Roseburia_hominis,IBD,0.0,0.18489999999999998
Roseburia_hominis,rCDI,0.00909090909090909,0.29143829787234043
Roseburia_hominis,MetS,0.07692307692307693,0.23170833333333332
Roseburia_hominis,MDR,0.045454545454545456,0.21077857142857143
Roseburia_hominis,ICI,0.12244897959183673,0.251395652173913
Roseburia_intestinalis,IBD,0.2222222222222222,0.18425
Roseburia_intestinalis,rCDI,0.014492753623188406,0.2679594594594595
Roseburia_intestinalis,MetS,0.11764705882352941,0.21570555555555554
Roseburia_intestinalis,MDR,0.0,0.219275
Roseburia_intestinalis,ICI,0.12195121951219512,0.2463666666666667
Roseburia_inulinivorans,IBD,0.0,0.2609
Roseburia_inulinivorans,rCDI,0.009708737864077669,0.342405
Roseburia_inulinivorans,MetS,0.08163265306122448,0.225032
Roseburia_inulinivorans,MDR,0.0,0.20933333333333334
Roseburia_inulinivorans,ICI,0.10909090909090909,0.2582083333333333
Roseburia_sp_CAG_182,IBD,0.0,0.0
Roseburia_sp_CAG_182,rCDI,0.0,0.0
Roseburia_sp_CAG_182,MetS,0.0,0.0
Roseburia_sp_CAG_182,MDR,0.0,0.0
Roseburia_sp_CAG_182,ICI,0.0,0.0
Roseburia_sp_CAG_303,IBD,0.0,0.0
Roseburia_sp_CAG_303,rCDI,0.0,0.0
Roseburia_sp_CAG_303,MetS,0.0,0.0
Roseburia_sp_CAG_303,MDR,0.0,0.0
Roseburia_sp_CAG_303,ICI,0.0,0.0
Roseburia_sp_CAG_309,IBD,0.0,0.0
Roseburia_sp_CAG_309,rCDI,0.0,0.0
Roseburia_sp_CAG_309,MetS,0.0,0.0
Roseburia_sp_CAG_309,MDR,0.0,0.0
Roseburia_sp_CAG_309,ICI,0.0,0.0
Roseburia_sp_CAG_471,IBD,0.0,0.0
Roseburia_sp_CAG_471,rCDI,0.04878048780487805,0.22157999999999997
Roseburia_sp_CAG_471,MetS,0.0,0.0
Roseburia_sp_CAG_471,MDR,0.0,0.0
Roseburia_sp_CAG_471,ICI,0.0,0.0
Ruminococcaceae_bacterium_D16,IBD,0.08333333333333333,0.19491666666666665
Ruminococcaceae_bacterium_D16,rCDI,0.08333333333333333,0.19491666666666665
Ruminococcaceae_bacterium_D16,MetS,0.08333333333333333,0.19491666666666665
Ruminococcaceae_bacterium_D16,MDR,0.08333333333333333,0.19491666666666665
Ruminococcaceae_bacterium_D16,ICI,0.08333333333333333,0.19491666666666665
Ruminococcus_bicirculans,IBD,0.07692307692307693,0.1803625
Ruminococcus_bicirculans,rCDI,0.009615384615384616,0.32875750000000004
Ruminococcus_bicirculans,MetS,0.05263157894736842,0.21659047619047622
Ruminococcus_bicirculans,MDR,0.08571428571428572,0.24096842105263155
Ruminococcus_bicirculans,ICI,0.10638297872340426,0.24419
Ruminococcus_bromii,IBD,0.0,0.16346666666666668
Ruminococcus_bromii,rCDI,0.0,0.21422799999999997
Ruminococcus_bromii,MetS,0.0,0.19163333333333332
Ruminococcus_bromii,MDR,0.06521739130434782,0.252775
Ruminococcus_bromii,ICI,0.043478260869565216,0.27150416666666666
Ruminococcus_callidus,IBD,0.0,0.0
Ruminococcus_callidus,rCDI,0.0,0.0
Ruminococcus_callidus,MetS,0.0,0.1903
Ruminococcus_callidus,MDR,0.0,0.0
Ruminococcus_callidus,ICI,0.0,0.0
Ruminococcus_gnavus,IBD,0.15789473684210525,0.22414
Ruminococcus_gnavus,rCDI,0.08333333333333333,0.2618129032258064
Ruminococcus_gnavus,MetS,0.08333333333333333,0.2393048780487805
Ruminococcus_gnavus,MDR,0.10204081632653061,0.309368
Ruminococcus_gnavus,ICI,0.021739130434782608,0.2503875
Ruminococcus_lactaris,IBD,0.0,0.0
Ruminococcus_lactaris,rCDI,0.010752688172043012,0.3240243243243243
Ruminococcus_lactaris,MetS,0.06666666666666667,0.17729999999999999
Ruminococcus_lactaris,MDR,0.0,0.196125
Ruminococcus_lactaris,ICI,0.0,0.19861999999999996
Ruminococcus_sp_CAG_330,IBD,0.0,0.0
Ruminococcus_sp_CAG_330,rCDI,0.0,0.0
Ruminococcus_sp_CAG_330,MetS,0.0,0.0
Ruminococcus_sp_CAG_330,MDR,0.0,0.0
Ruminococcus_sp_CAG_330,ICI,0.0,0.0
Ruminococcus_sp_CAG_403,IBD,0.0,0.0
Ruminococcus_sp_CAG_403,rCDI,0.0,0.0
Ruminococcus_sp_CAG_403,MetS,0.0,0.0
Ruminococcus_sp_CAG_403,MDR,0.0,0.0
Ruminococcus_sp_CAG_403,ICI,0.0,0.0
Ruminococcus_sp_CAG_563,IBD,0.0,0.0
Ruminococcus_sp_CAG_563,rCDI,0.0,0.0
Ruminococcus_sp_CAG_563,MetS,0.0,0.0
Ruminococcus_sp_CAG_563,MDR,0.0,0.0
Ruminococcus_sp_CAG_563,ICI,0.0,0.0
Ruminococcus_sp_CAG_624,IBD,0.0,0.0
Ruminococcus_sp_CAG_624,rCDI,0.0,0.0
Ruminococcus_sp_CAG_624,MetS,0.0,0.0
Ruminococcus_sp_CAG_624,MDR,0.0,0.0
Ruminococcus_sp_CAG_624,ICI,0.0,0.0
