Model,AUROC,AUROC_CI_lo,AUROC_CI_hi,AUPRC,AUPRC_CI_lo,AUPRC_CI_hi,N_bootstrap
Random Forest,0.7777,0.7587,0.7967,0.7922,0.7693,0.8142,1000
